Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
ITEM,X,Y,Z,X,Y,Z
1171,0.22422,0.16404,0.13325,0.13205,0.4976,0.06537
1172,0.21509,0.15883,0.13202,0.12986,0.49772,0.06598
1173,0.20663,0.15401,0.13088,0.12851,0.49796,0.06682
1174,0.19857,0.1495,0.12893,0.12812,0.49827,0.06771
1175,0.19069,0.14545,0.12559,0.12856,0.49857,0.06825
1176,0.18299,0.14208,0.12117,0.12943,0.49877,0.0682
1177,0.17576,0.13945,0.11638,0.1302,0.49879,0.06769
1178,0.16933,0.13745,0.1116,0.1304,0.49856,0.06709
1179,0.16385,0.13583,0.10701,0.12998,0.49819,0.0666
1180,0.15916,0.13437,0.10289,0.12943,0.49794,0.06602
1181,0.15507,0.13303,0.09948,0.12937,0.49797,0.06517
1182,0.15149,0.13198,0.09653,0.12992,0.49815,0.06425
1183,0.14844,0.13146,0.09358,0.13063,0.49822,0.06361
1184,0.14587,0.13148,0.09047,0.13093,0.49807,0.06317
1185,0.14356,0.13185,0.08732,0.13053,0.49779,0.06232
1186,0.14131,0.13237,0.08434,0.12953,0.49746,0.06073
1187,0.13918,0.1329,0.08163,0.12824,0.49708,0.05877
1188,0.13748,0.13321,0.0792,0.12695,0.49654,0.0571
1189,0.13643,0.13307,0.07697,0.1257,0.49583,0.05594
1190,0.13589,0.13241,0.07486,0.1243,0.49509,0.05514
1191,0.13548,0.13143,0.07294,0.12285,0.49452,0.05445
1192,0.13487,0.13056,0.07125,0.12187,0.49422,0.05367
1193,0.13418,0.13005,0.06967,0.12174,0.49408,0.05266
1194,0.13375,0.12983,0.06814,0.12232,0.49386,0.05142
1195,0.13373,0.12965,0.06664,0.12317,0.49351,0.05019
1196,0.13383,0.12941,0.06509,0.12401,0.49314,0.0492
1197,0.1337,0.12928,0.06346,0.12475,0.49287,0.04828
1198,0.13318,0.12936,0.06199,0.12543,0.49266,0.04712
1199,0.1325,0.12945,0.0608,0.12599,0.49245,0.04575
1200,0.13212,0.12919,0.0596,0.12644,0.49228,0.04458
1201,0.13232,0.1285,0.05805,0.12701,0.49218,0.04396
1202,0.13295,0.12762,0.05618,0.12788,0.49209,0.04374
1203,0.1336,0.12676,0.05435,0.12874,0.49197,0.0435
1204,0.13398,0.12585,0.05276,0.12913,0.49182,0.04294
1205,0.1341,0.12487,0.05133,0.129,0.49166,0.04202
1206,0.13405,0.12388,0.04996,0.12882,0.49147,0.04104
1207,0.13388,0.12293,0.0487,0.12886,0.4912,0.04034
1208,0.1336,0.12195,0.04753,0.12883,0.49087,0.03994
1209,0.13327,0.12094,0.04632,0.12842,0.49062,0.03955
1210,0.133,0.12002,0.04495,0.12779,0.4906,0.03894
1211,0.13293,0.11918,0.04354,0.1273,0.49071,0.03817
1212,0.13307,0.11826,0.04225,0.12707,0.49069,0.03751
1213,0.13333,0.11726,0.0411,0.12712,0.49038,0.03713
1214,0.13359,0.11633,0.03999,0.12745,0.48996,0.03701
1215,0.13384,0.11547,0.03881,0.12807,0.48963,0.03708
1216,0.13409,0.11462,0.03752,0.12895,0.48941,0.03729
1217,0.13436,0.11388,0.03623,0.12993,0.48922,0.03761
1218,0.13457,0.11342,0.0351,0.13074,0.48906,0.03799
1219,0.13458,0.11311,0.03428,0.13126,0.48892,0.03828
1220,0.13444,0.11267,0.03369,0.13167,0.48874,0.03831
1221,0.13435,0.11199,0.03295,0.13211,0.48842,0.03804
1222,0.13452,0.11118,0.03173,0.13245,0.48799,0.03756
1223,0.13488,0.11037,0.03006,0.13249,0.48763,0.03697
1224,0.13516,0.10962,0.02835,0.1323,0.48754,0.03639
1225,0.13517,0.109,0.027,0.13227,0.48781,0.03594
1226,0.13496,0.10864,0.02604,0.13264,0.48827,0.03565
1227,0.13467,0.10862,0.0252,0.13334,0.48869,0.03547
1228,0.13435,0.10879,0.02431,0.1341,0.48892,0.03523
1229,0.13403,0.10892,0.02339,0.13487,0.48889,0.03487
1230,0.13382,0.10894,0.02255,0.13567,0.48865,0.03454
1231,0.13383,0.10886,0.02173,0.1364,0.48841,0.03447
1232,0.13401,0.10876,0.02078,0.13686,0.48842,0.03463
1233,0.13421,0.10862,0.01976,0.13711,0.48872,0.03485
1234,0.13442,0.10849,0.01882,0.13739,0.48914,0.03498
1235,0.13469,0.10848,0.01805,0.13773,0.48942,0.03499
1236,0.13494,0.10859,0.01747,0.13786,0.48944,0.03492
1237,0.13503,0.10875,0.0171,0.13762,0.48925,0.03481
1238,0.135,0.1089,0.01691,0.13712,0.48899,0.03482
1239,0.135,0.10901,0.01681,0.13667,0.4888,0.03506
1240,0.13511,0.10904,0.01666,0.13648,0.48869,0.03542
1241,0.13523,0.10892,0.01639,0.13659,0.48862,0.03563
1242,0.13526,0.10864,0.01606,0.13703,0.48865,0.03563
1243,0.13518,0.10831,0.01584,0.13785,0.4888,0.03566
1244,0.13504,0.10801,0.0159,0.13876,0.48896,0.03596
1245,0.13491,0.10769,0.01621,0.13921,0.489,0.03648
1246,0.13493,0.10729,0.01646,0.13905,0.48891,0.03695
1247,0.13515,0.10689,0.0164,0.13876,0.48876,0.03718
1248,0.13547,0.1066,0.0161,0.13883,0.48863,0.0372
1249,0.13565,0.10648,0.01571,0.13943,0.48854,0.03722
1250,0.13558,0.10646,0.01533,0.14039,0.4885,0.03741
1251,0.13538,0.10646,0.01497,0.14117,0.48844,0.03774
1252,0.1352,0.10648,0.0147,0.14121,0.48827,0.03805
1253,0.13508,0.10649,0.01455,0.14052,0.48802,0.03827
1254,0.13501,0.10638,0.01449,0.13959,0.48779,0.03847
