Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1849,-0.00012,0.00026,0.00087,-0.00684,0.00965,0.04534,0.10206,-0.13864,0.3308,0.00015,-0.00431,0.00278,0.00501,-0.00682,0.00101,-3e-05,-0.00112,-0.00154,0.00034,0.00016,0.00841,0.00578,-0.0097,0.00236,0.00054,-0.00024,-0.00105,0.0045,-0.00045,0.01601,-0.04391,0.09034,0.01053,0.00668,0.00192,0.00126,-0.00012,0.00012,0.00134,-0.00012,0.00012,0.00134,0.0,-0.0,0.0,-0.11609,0.08166,0.06729,-0.0153,-0.0078,0.00535,0.004,-0.00149,-0.00916,0.004,-0.00149,-0.00916,3e-05,0.0,-3e-05,-1.24846,-0.80073,1.69801
1850,-8e-05,0.00023,0.00073,-0.00478,0.00867,0.03814,0.16934,-0.18178,0.30603,0.00019,-0.00597,0.0054,0.00426,-0.0098,0.00191,0.00196,-0.00088,-0.00165,-0.00133,0.00098,0.0079,0.00775,-0.00925,0.00146,0.00044,-0.00123,-4e-05,0.00104,0.00019,0.01981,-0.04829,0.09568,0.01105,0.00641,0.00155,0.00151,-0.00021,3e-05,0.00086,-0.00021,3e-05,0.00086,0.0,-1e-05,0.0,-0.11118,0.06888,0.0749,-0.01767,-0.00672,0.00711,0.00461,-0.00099,-0.008,0.00461,-0.00099,-0.008,3e-05,1e-05,-3e-05,-1.25937,-0.76029,1.68341
1851,5e-05,8e-05,0.00063,0.00241,0.00249,0.03267,0.16634,-0.23457,0.29304,0.00134,-0.00263,0.0071,0.0048,-0.00863,0.00257,0.00291,-0.00065,-0.00092,-0.00399,0.00159,0.00798,0.01011,-0.00867,0.00164,0.00044,-0.00183,0.00124,-0.00408,0.00154,0.02058,-0.04756,0.09578,0.00871,0.00637,0.00071,0.0014,7e-05,-0.00042,0.00022,7e-05,-0.00042,0.00022,0.0,-1e-05,0.0,-0.10863,0.05763,0.06223,-0.02164,-0.00498,0.00685,0.00543,-0.00046,-0.00523,0.00543,-0.00046,-0.00523,3e-05,1e-05,-2e-05,-1.46664,-0.82842,1.63875
1852,0.00016,-7e-05,0.00058,0.00794,-0.00391,0.03017,0.11101,-0.24549,0.30738,0.00247,0.00291,0.00682,0.0063,-0.00467,0.0026,0.00282,-0.00083,0.00029,-0.00652,0.00069,0.00861,0.01286,-0.00904,0.00255,0.001,-0.00181,0.00188,-0.00806,0.00189,0.01824,-0.05535,0.09157,0.01064,0.00822,0.00022,0.00159,0.00049,-0.00101,-0.00014,0.00049,-0.00101,-0.00014,0.0,-0.0,-0.0,-0.11744,0.05874,0.0414,-0.02597,-0.00423,0.00519,0.00566,-0.00013,-0.00206,0.00566,-0.00013,-0.00206,2e-05,0.0,-1e-05,-1.97622,-0.91731,1.61141
1853,0.00018,-0.00017,0.00054,0.00919,-0.00803,0.02802,0.0318,-0.19465,0.36815,0.0027,0.00653,0.00514,0.00779,-0.00117,0.00211,0.00199,-0.00174,0.00133,-0.00731,-0.00148,0.00936,0.01514,-0.0105,0.00316,0.00232,-0.00179,0.00157,-0.00823,-0.00053,0.01609,-0.07532,0.08915,0.0175,0.01076,0.00043,0.00222,0.00076,-0.00141,9e-05,0.00076,-0.00141,9e-05,-0.0,0.0,0.0,-0.14134,0.07319,0.03313,-0.02719,-0.00536,0.00375,0.00467,-9e-05,7e-05,0.00467,-9e-05,7e-05,1e-05,-0.0,0.0,-2.57721,-0.99097,1.68406
1854,0.00021,-0.00028,0.00044,0.01114,-0.0121,0.02296,-0.05351,-0.114,0.44233,0.00352,0.00635,0.00413,0.00943,-0.0003,0.00214,0.00093,-0.00285,0.00182,-0.00584,-0.00313,0.01005,0.01601,-0.01196,0.00331,0.00455,-0.00237,0.00081,-0.004,-0.00412,0.01588,-0.0997,0.08709,0.0231,0.01134,0.00085,0.00283,0.0008,-0.0014,0.0007,0.0008,-0.0014,0.0007,-1e-05,1e-05,0.0,-0.18513,0.08955,0.04043,-0.02369,-0.00756,0.00299,0.00322,-0.00018,0.00053,0.00322,-0.00018,0.00053,-0.0,-1e-05,0.0,-3.00115,-1.0908,1.85215
1855,0.00037,-0.00043,0.00029,0.01948,-0.01822,0.01474,-0.11287,-0.06644,0.4568,0.00661,0.00379,0.0055,0.01144,-0.0019,0.00326,0.00041,-0.00327,0.00173,-0.0035,-0.00284,0.01043,0.01561,-0.01202,0.00334,0.00702,-0.00345,0.00045,0.00195,-0.00394,0.01671,-0.11582,0.07366,0.02423,0.00877,0.00124,0.00301,0.00067,-0.00095,0.00122,0.00067,-0.00095,0.00122,-1e-05,1e-05,0.0,-0.2449,0.08826,0.04819,-0.01738,-0.00888,0.00231,0.00257,-0.0001,6e-05,0.00257,-0.0001,6e-05,-1e-05,-0.0,0.0,-3.17506,-1.22163,1.99552
1856,0.00061,-0.00054,0.00015,0.03171,-0.02318,0.00761,-0.11024,-0.09204,0.39105,0.01047,0.00207,0.00864,0.01289,-0.00395,0.00489,0.00083,-0.00254,0.00141,-0.00175,-0.00146,0.00982,0.01503,-0.01049,0.00305,0.00806,-0.00429,0.0008,0.00465,0.0016,0.01734,-0.10981,0.046,0.02297,0.0042,0.00175,0.00285,0.00053,-0.00039,0.0014,0.00053,-0.00039,0.0014,-0.0,1e-05,0.0,-0.29389,0.0627,0.04152,-0.01167,-0.00713,0.00105,0.00267,0.00014,-0.00019,0.00267,0.00014,-0.00019,-0.0,0.0,-0.0,-3.19452,-1.32534,2.00618
1857,0.00071,-0.00046,0.00013,0.03669,-0.02017,0.00683,-0.04756,-0.16163,0.30897,0.01175,0.00308,0.01099,0.01251,-0.00401,0.00655,0.00173,-0.00097,0.00165,-0.0001,-0.00095,0.0081,0.01525,-0.00881,0.00208,0.00679,-0.0043,0.00132,0.00081,0.00672,0.01793,-0.08051,0.02196,0.02033,-0.00025,0.00165,0.00264,0.00054,1e-05,0.00118,0.00054,1e-05,0.00118,0.0,1e-05,0.0,-0.29816,0.0302,0.02305,-0.00957,-0.0016,-0.00045,0.00238,0.00015,-0.00011,0.00238,0.00015,-0.00011,0.0,0.0,-0.0,-3.17653,-1.37323,1.90311
