Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
817,9e-05,4e-05,9e-05,0.00443,0.00106,0.00428,0.28242,-0.12763,0.04391,0.00234,-0.0004,-0.00087,-0.00196,-0.00019,-0.00244,3e-05,-0.00098,-0.00045,0.00149,-0.00226,-0.00209,-0.00403,0.00032,0.00048,-0.00056,-0.00066,0.00021,-0.00043,-0.00543,0.00575,-0.08036,-0.01455,0.02395,-0.00704,-0.00064,0.00342,-0.00041,0.00031,5e-05,-0.00041,0.00031,5e-05,-0.0,0.0,0.0,-0.16199,-0.02261,-0.00093,-0.00989,-0.00593,-0.00076,0.00425,0.00045,0.00281,0.00425,0.00045,0.00281,4e-05,0.0,1e-05,-1.24899,-1.31471,0.30571
818,0.00014,2e-05,1e-05,0.00733,0.00079,0.00045,0.23806,-0.12562,0.05433,0.003,-0.00058,-0.00092,0.00011,1e-05,-0.00215,-0.00182,-0.00175,-0.00103,0.00015,-0.00135,-0.00064,-0.00319,-0.0006,-0.00038,-0.00135,-0.00036,-0.00016,-0.00215,-0.00477,0.00895,-0.09478,-0.01738,0.03137,-0.00702,-0.00026,0.00425,-0.0001,0.00017,2e-05,-0.0001,0.00017,2e-05,0.0,0.0,-0.0,-0.15563,-0.02937,0.00403,-0.00943,-0.00753,7e-05,0.00449,0.00044,0.00227,0.00449,0.00044,0.00227,3e-05,0.0,1e-05,-1.40267,-1.33222,0.34831
819,0.00015,-2e-05,-8e-05,0.00789,-0.00062,-0.00367,0.18171,-0.12429,0.10186,0.00352,-0.00041,-0.00031,0.00065,0.0001,-0.00122,-0.00304,-0.00182,-0.00108,0.00084,-0.00075,0.00069,-0.00231,-0.00127,5e-05,-0.00134,0.00019,-0.00026,-0.00454,-0.00218,0.00908,-0.09992,-0.01194,0.02873,-0.00585,-0.00038,0.00398,0.00042,-0.00026,0.00019,0.00042,-0.00026,0.00019,-1e-05,0.0,0.0,-0.16758,-0.02547,0.01198,-0.00473,-0.0099,-0.00018,0.00514,0.00047,0.00182,0.00514,0.00047,0.00182,1e-05,0.0,1e-05,-1.51118,-1.35721,0.43606
820,0.00011,-9e-05,-7e-05,0.00543,-0.00325,-0.0033,0.15218,-0.10612,0.1592,0.00204,-0.00048,0.0,-0.0005,-0.00023,-0.00043,-0.0027,-0.00119,-0.00066,0.00287,-0.00148,0.00035,-0.00181,-0.00098,0.00161,-0.0004,0.00044,0.00019,-0.00537,0.00223,0.00824,-0.09236,-0.0044,0.01989,-0.00542,-0.00084,0.00305,0.0005,-0.00052,0.0005,0.0005,-0.00052,0.0005,-2e-05,1e-05,0.0,-0.19192,-0.00939,0.02141,0.00297,-0.01438,-0.00147,0.00549,0.0006,0.00204,0.00549,0.0006,0.00204,-0.0,0.0,1e-05,-1.60359,-1.36684,0.54793
821,5e-05,-0.00014,2e-05,0.00242,-0.00593,0.00142,0.13597,-0.06989,0.18198,-0.00156,-0.00081,-0.00016,-0.00216,-0.00089,-0.0,-0.0013,-0.00037,-7e-05,0.003,-0.00262,-0.00121,-0.00179,0.0001,0.00261,0.00053,0.00017,0.00074,-0.00271,0.00664,0.009,-0.07532,-0.0041,0.01118,-0.00716,-0.00133,0.00212,-0.00052,-6e-05,0.00071,-0.00052,-6e-05,0.00071,-1e-05,0.0,0.0,-0.20649,0.00315,0.03405,0.01013,-0.02014,-0.002,0.00481,0.00087,0.00275,0.00481,0.00087,0.00275,0.0,1e-05,1e-05,-1.68803,-1.36392,0.63537
822,2e-05,-0.0002,0.00014,0.00108,-0.00907,0.00754,0.08649,-0.04782,0.16247,-0.00516,-0.00075,-0.00045,-0.00263,-0.00115,0.00025,-0.00017,3e-05,0.00036,0.00093,-0.00248,-0.00223,-0.00172,0.00127,0.00228,0.00069,-0.00039,0.0011,0.00143,0.00838,0.01096,-0.05829,-0.00908,0.00229,-0.0102,-0.00264,0.00132,-0.00213,0.00087,0.00076,-0.00213,0.00087,0.00076,0.0,-1e-05,0.0,-0.19234,-0.00222,0.04902,0.01275,-0.02346,-0.00028,0.00337,0.0011,0.00344,0.00337,0.0011,0.00344,2e-05,1e-05,1e-05,-1.73163,-1.3679,0.6395
823,3e-05,-0.00028,0.00024,0.0015,-0.01341,0.01277,-0.00086,-0.05694,0.1301,-0.00638,-0.00031,-0.00062,-0.00158,-0.00081,0.00029,0.0003,-0.00012,0.00047,0.0004,-0.00117,-0.0019,-0.00105,0.00165,0.00149,0.00036,-0.00067,0.00117,0.00351,0.00587,0.01156,-0.05211,-0.00816,-0.00854,-0.01188,-0.00511,0.00063,-0.00276,0.00127,0.00063,-0.00276,0.00127,0.00063,2e-05,-2e-05,0.0,-0.15594,-0.01968,0.05975,0.00984,-0.02153,0.0028,0.00215,0.00095,0.00387,0.00215,0.00095,0.00387,4e-05,1e-05,1e-05,-1.72045,-1.41072,0.5415
824,6e-05,-0.00035,0.00027,0.00309,-0.0163,0.01477,-0.06617,-0.06895,0.1093,-0.00486,-0.00048,-0.00082,-0.00019,-0.00051,0.00015,0.00081,-0.0003,0.00045,0.00306,-0.00057,-0.00113,6e-05,0.00062,0.00067,0.00012,-0.00037,0.00062,0.00328,0.00109,0.0099,-0.06237,-0.00039,-0.01425,-0.0102,-0.007,0.00045,-0.00178,0.00063,0.00036,-0.00178,0.00063,0.00036,2e-05,-2e-05,-0.0,-0.12578,-0.03534,0.05957,0.00496,-0.01608,0.00482,0.0016,0.00041,0.00399,0.0016,0.00041,0.00399,4e-05,1e-05,1e-05,-1.70244,-1.51183,0.39856
825,0.0001,-0.0003,0.00021,0.00536,-0.01396,0.01155,-0.05838,-0.05819,0.10299,-0.00223,-0.00158,-0.00136,0.00076,-0.00039,0.00036,0.00146,-0.00017,0.00057,0.0055,-0.00169,-0.0011,0.00102,-0.00132,-0.00081,7e-05,5e-05,-0.00061,0.00221,-0.00203,0.00797,-0.07697,0.00373,-0.00558,-0.00667,-0.00672,0.00145,-0.00017,-0.00049,8e-05,-0.00017,-0.00049,8e-05,1e-05,-2e-05,-0.0,-0.11802,-0.04472,0.04608,0.00269,-0.01129,0.00421,0.00159,-0.00012,0.00391,0.00159,-0.00012,0.00391,2e-05,-0.0,1e-05,-1.75068,-1.63467,0.30036
