Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1808,-9e-05,-0.0003,0.00015,-0.00372,-0.0106,0.00646,0.17357,-0.06414,0.16199,0.01787,-0.01637,0.01282,-0.00081,-0.00865,0.00088,0.00097,-0.00171,-0.00114,0.02534,0.01707,0.00839,0.00218,0.00385,-0.00039,0.00199,0.00085,-0.00025,0.00834,0.00092,0.00164,0.10726,-0.0108,0.00526,-0.00799,0.00846,0.00024,-0.00032,0.00073,-0.00029,-0.00032,0.00073,-0.00029,0.0,0.0,-0.0,0.08307,0.02072,0.02547,-0.00261,0.00066,0.00375,0.0007,1e-05,0.00011,0.0007,1e-05,0.00011,-2e-05,1e-05,0.0,2.64188,0.33723,0.55436
1809,-9e-05,-0.00041,0.00027,-0.00345,-0.01444,0.01195,0.20619,-0.07857,0.13071,0.01765,-0.01507,0.0132,-0.00105,-0.00747,0.00114,0.00168,-0.00138,-0.00031,0.02674,0.02086,0.00894,0.00206,0.00599,-0.00092,0.00164,-0.00031,0.00067,0.00609,0.00121,0.00338,0.10712,-0.01629,-0.00568,-0.00792,0.00708,-0.00106,-7e-05,0.00084,-0.00084,-7e-05,0.00084,-0.00084,1e-05,0.0,-0.0,0.10818,0.00603,0.02633,-0.00292,0.00154,0.00511,-0.00113,0.00029,-0.00086,-0.00113,0.00029,-0.00086,-0.0,0.0,-0.0,2.75463,0.34249,0.52089
1810,-9e-05,-0.00036,0.00024,-0.00372,-0.01266,0.01049,0.18026,-0.04172,0.09574,0.01719,-0.0153,0.01024,-0.00139,-0.00468,0.00296,0.00142,-0.00018,0.00076,0.02938,0.0232,0.00863,0.00248,0.00716,-0.00187,0.00131,-0.00113,0.00114,0.00506,0.00109,0.00395,0.09029,-0.00685,-0.00752,-0.00528,0.00422,-0.00084,-9e-05,0.00104,-0.00067,-9e-05,0.00104,-0.00067,1e-05,1e-05,-0.0,0.12607,0.00125,0.01915,-0.00487,0.00214,0.00488,-0.00332,0.00061,-0.00048,-0.00332,0.00061,-0.00048,1e-05,-0.0,-0.0,2.75093,0.53629,0.37242
1811,-4e-05,-0.00026,7e-05,-0.00151,-0.00903,0.00314,0.10439,8e-05,0.10965,0.0172,-0.01587,0.00726,-0.00092,-0.00283,0.00413,0.00119,0.00081,0.001,0.0322,0.02269,0.00777,0.00261,0.00649,-0.00275,0.00111,-0.00126,0.00074,0.00557,0.0006,0.00457,0.06586,0.00698,-0.00488,-0.00223,0.00127,0.0,-0.00045,0.00133,-6e-05,-0.00045,0.00133,-6e-05,1e-05,0.0,-0.0,0.14565,-0.00057,0.01736,-0.01016,0.0003,0.00511,-0.00477,0.00094,0.00178,-0.00477,0.00094,0.00178,2e-05,-1e-05,1e-05,2.5807,0.80478,0.25401
1812,7e-05,-0.00018,-6e-05,0.00328,-0.00626,-0.00273,0.02055,0.00894,0.1574,0.01758,-0.01593,0.00601,0.0002,-0.00242,0.00401,0.00124,0.0009,0.00066,0.03444,0.02017,0.00681,0.00231,0.0049,-0.00243,0.00112,-0.00067,0.00019,0.00659,0.00057,0.00688,0.04749,0.0134,-0.0053,-0.00125,-0.00063,0.00029,-0.00084,0.00164,0.00038,-0.00084,0.00164,0.00038,1e-05,-0.0,0.0,0.16851,-0.00273,0.02747,-0.01721,-0.00473,0.0066,-0.005,0.0013,0.00433,-0.005,0.0013,0.00433,3e-05,-0.0,1e-05,2.28412,1.00474,0.26005
1813,0.00015,-9e-05,-3e-05,0.00667,-0.00335,-0.00107,-0.02499,-0.00951,0.18663,0.01789,-0.01645,0.0051,0.00036,-0.00185,0.00423,0.00076,0.00046,0.00109,0.03695,0.01757,0.00555,0.00251,0.00401,-0.00054,0.00139,0.00019,0.00052,0.00735,0.00103,0.00968,0.04181,0.01032,-0.00257,-0.00234,-0.00078,0.00078,-0.0009,0.00173,0.00038,-0.0009,0.00173,0.00038,2e-05,-0.0,-0.0,0.18694,0.00359,0.0348,-0.02309,-0.01048,0.00698,-0.00407,0.00135,0.0056,-0.00407,0.00135,0.0056,3e-05,0.0,2e-05,1.98758,1.08482,0.33626
1814,0.00015,2e-05,0.00012,0.00663,0.00021,0.0053,-0.02009,-0.01276,0.1767,0.01822,-0.01828,0.00387,-0.00131,-0.00057,0.00566,-0.00057,6e-05,0.0026,0.04051,0.01623,0.00404,0.0035,0.00405,0.00178,0.0017,0.00072,0.00169,0.00799,0.00082,0.00952,0.04699,0.00458,0.00978,-0.00386,0.00096,0.00225,-0.00064,0.00139,0.00029,-0.00064,0.00139,0.00029,1e-05,-0.0,-0.0,0.19919,0.02184,0.02662,-0.0271,-0.01269,0.00506,-0.00266,0.00068,0.00563,-0.00266,0.00068,0.00563,2e-05,-0.0,2e-05,1.84197,1.09846,0.36822
1815,0.00013,5e-05,0.00017,0.00535,0.00144,0.00722,0.01387,0.03599,0.14753,0.01921,-0.02031,0.00404,-0.0033,-8e-05,0.00675,-0.0017,-0.00041,0.00389,0.04393,0.01594,0.00302,0.00389,0.00399,0.00302,0.00183,0.00058,0.00246,0.00849,0.00011,0.00505,0.05807,0.00156,0.02041,-0.00498,0.00325,0.00335,-0.00039,0.00064,0.00055,-0.00039,0.00064,0.00055,0.0,0.0,0.0,0.20895,0.033,0.01333,-0.02987,-0.00939,0.00367,-0.00171,-0.00028,0.00483,-0.00171,-0.00028,0.00483,1e-05,-1e-05,2e-05,1.88309,1.10366,0.30799
1816,0.00012,-4e-05,3e-05,0.00542,-0.00154,0.00132,0.04595,0.13255,0.12469,0.02117,-0.02164,0.00628,-0.00357,-0.00155,0.00594,-0.00144,-0.00118,0.00379,0.04495,0.01562,0.00241,0.00233,0.00326,0.0025,0.00196,-0.0001,0.00174,0.00866,0.00039,-0.00106,0.07027,-0.00074,0.01677,-0.00612,0.00414,0.0028,-0.0004,-0.00011,0.00108,-0.0004,-0.00011,0.00108,-1e-05,-0.0,0.0,0.21115,0.01657,0.01022,-0.03131,-0.00332,0.00539,-0.00159,-0.00061,0.00312,-0.00159,-0.00061,0.00312,-1e-05,-2e-05,1e-05,1.94801,1.08289,0.19359
