Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
382,-0.00011,0.00012,-0.00015,-0.00516,0.00529,-0.00725,0.01898,-0.06039,0.18302,-0.00208,-0.00345,0.0081,0.01007,-0.00029,0.0044,0.00241,-0.00087,0.00128,-0.00153,0.00236,0.00669,0.00103,-0.00063,0.00867,0.00178,-0.00069,0.00384,0.00547,-0.00651,0.02504,-0.03438,0.05253,0.06747,-0.00746,0.00288,0.01038,-5e-05,3e-05,0.00037,-5e-05,3e-05,0.00037,-0.0,1e-05,0.0,0.07053,-0.03434,0.01332,-0.0157,0.00178,0.00401,0.00043,-0.00034,0.00041,0.00043,-0.00034,0.00041,-1e-05,-0.0,0.0,0.39091,-0.51104,0.81792
383,-5e-05,0.00012,-0.00019,-0.00243,0.00532,-0.00904,0.02592,-0.01707,0.15341,-0.00106,-0.00599,0.00889,0.00994,-0.0011,0.00498,0.00233,-0.00054,0.0018,-0.00208,0.0035,0.01029,-0.00227,-0.00145,0.0082,0.00113,-0.00056,0.00283,0.00898,-0.00849,0.02418,-0.0506,0.05306,0.07052,-0.00713,0.00236,0.0105,0.00039,0.00097,0.00034,0.00039,0.00097,0.00034,1e-05,1e-05,0.0,0.06445,-0.01149,0.01134,-0.01622,0.00081,0.00262,-0.00022,-8e-05,0.00097,-0.00022,-8e-05,0.00097,-1e-05,-0.0,0.0,0.38938,-0.6721,0.85374
384,7e-05,1e-05,-9e-05,0.00334,0.00083,-0.00392,-0.01023,0.00248,0.12032,0.00062,-0.00623,0.00721,0.009,-0.00242,0.00569,0.00235,-0.0005,0.00258,-0.00155,0.00516,0.01348,-0.0054,-0.00206,0.00668,0.0001,-0.00148,0.0019,0.00639,-0.00601,0.02028,-0.04628,0.03584,0.04061,-0.00672,0.00212,0.00622,0.00025,0.00132,9e-05,0.00025,0.00132,9e-05,1e-05,0.0,-0.0,0.07563,-0.00682,0.01654,-0.01746,0.00182,0.00324,-0.00144,0.0002,0.00093,-0.00144,0.0002,0.00093,-0.0,-0.0,0.0,0.40964,-0.68083,0.82491
385,0.00018,-0.00016,4e-05,0.00858,-0.00638,0.00225,-0.02965,-0.0144,0.10365,0.00107,-0.00467,0.00473,0.00808,-0.00337,0.00614,0.00288,-0.00093,0.00321,0.00161,0.00478,0.01413,-0.00644,-0.0027,0.00507,-0.00048,-0.00241,0.00133,0.00211,-0.00215,0.01511,-0.02194,0.01647,0.00616,-0.00705,0.00257,0.00176,-0.00027,0.00079,-0.00023,-0.00027,0.00079,-0.00023,-0.0,0.0,-0.0,0.08973,-0.02092,0.02781,-0.0175,0.00328,0.00546,-0.00256,0.00035,0.00112,-0.00256,0.00035,0.00112,-0.0,-1e-05,0.0,0.46898,-0.56854,0.7477
386,0.00017,-0.00026,0.0001,0.00819,-0.01046,0.00521,0.00448,-0.04517,0.1534,-0.0001,-0.00275,0.00303,0.008,-0.00358,0.00615,0.00347,-0.00151,0.00329,0.00677,0.00201,0.01242,-0.00528,-0.00318,0.00491,-0.00035,-0.00211,0.00142,0.0009,0.00039,0.01042,0.00263,0.00817,-0.00669,-0.00845,0.00324,0.00059,-0.00068,-2e-05,-0.00032,-0.00068,-2e-05,-0.00032,-1e-05,-0.0,-0.0,0.08891,-0.03576,0.04303,-0.01599,0.00174,0.00768,-0.00322,0.00057,0.00199,-0.00322,0.00057,0.00199,0.0,-1e-05,1e-05,0.58858,-0.46409,0.7267
387,2e-05,-0.00022,0.00012,0.00102,-0.00879,0.0059,0.06281,-0.07754,0.26055,-0.00153,-0.00188,0.00246,0.00878,-0.00338,0.00565,0.00352,-0.00169,0.00282,0.01068,-0.00073,0.01027,-0.00329,-0.00295,0.00665,3e-05,-0.0008,0.00229,0.00203,0.00195,0.00832,0.00091,0.01192,0.00457,-0.00899,0.00356,0.00221,-0.0006,-0.00046,-9e-05,-0.0006,-0.00046,-9e-05,-1e-05,-0.0,0.0,0.07312,-0.03844,0.05203,-0.01511,-0.00305,0.00817,-0.00285,0.00085,0.00279,-0.00285,0.00085,0.00279,1e-05,-1e-05,1e-05,0.65904,-0.47253,0.81361
388,-0.00016,-0.00012,0.00012,-0.00708,-0.00501,0.00606,0.09263,-0.11111,0.33114,-0.00189,-0.00308,0.00295,0.0099,-0.00318,0.00463,0.00312,-0.00124,0.0021,0.01028,-0.00149,0.00913,-0.00189,-0.00231,0.00894,0.00032,0.00014,0.00345,0.00237,0.00299,0.00918,-0.03085,0.01948,0.02863,-0.00646,0.00334,0.0044,-0.0001,-0.00051,0.00016,-0.0001,-0.00051,0.00016,-0.0,-0.0,0.0,0.05877,-0.02586,0.03976,-0.0164,-0.0073,0.00557,-0.00109,0.00073,0.00261,-0.00109,0.00073,0.00261,1e-05,0.0,1e-05,0.53949,-0.56935,0.92159
389,-0.00022,-7e-05,0.0001,-0.01005,-0.0028,0.00473,0.07981,-0.1239,0.29904,-0.00131,-0.00618,0.00444,0.01122,-0.00293,0.00324,0.00292,-0.00034,0.00144,0.00614,-0.00105,0.00915,-0.00153,-0.00251,0.00988,0.00063,-0.00012,0.00395,0.00116,0.00311,0.01111,-0.06844,0.02267,0.04656,-0.00197,0.00257,0.00522,0.00032,-0.00034,9e-05,0.00032,-0.00034,9e-05,0.0,0.0,0.0,0.05543,-0.00717,0.00954,-0.01836,-0.00805,0.00106,0.00104,0.0002,0.00136,0.00104,0.0002,0.00136,0.0,1e-05,0.0,0.28591,-0.62738,0.93207
390,-0.00019,-5e-05,3e-05,-0.00872,-0.00166,0.00148,0.04991,-0.09172,0.22179,-0.00043,-0.00927,0.00616,0.01292,-0.00256,0.00201,0.00339,0.00051,0.00104,0.00231,-0.00106,0.00978,-0.00135,-0.00423,0.00893,0.00095,-0.00092,0.00347,9e-05,0.00242,0.01334,-0.08833,0.02171,0.04536,0.00095,0.00123,0.00421,0.00021,-0.0,-0.00019,0.00021,-0.0,-0.00019,0.0,0.0,-0.0,0.05712,-0.00353,-0.01513,-0.01826,-0.00573,-0.00177,0.00175,-0.00013,-1e-05,0.00175,-0.00013,-1e-05,-0.0,1e-05,-0.0,0.09864,-0.5934,0.86267
