Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
521,-5.17583,-0.0,0.0,-4.10641,0.0,0.0,0.2778,-5.12142,6.9976,13.6058,2.72261,-17.93522,-19.5085,-1.40404,-8e-05,-16.88053,-2.51026,0.00104,25.72031,9.1666,8.84707,10.15294,0.52539,-14.67498,28.94222,22.42472,-6.75663,46.39248,-8.63128,37.02851,131.93173,0.00107,-111.90149,117.53474,-0.00164,102.09851,-7.81081,-15.05751,-0.00124,-7.62182,6.11105,0.00035,-8.13373,-9.82074,8.72047,-31.28536,-12.42741,4.19313,-0.64132,-5.91338,8.22888
522,-4.97545,0.0,-0.0,-4.06661,-0.0,0.0,0.09239,-5.17656,7.00382,13.45935,2.67499,-17.94226,-19.53605,-1.33523,-6e-05,-16.46542,-2.42781,0.00082,25.767,9.34117,8.8063,9.91437,0.75712,-14.69643,28.49896,22.27582,-6.19293,46.13143,-8.75558,37.07877,131.94574,0.00064,-110.72897,117.54876,-0.00147,102.6058,-7.70149,-14.63915,0.00146,-7.50852,6.29648,0.00011,-8.21778,-10.00452,9.28241,-31.36836,-12.81402,4.64066,-0.57661,-5.92364,8.26375
523,-4.72681,-0.0,-0.0,-3.91233,-0.0,0.0,-0.08352,-5.2705,7.08691,13.28377,2.59302,-17.88615,-19.58124,-1.2945,3e-05,-16.05877,-2.35558,0.0005,25.82155,9.54418,8.71057,9.69194,1.00057,-14.756,28.04733,22.16094,-5.61681,45.84469,-8.89537,37.11314,131.9805,0.00031,-109.92962,117.61752,-0.00156,103.22004,-7.37186,-14.26993,0.00217,-7.44155,6.59693,-0.00037,-8.25429,-10.16033,9.83924,-31.40017,-13.17281,5.09514,-0.48675,-5.90779,8.34675
524,-4.51741,-0.0,0.0,-3.75857,-0.0,-0.0,-0.23832,-5.36912,7.22796,13.12308,2.49172,-17.80945,-19.6554,-1.29736,0.00018,-15.66068,-2.29674,0.00021,25.88843,9.78054,8.56886,9.48445,1.25796,-14.83182,27.60811,22.09112,-5.07196,45.55075,-9.06809,37.12525,132.03883,0.00027,-109.54045,117.71828,-0.0012,103.77586,-6.93593,-14.04284,0.0002,-7.40241,6.93528,-0.00048,-8.23851,-10.29344,10.30339,-31.37971,-13.47474,5.47301,-0.38558,-5.86641,8.47585
525,-4.43056,0.0,-0.0,-3.7262,-0.0,0.0,-0.36565,-5.45702,7.4027,13.02483,2.41997,-17.76043,-19.76084,-1.3439,0.00036,-15.26797,-2.25319,-4e-05,25.96968,10.04153,8.38804,9.28516,1.5261,-14.89914,27.19709,22.06432,-4.58806,45.26323,-9.27311,37.10303,132.12309,0.00035,-109.44573,117.83579,-0.00028,104.13922,-6.51706,-14.04743,-0.00264,-7.3237,7.23727,-6e-05,-8.18285,-10.41076,10.61282,-31.32314,-13.70224,5.71353,-0.28706,-5.80427,8.63244
526,-4.522,0.0,0.0,-3.88704,0.0,0.0,-0.4646,-5.53824,7.5916,13.01133,2.42634,-17.76689,-19.88597,-1.42114,0.00043,-14.88367,-2.22638,-0.00024,26.06215,10.31178,8.1763,9.09158,1.79801,-14.93855,26.82438,22.06654,-4.17215,44.99011,-9.49142,37.03878,132.23207,0.00039,-109.49097,117.95811,0.00076,104.2398,-6.20538,-14.33547,-0.00352,-7.16102,7.45213,0.00037,-8.11042,-10.51523,10.75261,-31.25518,-13.85233,5.80141,-0.19939,-5.7265,8.79294
527,-4.78658,-0.0,0.0,-4.22258,0.0,0.0,-0.54566,-5.61905,7.76902,13.06317,2.52622,-17.81038,-20.01277,-1.50408,0.00031,-14.51754,-2.21767,-0.00041,26.1633,10.57654,7.95841,8.91167,2.06482,-14.95561,26.49532,22.07933,-3.81493,44.73626,-9.69674,36.93575,132.35278,0.00038,-109.58509,118.06911,0.00132,104.10265,-6.0591,-14.8826,-0.001,-6.92131,7.56065,0.00047,-8.04587,-10.60616,10.75577,-31.19934,-13.93716,5.76752,-0.12099,-5.63664,8.93926
528,-5.15143,-0.0,0.0,-4.63481,0.0,-0.0,-0.63252,-5.69998,7.89685,13.12833,2.68694,-17.82963,-20.1286,-1.5617,1e-05,-14.17743,-2.22614,-0.00047,26.27408,10.82543,7.77688,8.75625,2.31847,-14.98673,26.21001,22.08848,-3.50269,44.50648,-9.87136,36.80736,132.45737,0.00038,-109.69826,118.14695,0.00118,103.83176,-6.1156,-15.57553,0.00331,-6.63883,7.56814,0.0004,-8.00849,-10.68174,10.68233,-31.17228,-13.97826,5.66852,-0.04524,-5.53638,9.06034
529,-5.52445,-0.0,0.0,-5.01688,0.0,-0.0,-0.74647,-5.78564,7.94964,13.15347,2.83809,-17.76723,-20.23079,-1.57453,-0.00032,-13.86336,-2.24325,-0.00039,26.39057,11.05435,7.66466,8.62439,2.55362,-15.06559,25.96298,22.08894,-3.22295,44.30814,-10.0164,36.67397,132.51173,0.00046,-109.79477,118.16975,0.00074,103.56296,-6.37529,-16.25136,0.00571,-6.36207,7.48463,0.00047,-8.00779,-10.73897,10.59294,-31.18068,-13.99633,5.5621,0.0285,-5.42773,9.15139
530,-5.84033,0.0,-0.0,-5.30993,0.0,-0.0,-0.88973,-5.89145,7.93804,13.11058,2.91208,-17.61091,-20.32331,-1.54989,-0.00055,-13.5694,-2.25553,-0.00019,26.49763,11.26723,7.62117,8.49995,2.76943,-15.19132,25.74285,22.08505,-2.96485,44.15057,-10.14856,36.55658,132.49161,0.00075,-109.81078,118.12654,0.00067,103.41841,-6.79534,-16.76199,0.00382,-6.13914,7.31962,0.00087,-8.04049,-10.77261,10.53434,-31.21895,-14.00459,5.49391,0.09064,-5.31541,9.2145
531,-6.07907,-0.0,0.0,-5.51292,0.0,-0.0,-1.04299,-6.03634,7.90281,13.00378,2.88466,-17.39919,-20.41319,-1.52071,-0.00059,-13.28996,-2.25449,2e-05,26.57853,11.47759,7.61345,8.36585,2.97277,-15.3269,25.53118,22.08652,-2.71802,44.03886,-10.28513,36.46646,132.39632,0.00119,-109.71213,118.02534,0.00114,103.46964,-7.29251,-17.01688,-0.00114,-5.98524,7.09065,0.00146,-8.09148,-10.77834,10.53961,-31.2703,-14.0119,5.4965,0.13138,-5.20525,9.25758
532,-6.26159,0.0,0.0,-5.65791,0.0,-0.0,-1.17906,-6.22975,7.89123,12.85796,2.77494,-17.19756,-20.50907,-1.52848,-0.00037,-13.02377,-2.24118,0.00014,26.63018,11.70487,7.59445,8.21947,3.17756,-15.42095,25.30537,22.10203,-2.47113,43.96594,-10.42966,36.39875,132.25127,0.00137,-109.52837,117.89052,0.00165,103.70401,-7.73137,-17.00551,-0.00525,-5.88143,6.81948,0.00187,-8.13921,-10.76084,10.63243,-31.31272,-14.03169,5.58999,0.15268,-5.10039,9.29018
533,-6.41205,0.0,0.0,-5.76081,0.0,-0.0,-1.28456,-6.46001,7.93128,12.69701,2.61264,-17.05592,-20.62133,-1.60113,7e-05,-12.77225,-2.22247,0.00015,26.66607,11.96503,7.52752,8.07125,3.39807,-15.44322,25.04859,22.13517,-2.21522,43.91203,-10.56941,36.33525,132.09447,0.00109,-109.30679,117.75174,0.00159,104.026,-7.94373,-16.79838,-0.00539,-5.79275,6.53143,0.00174,-8.16229,-10.73836,10.82645,-31.32589,-14.08603,5.77977,0.16675,-4.99884,9.31858
