Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2649,-9.39164,0.0,-0.0,-5.69444,-0.0,-0.0,-17.05327,-8.68744,8.8064,14.51125,2.94009,-13.53877,-17.12776,-4.31545,-0.0002,-8.66766,-1.74139,3e-05,29.1795,16.32902,13.51,-0.22506,3.97565,-12.44326,22.34061,22.61855,9.93267,39.69818,-5.51278,39.94452,128.10313,-0.00074,-97.34526,124.93158,-7e-05,116.82134,-6.7443,-17.58532,-0.00134,-15.35304,10.81366,0.00012,-4.41593,-9.28165,12.6363,-26.84893,-13.37364,8.17228,5.43354,3.42874,6.25383
2650,-8.49233,0.0,-0.0,-5.22416,0.0,0.0,-17.30225,-9.03499,9.01516,14.37922,2.93188,-13.45748,-17.50732,-4.47332,-8e-05,-8.57765,-1.65329,-0.0,29.32196,16.35298,13.39458,-0.31618,3.78437,-12.44415,22.52354,22.62504,9.70229,39.76336,-5.58165,39.9659,127.9797,-0.00069,-98.36224,124.88696,-0.00054,117.22675,-6.98391,-17.67076,-0.00055,-15.26668,10.78992,0.00102,-4.3502,-9.37377,12.84554,-26.77986,-13.53757,8.33237,5.30895,3.33973,6.33359
2651,-7.59837,-0.0,0.0,-4.47415,-0.0,0.0,-17.4914,-9.0856,8.96604,14.23626,3.22313,-13.29662,-18.02472,-4.62191,-2e-05,-8.47825,-1.61082,-4e-05,29.48202,16.44308,13.4484,-0.45647,3.63218,-12.5381,22.65761,22.62714,9.4328,39.83266,-5.67251,40.01051,127.93417,-0.00025,-99.48047,124.88342,-0.00049,117.45399,-7.31953,-17.78312,-0.00023,-15.22281,10.78333,0.00157,-4.09648,-9.48134,12.92362,-26.53164,-13.66639,8.36339,5.17198,3.25548,6.44043
2652,-7.05167,0.0,-0.0,-3.92294,0.0,-0.0,-17.64755,-8.87508,8.63366,14.1137,3.64041,-13.12909,-18.64084,-4.76388,0.00019,-8.37809,-1.58459,-3e-05,29.71961,16.61793,13.61488,-0.58416,3.55431,-12.71048,22.74669,22.63835,9.34746,39.93293,-5.79172,40.07222,127.95621,-0.00057,-100.06997,124.89513,-4e-05,117.70145,-7.48715,-17.78804,-0.00107,-15.21509,10.88344,0.00202,-3.84581,-9.61774,12.98189,-26.29038,-13.81441,8.36446,5.07856,3.25654,6.5257
2653,-6.94987,-0.0,0.0,-3.92673,0.0,-0.0,-17.81622,-8.59953,8.18278,14.07947,3.92128,-13.04442,-19.29851,-4.92099,0.00073,-8.29276,-1.53674,-2e-05,30.11304,16.81343,13.71845,-0.61573,3.51667,-12.93127,22.84135,22.68862,9.41775,40.04768,-5.90247,40.14712,127.9511,-0.00021,-99.73241,124.93364,0.00016,118.37655,-7.77657,-17.52672,-0.00368,-15.14479,11.3079,0.00309,-3.83373,-9.77252,13.03816,-26.28971,-13.97863,8.35639,5.08771,3.33759,6.53559
2654,-7.25337,-0.0,0.0,-4.50987,0.0,0.0,-17.99632,-8.44751,7.77621,14.1982,3.94161,-13.08848,-19.96325,-5.0806,0.00065,-8.24184,-1.43918,-8e-05,30.65013,16.95307,13.6786,-0.54268,3.45166,-13.11271,22.98073,22.79826,9.45432,40.19257,-5.96199,40.26378,127.85811,0.00123,-98.65904,124.99562,0.00044,119.39227,-8.43745,-17.06859,-0.00521,-15.01255,12.02697,0.00359,-4.01929,-9.92811,13.02444,-26.49093,-14.11725,8.28222,5.17425,3.41787,6.46133
2655,-7.58539,0.0,-0.0,-5.20773,0.0,0.0,-18.25013,-8.50852,7.40212,14.39872,3.78694,-13.19595,-20.60413,-5.17254,-0.00039,-8.21913,-1.29259,-0.00013,31.14117,17.02192,13.6968,-0.49475,3.30684,-13.1827,23.14362,22.94633,9.39336,40.42319,-5.9594,40.47028,127.73175,0.00106,-97.34739,125.02464,0.00068,120.09613,-9.18256,-16.69716,-0.00246,-14.99505,12.63485,0.00289,-4.10717,-10.11037,12.9411,-26.60109,-14.25428,8.13212,5.19172,3.41551,6.35306
2656,-7.61515,0.0,0.0,-5.55395,-0.0,-0.0,-18.62449,-8.7191,6.98855,14.52169,3.58623,-13.26018,-21.20376,-5.16931,-0.00116,-8.18292,-1.11663,-4e-05,31.43667,17.06972,13.95922,-0.58339,3.09235,-13.1529,23.2854,23.08003,9.32557,40.74627,-5.91956,40.74381,127.66187,-0.00027,-96.51474,124.96365,-0.00065,119.85735,-9.52552,-16.68513,-0.00117,-15.13486,12.65807,0.00204,-3.89822,-10.35366,12.86421,-26.4202,-14.45007,7.96382,5.04907,3.32992,6.26398
2657,-7.47778,-0.0,0.0,-5.65015,0.0,-0.0,-19.01961,-8.88333,6.53405,14.52449,3.38262,-13.25671,-21.79468,-5.14965,-0.00056,-8.08597,-0.92878,0.00014,31.65415,17.14971,14.29907,-0.7489,2.88387,-13.08868,23.40271,23.15755,9.31053,41.08383,-5.86855,40.97053,127.67486,-0.00024,-96.69061,124.80719,-0.00263,118.76654,-9.34155,-17.09585,-0.00369,-15.19249,11.96552,-0.0018,-3.5215,-10.60344,12.83439,-26.06996,-14.66954,7.83694,4.85935,3.24105,6.19675
