Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1384,-3.71385,-0.0,0.0,-3.52179,0.0,-0.0,-12.86815,-9.60387,9.01521,13.47205,4.33582,-14.31196,-18.3616,-2.30535,-0.0008,-5.84982,-0.5536,-1e-05,30.29969,15.18256,12.0721,-1.1114,-0.01744,-16.33414,18.8064,21.51938,8.53478,42.39363,-4.45761,39.71154,130.5977,-0.00162,-104.32279,121.89802,0.00168,120.6348,-13.45757,-14.09975,0.00164,-13.45266,10.24342,0.00634,-7.50915,-11.23467,11.4497,-30.18825,-14.72941,6.28845,3.10811,0.40471,8.74639
1385,-3.22458,0.0,-0.0,-3.15932,-0.0,0.0,-13.47944,-9.2884,8.61347,13.39238,4.65021,-14.10779,-18.81475,-2.35993,0.00066,-5.86005,-0.64339,1e-05,30.59835,15.25014,12.12184,-1.08289,-0.03232,-16.71781,19.08392,21.72569,8.58333,42.93323,-4.19474,39.81291,130.68459,-0.00048,-106.14904,121.74783,0.00202,122.46037,-12.57475,-14.45191,-0.00211,-12.83161,11.02939,0.005,-7.85815,-11.37651,11.47542,-30.5506,-14.87001,6.25593,3.13285,0.43434,8.57931
1386,-3.24588,0.0,0.0,-3.75528,0.0,-0.0,-13.90668,-8.99635,8.55717,13.59726,4.77529,-14.12584,-19.27218,-2.6007,0.00184,-5.95151,-0.68758,-9e-05,30.95587,15.35445,11.81768,-0.96311,-0.08608,-16.82566,19.33485,21.86876,8.55688,43.5552,-4.07701,39.93805,130.87364,0.00057,-107.65367,121.47942,-0.00267,123.35961,-11.6368,-15.12712,-0.0058,-12.64681,11.43108,0.00217,-8.12596,-11.51236,11.4239,-30.83457,-14.97585,6.15347,3.22523,0.47649,8.47338
1387,-3.73016,0.0,0.0,-4.96819,0.0,-0.0,-14.14143,-8.89986,8.66487,13.99734,4.72802,-14.4306,-19.79851,-2.87196,0.001,-6.12041,-0.64137,-0.00027,31.38135,15.48415,11.40843,-0.79822,-0.161,-16.56167,19.65191,21.92588,8.47161,44.15113,-4.10244,40.05413,131.15829,-0.00041,-108.30187,121.16263,-0.00624,123.04591,-10.81126,-16.01079,-0.00478,-12.97983,11.23404,0.00354,-8.24733,-11.67658,11.41455,-30.97338,-15.12379,6.07905,3.32344,0.56341,8.46374
1388,-4.27149,0.0,0.0,-5.80233,0.0,0.0,-14.4033,-8.84709,8.51563,14.27989,4.54779,-14.71368,-20.42354,-2.96472,-0.00153,-6.30365,-0.5365,-0.00026,31.82436,15.56517,11.35245,-0.67579,-0.26599,-16.23901,20.17812,21.95696,8.32073,44.68255,-4.11035,40.1429,131.36201,-0.00161,-108.40409,120.93446,-0.00363,122.60143,-10.18197,-16.74225,0.00075,-13.58062,10.86057,0.00291,-8.28314,-11.83033,11.56987,-31.01883,-15.32436,6.16283,3.35848,0.64622,8.52741
1389,-4.71761,-0.0,-0.0,-5.95669,-0.0,0.0,-14.7992,-8.69333,8.03298,14.34414,4.36649,-14.80338,-21.10569,-2.88672,-0.00247,-6.45978,-0.44946,-7e-05,32.21295,15.56822,11.73228,-0.64463,-0.40978,-16.08066,20.92325,22.02,8.10177,45.1663,-3.94598,40.19538,131.31992,-0.00287,-108.55959,120.86483,-0.00077,122.83889,-9.74355,-16.9527,0.00479,-14.00708,10.74905,0.00052,-8.34433,-11.88108,11.86532,-31.07265,-15.48289,6.41911,3.31641,0.65536,8.60327
1390,-5.12634,-0.0,0.0,-5.88359,0.0,0.0,-15.25405,-8.47572,7.51706,14.35065,4.35311,-14.86972,-21.78686,-2.85774,-0.00076,-6.58803,-0.43902,0.0001,32.53024,15.57501,12.1718,-0.69283,-0.5377,-16.02275,21.71782,22.12088,7.84326,45.59954,-3.63539,40.21697,131.06393,-0.00324,-108.97106,120.86155,-0.00023,123.23523,-9.5823,-16.60656,0.00257,-14.10578,10.83869,-0.00025,-8.38439,-11.82993,12.17259,-31.09334,-15.55186,6.7275,3.22191,0.60241,8.61957
1391,-5.22604,0.0,0.0,-5.72436,0.0,-0.0,-15.76638,-8.32176,7.15612,14.37756,4.54486,-15.00231,-22.44165,-3.01386,0.001,-6.69057,-0.51038,0.00014,32.79834,15.67521,12.40079,-0.7928,-0.59966,-16.02005,22.38183,22.23148,7.57194,45.95714,-3.33869,40.22063,130.77534,-0.00123,-109.35078,120.7696,-0.00092,123.18293,-9.80227,-16.00542,-0.00206,-14.14341,10.94118,-0.00127,-8.24473,-11.78256,12.37839,-30.93891,-15.58589,6.9394,3.09433,0.53992,8.57475
1392,-4.7698,-0.0,0.0,-5.33831,0.0,-0.0,-16.3931,-8.33701,6.91727,14.3628,4.79124,-15.05152,-23.07863,-3.29415,0.00126,-6.7597,-0.62335,5e-05,33.05045,15.86367,12.46652,-0.91329,-0.62203,-16.12799,22.85242,22.30925,7.32392,46.25946,-3.18237,40.21963,130.60854,0.00079,-109.59792,120.55455,-0.00074,122.94701,-10.11945,-15.50353,-0.00222,-14.28391,11.19042,-0.0023,-7.92774,-11.83927,12.44189,-30.625,-15.6622,6.97622,2.95836,0.50142,8.55672
1393,-4.01602,-0.0,0.0,-4.89445,0.0,0.0,-17.09474,-8.4853,6.71624,14.28232,4.90427,-14.9209,-23.7326,-3.58053,0.00085,-6.78545,-0.7222,-4e-05,33.34148,16.08442,12.49125,-1.01534,-0.64941,-16.3352,23.17209,22.328,7.17842,46.60402,-3.17014,40.24253,130.58842,0.00166,-110.11503,120.3006,0.00024,122.9416,-9.94718,-15.28427,-0.00139,-14.30441,11.80753,0.00011,-7.64666,-12.02674,12.40677,-30.36599,-15.82187,6.86809,2.84784,0.51778,8.62401
1394,-3.46173,-0.0,-0.0,-4.85128,-0.0,0.0,-17.76189,-8.62385,6.51606,14.22944,4.80857,-14.78096,-24.4473,-3.8131,0.00083,-6.77235,-0.74192,-6e-05,33.73643,16.29278,12.50803,-1.06149,-0.70819,-16.47991,23.44226,22.32345,7.17311,47.09394,-3.18906,40.32353,130.62369,0.00088,-111.23685,120.065,0.00021,123.08867,-9.17173,-15.32354,-0.0028,-13.96648,12.69399,0.00411,-7.56638,-12.29106,12.36735,-30.31673,-16.05077,6.7249,2.78947,0.58762,8.72347
1395,-3.3842,-0.0,0.0,-5.49992,0.0,0.0,-18.31377,-8.7151,6.33853,14.32368,4.55429,-14.88161,-25.2361,-3.97708,0.00083,-6.74953,-0.64461,-4e-05,34.24886,16.45312,12.50392,-1.04134,-0.82551,-16.38718,23.75777,22.37951,7.21065,47.72994,-3.0911,40.45036,130.59312,-0.00117,-112.63248,119.85631,-0.00043,123.1993,-8.48409,-15.40537,-0.00359,-13.38245,13.52311,0.00329,-7.61372,-12.52792,12.40543,-30.38887,-16.28356,6.66519,2.79514,0.64232,8.75805
1396,-3.5581,0.0,-0.0,-6.37972,0.0,0.0,-18.79668,-8.85822,6.10328,14.50191,4.28729,-15.14412,-26.05509,-4.02936,-0.00019,-6.73576,-0.49132,-3e-05,34.78574,16.54409,12.59846,-1.01326,-1.0096,-16.15365,24.14333,22.543,7.15084,48.38274,-2.84167,40.54143,130.4532,-0.00121,-113.51209,119.72549,-0.00135,123.5038,-8.58007,-15.24246,-0.00594,-12.84608,14.14539,0.00046,-7.57308,-12.6488,12.54206,-30.35566,-16.44665,6.74454,2.83481,0.61222,8.70492
1397,-3.51223,0.0,0.0,-6.60844,-0.0,0.0,-19.3676,-9.05202,5.61825,14.54854,4.18203,-15.22616,-26.83798,-3.93471,-0.00137,-6.70669,-0.40034,-4e-05,35.24959,16.57642,12.93824,-1.05812,-1.22184,-16.09744,24.5856,22.75874,6.96676,48.88828,-2.58646,40.49428,130.26729,0.00085,-113.27512,119.74657,-0.00312,124.30344,-9.28924,-14.7304,-0.00723,-12.40605,14.64257,0.00077,-7.31979,-12.64225,12.67966,-30.09513,-16.49259,6.87627,2.86029,0.50485,8.62615
1398,-3.08613,0.0,0.0,-5.98992,0.0,0.0,-20.12933,-9.1534,4.87686,14.38206,4.31006,-15.0435,-27.56108,-3.76124,-0.00141,-6.62786,-0.4154,-0.00012,35.6823,16.58331,13.37425,-1.17984,-1.39234,-16.33561,25.09432,22.90721,6.73653,49.17876,-2.50812,40.27013,130.12175,0.00184,-111.67877,119.89102,-0.00329,125.23026,-9.92028,-14.01519,-0.00283,-11.9201,14.99022,0.00188,-6.92523,-12.56901,12.63761,-29.6942,-16.40918,6.86637,2.87535,0.39164,8.58448
