FP1,FP1,FP1,FP2,FP2,FP2
X,Y,Z,X,Y,Z
11.18343,-42.55355000000001,388.96149000000014,-16.004540000000002,54.71625000000001,415.95438000000007
11.178888378041341,-42.62977961666929,389.00456522398684,-15.986688987063292,54.75276947563323,416.123107974161
11.170867137210966,-42.70853738294089,389.05361966187104,-15.968573504804207,54.78862405840505,416.2879422535997
11.159933245572237,-42.78980014749266,389.1093931489888,-15.950404386359018,54.823544810784576,416.44854292038946
11.146630393611241,-42.87349330106079,389.1724358675836,-15.93237825106728,54.85726656608268,416.60462277618706
11.131509768748739,-42.95950457963002,389.24308677324245,-15.914709738138797,54.889527590124736,416.75590079579
11.115108699716977,-43.04773474076594,389.32181692773867,-15.897576866266037,54.92006929023368,416.9020706131419
11.097931564405629,-43.138055001478115,389.40888449990956,-15.88117055646726,54.948658476260064,417.0429483850312
11.08039341870704,-43.23021592762919,389.50428560807387,-15.865670912427127,54.97508830379469,417.1781644900022
11.062863759845506,-43.32397526769629,389.60798252048494,-15.851235102591312,54.99918743613989,417.3076688097782
11.045730887247348,-43.41907559398725,389.7199056427322,-15.838025575140463,55.02077679922507,417.43110250136016
11.029280979425158,-43.515208542442714,389.83973129779605,-15.826199670605615,55.03973822938454,417.5483256624969
11.013676122572148,-43.6120117901399,389.96681950322676,-15.815842604115103,55.0560530803143,417.65938899590026
10.999038155784925,-43.709108608690286,390.10059705754793,-15.807079273703172,55.069705932810535,417.76411430857286
10.985511137194111,-43.80613513391907,390.24043120401967,-15.800000355470322,55.08069459487941,417.862614735918
10.973103983009958,-43.90275912912603,390.38560552340164,-15.79467339120481,55.08908321835307,417.95484834786987
10.961739006357586,-43.99873669460256,390.5354209219149,-15.791133640697018,55.094979990470506,418.04087954556934
10.951330681999607,-44.09381202063982,390.68914796363345,-15.789412829300076,55.0984907519958,418.1207525260142
10.941789849543376,-44.18773116592123,390.8461016571278,-15.789520620821056,55.09974259288881,418.1945589958292
10.932989355700581,-44.28039948883935,391.0055745154563,-15.79146775865104,55.09890466669316,418.2624091145888
10.924793183473806,-44.37181338703833,391.16701690500344,-15.79523761322065,55.09616226769243,418.3243699751561
10.91706695061625,-44.46193747093291,391.32984982862337,-15.800829006844056,55.09171993598703,418.3806392261954
10.90965969207875,-44.55078480331712,391.4934847988441,-15.808188179140773,55.08576112736756,418.43125255958194
10.902472886707484,-44.638407503553836,391.6575066501644,-15.81724301306954,55.07848825506239,418.47645260592515
10.895395399944022,-44.724893957493435,391.821399197502,-15.827870812565815,55.07013994100834,418.5163889976715
10.888325281983606,-44.81031442047765,391.9848595707048,-15.839956680886104,55.060910785719074,418.5511892283464
10.881178928736736,-44.894777200206384,392.1473944473819,-15.853375610828722,55.05101915386738,418.58108338604933
10.87391073396358,-44.978336605032545,392.30876196034694,-15.86794977819653,55.04065086358673,418.6062961346224
10.866485436565505,-45.061065969102934,392.46856081902916,-15.883520152530162,55.03003082265127,418.6268692866102
10.85886906440802,-45.143056649071,392.62656209604796,-15.89988378435808,55.019340629266146,418.6431709151666
