L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-1.8773100000000003,0.0,0.0,-3.17197,0.0,0.0,5.7103,-2.08519,16.726940000000006,-5.906180000000002,14.601450000000002,-3.4163700000000006,-18.457950000000004,-3.9510400000000003,0.00043,-10.169120000000001,-0.06097000000000002,0.0005600000000000001,19.11996,13.009780000000001,14.843230000000002,12.18384,-14.2684,-7.526280000000002,5.978200000000001,13.489910000000004,18.346010000000003,-17.376350000000002,-17.504350000000002,1.2750199999999998,112.91692000000003,0.008399999999999998,-95.30096,66.69265,-0.0009400000000000001,98.92515000000002,-12.861699999999999,-2.0014300000000005,0.0015500000000000002,-7.251520000000002,1.16533,-0.0067800000000000004,10.723970000000003,8.707220000000001,41.21833,-5.21211,-5.486900000000002,41.67251000000002,1.2045300000000008,-6.234560000000001,0.43243000000000004
-1.220682214890128,0.0,0.0,-3.816800887244868,0.0,0.0,6.384718556753744,-2.5171455569811476,15.927393771922176,-3.2693059978361427,14.476455127018218,-3.7534953319060955,-20.273044165695506,-4.148274343715058,-0.0014442604766707536,-9.208024212657325,0.27515478814551064,-0.0005223787193163846,20.0818522866861,14.181075975356976,15.246430688319442,11.63904255529252,-13.861743516414673,-7.767013915814328,7.473156452194119,14.552671174881764,19.539986680907795,-17.82268812170422,-18.335178853532565,1.5712137332618088,114.68222910328497,0.00994349678013792,-99.66257300846013,68.08865803445302,0.004573970517503049,99.28299809221264,-12.53592798061812,-2.9680240740562374,-0.000721928365511532,-8.040639267400433,3.243820690821644,0.0005758661886306748,11.286466565410821,9.006702623083957,42.5820338286237,-4.306311522268409,-5.564770741653629,43.05705544647403,1.5050288835774353,-6.337407632037518,0.4969737823407817
-0.8955616852389349,0.0,0.0,-2.550233678066726,0.0,0.0,6.765404212018698,-2.9366505410952133,15.852647507913906,-1.7145197404335875,14.069852538789986,-4.15819435464255,-21.525184806259706,-4.280654164618409,0.0005407140456654595,-8.223285182403979,0.06164183754613931,-0.00025245464959672043,20.927841771094194,15.378326723284985,14.970407383786263,11.163464633362475,-12.752544069325458,-8.543406891740629,8.543783552231993,15.741686003261677,21.18292800675405,-18.183856689200383,-19.217632172337844,1.2930470430689476,116.90170314798338,-0.017939274844442826,-99.01343658933023,69.08595582882103,-0.0032850487829199663,99.57415240246448,-10.526130097926039,-4.236675750890261,-0.004147828685661884,-7.390057588969314,3.147344035523189,-0.0011356984100388877,12.03578852156299,9.237406081558781,43.52137501751161,-3.314757098483483,-5.589845202175396,44.01700525446143,1.636024513188483,-6.161079441003644,0.5325190177978999
-0.29547324984250917,0.0,0.0,-1.4895766841657854,0.0,0.0,7.096309366682528,-3.11767622913482,15.865063086299635,-0.5776067835394867,13.912491344467256,-4.8575002400603005,-22.116874418471653,-4.34058816340011,-0.0003893136925670294,-7.372348391975036,-0.5036431169975619,-0.00014127505210976974,21.320546570358992,16.7244354007499,15.20569871694696,10.846408002962342,-11.064790671532846,-8.802508457637225,9.445255132732324,17.044927097492113,23.501676049473744,-18.760756859539644,-19.685321490144723,1.0714419603133893,118.7683500164567,0.008241671674704236,-98.51097951559495,69.91940609079603,0.00422558166797804,99.05576404770096,-9.663983607698334,-5.14814726206744,0.00391362751747157,-7.224769637497388,1.9518858495730314,0.0011103983164687387,12.897022341596067,9.620072498790664,44.75860114560233,-2.1262994640570185,-5.5402833555370385,45.30117933213644,1.6618635294191748,-5.930920275191389,0.5143426027318324
-0.2760600205731491,0.0,0.0,-1.4469207272545068,0.0,0.0,6.9635692197007195,-4.437364850358806,15.236720741460326,0.9237781513285497,13.253431804579844,-5.372604066792566,-22.313988034838435,-3.740789685816042,0.0001476604657399754,-7.306667695878531,-1.2258678186325715,0.0003765160359337156,21.19275954970429,17.55606588410029,16.7729540932273,10.935211379352957,-9.688918497533427,-9.01744916468913,9.80121043115065,18.38692995761873,24.85822825037623,-19.353851874441865,-20.551686338352074,1.5950770747322434,119.82543482710751,-0.0006674463640018924,-99.95939266009785,71.02124210030041,-0.005319478865846273,98.31912131693791,-11.388596979243944,-3.3112405692853493,-0.013149261726399873,-9.550088397362869,1.9838762239388628,-0.0073423058020351895,13.193556844892292,10.18528427811352,46.312695192707054,-1.4071135870920033,-5.385283471601546,46.9331520896911,1.5955682142859482,-6.056630027867973,0.6601152826022642
-0.8344276449529262,0.0,0.0,-1.2073941615864818,0.0,0.0,6.9997187563767636,-5.160650209429455,16.012387124302112,2.0668579248219374,12.27487324289281,-7.089436513414097,-22.281418050388943,-4.148603898956956,-6.662630773455418e-05,-7.0617775082876175,-1.5587844788183276,-2.4818140450135702e-05,21.119472314491926,18.302870406684956,16.071740941629898,10.904710799321998,-8.574166249938978,-8.416402827138814,9.902591041681939,19.67573713022541,25.988263787844105,-19.919197513549275,-20.97900280370982,0.9701151084870285,121.03908506120128,-0.005040162063418871,-100.4179705424608,71.34292860100058,-0.006503227818659504,98.2797634759561,-12.404250647280648,-2.658366216730628,-0.0010821551720361887,-10.67422705831467,1.6870185455095832,-0.0027282556159926442,13.267660618410368,10.375840769954237,47.00959317355225,-1.1416239396008188,-5.37253487125373,47.647875308326405,1.8594366816684194,-6.037904967919469,1.0774475428725214
-1.9444507058542881,0.0,0.0,-2.1316815819878405,0.0,0.0,7.529134072961513,-4.830836854194075,16.634388595747645,3.2930136356001842,11.573518266274437,-8.471828699319525,-22.337720242104183,-4.836291484645316,2.1665800756891417e-06,-6.923952171060298,-1.479245107405897,7.845961655893383e-05,21.343917895156228,19.186028293499433,14.676665650609902,10.80107934077763,-7.657231673385733,-7.374996252946903,9.934706787646618,20.38479099992786,27.044656174101902,-20.296317849229105,-21.929124763517525,0.38189962699168256,122.7746790468304,0.002247698761732642,-100.29386833709073,71.34750198751291,-0.0033534118084784913,98.95321880806605,-11.972461609990427,-4.79028752287707,0.000778724154589422,-9.848817749474348,1.7453456722615666,0.0004296944009462129,13.57085530300888,9.935900533360332,48.16439686674898,-0.5351925043885238,-6.078871318772016,48.64620522050395,2.084791250448006,-5.389771480519835,1.0706242099803809
-1.8174295685007111,0.0,0.0,-2.3594346288729056,0.0,0.0,7.02910290960466,-4.576173502616048,16.3583557496927,3.8851279982280995,12.415914073941545,-8.058429195664253,-22.13819716990074,-5.120301494779096,-0.00013448390325325563,-7.247805410838944,-1.4598304800127697,1.1423215915376573e-05,21.488890927318074,20.06373727229462,14.759319495640383,10.953740521301187,-7.077233890810285,-7.455372639242775,10.26943870447948,21.223059918983928,28.35030510555223,-20.74217637213282,-22.786125244824945,0.011136361845746125,123.84662914929164,-0.003425667985126958,-99.7471381323265,71.87682084228625,0.002068323683604777,99.85988846330034,-11.113851487985514,-4.638930676865658,0.002993935509209272,-8.681057768652675,1.48877684491007,-0.0006179777939837032,13.888344784407211,9.896959642286314,49.3405861650423,0.10673666734862322,-6.3958694836612,49.76793847622249,1.9952726206494167,-5.001948299492472,0.94660122666356
-1.4009222066468023,0.0,0.0,-1.0755012670444266,0.0,0.0,5.828408293939532,-3.7926024859387764,15.71613215244488,3.6198699834652226,12.680524528465345,-6.831304760107557,-21.795093463044743,-5.193478882321149,-0.0001650721880414295,-7.286746113387334,-1.2334975379376902,2.3826742272854495e-05,21.589370069910323,20.474216815732387,15.155060716531487,11.025378007636256,-6.896804625224751,-8.463192339358203,9.910113415657348,21.929397205270412,29.252277626639092,-20.931323900927417,-23.73838354964565,0.3089759418029933,124.92427907857645,0.004578613193822509,-99.69000941311288,72.1338641149047,-0.0006234251669202658,99.5656115066515,-12.474226424809698,-3.9333578092242103,0.015135758600432796,-9.152865908551309,1.914414371231511,-0.0009456935709122779,14.25186574459913,9.674833049626615,50.01102892631961,0.6522115851320038,-6.768058058788869,50.36118959479682,2.0506175524342196,-4.788217348672061,1.1796344655148796
