	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	L_TO_ANGLE	L_TO_ANGLE	L_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	L_FT_ANGLE	L_FT_ANGLE	L_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	L_SK_ANGLE	L_SK_ANGLE	L_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	L_TH_ANGLE	L_TH_ANGLE	L_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	L_AR_ANGLE	L_AR_ANGLE	L_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	L_FA_ANGLE	L_FA_ANGLE	L_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-3.27653	-4.31356	4.92362	1.53039	4.68530	-74.11521	0.22954	-4.00441	5.17798	2.38554	1.67977	-74.16270	0.22954	-4.00441	5.17798	2.38554	1.67976	-74.16270	7.26080	-1.43292	-18.87269	-7.91064	12.15845	-52.08659	20.07776	-3.87167	-18.48158	-1.55939	5.50996	-53.14087	-5.88956	0.75127	-35.15360	0.10879	-1.12072	-24.07617	-6.11114	-9.44055	-10.17851	-27.48188	-5.05863	-12.90852	23.00097	3.12160	-22.72919	21.41373	-15.64332	0.50188	164.84360	-16.81127	-113.03501	153.85869	11.07085	135.65031	153.95035	9.27672	-110.15536	178.60591	-9.16758	136.09053
2	-3.33159	-4.55918	4.88588	1.25410	4.50951	-74.01205	0.29590	-4.24105	5.16428	2.04026	1.76561	-74.05510	0.29590	-4.24105	5.16428	2.04026	1.76560	-74.05510	7.25720	-1.47521	-18.70465	-7.86038	12.15823	-51.79184	20.08628	-3.84800	-18.31401	-1.58230	5.50359	-52.82553	-5.96422	0.64029	-35.02217	0.13868	-1.10861	-24.01873	-6.15884	-9.40316	-10.21576	-27.52530	-5.01043	-12.92919	23.16029	3.21398	-22.80751	21.51524	-15.86284	0.48302	164.61128	-17.04079	-113.60892	153.82597	11.18523	136.09627	154.40683	9.56487	-110.62237	177.84860	-9.36371	136.32288
3	-3.65179	-4.72939	4.82865	0.87479	4.46685	-73.92121	0.37610	-4.37877	5.14859	1.65981	1.74320	-73.96375	0.37609	-4.37877	5.14859	1.65981	1.74320	-73.96375	7.25492	-1.49755	-18.65605	-7.81758	12.15277	-51.60105	20.12266	-3.83906	-18.26605	-1.56171	5.50644	-52.62765	-6.08868	0.62398	-34.86229	0.22037	-1.08830	-23.86282	-6.17323	-9.17282	-9.99022	-27.55090	-4.87704	-12.63689	23.31210	3.33445	-22.83810	21.48284	-16.00313	0.30462	164.30098	-17.27295	-114.59066	153.74178	11.14135	137.11577	154.45845	9.57494	-111.56986	176.09163	-9.06133	136.93755
4	-4.11734	-4.83156	4.76297	0.58050	4.54931	-73.90886	0.48611	-4.43403	5.13498	1.42628	1.61681	-73.95436	0.48611	-4.43403	5.13498	1.42628	1.61681	-73.95436	7.26318	-1.47742	-18.71520	-7.81634	12.15563	-51.64382	20.15619	-3.83892	-18.32706	-1.50950	5.51946	-52.68359	-6.18870	0.71598	-34.74963	0.28398	-1.08141	-23.68594	-6.22702	-8.85520	-9.52668	-27.63168	-4.74828	-12.09284	23.39822	3.49042	-22.74570	21.38401	-15.97540	0.11369	164.05864	-17.40452	-115.23880	153.58105	10.96813	138.05428	154.20047	9.40720	-112.24711	173.96359	-8.72725	137.50368
5	-4.36338	-4.96148	4.73696	0.51365	4.52551	-73.99698	0.59047	-4.53432	5.14726	1.38055	1.50209	-74.04258	0.59047	-4.53432	5.14726	1.38055	1.50208	-74.04258	7.28127	-1.41428	-18.71150	-7.84457	12.17736	-51.89861	20.14817	-3.83284	-18.32515	-1.48549	5.53469	-52.95493	-6.14111	0.81868	-34.71627	0.29070	-1.11611	-23.59630	-6.39622	-8.63426	-9.03365	-27.83158	-4.72057	-11.55669	23.40670	3.66560	-22.51204	21.27555	-15.76668	-0.02428	163.91037	-17.40899	-114.97803	153.34024	10.69392	138.46622	153.55371	9.13937	-112.06494	172.22636	-8.50582	137.73592
6	-4.25812	-5.15436	4.77446	0.68999	4.33747	-74.13267	0.65425	-4.72711	5.19780	1.49459	1.50628	-74.17369	0.65425	-4.72711	5.19780	1.49459	1.50627	-74.17369	7.30328	-1.34397	-18.68688	-7.87032	12.20486	-52.07982	20.09819	-3.81437	-18.30423	-1.52140	5.55100	-53.13802	-5.96251	0.83287	-34.72224	0.24952	-1.19764	-23.60832	-6.68219	-8.58512	-8.85628	-28.12911	-4.73894	-11.37487	23.39500	3.80268	-22.27570	21.17377	-15.50335	-0.17263	163.72386	-17.39470	-114.39400	153.02440	10.35772	138.60269	152.39133	8.65746	-111.63786	171.08632	-8.20042	137.85963
7	-4.11551	-5.37964	4.80726	0.97903	4.26055	-74.21773	0.68343	-4.95926	5.23991	1.71914	1.64185	-74.25584	0.68343	-4.95926	5.23991	1.71914	1.64185	-74.25584	7.33281	-1.30908	-18.90035	-7.89147	12.20872	-51.86161	20.03467	-3.78816	-18.52842	-1.57801	5.56467	-52.91043	-5.82787	0.76826	-34.71132	0.20215	-1.29572	-23.64009	-7.01114	-8.59820	-9.23944	-28.43005	-4.61267	-11.73350	23.40341	3.87893	-22.24310	21.10313	-15.39505	-0.38212	163.36359	-17.53349	-114.71642	152.63322	10.05783	138.62247	151.05600	8.03782	-112.16978	170.30583	-7.73012	137.93826
8	-4.16121	-5.52926	4.76274	1.21215	4.52597	-74.19076	0.68521	-5.10788	5.21224	1.97085	1.84653	-74.23294	0.68521	-5.10788	5.21224	1.97085	1.84652	-74.23294	7.37270	-1.31489	-19.36229	-7.93460	12.18142	-51.32599	19.98153	-3.77003	-19.00501	-1.59724	5.57000	-52.37360	-5.84400	0.69398	-34.67738	0.18919	-1.35746	-23.63581	-7.30431	-8.51973	-10.00925	-28.66144	-4.26199	-12.41574	23.36780	3.92991	-22.41514	21.06496	-15.51888	-0.60708	162.85634	-17.81340	-115.91786	152.15096	9.87522	138.27625	150.13725	7.61714	-113.52007	169.77769	-7.31836	137.69031
9	-4.12137	-5.40125	4.67247	1.33934	4.88641	-74.08529	0.61830	-4.99740	5.10223	2.15130	2.03904	-74.13435	0.61830	-4.99740	5.10223	2.15130	2.03904	-74.13435	7.41048	-1.32583	-19.64632	-8.01072	12.15025	-50.99719	19.94882	-3.78820	-19.29160	-1.56208	5.56528	-52.06476	-5.91201	0.63733	-34.65910	0.20650	-1.35157	-23.62514	-7.52527	-8.31248	-10.70642	-28.82041	-3.81811	-12.98422	23.21392	3.96028	-22.54479	21.01056	-15.76341	-0.79736	162.34485	-18.00443	-116.02953	151.55795	9.78173	137.66508	149.80043	7.32510	-113.71272	169.56642	-7.21143	137.21751
10	-3.85758	-4.98833	4.59632	1.41635	4.95120	-73.98646	0.50087	-4.62505	4.96170	2.22318	2.14040	-74.03637	0.50087	-4.62505	4.96170	2.22318	2.14040	-74.03637	7.41640	-1.30346	-19.51779	-8.10057	12.14488	-51.16781	19.95587	-3.85796	-19.14532	-1.48921	5.54689	-52.27223	-5.94324	0.61268	-34.68052	0.20602	-1.30327	-23.63606	-7.68093	-8.06898	-11.07002	-28.93998	-3.46062	-13.23172	23.00010	3.90593	-22.46123	20.89152	-16.00167	-0.96262	161.89352	-17.94955	-113.47222	150.86292	9.69797	137.45467	149.65384	6.83498	-111.28339	169.56557	-7.42211	137.14029
11	-3.75464	-4.63168	4.52809	1.44619	4.74197	-73.92723	0.45199	-4.28734	4.85533	2.20508	2.10854	-73.97259	0.45199	-4.28734	4.85533	2.20508	2.10853	-73.97259	7.37363	-1.24539	-19.29991	-8.17205	12.16458	-51.52257	20.02069	-3.95666	-18.90208	-1.40506	5.51895	-52.66415	-6.01415	0.66135	-34.71438	0.15489	-1.26588	-23.61474	-7.79474	-7.93026	-11.18820	-29.04081	-3.28892	-13.29061	22.88098	3.73836	-22.26601	20.69510	-16.17724	-1.09786	161.43819	-17.75851	-109.19844	150.11174	9.59407	137.91298	149.34190	6.30357	-107.17747	169.46271	-7.85742	137.66969
12	-4.00292	-4.63727	4.44865	1.35804	4.51183	-73.88067	0.50421	-4.27366	4.79897	2.08922	1.98218	-73.92210	0.50421	-4.27366	4.79897	2.08922	1.98218	-73.92210	7.32362	-1.17886	-19.26119	-8.19852	12.17822	-51.62598	20.10955	-4.03776	-18.84620	-1.34576	5.50352	-52.78694	-6.13916	0.76776	-34.70638	0.07643	-1.27073	-23.49520	-7.83867	-7.98661	-11.21697	-29.08348	-3.33111	-13.33766	22.94277	3.54896	-22.11686	20.43674	-16.25707	-1.14045	160.90634	-17.66328	-105.56896	149.34373	9.49395	138.25902	148.92213	6.19440	-103.61143	168.97069	-8.50716	138.04875
13	-4.30444	-4.96133	4.38116	1.16483	4.35700	-73.84106	0.54623	-4.57363	4.78455	1.88863	1.85922	-73.88032	0.54623	-4.57363	4.78455	1.88863	1.85921	-73.88032	7.32543	-1.13365	-19.22231	-8.17797	12.15957	-51.35060	20.15433	-4.06712	-18.80057	-1.34004	5.53077	-52.50698	-6.14988	0.82056	-34.62976	0.02150	-1.31897	-23.31393	-7.71756	-8.19577	-11.17852	-28.97019	-3.53984	-13.37806	23.11403	3.47386	-21.99582	20.15154	-16.25758	-1.06727	160.26221	-17.73393	-104.01883	148.54387	9.41580	137.38637	148.69705	6.68303	-101.94909	167.98122	-9.27474	137.26288
14	-4.37632	-5.32282	4.38305	1.01455	4.24825	-73.84801	0.50626	-4.93120	4.81964	1.71906	1.81596	-73.88528	0.50626	-4.93120	4.81964	1.71906	1.81595	-73.88528	7.37971	-1.12882	-18.95390	-8.13963	12.10517	-50.83821	20.13225	-4.03710	-18.53150	-1.37952	5.60930	-51.97730	-5.94043	0.72207	-34.52114	0.01356	-1.39653	-23.19354	-7.40882	-8.39875	-11.05251	-28.67692	-3.77423	-13.33537	23.21731	3.57554	-21.78391	19.86796	-16.27642	-0.97386	159.47937	-17.85956	-104.22641	147.63916	9.33435	135.07211	148.83972	7.40630	-101.98429	166.68982	-9.83216	135.16148
15	-4.19302	-5.46195	4.47273	1.02487	4.19965	-73.93543	0.41231	-5.08597	4.89627	1.70004	1.85538	-73.97109	0.41230	-5.08597	4.89627	1.70004	1.85537	-73.97109	7.43996	-1.17347	-18.55334	-8.11691	12.03329	-50.37618	20.08355	-3.96093	-18.13640	-1.41992	5.70894	-51.50392	-5.64674	0.50073	-34.45929	0.03380	-1.47890	-23.21045	-7.08427	-8.46784	-10.92368	-28.36498	-3.88484	-13.24148	23.09663	3.81798	-21.45475	19.56907	-16.38237	-0.97130	158.56854	-17.94837	-105.06327	146.53008	9.20750	132.49854	149.16116	7.87819	-102.73893	165.70630	-10.02272	132.94122
16	-3.83567	-5.29526	4.58672	1.17422	4.21188	-74.06850	0.29693	-4.95155	4.95593	1.82902	1.91839	-74.10352	0.29693	-4.95155	4.95593	1.82903	1.91839	-74.10352	7.48362	-1.25938	-18.31276	-8.11579	11.97828	-50.22509	20.05617	-3.86653	-17.90914	-1.42290	5.78083	-51.35627	-5.48619	0.28554	-34.48653	0.05444	-1.53781	-23.30669	-7.00260	-8.44593	-10.96006	-28.27970	-3.85136	-13.26711	22.74154	4.11281	-21.11601	19.21568	-16.52703	-1.04952	157.59015	-18.02047	-105.99464	145.17693	9.01960	131.46748	149.30106	8.03066	-103.66763	165.61331	-10.24017	132.34682
17	-3.39158	-4.91872	4.63589	1.38280	4.16276	-74.14665	0.15953	-4.62248	4.93132	2.01301	1.94405	-74.18023	0.15953	-4.62248	4.93132	2.01301	1.94404	-74.18023	7.53023	-1.34879	-18.36189	-8.11565	11.96792	-50.41530	20.05947	-3.80020	-17.97287	-1.39825	5.79437	-51.55547	-5.50326	0.17283	-34.55204	0.06850	-1.55727	-23.34093	-7.27437	-8.49666	-11.24205	-28.52853	-3.79748	-13.54606	22.29816	4.37015	-20.89398	18.81892	-16.64106	-1.13268	156.59727	-18.13401	-107.04018	143.69583	8.78348	132.76492	148.96712	8.01929	-104.70441	166.23518	-10.91064	134.02449
18	-3.02087	-4.54839	4.60104	1.57042	4.01735	-74.10618	0.02998	-4.29725	4.83637	2.17036	1.91091	-74.13721	0.02998	-4.29725	4.83637	2.17036	1.91090	-74.13721	7.59630	-1.39365	-18.62331	-8.09492	12.00743	-50.71302	20.06707	-3.80195	-18.23984	-1.38603	5.75004	-51.85117	-5.57034	0.15775	-34.57366	0.07870	-1.53804	-23.22920	-7.75663	-8.69144	-11.66671	-28.97812	-3.82693	-14.00901	21.91754	4.54109	-20.83031	18.44859	-16.73202	-1.22535	155.56612	-18.31281	-107.73241	142.29718	8.50553	135.56268	148.08611	7.87039	-105.39131	166.60925	-11.85262	136.96693
19	-2.93259	-4.39093	4.54759	1.66628	4.00202	-73.98676	-0.00582	-4.15315	4.76566	2.29130	1.82457	-74.01853	-0.00582	-4.15315	4.76566	2.29131	1.82457	-74.01853	7.66171	-1.38248	-19.01992	-8.05476	12.08068	-50.82664	20.05112	-3.85906	-18.63383	-1.40504	5.66817	-51.94594	-5.58222	0.19307	-34.54189	0.07579	-1.48806	-23.03747	-8.18491	-8.88409	-12.07262	-29.37420	-3.86144	-14.45368	21.61056	4.64013	-20.87504	18.16948	-16.82119	-1.41775	154.38890	-18.55494	-107.46505	141.08861	8.13805	138.37912	146.92494	7.59058	-105.18035	165.72078	-12.53454	139.62167
20	-3.20170	-4.47405	4.53469	1.68649	4.30338	-73.86710	0.10940	-4.20485	4.78530	2.43658	1.71019	-73.90645	0.10940	-4.20485	4.78530	2.43658	1.71018	-73.90645	7.68824	-1.35241	-19.50333	-8.01758	12.14788	-50.65918	20.01199	-3.91422	-19.11719	-1.44000	5.58409	-51.75285	-5.56247	0.25901	-34.51562	0.05083	-1.42124	-22.92581	-8.40157	-8.86294	-12.41112	-29.55880	-3.72092	-14.75858	21.29247	4.71673	-20.93578	17.99053	-16.88493	-1.76322	152.97481	-18.84453	-106.70348	139.99297	7.60733	139.98480	145.82037	7.34144	-104.50489	163.44344	-12.66958	140.95250
21	-3.64673	-4.65525	4.56698	1.75068	4.74280	-73.78815	0.32600	-4.32793	4.87822	2.65394	1.63547	-73.83842	0.32600	-4.32793	4.87822	2.65394	1.63546	-73.83842	7.66664	-1.33948	-19.93014	-7.99869	12.15859	-50.37498	19.97362	-3.92747	-19.55136	-1.46591	5.53950	-51.45071	-5.58810	0.34982	-34.54978	0.02146	-1.36557	-23.00661	-8.43421	-8.61605	-12.72699	-29.55598	-3.37805	-14.96112	20.90332	4.81675	-20.94535	17.85047	-16.91077	-2.20575	151.36482	-19.13910	-106.51456	138.83366	6.93006	139.79527	144.79585	7.33886	-104.32726	160.66400	-12.44342	140.68565
22	-3.88822	-4.78065	4.63594	1.91936	4.91121	-73.75713	0.50757	-4.41160	4.98835	2.86159	1.67621	-73.81129	0.50757	-4.41160	4.98835	2.86160	1.67620	-73.81129	7.63259	-1.34306	-20.06357	-7.98833	12.09597	-50.26841	19.94876	-3.90544	-19.69254	-1.47567	5.55370	-51.33887	-5.63738	0.41190	-34.65076	0.01918	-1.35436	-23.26439	-8.38125	-8.36884	-13.01717	-29.47020	-3.04408	-15.14013	20.42383	4.98056	-20.90830	17.63150	-16.93163	-2.63716	149.69505	-19.41126	-107.12711	137.45755	6.22942	138.26305	143.67619	7.67402	-104.82528	158.32642	-12.34627	139.38177
23	-3.74208	-4.82522	4.72630	2.05777	4.65492	-73.77966	0.56967	-4.45655	5.07533	2.88785	1.80138	-73.82642	0.56967	-4.45655	5.07533	2.88785	1.80138	-73.82642	7.62565	-1.35101	-19.84868	-7.96816	12.00615	-50.45110	19.92640	-3.87133	-19.47950	-1.48389	5.60830	-51.52178	-5.59565	0.36626	-34.76576	0.04573	-1.39608	-23.57804	-8.29469	-8.35757	-13.18510	-29.36715	-2.97380	-15.29131	19.85691	5.22328	-20.86865	17.22670	-16.97986	-2.99765	148.02994	-19.67971	-107.77330	135.83850	5.60317	136.44469	142.34749	8.20160	-105.29859	156.45837	-12.69233	137.94128
24	-3.55135	-4.88445	4.78418	1.96072	4.32697	-73.87090	0.59201	-4.52635	5.12422	2.67150	1.86937	-73.90932	0.59201	-4.52635	5.12422	2.67151	1.86936	-73.90932	7.65135	-1.36583	-19.56599	-7.92992	11.95897	-50.67932	19.89470	-3.84012	-19.19618	-1.50258	5.66801	-51.74555	-5.44273	0.22165	-34.81990	0.06579	-1.45848	-23.80181	-8.16634	-8.62115	-13.11642	-29.25065	-3.24418	-15.32277	19.25428	5.49925	-20.82601	16.63365	-17.05165	-3.29759	146.29648	-19.94502	-107.68933	134.07062	5.04373	134.81416	140.70595	8.47326	-105.13474	154.32262	-13.25635	136.60365
25	-3.76095	-4.98332	4.74550	1.61711	4.37091	-74.02936	0.70066	-4.59947	5.11836	2.35275	1.80059	-74.06896	0.70066	-4.59947	5.11836	2.35275	1.80058	-74.06896	7.70137	-1.39087	-19.46445	-7.88054	11.96942	-50.69251	19.85541	-3.82125	-19.09550	-1.52767	5.70739	-51.74654	-5.31071	0.08863	-34.78025	0.05531	-1.49412	-23.85996	-7.97676	-8.99616	-12.78070	-29.10187	-3.71349	-15.14797	18.67913	5.73953	-20.72075	15.97320	-17.11502	-3.55179	144.40916	-20.15587	-106.94224	132.24057	4.49187	133.02612	138.68921	8.00132	-104.51351	151.38376	-13.62125	134.91142
26	-4.30103	-5.05569	4.60821	1.26989	4.78431	-74.18829	0.88887	-4.61867	5.04615	2.14853	1.68106	-74.23786	0.88887	-4.61867	5.04615	2.14853	1.68106	-74.23786	7.77169	-1.41645	-19.47887	-7.84088	11.98640	-50.54642	19.81839	-3.81963	-19.10992	-1.54849	5.72092	-51.58694	-5.30322	0.04999	-34.67129	0.03536	-1.47856	-23.78703	-7.77304	-9.25615	-12.31879	-28.94872	-4.12052	-14.81566	18.11485	5.92962	-20.52871	15.39405	-17.13655	-3.72375	142.37328	-20.28017	-106.11443	130.34708	3.91369	130.54813	136.50183	6.76846	-103.99113	147.88557	-13.65605	132.42520
