	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
1405	-20.68379	-5.46003	2.64901	0.68528	8.59262	-84.25969	-16.84771	-5.27126	3.00786	1.38755	1.59129	-84.32214	-16.84771	-5.27126	3.00786	1.38756	1.59128	-84.32214	7.13667	0.54797	-11.77458	-6.09162	10.00862	-58.00874	29.48908	1.25931	-13.20216	-1.16893	2.20559	-58.53876	-6.44446	2.76171	-38.79421	-1.29509	4.45385	-29.50704	-11.53460	-1.83479	-20.40318	-31.85972	5.66667	-19.71497	24.22817	9.93870	-18.30490	37.73454	-18.72996	19.37133	150.91664	-20.50818	-99.45280	159.33586	26.28466	118.51381	137.39095	-7.66122	-101.39953	158.22221	1.98025	116.47956
1406	-20.68804	-5.54454	2.70420	0.27635	8.80689	-83.87032	-16.92099	-5.35561	3.06212	1.02191	1.85053	-83.93969	-16.92099	-5.35561	3.06212	1.02191	1.85053	-83.93969	7.23699	0.53754	-11.58704	-6.27875	10.21003	-57.79241	29.38439	1.36228	-13.01812	-1.18511	2.06279	-58.33762	-6.35394	2.69903	-38.53051	-1.31157	4.39830	-29.34178	-11.63548	-1.83370	-19.96028	-32.01543	5.51373	-19.29756	24.25142	9.91729	-18.17269	37.48255	-18.43053	19.42359	151.06923	-20.38370	-98.67078	159.23587	26.17213	119.18890	137.25090	-7.53590	-100.62567	158.46414	1.94468	117.09526
1407	-20.48153	-5.77082	2.91427	-0.06139	8.80961	-83.30499	-17.02429	-5.58533	3.25642	0.70413	2.27854	-83.37907	-17.02429	-5.58533	3.25642	0.70413	2.27854	-83.37907	7.34192	0.51213	-11.08679	-6.54714	10.41209	-57.57744	29.24983	1.48277	-12.50248	-1.23424	1.92644	-58.14751	-6.22497	2.56104	-38.23701	-1.29957	4.32389	-29.17025	-11.70368	-1.81421	-19.47809	-32.14264	5.36393	-18.83700	24.29500	9.85379	-18.03524	37.25146	-18.06908	19.45582	151.16000	-20.23496	-98.54651	159.15083	26.00788	121.23404	137.30652	-7.31720	-100.45100	159.00340	1.56290	118.92276
1408	-20.31370	-6.01859	3.08552	-0.29842	8.82482	-82.63778	-17.07227	-5.83529	3.42032	0.48420	2.76280	-82.71690	-17.07227	-5.83529	3.42032	0.48420	2.76279	-82.71690	7.38808	0.52782	-10.55216	-6.88557	10.59146	-57.34890	29.12994	1.58221	-11.95129	-1.26244	1.78936	-57.96038	-6.16922	2.40890	-38.02967	-1.30420	4.23517	-29.06137	-11.67716	-1.84269	-19.26359	-32.14072	5.26234	-18.64525	24.29162	9.80947	-17.90557	37.12352	-17.86350	19.28850	151.10101	-20.10906	-98.88805	159.08768	25.76083	122.71981	137.62619	-7.00360	-100.65439	159.38039	1.51734	120.32047
1409	-20.55379	-6.22681	3.02537	-0.43936	9.29707	-81.93983	-16.96540	-6.02622	3.40846	0.42289	3.20551	-82.03386	-16.96540	-6.02622	3.40846	0.42289	3.20550	-82.03386	7.35236	0.63182	-10.43229	-7.25215	10.73280	-56.90856	29.05445	1.60715	-11.83009	-1.24678	1.63050	-57.56857	-6.28318	2.29605	-37.95237	-1.33050	4.16743	-29.04482	-11.57542	-1.91897	-19.40261	-32.01999	5.23942	-18.80275	24.18104	9.84713	-17.79785	37.14482	-17.91844	18.94305	150.84909	-20.05203	-99.12806	159.02719	25.50241	122.22307	138.16058	-6.76896	-100.70808	159.42407	1.99555	119.96771
1410	-21.15009	-6.31110	2.74013	-0.56510	10.17849	-81.18967	-16.75843	-6.08391	3.21447	0.44811	3.63915	-81.31175	-16.75843	-6.08391	3.21447	0.44811	3.63914	-81.31175	7.29184	0.78852	-10.75020	-7.59193	10.84503	-56.20374	29.00972	1.56038	-12.15638	-1.22347	1.44002	-56.89893	-6.52041	2.22031	-37.95362	-1.33651	4.15962	-29.06199	-11.46631	-1.97669	-19.70775	-31.87232	5.29176	-19.10998	23.98656	9.94584	-17.75040	37.28170	-18.15615	18.62337	150.44432	-20.08186	-99.21954	158.93533	25.35706	120.66406	138.72610	-6.70591	-100.62423	159.29160	2.81130	118.65128
1411	-21.72911	-6.24932	2.40099	-0.71984	10.99489	-80.34309	-16.63137	-6.01250	2.94579	0.44566	4.14526	-80.49691	-16.63137	-6.01250	2.94579	0.44566	4.14525	-80.49691	7.28640	0.91167	-11.08083	-7.87973	10.95399	-55.47031	28.95192	1.50310	-12.48455	-1.23863	1.22749	-56.17870	-6.72083	2.15627	-37.96581	-1.29667	4.20065	-29.04227	-11.40794	-1.96338	-19.94963	-31.78489	5.38846	-19.33290	23.80928	10.01249	-17.77472	37.42621	-18.43262	18.44232	150.04236	-20.15061	-99.51240	158.79330	25.34232	119.60088	139.09515	-6.76121	-100.80317	158.92845	3.89027	117.84718
1412	-22.18503	-6.12492	2.05259	-0.87974	11.48658	-79.44041	-16.64672	-5.89940	2.63312	0.38140	4.72646	-79.61857	-16.64672	-5.89940	2.63312	0.38140	4.72645	-79.61857	7.34321	0.99020	-11.23341	-8.13737	11.05537	-55.00498	28.85266	1.46951	-12.61928	-1.27493	1.01165	-55.72108	-6.81198	2.09915	-38.01842	-1.25086	4.24795	-29.03342	-11.38379	-1.87612	-20.07112	-31.74870	5.51253	-19.41673	23.69990	10.01807	-17.83182	37.47983	-18.68482	18.32200	149.79762	-20.20482	-99.92860	158.62862	25.36697	118.97866	139.14587	-6.84271	-101.18967	158.05801	5.14654	117.56261
1413	-22.66152	-6.03102	1.65533	-1.07591	11.73256	-78.57282	-16.70676	-5.82782	2.27102	0.22908	5.28778	-78.76626	-16.70676	-5.82782	2.27102	0.22908	5.28777	-78.76626	7.41017	1.07766	-11.41854	-8.38605	11.12572	-54.92949	28.72043	1.44687	-12.78795	-1.28590	0.82133	-55.66784	-6.85483	2.06797	-38.16348	-1.25367	4.26867	-29.13604	-11.32303	-1.77732	-20.12726	-31.68438	5.62468	-19.43505	23.62796	10.01624	-17.85985	37.42221	-18.88560	18.19877	149.75433	-20.22523	-99.90903	158.50580	25.37378	117.70256	138.93819	-6.90186	-101.20954	156.74464	6.15563	116.69699
1414	-23.17343	-5.98394	1.30415	-1.38286	11.87777	-77.78870	-16.73458	-5.80093	1.96586	-0.04331	5.70406	-77.99373	-16.73458	-5.80093	1.96586	-0.04331	5.70405	-77.99373	7.45464	1.18484	-11.76465	-8.61313	11.17682	-55.11145	28.59114	1.43102	-13.13338	-1.28605	0.68546	-55.88230	-6.90579	2.08722	-38.31932	-1.30844	4.24616	-29.32898	-11.21837	-1.79156	-20.13272	-31.57856	5.61323	-19.44516	23.56303	10.03699	-17.82255	37.28787	-18.97770	18.12093	149.85794	-20.20252	-99.01431	158.45187	25.37000	115.32216	138.61497	-6.95112	-100.39074	155.51019	6.57352	114.65907
1415	-23.61219	-5.91985	1.10954	-1.74457	12.01978	-77.07320	-16.75426	-5.74594	1.80732	-0.34521	5.94141	-77.29196	-16.75426	-5.74594	1.80732	-0.34521	5.94141	-77.29196	7.47722	1.27886	-12.12278	-8.80165	11.23470	-55.24426	28.50357	1.43136	-13.50396	-1.34253	0.62044	-56.03636	-6.95685	2.15968	-38.33153	-1.38546	4.19001	-29.48430	-11.17607	-1.98177	-20.08267	-31.53605	5.41750	-19.46453	23.49541	10.06250	-17.76863	37.11219	-18.95933	18.11354	149.99477	-20.16595	-97.39520	158.40154	25.36277	112.54295	138.26178	-7.00296	-98.85190	154.88231	6.48694	112.03727
1416	-23.84708	-5.79635	1.04784	-1.97013	12.17328	-76.39397	-16.83273	-5.62590	1.74673	-0.49879	6.11430	-76.62813	-16.83273	-5.62590	1.74673	-0.49879	6.11430	-76.62813	7.48579	1.35440	-12.29428	-8.95969	11.28073	-55.12098	28.46815	1.44392	-13.68742	-1.48694	0.63187	-55.91403	-6.97869	2.24018	-38.16245	-1.46287	4.14481	-29.52043	-11.30449	-2.23071	-20.05561	-31.65978	5.17470	-19.52605	23.42218	10.07973	-17.80556	36.93164	-18.91001	18.14858	150.04922	-20.19726	-95.93179	158.27081	25.36529	110.54540	137.91356	-7.00422	-97.44027	155.11142	6.06021	109.97128
1417	-23.81505	-5.71209	1.07247	-1.96042	12.31559	-75.74838	-16.98292	-5.54478	1.74333	-0.43947	6.34993	-75.99538	-16.98292	-5.54478	1.74333	-0.43947	6.34993	-75.99538	7.48916	1.44017	-12.26938	-9.10412	11.26691	-54.81237	28.45808	1.45468	-13.66504	-1.67864	0.71084	-55.59809	-6.96281	2.26064	-37.92781	-1.52343	4.15605	-29.46554	-11.57210	-2.34438	-20.16623	-31.91010	5.10656	-19.66978	23.35925	10.08839	-17.96063	36.79212	-18.87706	18.24043	149.99173	-20.32439	-95.71346	158.05830	25.41564	109.86389	137.64665	-6.87409	-97.21838	156.04292	5.31906	109.02851
1418	-23.60535	-5.80797	1.19067	-1.80455	12.43554	-75.15999	-17.13370	-5.63763	1.83667	-0.26166	6.63779	-75.41595	-17.13370	-5.63763	1.83667	-0.26166	6.63779	-75.41595	7.49284	1.54498	-12.21205	-9.23910	11.17657	-54.51871	28.43481	1.46052	-13.60522	-1.85427	0.82942	-55.30385	-6.93444	2.21319	-37.77956	-1.54762	4.22266	-29.40743	-11.81816	-2.25526	-20.39693	-32.13008	5.27020	-19.85575	23.32367	10.07298	-18.13439	36.71224	-18.85079	18.37753	149.89679	-20.45656	-96.99069	157.83951	25.50268	110.09418	137.53802	-6.67029	-98.45550	157.14774	4.51149	108.94836
1419	-23.33295	-6.00625	1.36504	-1.62866	12.50764	-74.63871	-17.22700	-5.82794	1.99509	-0.07206	6.86922	-74.90100	-17.22700	-5.82794	1.99509	-0.07206	6.86921	-74.90100	7.49787	1.63400	-12.25756	-9.36589	11.04555	-54.34706	28.38052	1.47651	-13.65430	-1.98402	0.95701	-55.14325	-6.92650	2.18351	-37.78507	-1.52794	4.29335	-29.40899	-11.92110	-2.05571	-20.56664	-32.21816	5.51619	-19.94595	23.30350	10.01651	-18.24096	36.67693	-18.84731	18.42540	149.85306	-20.50812	-98.85416	157.71819	25.53265	110.62594	137.51738	-6.63503	-100.32346	157.85509	4.18675	109.30393
1420	-23.07545	-6.04384	1.47633	-1.48663	12.59646	-74.18983	-17.27176	-5.86454	2.07888	0.12157	6.94545	-74.46311	-17.27176	-5.86454	2.07888	0.12157	6.94545	-74.46311	7.50662	1.66592	-12.45267	-9.48828	10.92643	-54.25554	28.30400	1.51903	-13.86756	-2.08130	1.08809	-55.07047	-6.94414	2.25854	-37.88340	-1.47256	4.31027	-29.45131	-11.92275	-1.86363	-20.53695	-32.23009	5.68605	-19.85103	23.28078	9.95196	-18.30378	36.68240	-18.90721	18.29204	149.87392	-20.51720	-100.09367	157.78186	25.45963	111.27576	137.46404	-6.90625	-101.65706	157.90240	4.53867	109.97878
1421	-22.90610	-5.83257	1.44780	-1.36940	12.84111	-73.86806	-17.28382	-5.66352	2.01134	0.38017	6.81900	-74.16720	-17.28382	-5.66352	2.01134	0.38017	6.81900	-74.16720	7.51969	1.63775	-12.79335	-9.58974	10.83898	-54.15321	28.22197	1.58644	-14.24149	-2.17978	1.24498	-54.98518	-6.95789	2.42180	-37.95956	-1.40011	4.25738	-29.46775	-11.94794	-1.73055	-20.40595	-32.27634	5.76538	-19.68119	23.26816	9.95634	-18.36762	36.73330	-19.03072	18.11147	149.91255	-20.56795	-100.26807	158.01060	25.39328	112.41161	137.42433	-7.29179	-101.94180	157.45551	4.93737	111.20751
1422	-22.79472	-5.58724	1.33731	-1.20333	13.16450	-73.77318	-17.26250	-5.43300	1.86893	0.74112	6.50519	-74.10590	-17.26250	-5.43300	1.86893	0.74112	6.50518	-74.10590	7.52575	1.58624	-13.18345	-9.62568	10.76305	-54.00352	28.15306	1.66033	-14.67149	-2.30357	1.44399	-54.83863	-6.93847	2.58240	-37.96114	-1.34250	4.16292	-29.43590	-12.03214	-1.65755	-20.40519	-32.36320	5.83357	-19.65497	23.29800	10.05707	-18.41490	36.81197	-19.17604	18.09488	149.93802	-20.66455	-99.97642	158.24535	25.47594	114.58224	137.50352	-7.49646	-101.68404	156.98639	4.55835	113.30157
1423	-22.61249	-5.49215	1.25063	-0.92103	13.25777	-73.95567	-17.20288	-5.35042	1.76209	1.14791	6.07827	-74.30385	-17.20288	-5.35042	1.76209	1.14791	6.07826	-74.30385	7.50478	1.54400	-13.47115	-9.55200	10.67450	-53.82804	28.12483	1.72453	-14.99751	-2.45688	1.67294	-54.64231	-6.90760	2.67805	-37.90614	-1.33025	4.06151	-29.38859	-12.08383	-1.61266	-20.60696	-32.39123	5.94570	-19.82944	23.39422	10.16894	-18.41694	36.90203	-19.28649	18.25504	149.96875	-20.73517	-100.04768	158.34155	25.67617	117.80059	137.67326	-7.47032	-101.72208	156.93248	3.42299	116.18865
1424	-22.36025	-5.42771	1.19578	-0.61329	12.99414	-74.33830	-17.06598	-5.29481	1.69080	1.45841	5.61316	-74.67396	-17.06598	-5.29481	1.69080	1.45841	5.61316	-74.67396	7.44899	1.49958	-13.58557	-9.35449	10.57096	-53.69136	28.15083	1.77961	-15.14753	-2.63309	1.90960	-54.45848	-6.91582	2.70400	-37.82944	-1.36726	3.97474	-29.34277	-12.00550	-1.55033	-20.83870	-32.28589	6.08451	-20.02618	23.56104	10.18347	-18.39350	37.00221	-19.30902	18.39224	150.04166	-20.73036	-100.59074	158.32681	25.79446	121.18100	137.79961	-7.40866	-102.24818	157.24550	2.37153	119.19260
1425	-22.25337	-5.23145	1.09930	-0.45412	12.63545	-74.78114	-16.80255	-5.10389	1.59063	1.58551	5.14059	-75.09697	-16.80255	-5.10389	1.59063	1.58551	5.14058	-75.09697	7.38112	1.42317	-13.57172	-9.06296	10.46364	-53.70665	28.20066	1.83536	-15.16557	-2.81146	2.14121	-54.41068	-6.95655	2.68017	-37.78440	-1.43485	3.91730	-29.29676	-11.80428	-1.48268	-20.92669	-32.07600	6.17845	-20.08559	23.76684	10.11038	-18.38074	37.09309	-19.24633	18.32421	150.16223	-20.68181	-101.08044	158.32394	25.69206	123.54330	137.79167	-7.50608	-102.79560	157.51685	2.00286	121.38891
1426	-22.40464	-4.99849	0.96345	-0.44696	12.44086	-75.20719	-16.46247	-4.87237	1.47513	1.59643	4.69929	-75.51242	-16.46247	-4.87237	1.47513	1.59644	4.69929	-75.51242	7.33686	1.32634	-13.51055	-8.74664	10.35551	-53.98628	28.22944	1.89081	-15.12714	-2.95046	2.36377	-54.63279	-6.97046	2.63661	-37.82917	-1.50437	3.89086	-29.28194	-11.57350	-1.48822	-20.90546	-31.84772	6.16590	-20.06750	23.94924	10.04858	-18.38804	37.14038	-19.18117	18.07180	150.29532	-20.65371	-101.14935	158.36165	25.44469	124.54269	137.72420	-7.77260	-102.97198	157.69521	2.10042	122.40279
1427	-22.52857	-4.89137	0.90385	-0.42929	12.22551	-75.62200	-16.20351	-4.76250	1.43662	1.58349	4.36603	-75.91312	-16.20351	-4.76250	1.43662	1.58349	4.36602	-75.91312	7.31997	1.26355	-13.44118	-8.46680	10.23923	-54.50956	28.23772	1.92735	-15.06807	-3.01953	2.57969	-55.12037	-6.93620	2.60153	-37.96130	-1.53630	3.87475	-29.32948	-11.39419	-1.59698	-20.90285	-31.66470	6.06296	-20.10293	24.07434	10.03715	-18.41906	37.13446	-19.18850	17.81563	150.40041	-20.67265	-100.94550	158.37766	25.24041	124.69032	137.77037	-8.01078	-102.83584	158.02599	2.14118	122.54245
1428	-22.22173	-4.89297	1.02007	-0.30573	11.59183	-76.04915	-16.13399	-4.75769	1.53264	1.53686	4.16872	-76.30233	-16.13399	-4.75769	1.53264	1.53687	4.16872	-76.30233	7.29047	1.27308	-13.32401	-8.22882	10.11275	-55.05862	28.27548	1.92045	-14.94993	-3.03824	2.79742	-55.65042	-6.88284	2.58286	-38.09629	-1.50534	3.84001	-29.41155	-11.28261	-1.72888	-20.94933	-31.54237	5.95533	-20.19269	24.17752	10.02382	-18.49821	37.10283	-19.25319	17.71565	150.47186	-20.72970	-100.73322	158.35962	25.19667	124.24121	137.98326	-7.99485	-102.58651	158.41135	2.02327	122.02972
1429	-21.46822	-4.85713	1.27611	-0.13207	10.50865	-76.46007	-16.22380	-4.72063	1.71424	1.42787	4.03007	-76.65778	-16.22380	-4.72063	1.71424	1.42787	4.03006	-76.65778	7.21325	1.33479	-13.10411	-8.01386	9.97948	-55.38745	28.38530	1.86472	-14.72157	-3.04954	3.02410	-55.96276	-6.83769	2.58855	-38.13458	-1.44410	3.77450	-29.48003	-11.21742	-1.78631	-21.01161	-31.46713	5.92300	-20.27140	24.31742	9.95555	-18.63256	37.08728	-19.31794	17.80854	150.56508	-20.79994	-100.50359	158.34943	25.30956	123.14507	138.18057	-7.69834	-102.25541	158.55168	2.01463	120.92535
1430	-20.64053	-4.65765	1.52485	-0.00986	9.37085	-76.77047	-16.38730	-4.53212	1.86573	1.29100	3.83935	-76.92028	-16.38730	-4.53212	1.86573	1.29100	3.83934	-76.92028	7.10740	1.38652	-12.82838	-7.83463	9.84128	-55.46165	28.55311	1.79122	-14.43769	-3.06505	3.25453	-56.02206	-6.81229	2.64979	-38.05749	-1.42377	3.69463	-29.52057	-11.18803	-1.76110	-21.09141	-31.42838	5.97425	-20.33787	24.49626	9.83586	-18.76547	37.10328	-19.35475	18.01377	150.75500	-20.83612	-100.23656	158.34566	25.49518	121.94286	138.12164	-7.33645	-101.93800	158.47025	2.21480	119.78152
1431	-20.14770	-4.29467	1.66003	0.00485	8.62676	-76.92601	-16.52315	-4.18142	1.92797	1.18910	3.52874	-77.05152	-16.52315	-4.18142	1.92797	1.18910	3.52873	-77.05152	7.02117	1.38103	-12.65674	-7.71616	9.70266	-55.44730	28.72055	1.74130	-14.26872	-3.07032	3.47272	-56.00224	-6.80601	2.78248	-37.94546	-1.47555	3.63334	-29.53663	-11.21568	-1.72612	-21.19654	-31.44373	6.04342	-20.42484	24.64459	9.71803	-18.81907	37.13044	-19.35016	18.18982	151.01935	-20.80345	-100.15858	158.30215	25.62932	121.45836	137.82195	-7.18468	-101.92670	158.47571	2.45097	119.32730
1432	-20.25206	-3.95146	1.70527	-0.04004	8.54589	-76.97088	-16.48471	-3.83112	1.96103	1.22100	3.09448	-77.09890	-16.48471	-3.83112	1.96103	1.22100	3.09447	-77.09890	6.96456	1.32847	-12.75333	-7.65498	9.57330	-55.46148	28.84593	1.72262	-14.38689	-3.06241	3.66267	-56.02064	-6.80825	2.94730	-37.89633	-1.56042	3.61115	-29.53384	-11.32920	-1.74207	-21.29865	-31.54342	6.06373	-20.52670	24.69467	9.67489	-18.79120	37.16191	-19.28287	18.24387	151.22113	-20.74716	-100.27230	158.21123	25.62453	121.79196	137.56450	-7.29228	-102.15891	158.76471	2.63387	119.62623
1433	-20.92488	-3.88019	1.73502	0.02391	9.01753	-77.00227	-16.19967	-3.72437	2.04854	1.49637	2.62968	-77.15191	-16.19967	-3.72437	2.04854	1.49637	2.62967	-77.15191	6.90724	1.27867	-13.09725	-7.62656	9.45971	-55.46389	28.93508	1.70858	-14.76636	-3.05563	3.81438	-56.02949	-6.81160	3.07820	-37.94258	-1.62080	3.61925	-29.53654	-11.51200	-1.80304	-21.35450	-31.71671	6.02579	-20.60056	24.66401	9.73871	-18.76307	37.23587	-19.15389	18.22062	151.27678	-20.75724	-100.16512	158.13716	25.51940	122.44034	137.55452	-7.39633	-102.08795	159.18735	2.90338	120.24256
1434	-21.66558	-4.10578	1.76180	0.30932	9.42960	-77.05759	-15.82138	-3.90548	2.17039	1.94601	2.29209	-77.22505	-15.82138	-3.90548	2.17039	1.94601	2.29208	-77.22505	6.84148	1.26465	-13.39065	-7.59865	9.36078	-55.41627	29.00888	1.67204	-15.08345	-3.07186	3.92810	-55.98118	-6.81671	3.13112	-38.04183	-1.63756	3.63263	-29.57199	-11.67866	-1.88128	-21.33635	-31.88291	5.94610	-20.61061	24.64841	9.83599	-18.78444	37.37687	-18.99047	18.24146	151.28087	-20.82968	-99.76463	158.13326	25.43185	123.04771	137.68590	-7.18414	-101.59254	159.46875	3.27228	120.86286
1435	-21.77178	-4.36121	1.79066	0.67838	9.16543	-77.07433	-15.61184	-4.14442	2.24790	2.28477	2.15072	-77.23302	-15.61184	-4.14442	2.24790	2.28477	2.15072	-77.23302	6.79646	1.27300	-13.28202	-7.53465	9.27392	-55.38395	29.07412	1.61009	-14.95792	-3.13726	4.01964	-55.93235	-6.81349	3.09601	-38.11018	-1.63430	3.63140	-29.61877	-11.72860	-1.98195	-21.25674	-31.93964	5.82414	-20.57051	24.73233	9.81186	-18.79898	37.51902	-18.79951	18.34552	151.40990	-20.82452	-99.47739	158.15363	25.40105	123.60693	137.73071	-6.67382	-101.17263	159.60968	3.37548	121.40335
1436	-21.06289	-4.42912	1.88991	0.90676	8.37129	-76.98442	-15.67222	-4.23247	2.29728	2.35289	2.10494	-77.11665	-15.67222	-4.23247	2.29728	2.35289	2.10493	-77.11665	6.78400	1.27150	-12.76062	-7.42580	9.19527	-55.41142	29.13987	1.54322	-14.38408	-3.26056	4.11419	-55.92683	-6.77628	2.98897	-38.07832	-1.64100	3.61049	-29.61527	-11.64331	-2.11739	-21.17397	-31.86041	5.66847	-20.53952	24.91277	9.58473	-18.72215	37.53593	-18.57420	18.44414	151.72675	-20.62366	-99.40291	158.10838	25.35350	124.33503	137.60960	-6.23047	-101.05569	159.72408	2.86102	121.99581
