	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	FullBody_CoG_vel	FullBody_CoG_vel	FullBody_CoG_vel	L_Hand_CoG_vel	L_Hand_CoG_vel	L_Hand_CoG_vel	R_Hand_CoG_vel	R_Hand_CoG_vel	R_Hand_CoG_vel	L_Forearm_CoG_vel	L_Forearm_CoG_vel	L_Forearm_CoG_vel	R_Forearm_CoG_vel	R_Forearm_CoG_vel	R_Forearm_CoG_vel	L_UpperArm_CoG_vel	L_UpperArm_CoG_vel	L_UpperArm_CoG_vel	R_UpperArm_CoG_vel	R_UpperArm_CoG_vel	R_UpperArm_CoG_vel	Head_CoG_vel	Head_CoG_vel	Head_CoG_vel	Head_Shadow_CoG_vel	Head_Shadow_CoG_vel	Head_Shadow_CoG_vel	Trunk_CoG_vel	Trunk_CoG_vel	Trunk_CoG_vel	Pelvis_CoG_vel	Pelvis_CoG_vel	Pelvis_CoG_vel	L_Thigh_CoG_vel	L_Thigh_CoG_vel	L_Thigh_CoG_vel	R_Thigh_CoG_vel	R_Thigh_CoG_vel	R_Thigh_CoG_vel	L_Shank_CoG_vel	L_Shank_CoG_vel	L_Shank_CoG_vel	R_Shank_CoG_vel	R_Shank_CoG_vel	R_Shank_CoG_vel	L_Foot_CoG_vel	L_Foot_CoG_vel	L_Foot_CoG_vel	R_Foot_CoG_vel	R_Foot_CoG_vel	R_Foot_CoG_vel	L_Foot_Shadow_CoG_vel	L_Foot_Shadow_CoG_vel	L_Foot_Shadow_CoG_vel	R_Foot_Shadow_CoG_vel	R_Foot_Shadow_CoG_vel	R_Foot_Shadow_CoG_vel
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																																									
2	-0.00304	-0.00548	0.00583																																																						
3	-0.00584	-0.00744	-0.00871	0.05253	0.13332	-0.06525	-0.00039	0.28523	-0.02251	-0.01324	0.04411	-0.02208	0.01481	-0.04086	0.00122	-0.02106	-0.04758	-0.00467	-0.02740	-0.05320	0.01247	0.02282	-0.02291	-0.03053	0.00683	-0.01604	-0.04199	-0.02557	-0.00295	-0.01872	0.01478	-0.02293	0.00423	-0.01118	-0.03581	-0.00159	0.01765	0.00928	0.00173	-0.01325	-0.01651	0.00504	0.01385	0.03735	0.00035	0.00141	-0.00285	0.01732	0.02221	0.01530	-0.00380	0.00176	-0.00266	0.01827	0.02281	0.01656	0.00200
4	-0.00528	-0.00760	-0.02220	0.02154	0.14216	-0.12455	0.07088	0.31912	-0.05298	-0.03121	0.02501	-0.07781	0.04560	-0.02891	-0.01471	-0.00309	-0.03125	-0.06697	0.02046	-0.05679	0.01634	-0.01468	-0.05431	-0.01362	-0.04406	-0.04163	-0.03519	-0.01098	-0.00152	-0.01682	0.01391	-0.01949	-0.01863	-0.00519	-0.02476	-0.00771	0.00645	0.00526	-0.03690	-0.02320	-0.01296	-0.00515	-0.00592	0.02091	-0.03499	-0.03401	0.00715	0.00872	0.00397	-0.00663	-0.02593	-0.03394	0.00722	0.01005	0.00367	-0.00829	-0.02033
5	-0.00079	-0.00558	-0.02246	0.00733	0.18573	-0.15512	0.10867	0.28871	-0.07482	-0.04732	0.01296	-0.08891	0.05684	-0.00797	-0.03054	-0.00354	-0.02587	-0.07999	0.04226	-0.05769	0.01453	-0.03897	-0.05655	0.01583	-0.06302	-0.04009	-0.01448	0.01339	-0.01476	-0.00830	0.00873	0.00312	-0.02808	-0.00189	0.00102	-0.00747	-0.00035	0.00930	-0.04665	-0.03477	-0.00596	-0.01304	-0.01833	-0.00388	-0.04230	-0.05340	0.01430	-0.00235	-0.02053	-0.02332	-0.03199	-0.05389	0.01407	-0.00215	-0.02163	-0.02712	-0.03049
6	0.00187	-0.00423	-0.00707	0.04595	0.28146	-0.14947	0.09016	0.25864	-0.08600	-0.05504	0.03386	-0.04513	0.05310	0.01275	-0.03978	-0.04153	-0.02914	-0.02277	0.02197	-0.05712	0.00869	-0.05095	-0.02217	0.03937	-0.03979	-0.00781	0.00862	0.02329	-0.03079	0.00313	0.00389	0.02020	-0.01329	-0.00343	0.01196	-0.00059	0.00014	0.01349	-0.01816	-0.03633	-0.00706	-0.01130	-0.01399	-0.02026	-0.01418	-0.04142	0.01109	-0.00504	-0.02727	-0.02105	-0.01268	-0.04214	0.01071	-0.00620	-0.02845	-0.02447	-0.01694
7	-0.00068	-0.00375	0.01138	0.07571	0.33579	-0.12705	0.05147	0.25764	-0.10144	-0.06434	0.06478	0.00025	0.04539	0.03711	-0.04520	-0.09929	-0.03032	0.04766	-0.01762	-0.05221	0.00060	-0.05287	0.02291	0.04314	0.00528	0.03042	0.01966	0.00771	-0.03547	0.01004	0.00235	0.01934	0.01517	-0.00525	-0.00036	0.00764	0.00490	0.01446	0.02472	-0.02316	-0.01679	-0.00253	0.00425	-0.01840	0.02651	-0.00713	0.00228	0.00129	-0.01008	-0.00754	0.01875	-0.00711	0.00224	-0.00019	-0.01056	-0.00807	0.01034
8	-0.00477	-0.00118	0.01642	0.05056	0.28887	-0.10971	0.04004	0.26713	-0.13109	-0.07265	0.06584	-0.00367	0.03761	0.06566	-0.05736	-0.12031	-0.02603	0.06130	-0.04603	-0.04101	-0.00742	-0.03834	0.04231	0.03155	0.04199	0.04395	0.01541	-0.01839	-0.02597	0.00964	0.00142	0.00957	0.02888	0.00147	-0.01332	0.00904	0.00736	0.01628	0.04367	0.00476	-0.02048	0.00298	0.01841	-0.00240	0.04433	0.02004	-0.00458	0.00215	0.00660	0.00123	0.03378	0.02136	-0.00396	0.00147	0.00701	0.00388	0.02469
9	-0.00536	0.00454	0.00608	0.02683	0.21574	-0.10238	0.06584	0.27701	-0.17286	-0.05211	0.04683	-0.04131	0.03146	0.08950	-0.08086	-0.07234	-0.01995	0.02018	-0.05477	-0.02765	-0.01516	-0.01292	0.02939	0.02091	0.05288	0.02998	0.00770	-0.03385	-0.01272	0.00714	-0.00351	0.00244	0.01468	0.01615	-0.00687	0.00139	0.00349	0.02016	0.02489	0.03814	-0.00558	0.00154	0.01676	0.01763	0.02645	0.02040	-0.00495	-0.00742	0.00484	0.00269	0.02096	0.02260	-0.00387	-0.00674	0.00570	0.00648	0.01465
10	-0.00295	0.00872	-0.00731	0.05061	0.21941	-0.10037	0.10685	0.29320	-0.21908	0.01012	0.05392	-0.06029	0.03016	0.09487	-0.10978	0.01054	-0.01563	-0.01493	-0.04822	-0.02236	-0.02397	0.00222	0.00585	0.01824	0.03775	0.00827	0.00604	-0.03271	-0.00760	0.00595	-0.01068	-0.00194	-0.00880	0.02514	0.00971	-0.00873	-0.00449	0.01882	-0.00867	0.05582	0.02014	-0.00028	0.00531	0.03072	-0.00604	0.00619	0.00195	-0.01100	-0.00475	0.00307	-0.00172	0.00828	0.00301	-0.00912	-0.00395	0.00596	-0.00313
11	-0.00076	0.00576	-0.01361	0.08286	0.28727	-0.10499	0.14251	0.32024	-0.26743	0.07698	0.09434	-0.04790	0.03045	0.07825	-0.13875	0.06405	-0.02005	-0.01354	-0.02906	-0.03099	-0.03468	-0.00257	-0.00793	0.01463	0.00718	-0.00531	0.00706	-0.02041	-0.01352	0.00205	-0.01283	-0.00769	-0.01718	0.01860	0.01381	-0.01024	-0.01076	0.00915	-0.02655	0.04375	0.03448	0.00462	-0.00541	0.02953	-0.02462	0.00059	0.01268	0.00216	-0.00541	0.00318	-0.01402	0.00202	0.01341	0.00394	-0.00472	0.00495	-0.01053
12	0.00038	-0.00302	-0.01248	0.05891	0.32953	-0.12769	0.16264	0.36666	-0.31900	0.09111	0.12479	-0.04392	0.02968	0.05619	-0.16538	0.05813	-0.04424	-0.00705	-0.00348	-0.04816	-0.04528	-0.01383	-0.00440	0.00308	-0.02277	-0.00605	0.00845	-0.00327	-0.02363	-0.00519	-0.00610	-0.01436	-0.00887	0.00315	-0.00056	0.00163	-0.01117	0.00020	-0.02048	0.01171	0.02398	0.01462	-0.01340	0.01665	-0.02064	0.00648	0.01843	0.01875	0.00189	-0.00006	-0.01397	0.00725	0.01879	0.01840	0.00252	0.00113	-0.00798
13	0.00135	-0.01161	-0.00837	-0.02536	0.30743	-0.17532	0.15990	0.42853	-0.36661	0.03678	0.11223	-0.08251	0.03681	0.04481	-0.18461	0.01592	-0.08691	-0.02969	0.01406	-0.07026	-0.04955	-0.01607	0.01270	-0.00720	-0.03718	0.00360	0.01621	0.00973	-0.02924	-0.00727	0.00743	-0.01960	0.00001	-0.00599	-0.01937	0.01512	-0.00523	-0.00150	-0.00221	-0.01597	-0.00258	0.01846	-0.01985	0.00019	-0.00380	0.01201	0.01135	0.01988	0.00775	-0.00716	-0.00777	0.01206	0.01129	0.01688	0.00803	-0.00689	-0.00297
14	0.00242	-0.01632	-0.00614	-0.09820	0.26175	-0.23768	0.14295	0.46066	-0.40212	-0.04009	0.06663	-0.14823	0.05579	0.03936	-0.19617	-0.01993	-0.12468	-0.06774	0.01296	-0.10427	-0.04138	-0.00955	0.02884	-0.00557	-0.03057	0.01515	0.02701	0.01008	-0.02764	-0.00088	0.02112	-0.02222	-0.00078	-0.00246	-0.02695	0.01254	0.00371	-0.00211	0.01485	-0.02392	-0.02234	0.00695	-0.02028	-0.01275	0.01331	0.01153	-0.00305	0.00166	0.01214	-0.01486	0.00162	0.01066	-0.00359	-0.00206	0.01168	-0.01657	0.00262
15	0.00211	-0.01619	-0.00994	-0.10486	0.24391	-0.29381	0.15193	0.42321	-0.43264	-0.08177	0.01980	-0.19680	0.07419	0.03407	-0.20983	-0.02862	-0.13533	-0.08383	0.00129	-0.14507	-0.02305	-0.00405	0.02928	0.00252	-0.01003	0.01974	0.02334	0.00006	-0.02035	0.00294	0.02475	-0.02138	-0.00747	0.00352	-0.02096	-0.00731	0.00833	-0.00803	0.02232	-0.01792	-0.01943	-0.01440	-0.01374	-0.01586	0.02144	0.00737	-0.00774	-0.02446	0.01408	-0.01483	0.01057	0.00608	-0.00844	-0.02668	0.01289	-0.01848	0.00814
16	-0.00051	-0.01204	-0.02020	-0.05887	0.27173	-0.33453	0.21605	0.35578	-0.46767	-0.07570	-0.00583	-0.20645	0.08613	0.04168	-0.22992	-0.02362	-0.12750	-0.06888	-0.00167	-0.16123	-0.00852	-0.00494	0.01354	0.00667	0.00955	0.01568	-0.00052	-0.00991	-0.00929	-0.00506	0.01274	-0.01893	-0.01406	0.00007	-0.01300	-0.02790	0.00487	-0.01633	0.01508	-0.00990	-0.00078	-0.02995	-0.00569	-0.01055	0.01460	0.00220	0.00527	-0.04229	0.00778	-0.00171	0.01159	0.00168	0.00501	-0.04262	0.00663	-0.00505	0.00834
17	-0.00339	-0.00839	-0.03071	0.00316	0.33807	-0.37544	0.30035	0.34696	-0.49618	-0.05203	-0.00927	-0.19773	0.10308	0.06812	-0.24460	-0.03010	-0.13021	-0.04811	0.01091	-0.13414	-0.01173	-0.01009	-0.00547	0.00682	0.01623	0.00766	-0.02561	-0.01397	0.00003	-0.01669	-0.00773	-0.01918	-0.01880	-0.00896	-0.01564	-0.03384	-0.00034	-0.02202	-0.00362	-0.00048	0.00937	-0.03043	0.00239	-0.00793	-0.00410	-0.00100	0.02088	-0.04210	-0.00382	0.01652	0.00245	-0.00010	0.02133	-0.04157	-0.00399	0.01619	0.00078
18	-0.00497	-0.00949	-0.03401	0.05503	0.41812	-0.43897	0.34974	0.44464	-0.50726	-0.03924	-0.00197	-0.20753	0.13207	0.09388	-0.24566	-0.05482	-0.15670	-0.04554	0.02646	-0.09243	-0.03304	-0.01691	-0.01391	0.00648	0.01078	0.00180	-0.03227	-0.01650	-0.00097	-0.01843	-0.02304	-0.02044	-0.01897	-0.01326	-0.02588	-0.02348	0.00028	-0.02336	-0.02072	0.00955	-0.00293	-0.01969	0.01279	-0.01306	-0.02118	-0.00140	0.01997	-0.02459	-0.00972	0.02721	-0.00695	0.00001	0.02067	-0.02390	-0.00881	0.03014	-0.00625
19	-0.00667	-0.01321	-0.03014	0.07913	0.48645	-0.52991	0.36012	0.60973	-0.52513	-0.03891	0.00855	-0.25218	0.16424	0.10423	-0.24894	-0.08103	-0.19182	-0.06300	0.03002	-0.07477	-0.06480	-0.02726	-0.00714	0.00313	0.00311	0.00216	-0.02338	-0.02361	-0.01376	-0.01060	-0.02544	-0.01531	-0.01122	-0.01192	-0.02838	-0.00615	0.00410	-0.02063	-0.02462	0.01094	-0.02550	-0.00719	0.02206	-0.01984	-0.02508	-0.00200	0.00259	0.00095	-0.00321	0.02706	-0.00607	-0.00154	0.00285	0.00217	-0.00190	0.03112	-0.00385
20	-0.00853	-0.01425	-0.02501	0.06504	0.54115	-0.63053	0.36150	0.74366	-0.58353	-0.03977	0.02498	-0.31399	0.18594	0.10919	-0.27637	-0.08816	-0.20695	-0.08807	0.02049	-0.08251	-0.09783	-0.04154	0.00707	-0.00524	-0.00143	0.00678	-0.01417	-0.02948	-0.02724	-0.00315	-0.01762	-0.00438	0.00247	-0.00903	-0.01738	0.00757	0.00107	-0.01828	-0.01442	0.00140	-0.03690	0.00140	0.02095	-0.02373	-0.01575	-0.00533	-0.01523	0.02173	0.01096	0.02089	0.00182	-0.00635	-0.01564	0.02403	0.01199	0.02414	0.00333
21	-0.00665	-0.01139	-0.02183	0.01904	0.58241	-0.71269	0.37562	0.77916	-0.67843	-0.03917	0.04420	-0.36078	0.19131	0.11528	-0.32577	-0.07341	-0.18871	-0.10556	0.00964	-0.09599	-0.11609	-0.04942	0.01526	-0.01271	-0.00439	0.00838	-0.00935	-0.01982	-0.02992	0.00044	-0.00817	0.00254	0.01382	-0.00405	-0.00239	0.01258	-0.01168	-0.02089	0.00255	-0.00830	-0.02950	0.00497	0.00651	-0.02530	-0.00091	-0.01031	-0.01919	0.02730	0.01995	0.01177	0.00447	-0.01218	-0.02001	0.03002	0.02046	0.01372	0.00294
22	0.00075	-0.00875	-0.01999	-0.02796	0.59698	-0.76376	0.40793	0.74239	-0.78326	-0.04242	0.04651	-0.37685	0.18874	0.10627	-0.37488	-0.05391	-0.16217	-0.10368	0.01041	-0.10824	-0.10760	-0.03534	0.01279	-0.01184	-0.00501	0.00450	-0.00215	0.00506	-0.02634	0.00545	-0.00284	0.00151	0.01359	0.00311	0.00655	0.00885	-0.02290	-0.02301	0.01569	-0.01009	-0.01328	0.00241	-0.01227	-0.02290	0.01061	-0.01148	-0.00914	0.01560	0.01468	-0.00145	-0.00210	-0.01332	-0.00998	0.01720	0.01466	-0.00093	-0.00616
23	0.00761	-0.00991	-0.01826	-0.03471	0.60494	-0.80246	0.43768	0.71476	-0.88704	-0.05284	0.02730	-0.37198	0.19081	0.07010	-0.40911	-0.04815	-0.16385	-0.08201	0.02363	-0.12350	-0.08412	0.00217	0.00825	-0.00356	-0.00118	0.00215	0.01027	0.02197	-0.03074	0.01654	-0.00035	-0.00101	0.00258	0.00686	0.00676	0.00013	-0.02063	-0.01461	0.01814	-0.00668	-0.00321	-0.00550	-0.02527	-0.01148	0.01426	-0.00227	0.00598	-0.00010	-0.00222	-0.01420	-0.00740	-0.00353	0.00538	0.00007	-0.00282	-0.01589	-0.00984
24	0.00496	-0.01200	-0.01626	0.01042	0.65641	-0.85644	0.42912	0.74398	-0.99419	-0.07417	0.01768	-0.36862	0.19207	0.02493	-0.43349	-0.06264	-0.18774	-0.05661	0.03226	-0.14445	-0.06986	0.04119	0.01115	0.00424	0.00122	0.00785	0.02146	0.00980	-0.04183	0.02963	0.00164	0.00132	-0.00562	0.00228	-0.00055	-0.00648	-0.00817	0.00291	0.01365	-0.00371	-0.00396	-0.01185	-0.02794	0.00760	0.01281	0.01260	0.02273	-0.00102	-0.01548	-0.01580	-0.00168	0.01225	0.02257	-0.00047	-0.01674	-0.02042	0.00094
25	-0.00973	-0.00922	-0.01688	0.06569	0.74073	-0.92985	0.37365	0.80551	-1.10782	-0.11125	0.03807	-0.38574	0.17269	0.00428	-0.46309	-0.09400	-0.19658	-0.04813	0.01698	-0.16672	-0.07632	0.05212	0.02006	0.00587	-0.00663	0.01855	0.02319	-0.02497	-0.03982	0.03309	-0.00081	0.00521	-0.00230	-0.01097	-0.01310	-0.00665	-0.00050	0.01668	0.00938	-0.00671	-0.00944	-0.01075	-0.02009	0.02138	0.00990	0.01672	0.03934	0.01296	-0.01064	-0.00509	0.00771	0.01750	0.03978	0.01544	-0.01225	-0.01131	0.01350
26	-0.02881	-0.00243	-0.02433	0.08225	0.78725	-1.00476	0.29942	0.84837	-1.22405	-0.14945	0.06760	-0.42284	0.13140	0.02063	-0.50929	-0.12601	-0.17803	-0.05834	-0.01659	-0.17921	-0.09862	0.02540	0.02241	0.00298	-0.02014	0.02306	0.01187	-0.05655	-0.01559	0.02088	-0.01186	0.00055	0.00411	-0.02943	-0.02715	-0.00247	-0.00564	0.01583	0.00398	-0.01939	-0.01379	-0.00357	-0.00736	0.01695	0.00303	0.00373	0.04443	0.02450	0.00553	0.00560	0.00508	0.00534	0.04529	0.02772	0.00438	0.00127	0.00879
27	-0.03845	0.00044	-0.03686	0.07087	0.78160	-1.06541	0.24657	0.85337	-1.34241	-0.15110	0.09131	-0.45513	0.09618	0.04698	-0.56930	-0.13082	-0.14744	-0.06761	-0.03695	-0.17696	-0.12173	-0.01661	0.00521	0.00252	-0.02400	0.01106	-0.00810	-0.06667	0.01277	0.00270	-0.02310	-0.01606	0.00224	-0.04183	-0.03817	0.00174	-0.01314	-0.00100	-0.00815	-0.03310	-0.01624	0.00472	0.00276	-0.00610	-0.01059	-0.01616	0.02825	0.02236	0.01089	0.00363	-0.01136	-0.01490	0.02888	0.02377	0.01090	0.00378	-0.01218
28	-0.02982	-0.00434	-0.04666	0.07662	0.79202	-1.11538	0.24341	0.82786	-1.46250	-0.10508	0.12886	-0.45856	0.09167	0.04414	-0.62322	-0.09674	-0.11785	-0.06059	-0.02226	-0.16793	-0.12496	-0.04079	-0.02823	0.01035	-0.01636	-0.01490	-0.02317	-0.05477	0.02324	-0.00516	-0.01919	-0.03296	-0.00736	-0.03322	-0.04279	0.00220	-0.00822	-0.02505	-0.02506	-0.02840	-0.01824	0.00836	0.00560	-0.03541	-0.02636	-0.03157	-0.00074	0.00842	-0.00540	-0.00926	-0.02806	-0.03186	-0.00090	0.00731	-0.00442	-0.00564	-0.03096
29	-0.00939	-0.00946	-0.04725	0.10506	0.85635	-1.17367	0.28958	0.77888	-1.56265	-0.05570	0.18525	-0.44159	0.10553	0.01052	-0.64696	-0.04853	-0.10073	-0.03978	0.00779	-0.15899	-0.09923	-0.03748	-0.05494	0.02270	-0.01431	-0.03705	-0.02084	-0.02830	0.01648	0.00305	-0.00119	-0.03383	-0.01489	-0.00599	-0.03809	-0.00070	0.00492	-0.03905	-0.03605	-0.00216	-0.01908	0.00543	-0.00127	-0.05133	-0.03437	-0.03641	-0.02306	-0.00892	-0.03221	-0.01818	-0.03284	-0.03820	-0.02398	-0.01132	-0.03110	-0.01426	-0.03447
