	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
2289	0.13331	0.10335	0.02013	0.09058	0.11547	0.00964	-0.01600	0.28191	0.06044	0.09686	0.05460	0.03794	0.13169	0.27967	0.07249	0.11701	0.04470	0.04705	0.21170	0.24238	0.04874	0.18054	0.12391	-0.03181	0.13555	0.13136	-0.00054	0.18845	0.11760	0.01910	0.13466	0.10148	0.01847	0.10570	0.10692	0.03897	0.10626	0.09102	-0.00312	0.07564	0.03073	0.03449	0.03707	0.02711	0.00521	-0.00536	-0.07856	0.01495	0.00901	-0.01084	0.00907	-0.00526	-0.07734	0.01980	0.00903	-0.01104	0.01057
2290	0.11551	0.11979	0.01953	0.05458	0.12420	0.03806	-0.05705	0.28686	0.06196	0.12497	0.08218	0.03461	0.11854	0.29335	0.06359	0.12971	0.07244	0.03788	0.20088	0.25902	0.04755	0.17517	0.10838	-0.01865	0.12928	0.12022	0.00182	0.17295	0.15732	0.01294	0.10388	0.11272	0.02695	0.08040	0.10563	0.04812	0.07943	0.10155	-0.00634	0.06094	0.01664	0.03546	0.02522	0.04135	0.00089	-0.01221	-0.09156	0.01411	0.00014	-0.00764	0.00133	-0.01122	-0.09057	0.01763	0.00062	-0.00667	0.00503
2291	0.10049	0.13354	0.00919	0.01886	0.11695	0.05457	-0.03064	0.28096	0.06540	0.12491	0.10212	0.02175	0.10894	0.29781	0.05684	0.13383	0.08250	0.01644	0.17567	0.25188	0.04879	0.16909	0.09698	0.01420	0.13203	0.11574	0.00765	0.15357	0.17658	0.00838	0.08628	0.13056	0.01285	0.06580	0.12020	0.03304	0.05898	0.12055	-0.02489	0.04588	0.01760	0.01335	0.01181	0.05734	-0.01688	-0.00596	-0.09938	-0.00820	-0.00627	-0.00236	-0.01049	-0.00609	-0.09899	-0.00655	-0.00571	-0.00116	-0.00651
2292	0.09996	0.13935	-0.00372	0.00239	0.11478	0.04708	0.04393	0.27452	0.07111	0.10480	0.11364	0.00628	0.11521	0.29886	0.05905	0.12912	0.08719	-0.00212	0.16160	0.24845	0.04696	0.17193	0.11233	0.03731	0.14388	0.13327	0.01538	0.13897	0.17105	0.00277	0.09408	0.14279	-0.01031	0.07273	0.13334	0.00422	0.06649	0.13786	-0.03914	0.05539	0.02434	-0.01678	0.01382	0.06142	-0.02795	0.01957	-0.09746	-0.03592	-0.00796	-0.00112	-0.01098	0.01584	-0.09778	-0.03516	-0.00773	-0.00051	-0.01010
2293	0.11625	0.14015	-0.00850	0.00661	0.12116	0.03116	0.10775	0.27082	0.08127	0.08507	0.12659	-0.00385	0.12879	0.30685	0.06893	0.12020	0.10562	-0.00737	0.16932	0.26119	0.04234	0.17939	0.14580	0.03896	0.15531	0.16177	0.02454	0.14199	0.15837	-0.00152	0.11962	0.14722	-0.02158	0.09906	0.13883	-0.01312	0.09800	0.14323	-0.03603	0.09542	0.02942	-0.03100	0.03558	0.05044	-0.02180	0.05148	-0.09515	-0.05278	-0.00213	-0.00782	-0.00075	0.04299	-0.09625	-0.05235	-0.00244	-0.00830	-0.00415
2294	0.13850	0.14333	-0.00405	0.02101	0.12830	0.02351	0.11079	0.27069	0.09773	0.08014	0.14338	-0.00562	0.12870	0.33206	0.07673	0.11566	0.13878	-0.00492	0.18321	0.28660	0.03342	0.17749	0.17180	0.02838	0.15525	0.17995	0.03109	0.16291	0.15578	-0.00243	0.14629	0.15444	-0.01564	0.13227	0.14525	-0.01096	0.12753	0.13923	-0.01906	0.14214	0.03233	-0.02762	0.05696	0.03518	-0.00481	0.07193	-0.09937	-0.05793	0.00711	-0.01635	0.00810	0.06016	-0.10112	-0.05792	0.00639	-0.01779	0.00254
2295	0.15120	0.15192	0.00091	0.04163	0.14142	0.01860	0.05214	0.27070	0.11885	0.08935	0.15680	-0.00110	0.11237	0.36707	0.07715	0.11894	0.16672	-0.00537	0.18593	0.31362	0.02213	0.15782	0.17963	0.01614	0.14104	0.18184	0.02779	0.18487	0.16415	-0.00114	0.15907	0.17075	-0.00611	0.15432	0.15710	-0.00736	0.13531	0.13881	-0.00065	0.16524	0.03557	-0.02676	0.05810	0.03091	0.01116	0.07459	-0.10143	-0.06100	0.01040	-0.01389	0.01081	0.06253	-0.10335	-0.06103	0.00964	-0.01549	0.00572
2296	0.14587	0.16091	-0.00095	0.06837	0.16878	0.00780	-0.02162	0.26279	0.13890	0.10410	0.16303	0.00730	0.10007	0.38613	0.07919	0.12231	0.16540	-0.01013	0.18060	0.32591	0.02363	0.12780	0.17365	0.00483	0.11973	0.17391	0.01235	0.18569	0.16946	0.00030	0.15150	0.18900	-0.00862	0.15239	0.16756	-0.02028	0.12521	0.15327	0.00782	0.15490	0.04293	-0.04178	0.04423	0.04749	0.01822	0.06588	-0.08938	-0.07056	0.00318	0.00312	0.01056	0.05590	-0.09100	-0.07031	0.00276	0.00244	0.00669
2297	0.12744	0.16404	-0.00902	0.08618	0.19258	0.00165	-0.05797	0.24688	0.14670	0.11497	0.16293	0.01666	0.10641	0.37322	0.09015	0.11732	0.13259	-0.01518	0.18471	0.31640	0.04711	0.10655	0.16111	-0.00672	0.10383	0.16268	-0.00784	0.15930	0.16149	-0.00107	0.13114	0.19993	-0.02322	0.12994	0.17038	-0.04368	0.11442	0.17955	0.00233	0.12495	0.05552	-0.06351	0.03512	0.07783	0.01432	0.05878	-0.06693	-0.08529	-0.00999	0.02413	0.00835	0.05155	-0.06835	-0.08590	-0.00993	0.02498	0.00484
2298	0.11105	0.16289	-0.01712	0.07787	0.18479	0.01049	-0.04034	0.23282	0.13269	0.11030	0.15362	0.02118	0.11990	0.34262	0.09574	0.10672	0.09458	-0.01935	0.20400	0.30344	0.07107	0.10818	0.15055	-0.01723	0.10334	0.15402	-0.02092	0.12778	0.15114	-0.00707	0.11421	0.20427	-0.03488	0.10495	0.16882	-0.05451	0.11323	0.20040	-0.01202	0.09880	0.06639	-0.07252	0.03991	0.09804	0.00290	0.06321	-0.05016	-0.09223	-0.02069	0.03639	0.00298	0.05792	-0.05179	-0.09497	-0.02036	0.03826	-0.00102
2299	0.10895	0.16496	-0.01912	0.05646	0.15117	0.02056	0.00802	0.22658	0.10456	0.08659	0.13548	0.01640	0.12010	0.32190	0.07900	0.10054	0.08128	-0.02200	0.22057	0.31235	0.06603	0.13014	0.15011	-0.02312	0.11696	0.15460	-0.02101	0.12148	0.15889	-0.01425	0.11064	0.20825	-0.02997	0.09429	0.16986	-0.03993	0.11715	0.20152	-0.02433	0.09118	0.06630	-0.06108	0.05107	0.09265	-0.00789	0.07392	-0.04698	-0.08003	-0.02215	0.03326	-0.00239	0.06960	-0.04867	-0.08363	-0.02188	0.03490	-0.00628
2300	0.11874	0.17397	-0.01360	0.05163	0.12751	0.01601	0.04907	0.22801	0.08943	0.06183	0.12222	0.00565	0.10690	0.32308	0.05511	0.10459	0.09838	-0.01963	0.21495	0.34145	0.03774	0.15516	0.16259	-0.02239	0.13234	0.16754	-0.01197	0.14446	0.18680	-0.01684	0.11615	0.21430	-0.01011	0.09898	0.17500	-0.01261	0.11592	0.18822	-0.02526	0.09639	0.05657	-0.04160	0.05728	0.07632	-0.00941	0.07235	-0.04578	-0.05499	-0.01102	0.01675	-0.00007	0.06890	-0.04667	-0.05597	-0.01105	0.01690	-0.00133
2301	0.12809	0.18779	-0.00493	0.06880	0.13271	0.00927	0.05724	0.23732	0.10579	0.05911	0.12805	0.00051	0.09826	0.33408	0.05668	0.11419	0.12878	-0.00687	0.18914	0.36128	0.01977	0.16120	0.18405	-0.01526	0.13624	0.18807	-0.00072	0.17205	0.21696	-0.01328	0.12136	0.22267	0.00961	0.10747	0.18193	0.00279	0.10808	0.18238	-0.01560	0.09727	0.05067	-0.03389	0.05659	0.07821	-0.00080	0.04878	-0.02727	-0.03620	0.00932	-0.00086	0.01271	0.04642	-0.02675	-0.03227	0.00891	-0.00289	0.01616
2302	0.12994	0.20345	0.00054	0.08682	0.15393	0.02314	0.03508	0.24867	0.13863	0.07847	0.14999	0.01305	0.10279	0.33335	0.08621	0.11910	0.15648	0.02053	0.15852	0.34829	0.02811	0.14063	0.20588	-0.00413	0.12469	0.20688	0.00880	0.18209	0.23719	-0.00693	0.12442	0.23409	0.01427	0.11216	0.18999	-0.00519	0.10381	0.19933	-0.00650	0.08634	0.05918	-0.04520	0.05672	0.10691	0.00872	0.01487	0.01029	-0.03524	0.02956	-0.00486	0.02726	0.01342	0.01189	-0.02742	0.02879	-0.00867	0.03421
2303	0.12754	0.21869	0.00057	0.08570	0.17223	0.05790	0.00530	0.25111	0.16005	0.10045	0.17330	0.04184	0.11017	0.31802	0.11331	0.11828	0.17870	0.05615	0.13523	0.31483	0.04729	0.11501	0.21986	0.00466	0.10758	0.21848	0.01509	0.17456	0.25220	-0.00106	0.12925	0.24579	0.00284	0.11633	0.19894	-0.02503	0.11085	0.22934	-0.00700	0.07134	0.07661	-0.06417	0.06383	0.14050	0.01006	-0.01126	0.04272	-0.04754	0.04097	0.00684	0.03129	-0.01190	0.04461	-0.03896	0.04002	0.00265	0.03747
2304	0.12560	0.23071	-0.00114	0.06563	0.18014	0.09274	-0.01883	0.25027	0.16076	0.11291	0.19182	0.06526	0.10684	0.31222	0.11697	0.12309	0.19843	0.07680	0.12579	0.29968	0.05711	0.11247	0.22552	0.00499	0.10113	0.22422	0.01885	0.15985	0.26822	0.00440	0.13541	0.25312	-0.01160	0.12420	0.20755	-0.03724	0.12325	0.24911	-0.01330	0.06364	0.08923	-0.07488	0.07441	0.15159	0.00550	-0.02209	0.04499	-0.06240	0.03912	0.01954	0.02285	-0.02130	0.04665	-0.05576	0.03819	0.01637	0.02400
2305	0.12388	0.23772	-0.00102	0.04468	0.18367	0.10915	-0.04234	0.26567	0.14892	0.11985	0.21606	0.06081	0.09127	0.33606	0.10549	0.13884	0.22078	0.06140	0.13131	0.32424	0.05462	0.12772	0.23076	0.00091	0.10889	0.22899	0.02266	0.14377	0.28010	0.00972	0.13783	0.25619	-0.01751	0.13300	0.21549	-0.03711	0.13066	0.24940	-0.01477	0.06632	0.09328	-0.07450	0.08088	0.13648	0.00522	-0.02127	0.02179	-0.07466	0.02453	0.01730	0.01393	-0.01814	0.02330	-0.07056	0.02373	0.01564	0.00883
2306	0.12143	0.24137	-0.00004	0.04240	0.19601	0.10223	-0.06052	0.29685	0.13486	0.12503	0.25478	0.03170	0.07439	0.37813	0.09615	0.15461	0.25284	0.01765	0.14548	0.36876	0.04949	0.13076	0.23964	0.00513	0.11644	0.23587	0.02725	0.13116	0.28103	0.01285	0.13545	0.25916	-0.01557	0.13791	0.22334	-0.03474	0.13171	0.24176	-0.00893	0.07062	0.09719	-0.07240	0.08150	0.11672	0.01292	-0.01580	0.00358	-0.08374	0.00521	0.00231	0.01730	-0.01015	0.00520	-0.08120	0.00455	0.00181	0.00866
2307	0.12004	0.24582	-0.00024	0.06174	0.21700	0.07690	-0.05368	0.31868	0.12372	0.12345	0.29132	0.00054	0.06944	0.40936	0.09303	0.15703	0.29001	-0.02452	0.15974	0.39792	0.04828	0.11361	0.24447	0.02139	0.11154	0.24212	0.02882	0.13042	0.27845	0.01278	0.13195	0.26525	-0.01122	0.13607	0.23162	-0.03486	0.13018	0.23935	-0.00350	0.06282	0.10679	-0.07394	0.08051	0.11223	0.02076	-0.01135	0.01073	-0.08674	-0.00471	-0.00796	0.03065	-0.00445	0.01237	-0.08497	-0.00515	-0.00786	0.02313
2308	0.11963	0.25282	-0.00106	0.08214	0.22522	0.04747	-0.02655	0.31358	0.11461	0.11598	0.29577	-0.01698	0.08249	0.41100	0.08866	0.14471	0.30898	-0.04216	0.17032	0.39516	0.04894	0.09599	0.23955	0.03505	0.09819	0.24368	0.02328	0.14213	0.28752	0.01104	0.12793	0.27371	-0.00565	0.12347	0.23872	-0.03131	0.12729	0.24271	-0.00433	0.03747	0.11455	-0.07448	0.08288	0.12014	0.02067	-0.01500	0.02908	-0.08043	0.00184	-0.00383	0.03891	-0.00862	0.03051	-0.07904	0.00173	-0.00340	0.03510
2309	0.11601	0.25830	-0.00099	0.07646	0.21261	0.03330	-0.01593	0.29544	0.10332	0.11527	0.26499	-0.01705	0.10931	0.38357	0.08120	0.12731	0.29331	-0.03254	0.17680	0.36796	0.04967	0.08910	0.23508	0.03112	0.08517	0.24407	0.01332	0.15162	0.30813	0.00743	0.12034	0.27940	0.00235	0.09724	0.23829	-0.02168	0.12570	0.24597	-0.00756	0.00320	0.10728	-0.06953	0.09267	0.12555	0.01606	-0.03474	0.02806	-0.06852	0.01505	0.00653	0.03541	-0.02917	0.02946	-0.06646	0.01522	0.00743	0.03383
2310	0.10684	0.25748	0.00129	0.03795	0.20433	0.04164	-0.04026	0.29710	0.08696	0.12201	0.23048	0.00141	0.13537	0.34443	0.08061	0.11171	0.26041	-0.00721	0.17587	0.33625	0.05624	0.08588	0.24325	0.01589	0.07418	0.25087	0.00836	0.14499	0.32230	0.00199	0.11004	0.27907	0.01262	0.06560	0.22641	-0.01337	0.12989	0.24747	-0.00442	-0.02561	0.08483	-0.06258	0.10860	0.12343	0.01848	-0.06736	0.00024	-0.05995	0.02074	0.01194	0.03391	-0.06122	0.00205	-0.05619	0.02092	0.01305	0.03152
2311	0.09595	0.25352	0.00710	-0.01315	0.21771	0.06246	-0.07585	0.33632	0.06515	0.11306	0.22251	0.03348	0.14157	0.31964	0.09202	0.09089	0.24295	0.01842	0.16101	0.32075	0.07226	0.08110	0.25973	0.00815	0.06329	0.26405	0.01398	0.12729	0.31857	0.00075	0.10369	0.27947	0.02287	0.04837	0.21353	-0.01137	0.13637	0.25219	0.00732	-0.03939	0.06390	-0.05992	0.11805	0.12084	0.03219	-0.09543	-0.02949	-0.05915	0.01471	0.00988	0.04732	-0.08779	-0.02727	-0.05430	0.01456	0.01037	0.04290
2312	0.08963	0.25419	0.01504	-0.04706	0.23566	0.08207	-0.08948	0.39310	0.04334	0.07436	0.24136	0.06198	0.11873	0.32522	0.10262	0.05952	0.24993	0.03488	0.13155	0.33185	0.08599	0.07573	0.27266	0.01434	0.05293	0.27701	0.02440	0.11586	0.30406	0.00898	0.10680	0.28955	0.02885	0.05800	0.21631	-0.01008	0.13594	0.26513	0.01792	-0.03646	0.06073	-0.06091	0.10849	0.12270	0.04623	-0.10552	-0.03296	-0.06025	0.00093	0.00037	0.06386	-0.09692	-0.03072	-0.05570	0.00058	0.00064	0.05792
2313	0.09026	0.25975	0.02029	-0.04476	0.23995	0.08949	-0.07314	0.42514	0.03589	0.02920	0.26512	0.06809	0.07793	0.35495	0.09838	0.03550	0.26498	0.03905	0.09992	0.36288	0.08170	0.07007	0.28040	0.02621	0.04794	0.28643	0.03144	0.11749	0.28827	0.02151	0.11660	0.30435	0.02700	0.08338	0.23576	-0.00461	0.12784	0.28154	0.01699	-0.02221	0.07625	-0.05890	0.08830	0.12585	0.04768	-0.09955	-0.00787	-0.05351	-0.00888	-0.01557	0.06465	-0.09092	-0.00573	-0.04906	-0.00873	-0.01344	0.05793
2314	0.09389	0.26403	0.02016	-0.00969	0.24114	0.07728	-0.04416	0.41939	0.04959	0.01213	0.27715	0.05133	0.04196	0.38931	0.08610	0.04166	0.27365	0.02987	0.08196	0.39442	0.06508	0.06854	0.28612	0.03567	0.05478	0.29193	0.03392	0.11959	0.27432	0.02994	0.12355	0.31137	0.01830	0.10328	0.25810	-0.00213	0.12022	0.29091	0.00885	-0.00495	0.09948	-0.05365	0.08015	0.12874	0.03969	-0.08261	0.01988	-0.04108	0.00045	-0.03023	0.05378	-0.07455	0.02205	-0.03561	0.00141	-0.02542	0.04701
2315	0.09482	0.26723	0.01726	0.02955	0.25763	0.05410	-0.01944	0.40267	0.06966	0.02914	0.28063	0.03143	0.02740	0.41019	0.08178	0.07145	0.27374	0.01305	0.08095	0.40825	0.05709	0.07870	0.28571	0.03795	0.07239	0.29034	0.03239	0.10728	0.27056	0.03306	0.12207	0.31151	0.00849	0.10914	0.27515	-0.01134	0.11964	0.29192	0.00781	0.00714	0.12014	-0.05391	0.09438	0.13499	0.03685	-0.05682	0.02588	-0.03797	0.02959	-0.03486	0.04771	-0.04977	0.02792	-0.03210	0.03074	-0.02935	0.04116
2316	0.09106	0.27466	0.01579	0.04105	0.28506	0.04309	-0.00076	0.39313	0.07752	0.05938	0.28543	0.02730	0.03635	0.40960	0.08498	0.09719	0.26839	0.00413	0.08876	0.40065	0.06027	0.09434	0.27703	0.03138	0.08714	0.28163	0.02661	0.08277	0.28706	0.03358	0.11602	0.31672	0.00468	0.10414	0.28630	-0.02561	0.12629	0.29299	0.01898	0.00868	0.12915	-0.06323	0.11869	0.14292	0.04559	-0.03012	0.00911	-0.05079	0.05548	-0.03014	0.04925	-0.02437	0.01060	-0.04662	0.05610	-0.02605	0.04200
2317	0.08335	0.28389	0.01814	0.02576	0.30543	0.05373	0.01562	0.37926	0.07577	0.08283	0.29312	0.04028	0.05822	0.39524	0.08402	0.10517	0.26624	0.01365	0.09675	0.38308	0.05651	0.09419	0.27060	0.02489	0.08326	0.27526	0.02320	0.05924	0.31515	0.03299	0.11104	0.32787	0.01119	0.08858	0.28551	-0.02984	0.13551	0.29851	0.03471	-0.00045	0.11747	-0.07313	0.13384	0.14447	0.06027	-0.01591	-0.01650	-0.06778	0.05442	-0.02462	0.05250	-0.01145	-0.01563	-0.06596	0.05451	-0.02152	0.04313
2318	0.07324	0.28696	0.02425	0.01505	0.31203	0.07341	0.02385	0.35221	0.08241	0.09261	0.30329	0.05812	0.07453	0.38569	0.07780	0.10253	0.28001	0.03367	0.09812	0.37231	0.03925	0.06865	0.27725	0.03173	0.05890	0.28108	0.03098	0.04495	0.33312	0.03294	0.10667	0.33185	0.02560	0.06177	0.26603	-0.02188	0.14273	0.30492	0.04793	-0.01528	0.08883	-0.07533	0.13615	0.13912	0.07532	-0.02012	-0.03471	-0.07507	0.03081	-0.02310	0.06016	-0.01696	-0.03414	-0.07397	0.03089	-0.01896	0.04803
2319	0.06557	0.28413	0.03114	0.03130	0.31389	0.08863	0.01602	0.33012	0.10063	0.09035	0.32064	0.07088	0.06858	0.39356	0.07318	0.09590	0.31179	0.04964	0.08845	0.37901	0.02149	0.03497	0.29526	0.04797	0.02790	0.29850	0.04628	0.04306	0.33499	0.03569	0.10073	0.32272	0.03862	0.03510	0.23670	-0.01395	0.14904	0.30863	0.05556	-0.02546	0.06154	-0.07223	0.13854	0.13613	0.08810	-0.03258	-0.03673	-0.07203	0.00691	-0.02188	0.07857	-0.03084	-0.03613	-0.06979	0.00726	-0.01574	0.06412
2320	0.06710	0.28536	0.03444	0.06515	0.31896	0.09861	0.00156	0.33702	0.11243	0.07873	0.34626	0.07961	0.04047	0.41468	0.07032	0.08153	0.34830	0.05867	0.07075	0.39823	0.01448	0.01550	0.31506	0.05337	0.00541	0.31774	0.05559	0.05540	0.33695	0.04138	0.09830	0.31325	0.04147	0.02608	0.21952	-0.01412	0.16016	0.31160	0.05283	-0.02251	0.05143	-0.07118	0.15113	0.14084	0.09271	-0.03707	-0.02525	-0.06671	-0.00311	-0.01675	0.10143	-0.03652	-0.02450	-0.06283	-0.00287	-0.01022	0.08613
2321	0.07843	0.29820	0.03294	0.08949	0.32126	0.10717	-0.00281	0.36877	0.10496	0.05876	0.37143	0.08631	0.01184	0.43210	0.06605	0.06003	0.37901	0.06376	0.05556	0.41011	0.01991	0.01332	0.32754	0.03937	-0.00354	0.32793	0.05279	0.07737	0.35528	0.04741	0.10776	0.32022	0.03481	0.03847	0.22794	-0.01796	0.17692	0.31950	0.03909	-0.01248	0.05767	-0.07580	0.16851	0.15190	0.08527	-0.03020	-0.00910	-0.06497	0.00076	-0.00967	0.11193	-0.03009	-0.00822	-0.05996	0.00031	-0.00550	0.09771
2322	0.09140	0.31760	0.02975	0.08208	0.31688	0.10747	0.00408	0.39155	0.08593	0.03538	0.38482	0.08227	0.00624	0.42856	0.06185	0.04351	0.40455	0.05950	0.05238	0.39823	0.03558	0.01668	0.33015	0.02104	-0.00266	0.32693	0.04495	0.09750	0.38674	0.05168	0.12515	0.34274	0.02833	0.05814	0.25032	-0.01966	0.19014	0.33223	0.02496	-0.00989	0.06289	-0.08624	0.17877	0.16856	0.07295	-0.02239	0.00208	-0.06714	0.01204	-0.00332	0.10446	-0.02231	0.00305	-0.06143	0.01084	-0.00264	0.09312
2323	0.09666	0.33002	0.02812	0.03785	0.32030	0.08504	0.00993	0.37550	0.07055	0.01706	0.38192	0.05885	0.02414	0.40003	0.05892	0.03557	0.41957	0.03918	0.05938	0.36809	0.05492	0.01665	0.33072	0.01654	0.00332	0.32454	0.04215	0.10577	0.41164	0.05409	0.13306	0.36249	0.02940	0.06819	0.26145	-0.02122	0.19090	0.34111	0.02190	-0.01613	0.05183	-0.09990	0.18067	0.18859	0.06757	-0.02087	0.00261	-0.07055	0.02593	0.00460	0.09463	-0.02140	0.00358	-0.06420	0.02450	0.00289	0.08734
2324	0.09171	0.32880	0.02833	-0.02289	0.34633	0.04170	0.00833	0.33209	0.06308	0.00607	0.36844	0.02723	0.04395	0.36130	0.05585	0.02282	0.40771	0.01154	0.06353	0.34360	0.06996	0.01688	0.33861	0.02898	0.01378	0.33180	0.04746	0.09752	0.41446	0.05437	0.12219	0.36663	0.03542	0.06485	0.25182	-0.02655	0.18335	0.34337	0.03071	-0.01867	0.03057	-0.11092	0.18482	0.20599	0.07401	-0.02437	-0.00491	-0.07420	0.03984	0.01582	0.09879	-0.02640	-0.00411	-0.06757	0.03879	0.01416	0.09445
