	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
214	0.05712	0.07317	0.01232	0.13661	0.42780	0.01436
215	0.05702	0.07321	0.01254	0.13668	0.42810	0.01422
216	0.05692	0.07336	0.01286	0.13668	0.42834	0.01412
217	0.05684	0.07356	0.01306	0.13672	0.42845	0.01414
218	0.05677	0.07371	0.01306	0.13684	0.42849	0.01428
219	0.05670	0.07372	0.01298	0.13702	0.42858	0.01447
220	0.05670	0.07357	0.01296	0.13724	0.42870	0.01466
221	0.05684	0.07334	0.01297	0.13739	0.42876	0.01488
222	0.05703	0.07313	0.01298	0.13734	0.42865	0.01513
223	0.05717	0.07298	0.01300	0.13711	0.42846	0.01531
224	0.05720	0.07289	0.01307	0.13692	0.42833	0.01533
225	0.05716	0.07291	0.01314	0.13694	0.42837	0.01522
226	0.05712	0.07300	0.01311	0.13710	0.42849	0.01513
227	0.05714	0.07305	0.01298	0.13725	0.42855	0.01513
228	0.05720	0.07299	0.01279	0.13743	0.42845	0.01516
229	0.05730	0.07284	0.01262	0.13767	0.42828	0.01509
230	0.05737	0.07262	0.01253	0.13781	0.42823	0.01490
231	0.05737	0.07238	0.01255	0.13774	0.42829	0.01469
232	0.05733	0.07223	0.01269	0.13755	0.42839	0.01455
233	0.05736	0.07227	0.01291	0.13742	0.42846	0.01449
234	0.05748	0.07253	0.01317	0.13737	0.42848	0.01448
235	0.05762	0.07293	0.01345	0.13735	0.42841	0.01453
236	0.05775	0.07322	0.01360	0.13735	0.42830	0.01460
237	0.05782	0.07315	0.01354	0.13734	0.42833	0.01459
238	0.05781	0.07278	0.01330	0.13737	0.42857	0.01439
239	0.05773	0.07245	0.01301	0.13753	0.42883	0.01408
240	0.05766	0.07238	0.01275	0.13788	0.42885	0.01385
241	0.05764	0.07253	0.01253	0.13825	0.42869	0.01378
242	0.05765	0.07275	0.01238	0.13850	0.42859	0.01380
243	0.05766	0.07294	0.01242	0.13861	0.42858	0.01384
244	0.05768	0.07303	0.01271	0.13863	0.42852	0.01387
245	0.05771	0.07293	0.01301	0.13854	0.42842	0.01380
246	0.05769	0.07271	0.01309	0.13836	0.42843	0.01359
247	0.05771	0.07253	0.01301	0.13825	0.42851	0.01337
248	0.05778	0.07244	0.01303	0.13841	0.42848	0.01329
249	0.05785	0.07235	0.01319	0.13881	0.42832	0.01333
250	0.05785	0.07227	0.01325	0.13918	0.42818	0.01327
251	0.05775	0.07232	0.01308	0.13925	0.42811	0.01298
252	0.05761	0.07243	0.01286	0.13905	0.42811	0.01260
253	0.05744	0.07242	0.01283	0.13880	0.42815	0.01241
254	0.05721	0.07228	0.01300	0.13873	0.42820	0.01246
255	0.05692	0.07217	0.01316	0.13885	0.42824	0.01256
256	0.05672	0.07215	0.01315	0.13903	0.42827	0.01243
257	0.05673	0.07211	0.01299	0.13917	0.42829	0.01209
258	0.05686	0.07195	0.01283	0.13925	0.42828	0.01177
259	0.05692	0.07176	0.01279	0.13919	0.42827	0.01167
260	0.05683	0.07165	0.01283	0.13891	0.42831	0.01182
261	0.05672	0.07157	0.01295	0.13847	0.42833	0.01209
262	0.05666	0.07149	0.01323	0.13817	0.42819	0.01230
263	0.05668	0.07148	0.01361	0.13814	0.42783	0.01236
264	0.05676	0.07159	0.01383	0.13827	0.42739	0.01234
265	0.05696	0.07174	0.01364	0.13844	0.42709	0.01230
266	0.05729	0.07177	0.01311	0.13870	0.42713	0.01219
267	0.05764	0.07165	0.01263	0.13896	0.42750	0.01191
268	0.05782	0.07148	0.01246	0.13909	0.42799	0.01147
269	0.05775	0.07141	0.01256	0.13919	0.42836	0.01109
270	0.05747	0.07145	0.01279	0.13937	0.42849	0.01097
271	0.05714	0.07157	0.01308	0.13946	0.42841	0.01112
272	0.05694	0.07175	0.01346	0.13919	0.42822	0.01143
273	0.05692	0.07192	0.01402	0.13866	0.42806	0.01179
274	0.05696	0.07200	0.01468	0.13818	0.42798	0.01212
275	0.05701	0.07195	0.01524	0.13784	0.42794	0.01230
276	0.05702	0.07182	0.01553	0.13755	0.42790	0.01230
