	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
692	-6.26590	9.62137	-2.33865	40.48222	-22.53429	4.38466	-15.70876	-23.74864	5.61397	-35.64664	-13.09929	-0.37735	-30.51055	106.09907	-28.10501	-31.03968	-7.94438	-4.78452	-55.15151	-28.07296	-4.22808	38.07331	36.84458	5.64842	4.88622	4.06157	-0.44596	9.37914	1.99417	-26.58699	5.74197	2.66001	-1.21474	-4.45791	8.78012	-12.26266	0.00235	0.16265	0.58859	-0.83299	1.61723	-1.81655
693	-3.25739	6.57134	-1.57964	49.84543	-20.01824	4.57048	3.36343	-31.98878	5.75189	-44.39773	-0.35884	6.81111	-29.47915	97.80342	-25.80854	-34.91392	-7.20532	-4.78236	-41.54070	-28.69720	14.68304	29.70986	56.10751	-27.76113	10.93571	4.44027	-4.83056	7.58934	0.85461	-32.85683	9.45182	3.60390	-4.20850	-3.88516	9.68977	-13.23697	0.99793	0.27322	-0.23077	-0.84984	1.76276	-2.06698
694	2.18265	5.05985	-2.05063	58.21640	-16.61595	4.62536	33.10777	-35.32771	5.85157	-59.57961	9.87386	10.52026	-27.45414	87.26727	-22.63517	-38.44759	-6.36241	-4.66413	-21.82360	-30.20567	32.86146	29.91951	58.00774	-50.89165	9.88137	18.20794	-10.57877	8.52704	2.22436	-33.42386	9.66844	9.80631	-7.23842	-4.18528	9.92285	-15.53725	1.41635	1.27452	-1.57667	-1.13394	1.66665	-2.41723
695	7.82037	5.96950	-3.19081	67.93958	-14.36626	5.18566	55.28074	-22.34554	6.37354	-71.62460	15.19731	11.30626	-24.47478	75.14824	-18.91943	-41.51945	-5.91407	-4.47318	-14.92324	-17.21840	39.23111	30.08824	41.36744	-63.87247	5.14095	30.22525	-14.75176	8.50564	1.50432	-34.70142	5.99593	15.23842	-8.97561	-5.35892	7.96223	-18.95478	0.70451	2.28175	-2.48644	-1.69370	1.17011	-2.84195
696	10.70765	8.30345	-4.04100	80.04734	-12.13332	6.09848	60.65037	3.14360	6.11797	-75.76474	17.59572	10.44897	-20.98803	62.15210	-15.05977	-44.13677	-5.71810	-4.26993	-25.96661	3.62203	33.38450	20.49690	30.40715	-63.62373	1.06613	29.78365	-14.98105	6.18998	-2.43921	-38.34773	1.71737	15.91447	-8.92326	-6.26928	4.79673	-21.18065	-0.45318	2.39696	-2.38116	-2.10885	0.69402	-2.97655
697	11.18588	10.60391	-4.56748	92.34384	-7.59362	6.76590	58.17977	25.87740	4.73456	-78.92937	20.30139	8.67031	-17.31197	49.21960	-11.23205	-46.49126	-5.29891	-4.06249	-44.32899	12.32836	26.58912	11.96103	40.37799	-45.25452	-2.33417	21.52880	-11.64935	3.65446	-5.62538	-39.59829	-1.26201	13.66720	-7.68261	-5.96262	3.07437	-20.19573	-1.23582	1.78483	-1.67062	-2.06283	0.69130	-2.60630
698	12.62003	13.66117	-6.69846	102.56386	-2.67534	7.57690	64.30151	37.88099	3.01505	-89.40972	21.30171	6.04133	-13.40104	37.64062	-7.76323	-48.60624	-4.81053	-3.81073	-55.43055	2.03794	27.74934	24.46329	58.28940	-28.58017	-0.44815	16.62633	-10.23344	2.41597	-6.21899	-37.50312	-1.74161	11.52985	-7.30405	-4.51439	3.74307	-16.66096	-1.33400	1.16055	-1.05367	-1.74953	1.11394	-2.05676
699	14.68623	18.37906	-11.09349	111.57832	-0.78021	9.38217	80.67776	38.62442	2.81538	-103.19867	19.03057	4.25825	-9.44192	28.08656	-5.22988	-50.40348	-4.86028	-3.47177	-55.28588	-19.99082	36.82368	48.53640	70.60338	-39.68800	10.72854	20.82135	-15.98119	0.72208	-6.91892	-35.48399	0.36072	10.68890	-9.28695	-2.82478	4.81259	-12.71094	-0.88801	0.91893	-0.81462	-1.43833	1.61136	-1.68078
700	12.60209	22.36178	-14.64635	121.46507	-0.12073	11.85342	94.32231	25.62569	5.84495	-107.09069	18.64468	6.71925	-6.20305	20.19006	-3.79638	-51.90184	-5.48585	-3.05777	-47.08749	-45.89396	50.55984	50.26861	82.22971	-70.84540	24.72921	29.53464	-26.36354	-3.45233	-9.67700	-32.76166	2.92029	11.02107	-12.63910	-1.50243	3.92896	-8.24419	-0.26934	1.00930	-0.88565	-0.85052	1.83157	-1.21217
701	7.42326	22.74640	-15.72423	131.84818	2.88071	14.21414	104.74447	1.48725	11.11963	-94.84167	18.04288	10.34317	-3.98051	13.54230	-3.02518	-53.23163	-6.20747	-2.66302	-22.60552	-78.30640	61.04599	20.40248	101.06782	-88.41626	29.37007	32.93638	-31.91388	-6.95651	-12.61052	-27.49277	3.02914	11.72329	-14.18454	-0.22871	1.85853	-2.85905	0.00785	1.19187	-0.97268	0.27487	1.63198	-0.36807
702	4.89314	19.39666	-15.95154	140.49001	9.18853	16.02162	116.19638	-17.59365	15.57172	-73.35867	11.44865	8.13677	-2.35386	7.99296	-2.49992	-54.64143	-6.87428	-2.37281	18.15533	-111.76222	57.94719	-9.48213	121.01810	-79.07751	21.76039	26.82233	-27.74899	-6.03925	-14.34169	-24.85135	0.72016	11.53562	-12.53577	1.14678	0.73933	-0.03210	-0.19219	1.25777	-0.87969	1.35563	1.27104	0.25503
703	3.24713	13.90323	-14.46918	145.46500	19.19620	16.50741	110.12373	-15.70158	16.97253	-60.35946	11.21653	3.07063	-1.40017	3.33614	-1.90009	-56.19694	-7.75114	-2.16907	31.89591	-114.76006	43.25976	-12.89622	126.76080	-63.82045	11.24235	16.73315	-20.68848	-5.83266	-16.50959	-28.88498	-0.88138	9.85419	-11.03882	0.87578	-0.14447	-2.41150	-0.31215	1.10250	-0.91674	1.50220	0.98050	-0.01672
704	-1.76699	2.92538	-5.73558	146.91888	30.41313	16.05391	79.22762	-8.56705	20.50648	-69.82549	26.01126	2.49065	-0.21092	-3.35891	-0.15239	-57.26206	-9.01391	-1.93586	-10.42881	-91.66220	35.34380	0.78711	114.23359	-68.10882	6.99316	9.60203	-19.30628	-10.20419	-18.85574	-36.57962	-0.42315	7.19285	-12.75500	-1.04688	-0.84188	-7.50327	0.04005	0.72476	-1.36666	0.88282	1.09005	-0.93393
705	-6.24540	-4.10208	3.64280	146.40100	38.18447	16.53333	48.89335	1.89350	24.31443	-92.64616	39.14857	5.67638	-0.94731	-4.60691	0.89882	-57.04197	-10.47343	-1.50605	-71.39866	-61.02259	37.73524	13.35975	100.21479	-93.14104	8.51880	8.07007	-22.52924	-13.77392	-20.24963	-44.51237	0.02616	4.86493	-14.85153	-0.98399	0.05089	-11.37478	0.43935	0.27378	-1.69539	0.83112	1.67611	-1.77620
706	-8.67560	-9.79068	12.88522	143.73668	42.33707	18.52764	49.69267	-10.84585	36.82763	-104.38341	35.94972	8.67543	-1.26703	-4.88356	1.94051	-55.80167	-11.87812	-0.80739	-83.96329	-72.61372	57.90902	20.06127	101.53516	-117.31059	9.55125	13.45362	-25.56082	-13.90022	-21.08451	-49.12561	-0.97759	4.26331	-14.14099	1.52346	1.30174	-11.87875	0.41365	0.05155	-1.43373	1.67240	1.93947	-1.99125
707	-8.15497	-10.65882	16.25031	138.21225	45.67994	21.04496	73.15603	-27.28753	50.32425	-89.72851	19.83947	9.11627	-0.84699	-4.03531	2.48055	-54.55266	-13.10359	0.02373	-35.30334	-101.45256	77.81978	15.35919	109.60406	-116.26189	6.49915	21.90683	-26.49893	-15.98096	-18.46708	-42.62769	-2.60471	5.00115	-12.15465	2.22964	1.20541	-7.86416	0.04443	0.16836	-1.09345	2.29560	1.32501	-1.40943
708	-6.33918	-4.53457	8.83859	132.27414	50.03568	23.30424	88.87505	-17.91472	51.45104	-51.74549	4.42106	6.98253	0.28750	-2.43426	2.06850	-53.64541	-13.84964	0.81953	39.84840	-104.57665	74.86232	-5.21678	107.13985	-79.98351	0.95723	24.12963	-23.35198	-21.13600	-7.50591	-19.67833	-3.94816	6.11664	-10.70528	0.34903	1.10416	1.18320	-0.39785	0.44949	-1.15694	2.38188	0.21264	-0.20946
709	-5.23883	2.19932	-1.79380	127.42463	55.94760	24.93814	82.09691	4.18936	40.47592	-16.77659	1.45009	5.51211	1.60573	-1.21058	1.18554	-52.80891	-13.93940	1.56983	91.97926	-90.53295	53.92730	-21.48328	96.48450	-30.82480	-1.90253	16.75780	-16.98790	-22.41503	6.04231	6.41741	-4.62134	7.03635	-9.49181	-0.71540	1.96868	10.44500	-0.68086	0.62194	-1.24588	2.28754	-0.79554	0.87636
710	-8.86987	1.38143	0.97452	119.32838	62.96055	25.25794	57.82621	-1.69457	28.70718	-20.00686	10.26248	7.64989	2.00861	-1.10682	1.11384	-51.94429	-13.66770	2.37975	76.27259	-100.35262	36.99940	-4.51281	84.89399	-14.13607	1.27176	5.57657	-14.84612	-15.92988	7.02564	11.60690	-4.69960	6.04753	-9.00526	1.10081	1.70474	11.75188	-0.61753	0.43921	-1.00645	2.09968	-1.36583	1.01553
711	-15.83393	-4.23478	13.73475	105.20452	68.59959	24.40552	37.10093	-24.02876	26.42389	-56.57937	17.41204	10.87522	1.16761	-1.62330	1.82471	-50.93749	-13.42927	3.27669	14.06916	-119.04501	39.32742	32.36106	67.14365	-39.20870	5.80840	-1.51326	-18.84299	-4.66607	-7.56728	-5.13780	-4.70444	2.72933	-9.13754	5.16967	-1.47044	4.95822	-0.32147	-0.06166	-0.65717	2.01257	-1.62220	0.39364
712	-16.96799	-6.51861	16.40336	89.73467	70.32021	23.83590	34.78781	-15.07040	40.37445	-82.08563	10.71974	9.59141	0.41494	-2.03093	2.15571	-49.63822	-13.52587	4.11817	-23.75033	-101.53136	62.43092	42.16634	46.99168	-68.45384	5.95715	0.55104	-22.64839	5.70937	-21.69101	-19.35599	-4.70105	0.29993	-8.49834	8.68683	-5.26064	-1.27836	-0.12355	-0.42599	-0.41266	2.02316	-1.74684	-0.07641
713	-7.88500	-2.98542	3.46142	78.87319	68.72768	24.72000	43.89918	29.81920	65.57602	-67.50428	-6.43923	4.02615	1.01545	-2.05471	1.82919	-47.86298	-14.17349	4.75020	-3.87767	-52.22980	92.48050	9.54089	38.50974	-80.58163	3.65255	10.09892	-25.71873	8.92980	-20.43568	-16.11226	-4.78472	1.43325	-7.81741	8.90656	-5.85617	-1.41569	-0.19687	-0.27891	-0.37166	1.88097	-1.73140	-0.07910
714	3.32198	3.35917	-13.29267	70.86227	66.43902	26.26382	42.09932	72.50297	80.31361	-28.78470	-20.10033	0.32324	2.28900	-1.60452	1.31504	-45.26231	-15.06227	5.24065	32.64214	-9.54374	101.86626	-42.76933	36.35101	-94.70875	3.36780	18.85228	-33.99851	3.72811	-7.76312	-6.11355	-5.84878	4.43305	-9.29174	6.04911	-3.45296	1.11357	-0.52926	0.16531	-0.64994	1.53939	-1.61344	-0.16718
715	5.64412	6.95375	-20.11600	59.63224	65.84932	26.38003	18.97157	77.02197	65.41118	1.76043	-17.43443	2.36432	2.65575	-0.77318	0.97646	-41.61795	-15.45062	5.80933	37.87733	4.95977	71.46703	-98.93934	27.33727	-116.37327	4.29022	21.18787	-44.72901	-2.99041	2.80282	-1.85491	-7.59349	6.72622	-11.88514	2.85810	-1.03571	2.26450	-0.88989	0.57197	-1.00572	1.11188	-1.45383	-0.42376
716	0.06542	3.83224	-11.81868	45.82573	66.86502	24.90233	5.84957	44.07208	36.60303	16.60273	1.30432	7.60388	2.02374	-0.05232	1.04733	-36.93264	-15.19454	6.45327	43.68291	-0.08880	31.08371	-142.37247	23.44035	-112.98744	3.46020	18.18529	-45.45570	-4.90942	5.43736	-1.54332	-7.67167	7.87238	-12.22073	1.35593	0.11649	2.70614	-0.87947	0.84707	-0.99711	0.72162	-1.21765	-0.25956
717	-3.68261	-2.60233	3.28232	36.25606	66.65359	23.99345	29.99140	11.93163	28.78246	29.66294	15.48420	9.78221	1.55695	0.16282	1.50939	-31.33758	-14.88032	6.86268	98.24525	-10.19137	27.78008	-139.24173	43.34782	-66.45194	1.29845	12.82626	-31.89788	-3.13034	3.96144	0.10499	-5.13470	8.41270	-9.87184	1.13585	0.84602	3.73568	-0.45019	0.99345	-0.64862	0.38922	-0.82022	0.38812
718	-0.62116	-5.18088	12.40369	29.51760	64.07415	23.30896	65.43272	6.87336	44.63025	37.81299	7.82586	5.82478	1.94184	0.00159	2.11109	-25.49644	-14.70026	6.79599	160.02667	-24.59146	52.26826	-86.62018	71.82224	-13.43048	-0.23236	6.09832	-16.37262	-1.22937	2.00964	2.12393	-2.64975	7.98935	-7.70296	1.08939	1.48090	4.21497	-0.06673	0.93244	-0.40682	0.15385	-0.34446	0.82190
719	4.32794	-2.44313	11.44975	19.77073	58.53284	20.78146	71.77415	13.61295	52.35847	31.94911	-17.53163	-2.07917	2.69846	0.00185	2.58036	-20.09873	-14.31907	6.28387	162.82117	-50.48901	52.18071	-29.38473	77.27656	3.19898	-1.32701	-1.49139	-11.09801	-0.71072	-0.43064	1.10336	-2.86089	6.44933	-7.23091	0.79967	1.10872	2.58498	-0.07740	0.69112	-0.42794	0.11093	-0.13412	0.53900
720	2.00501	0.31720	-0.64626	9.77446	49.79739	17.14078	36.88286	9.38100	27.80203	23.64832	-45.49979	-9.55671	2.49214	0.43191	2.25958	-15.27894	-13.77851	5.49997	101.72561	-84.14219	3.61888	4.55963	57.12613	-6.41812	-2.82466	-6.56884	-14.34405	-1.47681	-1.20270	-2.03103	-4.68601	5.55912	-7.81194	0.31074	-0.11227	-0.09483	-0.33000	0.60712	-0.55921	0.20191	-0.36761	-0.17104
721	-6.03856	1.46404	-23.78346	2.32370	41.28392	13.65138	-24.46449	-2.60342	-20.43857	17.14900	-61.73552	-12.84167	1.06044	0.95099	0.68252	-11.17544	-13.59489	4.61064	-0.55378	-103.22123	-66.28778	23.68784	32.43590	-8.63693	-4.09490	-5.17594	-19.49491	-2.39742	3.20028	-3.51831	-5.58462	6.60630	-8.93854	-0.10139	-0.47904	-1.41220	-0.48789	0.87979	-0.73685	0.27946	-0.74684	-0.70175
722	-7.72847	6.59418	-39.98429	-4.09777	35.60001	10.41341	-65.76995	-1.69584	-45.30072	8.69042	-59.43059	-12.36800	-0.05514	1.48548	-0.85076	-7.83709	-14.04975	3.76191	-80.74209	-85.62151	-93.78033	23.91527	19.98652	2.00877	-4.13331	1.66856	-23.59134	-1.75047	10.84596	-1.72691	-4.58373	8.49743	-10.12354	-0.11754	0.91701	-0.89224	-0.32941	1.21658	-0.87217	0.30765	-0.84155	-0.83738
723	-0.81474	12.93022	-23.63104	-7.71412	30.99381	8.23966	-42.14943	17.78502	-0.25231	9.47149	-44.42852	-11.61447	-0.12139	2.09078	-0.24260	-4.84793	-15.19192	3.04041	-52.61744	-41.53623	-29.42527	-7.91917	23.66825	13.06784	-2.46154	6.29729	-22.47380	1.66593	13.01771	2.58873	-1.98625	9.48066	-10.36959	0.61905	2.16460	0.42925	0.17728	1.24359	-0.78883	0.32735	-0.71533	-0.69529
724	6.85311	12.98578	20.28224	-7.41656	24.43443	7.19819	18.22171	37.89596	80.79127	21.60057	-34.22596	-11.45250	-0.11080	2.53680	2.30501	-1.83454	-17.30723	2.37850	52.35115	-10.60004	75.57244	-52.21481	35.04176	18.47487	0.20609	1.48589	-12.01071	6.01177	8.67180	8.36086	1.20149	8.56821	-8.99107	1.59970	2.22459	2.30100	0.80509	0.91843	-0.49804	0.25509	-0.61811	-0.30850
725	9.27674	7.74245	53.65401	-7.09286	17.24827	6.05873	49.28259	41.64518	113.31891	26.53810	-32.49750	-9.69374	-0.57527	2.32500	4.08532	1.04871	-20.28757	1.69165	111.69777	-6.70537	115.79418	-74.47293	36.14626	13.17740	1.86302	-8.54381	1.61280	8.79983	5.74375	13.46831	3.48531	6.46546	-6.82776	2.07956	2.17885	4.63073	1.21111	0.56711	-0.27553	0.01025	-0.58130	0.28857
726	6.69680	1.06588	43.95749	-8.26559	11.01340	4.30281	33.51417	29.66679	80.76704	19.55434	-32.04406	-8.20438	-0.12555	0.94023	3.53252	3.50239	-23.64365	0.93610	85.20160	-15.59118	72.98669	-72.15719	15.60061	-4.01961	2.03154	-11.79154	6.29470	9.12568	2.28943	14.24050	4.19408	5.09473	-5.62104	1.99418	0.44646	6.03308	1.25636	0.49598	-0.30762	-0.31580	-0.73992	0.79895
727	4.12979	2.61235	11.94979	-7.38195	5.24958	2.73973	-1.30042	19.07690	47.70797	16.71251	-31.07182	-10.43072	2.40435	-0.15677	4.34176	5.54864	-27.21929	0.08591	30.25637	-21.20485	23.85766	-68.54566	-6.14159	-15.56672	1.28918	-6.19017	0.17001	8.01375	-4.71057	11.12830	3.56567	4.78652	-5.41253	1.37411	-3.50468	5.82724	1.01025	0.54197	-0.38849	-0.57465	-1.09004	0.90264
728	2.72678	11.15461	11.80278	-1.32637	1.08752	2.87756	-32.03321	15.02343	70.50852	25.49680	-24.66389	-12.61668	6.01004	-0.74932	11.45625	7.40699	-31.27746	-0.85704	-11.92750	-14.88397	33.48010	-62.49567	4.72832	-1.38355	-0.88065	-2.31521	-6.14508	9.49063	-5.12622	9.17830	2.20450	4.29294	-4.74862	0.94224	-4.70079	4.81134	0.67845	0.38882	-0.24279	-0.54839	-1.16390	0.48747
729	19.61072	-17.31791	25.87074	7.48084	-1.76628	4.44939	5.68710	-23.57281	120.70650	37.16980	-8.67577	-9.72504	11.89663	-6.34846	17.28767	8.90081	-36.15658	-1.91655	26.09223	-31.84123	75.30242	-27.51351	38.44930	33.00552	-3.12866	-6.08442	-3.45685	15.98463	5.77929	12.62754	1.65996	3.16202	-3.46568	2.20305	0.10714	4.13274	0.58969	0.07810	0.01562	-0.09231	-0.57374	-0.13143
730	46.23093	-39.58348	-58.76355	14.90910	-6.90916	5.39711	87.78809	-51.55619	36.68288	55.43641	5.55889	-5.35117	18.45966	-7.47027	7.06431	9.74655	-41.34555	-3.04777	138.75862	-39.92887	-20.78919	24.33261	49.51184	59.93953	-2.84242	-10.80862	4.08433	22.16358	15.17659	22.65175	2.49393	1.94092	-2.68162	5.43649	6.61237	6.07924	0.76849	-0.15132	0.09707	0.51897	0.41892	0.03618
731	-31.30915	43.21232	-203.00566	21.37658	-15.73149	4.94473	-60.68398	46.16463	-245.45815	95.65121	2.25389	-5.49380	4.99527	5.34546	-10.70948	10.35106	-45.20319	-4.02282	52.73535	58.28398	-322.76840	50.27905	25.72977	57.73118	-0.17893	-9.39619	5.97214	21.52942	21.95113	33.10469	3.58936	0.97176	-2.59414	8.98616	10.85347	11.38813	0.96078	-0.24325	-0.00986	0.77625	1.16897	1.52746
732	-132.95880	93.13602	-250.93187	26.69384	-22.54632	4.17483	-279.93991	123.20537	-420.78140	138.65492	-10.35054	-8.23080	-21.17114	11.86562	-29.68262	11.07196	-46.53286	-4.53632	-84.87260	119.65356	-482.89963	53.34103	-5.56232	31.78502	2.20685	-5.34722	2.42367	13.05257	35.34840	31.64325	4.19423	0.06213	-2.60982	10.76562	13.76040	13.41827	1.04557	-0.33129	-0.12483	0.65306	1.39763	2.57077
733	-148.63525	94.32117	-292.06000	28.88619	-24.94880	3.36431	-336.61768	141.59761	-511.12354	144.34041	-21.62647	-9.93826	-31.16065	20.42091	-41.56672	11.66712	-46.23197	-4.72732	-126.68562	119.71579	-561.27283	46.67147	-29.22152	6.07039	3.08530	-5.85375	4.25577	-15.57595	14.56297	12.20845	4.28830	-0.88619	-2.61266	4.13821	7.34464	2.22240	0.91752	-0.47133	-0.15141	0.18642	0.67175	0.30392
734	-132.53679	89.47205	-293.91248	31.24331	-28.12300	2.04647	-308.49869	132.66747	-506.22931	117.30919	-40.12051	-11.75705	-18.35234	22.77424	-30.23870	12.22176	-45.91860	-5.26528	-177.86469	85.79121	-583.20819	-52.43215	-23.86615	77.48237	1.71155	-11.69428	15.53191	-20.84811	-68.13441	52.34142	3.43718	-1.61791	-2.35678	-8.80459	-19.83985	5.16188	0.43710	-0.55157	-0.06304	-2.10522	-2.42272	-1.48725
735	-66.14404	41.29810	-147.85178	38.28506	-32.99137	1.03194	-160.89479	55.07158	-274.07803	98.03790	-62.05080	-12.27615	0.87452	6.69125	-5.71667	13.30068	-45.62310	-6.44146	-92.60284	-20.98501	-373.06873	-69.35847	18.81390	133.84840	-1.86936	-17.45258	26.91727	31.97189	-42.22918	72.27147	2.24272	-1.96740	-1.72337	-0.98699	-19.55119	24.33256	-0.03479	-0.53647	0.09515	-2.84239	-2.35621	2.21829
736	6.32273	2.13599	-52.39610	46.34063	-35.87448	0.85380	-23.96405	21.98367	-200.81615	92.82142	-68.78886	-7.45090	10.18351	-4.02957	8.35976	14.84861	-44.38609	-7.67390	27.67123	-55.42630	-322.89224	81.32044	-12.19284	0.50626	-3.57965	-18.33262	28.79587	-2.84850	-9.77030	-56.27931	2.34287	-2.54848	-1.19416	0.38545	-1.14291	2.10158	0.04626	-0.58321	0.19015	1.19461	0.88093	2.06466
737	30.61044	-0.10693	-68.95073	48.20978	-37.28524	0.29064	6.43002	52.67287	-300.82034	72.96083	-62.35588	0.11403	12.59759	-2.24552	4.34201	16.02709	-42.36522	-8.36358	28.01493	2.07661	-425.98932	138.37932	-51.92762	-85.90025	-0.97769	-14.58026	22.81680	3.21724	52.91070	-118.92599	2.85188	-3.63311	-0.47564	3.43061	17.33519	-22.11286	0.38720	-0.68642	0.20251	3.34809	1.16990	-0.76643
738	32.62241	3.04848	-81.71218	47.17062	-41.31364	-1.15342	16.68543	57.18938	-265.40314	46.53708	-65.74857	2.43007	10.37906	0.36578	-3.69593	16.59269	-40.77857	-8.75936	9.75471	11.69507	-340.14316	-8.27838	60.88501	84.35945	4.16390	-9.36246	16.23446	135.27202	111.29533	61.11745	2.26873	-4.30489	0.47664	34.16039	31.28698	15.52029	0.41273	-0.63486	0.19861	2.86208	1.48815	1.60987
739	17.14672	1.96830	-52.12642	49.04622	-42.76282	-1.99592	7.51854	22.24439	-86.14872	43.51042	-71.04980	-0.95265	4.01201	-0.33118	-5.48955	16.77056	-39.72361	-9.30602	15.28025	-39.68512	-82.96038	-100.45492	85.25279	187.71346	9.01551	-6.33182	13.51906	52.52004	-33.43507	161.69629	1.53875	-4.42292	0.71280	18.69781	-3.24952	44.77805	0.17675	-0.50146	0.23172	-0.13440	0.59361	5.47389
740	-18.02170	8.21564	-22.13610	50.86441	-37.48196	-2.10483	-46.34724	-2.01633	26.27634	55.41062	-64.34424	-4.15764	-4.05998	-1.09883	-4.28867	16.47350	-38.68322	-10.08955	0.10752	-72.34947	81.73025	6.81321	-32.93869	54.32456	10.63198	-7.57096	16.13659	-75.24327	-50.01923	9.91614	1.65854	-4.99426	0.14852	-16.25695	-11.04317	-8.34312	-0.00157	-0.57627	0.33936	-2.11277	-0.59484	-2.22220
741	-46.67226	20.33444	-10.18667	52.52513	-31.39982	-2.04670	-101.08156	-3.04303	37.60033	67.64354	-58.21683	-4.67129	-8.47407	0.51391	-3.79007	15.98273	-37.80321	-11.08775	-24.42393	-79.57191	105.74512	65.49978	-131.06372	70.65950	8.04949	-12.26342	23.94499	-69.74928	-69.07863	-18.65168	1.88337	-6.85265	0.12726	-29.20989	-23.97546	-6.22693	-0.03596	-0.94780	0.51974	-4.13785	-2.05736	-1.41552
