	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	L_MTP_ANGLE	L_MTP_ANGLE	L_MTP_ANGLE	R_MTP_ANGLE	R_MTP_ANGLE	R_MTP_ANGLE	L_ANKLE_ANGLE	L_ANKLE_ANGLE	L_ANKLE_ANGLE	R_ANKLE_ANGLE	R_ANKLE_ANGLE	R_ANKLE_ANGLE	L_KNEE_ANGLE	L_KNEE_ANGLE	L_KNEE_ANGLE	R_KNEE_ANGLE	R_KNEE_ANGLE	R_KNEE_ANGLE	L_HIP_ANGLE	L_HIP_ANGLE	L_HIP_ANGLE	R_HIP_ANGLE	R_HIP_ANGLE	R_HIP_ANGLE	L_SHOULDER_ANGLE	L_SHOULDER_ANGLE	L_SHOULDER_ANGLE	R_SHOULDER_ANGLE	R_SHOULDER_ANGLE	R_SHOULDER_ANGLE	L_ELBOW_ANGLE	L_ELBOW_ANGLE	L_ELBOW_ANGLE	R_ELBOW_ANGLE	R_ELBOW_ANGLE	R_ELBOW_ANGLE	L_WRIST_ANGLE	L_WRIST_ANGLE	L_WRIST_ANGLE	R_WRIST_ANGLE	R_WRIST_ANGLE	R_WRIST_ANGLE	NECK_ANGLE	NECK_ANGLE	NECK_ANGLE	NECK_ANGLE_SHADOW	NECK_ANGLE_SHADOW	NECK_ANGLE_SHADOW	Trunk_Joint_Angle	Trunk_Joint_Angle	Trunk_Joint_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-3.51047	0.00000	-0.00000	-3.12444	0.00000	-0.00000	-5.81497	-4.71103	24.14528	14.51974	1.79260	-21.05561	-12.90863	-1.80733	0.00013	-9.09008	-0.95865	0.00005	24.20717	10.76099	13.63792	0.78759	6.38052	-17.79437	19.48755	12.97886	-0.48567	25.07986	-5.01351	22.52730	140.11600	-0.00273	-128.86494	133.59590	-0.00158	124.51883	-20.35991	-19.98026	-0.00685	-31.73123	-3.09378	-0.01515	-2.24157	-10.12609	14.27355	-23.92100	-14.65102	9.56512	5.98393	1.92014	10.95771
2	-3.63076	0.00000	0.00000	-2.85396	0.00000	-0.00000	-5.69912	-4.85566	23.97473	14.22088	1.45568	-21.23688	-12.90437	-1.83574	0.00011	-9.05580	-0.84896	0.00008	24.23222	10.85398	13.62889	0.78479	6.49407	-17.61273	19.59110	13.08361	-0.62820	25.22728	-5.22565	22.45461	139.72881	-0.00614	-129.32994	133.49089	-0.00129	124.76677	-20.92711	-19.73099	-0.00717	-31.44542	-2.15376	0.01408	-2.33347	-10.13245	14.17504	-24.01972	-14.62110	9.46956	6.00380	2.06655	10.87008
3	-4.03044	0.00000	-0.00000	-2.83418	0.00000	0.00000	-5.58757	-4.93371	23.91686	13.98221	1.06229	-21.33917	-12.93260	-1.86683	0.00009	-9.03862	-0.80589	0.00009	24.38593	10.89262	13.48683	0.91101	6.59048	-17.57539	19.65216	13.15172	-0.80372	25.17342	-5.47994	22.16916	139.28777	-0.00646	-130.12659	133.43332	-0.00124	125.55169	-20.96784	-19.84117	-0.00571	-30.02983	-0.74524	0.03925	-2.53703	-9.97347	14.22496	-24.20488	-14.49153	9.57742	6.15818	2.19723	10.85567
4	-4.60558	0.00000	0.00000	-3.05166	0.00000	-0.00000	-5.46190	-4.97801	23.96256	13.94183	0.80766	-21.29403	-12.96102	-1.86965	0.00007	-9.06065	-0.85978	0.00012	24.56749	10.84733	13.32258	1.09383	6.61055	-17.74228	19.65501	13.23936	-0.87012	25.00491	-5.59289	21.84965	139.01097	-0.00168	-130.51292	133.33884	-0.00084	126.36734	-20.70265	-20.07523	-0.00343	-28.26067	0.67618	0.02848	-2.80411	-9.72899	14.48635	-24.43192	-14.35929	9.91771	6.34543	2.20858	10.92058
5	-4.95528	0.00000	-0.00000	-3.14489	0.00000	0.00000	-5.32825	-5.10436	23.96878	14.03624	0.77289	-21.13334	-12.95474	-1.80667	0.00009	-9.09302	-0.93834	0.00008	24.57377	10.73275	13.34267	1.12786	6.52457	-18.04459	19.59834	13.40245	-0.71904	24.80091	-5.44882	21.63064	138.93282	0.00159	-129.92284	133.15590	0.00041	126.81190	-20.33482	-20.34027	-0.00297	-26.82713	1.51934	0.00114	-3.08513	-9.56136	14.87473	-24.67113	-14.34443	10.34888	6.39089	2.06924	10.98772
6	-4.91272	0.00000	0.00000	-2.94299	0.00000	-0.00000	-5.20652	-5.33749	23.99448	14.13602	0.91469	-21.08207	-12.90403	-1.72941	0.00006	-9.09258	-0.95220	0.00002	24.37257	10.62048	13.42768	0.94964	6.40420	-18.22128	19.54475	13.61508	-0.48922	24.61436	-5.15270	21.46418	138.82739	-0.00196	-129.02515	132.88243	0.00164	127.00061	-19.66622	-20.85049	-0.00803	-25.78842	1.67546	-0.01207	-3.35962	-9.54063	15.06459	-24.93057	-14.39402	10.53648	6.26403	1.86644	10.99199
7	-4.79785	0.00000	0.00000	-2.72099	0.00000	-0.00000	-5.09995	-5.60930	24.25439	14.18242	1.13674	-21.36921	-12.81244	-1.74055	-0.00009	-9.06699	-0.89472	-0.00004	24.15662	10.58268	13.21835	0.74921	6.35941	-18.00567	19.52954	13.80186	-0.45869	24.51328	-4.96536	21.24702	138.48103	-0.01657	-129.16588	132.51338	-0.00088	126.90111	-18.67837	-21.67499	-0.01132	-24.98551	1.39010	-0.00995	-3.64533	-9.57781	14.71926	-25.24343	-14.30331	10.19551	6.13361	1.73400	10.95053
8	-4.84389	-0.00000	-0.00000	-2.78445	0.00000	0.00000	-5.04264	-5.79750	24.69429	14.18875	1.38037	-21.86126	-12.70239	-1.83754	-0.00011	-9.06394	-0.84860	-0.00006	24.08316	10.62056	12.69496	0.70521	6.42265	-17.50345	19.46934	13.89269	-0.64604	24.50926	-5.03975	21.00333	137.99542	-0.02594	-130.32126	132.04668	-0.00639	126.23504	-17.89613	-22.37813	-0.00669	-24.55916	0.84634	-0.00082	-3.95928	-9.56189	13.94256	-25.60634	-14.00628	9.46727	6.13022	1.74206	10.91331
9	-4.73739	-0.00000	-0.00000	-2.96045	-0.00000	-0.00000	-5.15363	-5.74343	24.86509	14.17797	1.63936	-22.07779	-12.62906	-1.87042	0.00003	-9.11628	-0.90124	0.00008	24.09785	10.65867	12.36229	0.76264	6.52383	-17.21346	19.29878	13.84890	-0.75405	24.53695	-5.30185	20.82723	137.62993	-0.01857	-130.40031	131.50519	-0.00623	125.22276	-17.82055	-22.21635	-0.00819	-24.70802	0.19363	0.00662	-4.26247	-9.47271	13.21886	-25.94510	-13.65991	8.81804	6.16567	1.83963	10.89670
10	-4.35827	0.00000	0.00000	-2.92386	0.00000	0.00000	-5.40120	-5.44343	24.58074	14.18792	1.87425	-21.80982	-12.66465	-1.75342	-0.00005	-9.22305	-1.05030	0.00022	24.15204	10.64658	12.50447	0.84235	6.58853	-17.40055	19.12941	13.68115	-0.61606	24.54086	-5.60110	20.72113	137.40379	-0.00297	-127.74203	130.92924	0.00356	124.62678	-18.36656	-20.93316	-0.01430	-25.29958	-0.26486	0.00516	-4.48426	-9.35737	12.84534	-26.17796	-13.41655	8.50969	6.14897	1.91930	10.90427
11	-4.20800	0.00000	0.00000	-2.74020	0.00000	-0.00000	-5.52151	-5.16090	24.24079	14.24948	1.97228	-21.39889	-12.82394	-1.58972	-0.00006	-9.34798	-1.20325	0.00013	24.34085	10.61106	12.75524	1.00959	6.61444	-17.75928	19.14589	13.46102	-0.43438	24.49020	-5.85585	20.61445	137.07666	0.01442	-123.32703	130.36986	0.01346	124.77095	-19.17379	-19.18188	-0.00976	-25.99929	-0.25020	-0.00151	-4.58767	-9.28815	12.69306	-26.28378	-13.29670	8.39249	6.17047	1.92517	10.96329
12	-4.50819	0.00000	0.00000	-2.63286	0.00000	0.00000	-5.41155	-5.17303	24.14038	14.30297	1.84187	-21.25076	-13.00425	-1.48548	0.00016	-9.42042	-1.27125	-0.00001	24.62409	10.57102	12.78378	1.23127	6.61913	-17.88919	19.37693	13.30173	-0.44145	24.34498	-6.03921	20.49716	136.47963	0.01408	-119.52823	129.85616	0.01215	124.94411	-20.14316	-17.79720	-0.00008	-26.57123	0.13479	-0.00563	-4.55430	-9.31193	12.54797	-26.26044	-13.26584	8.24676	6.27211	1.85976	11.08197
13	-4.84939	0.00000	0.00000	-2.60023	0.00000	-0.00000	-5.26294	-5.48171	24.09278	14.25946	1.53497	-21.48517	-13.07017	-1.41958	0.00030	-9.38125	-1.24211	0.00004	24.72732	10.50356	12.76148	1.26791	6.60576	-17.68355	19.64575	13.29603	-0.55346	24.09965	-6.15494	20.42835	135.68024	-0.00312	-117.69122	129.34413	-0.00351	124.03320	-21.26334	-16.96802	0.00511	-26.90069	0.38403	-0.00718	-4.35573	-9.37524	12.42206	-26.07418	-13.27870	8.10411	6.29533	1.74342	11.19307
14	-4.87876	0.00000	0.00000	-2.53197	-0.00000	0.00000	-5.25898	-5.83023	23.86951	14.13600	1.25181	-21.99979	-12.99649	-1.35708	0.00028	-9.24023	-1.17882	0.00009	24.47974	10.43692	12.95142	0.97481	6.60793	-17.26021	19.71599	13.45772	-0.49169	23.81313	-6.25300	20.43317	134.86836	-0.01146	-117.41113	128.72876	-0.02533	121.66182	-22.26826	-16.32489	0.00426	-26.96066	-0.05028	-0.00740	-4.03195	-9.35625	12.44672	-25.74743	-13.27006	8.13455	6.10748	1.62539	11.20580
15	-4.60120	0.00000	-0.00000	-2.43929	0.00000	-0.00000	-5.40992	-5.94700	23.55278	14.03337	1.17534	-22.54509	-12.86447	-1.34639	0.00006	-9.07700	-1.16230	-0.00001	24.04195	10.46454	13.29790	0.52465	6.68227	-16.84598	19.46039	13.70948	-0.12838	23.53114	-6.38740	20.48318	134.20496	-0.00715	-117.61366	127.91982	-0.02948	118.87579	-22.88720	-15.57495	0.00175	-27.06643	-1.25395	0.00118	-3.75318	-9.22512	12.60289	-25.44877	-13.20522	8.33147	5.80517	1.57813	11.12028
16	-4.13040	0.00000	0.00000	-2.38486	0.00000	-0.00000	-5.65481	-5.76561	23.37375	14.02501	1.31197	-22.82911	-12.74656	-1.44260	-0.00014	-8.97906	-1.21545	-0.00002	23.71607	10.62054	13.52921	0.22383	6.82640	-16.66775	18.94897	13.92994	0.37194	23.23306	-6.56571	20.54632	133.71735	-0.00506	-117.91976	126.91373	-0.00253	117.52369	-23.14115	-14.91341	-0.00084	-27.89873	-2.60661	0.00862	-3.71319	-9.13314	12.66590	-25.39735	-13.14275	8.42575	5.60081	1.62981	11.03951
17	-3.55118	-0.00000	-0.00000	-2.30622	-0.00000	-0.00000	-5.95667	-5.43197	23.39497	14.10722	1.52417	-22.71901	-12.65560	-1.58943	-0.00012	-8.97156	-1.27993	0.00002	23.63033	10.79910	13.49049	0.17868	6.95426	-16.80027	18.39994	14.02962	0.71684	22.90211	-6.78709	20.56718	133.27509	-0.00624	-118.46774	125.81506	0.02878	118.51246	-23.15305	-14.71870	-0.00370	-29.69088	-3.16901	-0.01080	-3.95690	-9.27747	12.42317	-25.66678	-13.18827	8.14231	5.57198	1.73013	11.05953
18	-3.05211	0.00000	0.00000	-2.18998	0.00000	0.00000	-6.23614	-5.17135	23.55405	14.24037	1.65918	-22.37954	-12.57903	-1.67012	0.00003	-9.02501	-1.26752	-0.00008	23.68459	10.85654	13.22134	0.25825	6.97534	-17.07727	17.99441	13.99347	0.75254	22.59069	-7.06580	20.44980	132.69505	0.00123	-118.79628	124.75946	0.03537	121.02851	-23.05232	-14.85719	-0.00522	-31.51733	-2.45704	-0.02160	-4.34133	-9.66052	11.89642	-26.11183	-13.35163	7.50068	5.61570	1.80412	11.18787
19	-2.92831	-0.00000	0.00000	-2.26514	0.00000	-0.00000	-6.33990	-5.12168	23.87266	14.41141	1.65250	-22.14004	-12.51212	-1.66601	0.00011	-9.10744	-1.14141	-0.00019	23.73474	10.76630	12.80489	0.32327	6.87478	-17.20956	17.72788	13.87185	0.58894	22.37545	-7.36193	20.14930	131.87384	0.01505	-118.21523	123.77467	0.02198	123.52888	-23.08081	-14.73072	-0.00602	-32.02859	-0.90110	0.00848	-4.66898	-10.03542	11.30423	-26.50065	-13.48302	6.80061	5.61579	1.81836	11.35123
20	-3.31256	0.00000	-0.00000	-2.69919	0.00000	0.00000	-6.18577	-5.22212	24.37431	14.62449	1.58354	-22.18058	-12.46384	-1.66952	0.00007	-9.18430	-0.96230	-0.00014	23.75082	10.62828	12.32733	0.36689	6.72018	-17.04833	17.46670	13.74394	0.48756	22.27641	-7.57465	19.75297	130.82751	0.01364	-117.08842	122.75831	-0.00110	124.76640	-23.37894	-14.14804	-0.00587	-30.88735	0.43531	0.02100	-4.84877	-10.14301	10.84465	-26.70994	-13.41452	6.32763	5.57916	1.79164	11.44552
21	-3.97403	0.00000	-0.00000	-3.23553	0.00000	-0.00000	-5.87606	-5.31438	24.89893	14.82224	1.61374	-22.38507	-12.44413	-1.73312	0.00004	-9.20430	-0.84608	-0.00007	23.78681	10.55565	11.95725	0.43966	6.60880	-16.71425	17.08478	13.68064	0.63352	22.22094	-7.65448	19.42576	129.67503	-0.00514	-116.43698	121.60267	-0.02451	124.19009	-23.85858	-13.58646	-0.00154	-29.08144	0.71593	-0.00207	-4.91568	-9.97545	10.58877	-26.77266	-13.16520	6.15146	5.59481	1.76434	11.40718
22	-4.39715	0.00000	-0.00000	-3.36896	-0.00000	0.00000	-5.63325	-5.32914	25.14779	14.86868	1.80463	-22.46826	-12.44004	-1.79031	0.00005	-9.13412	-0.86184	-0.00021	23.81037	10.58117	11.92765	0.48755	6.59263	-16.49932	16.51126	13.72125	1.00935	22.07153	-7.66311	19.27739	128.58029	-0.01718	-116.51475	120.30486	-0.02659	122.28490	-24.46721	-13.46556	0.00293	-27.84706	0.04920	-0.00990	-4.91568	-9.75926	10.54184	-26.75591	-12.94733	6.18999	5.65923	1.75922	11.25284
23	-4.31338	0.00000	-0.00000	-2.97143	-0.00000	-0.00000	-5.57540	-5.31934	25.02284	14.70003	1.98946	-22.31800	-12.41809	-1.77805	0.00005	-9.00174	-0.96021	-0.00030	23.69390	10.65729	12.25030	0.37575	6.64735	-16.56324	15.76542	13.84748	1.45227	21.72483	-7.71048	19.27280	127.60252	-0.00982	-116.59081	118.96812	-0.00262	120.12089	-25.20327	-13.62542	0.00090	-27.45983	-0.78240	0.00014	-4.82753	-9.71356	10.69411	-26.65755	-12.96072	6.35039	5.64102	1.76491	11.05002
24	-4.14488	0.00000	-0.00000	-2.55802	0.00000	-0.00000	-5.58594	-5.34476	24.79270	14.44489	1.91864	-22.18837	-12.35739	-1.74064	0.00002	-8.87939	-1.01855	-0.00013	23.43486	10.71738	12.58089	0.11161	6.71733	-16.72947	14.99176	13.97988	1.81145	21.20602	-7.86538	19.27099	126.60931	0.00682	-115.89217	117.68379	0.02282	118.17618	-25.77711	-13.64574	-0.00506	-27.16580	-1.22835	0.00840	-4.60520	-9.87223	11.01327	-26.43532	-13.22496	6.58956	5.48338	1.76151	10.87423
25	-4.46254	0.00000	0.00000	-2.67322	0.00000	-0.00000	-5.52360	-5.36070	24.69043	14.27853	1.58404	-22.34005	-12.26175	-1.73036	-0.00001	-8.81044	-0.97981	0.00000	23.21600	10.72806	12.64135	-0.11132	6.76915	-16.76814	14.33551	14.03082	2.06334	20.64323	-8.11187	19.17378	125.44460	0.01346	-114.45135	116.40487	0.02845	116.11954	-25.64378	-13.38130	-0.00516	-26.21802	-1.35960	0.01153	-4.26987	-10.10538	11.43862	-26.10172	-13.59717	6.90018	5.31203	1.75620	10.77294
26	-5.18982	0.00000	-0.00000	-3.22483	0.00000	0.00000	-5.41292	-5.31677	24.63641	14.23762	1.27228	-22.65391	-12.15105	-1.72325	0.00004	-8.77802	-0.90720	0.00002	23.17597	10.69239	12.52253	-0.15144	6.79612	-16.71735	13.76816	13.96478	2.27350	20.15073	-8.37707	19.03222	124.12582	0.00523	-112.85903	114.98093	0.00449	113.45171	-24.67634	-12.90346	0.00049	-24.68089	-1.62015	0.00384	-3.96392	-10.26100	11.84543	-25.79094	-13.89052	7.22326	5.26203	1.77503	10.73608
27	-5.76801	0.00000	-0.00000	-3.66323	0.00000	0.00000	-5.33082	-5.30454	24.53921	14.25444	1.21832	-22.84649	-12.06204	-1.69213	0.00007	-8.75865	-0.87354	-0.00002	23.26801	10.62510	12.40804	-0.06112	6.78794	-16.71703	13.16828	13.82132	2.45744	19.74131	-8.61153	18.96988	122.76477	-0.00329	-111.36094	113.33046	-0.04534	109.81393	-23.53445	-12.22492	0.00222	-23.07524	-2.41101	-0.01074	-3.89418	-10.30658	12.02040	-25.71696	-13.99684	7.37047	5.31559	1.81872	10.72010
28	-5.85403	0.00000	0.00000	-3.65011	0.00000	0.00000	-5.30942	-5.40677	24.48104	14.27384	1.33615	-22.85292	-12.03070	-1.64542	0.00003	-8.75706	-0.84949	-0.00007	23.39402	10.53370	12.33612	0.04651	6.72455	-16.75785	12.55985	13.69404	2.53891	19.31059	-8.82006	18.99593	121.36810	-0.00641	-109.87151	111.53748	-0.08359	105.39081	-22.92360	-11.54848	-0.00287	-21.62019	-3.62645	-0.01670	-4.16300	-10.34930	11.82019	-25.99937	-13.96325	7.16568	5.38780	1.85229	10.71330
29	-5.52412	0.00000	0.00000	-3.35684	0.00000	0.00000	-5.37446	-5.53416	24.50251	14.29283	1.39499	-22.78973	-12.05421	-1.57062	-0.00001	-8.76781	-0.76052	-0.00008	23.52650	10.41767	12.31555	0.12651	6.61013	-16.77273	12.11200	13.66294	2.46785	18.70643	-9.00352	18.95619	119.81631	-0.00400	-108.42030	109.76083	-0.06261	101.56477	-22.74541	-11.28227	-0.00654	-20.24434	-4.52496	-0.00439	-4.65208	-10.47836	11.39551	-26.51987	-13.92757	6.71674	5.45532	1.84918	10.76090
30	-4.97455	0.00000	0.00000	-3.15081	0.00000	0.00000	-5.53603	-5.59184	24.51457	14.31281	1.32958	-22.68426	-12.09125	-1.44538	-0.00000	-8.76892	-0.62530	-0.00004	23.66400	10.28361	12.38856	0.18800	6.48620	-16.81997	11.87384	13.74077	2.32457	17.90709	-9.13149	18.73089	118.01411	0.00595	-106.93878	108.06501	0.01788	100.40770	-22.41858	-11.39827	-0.00630	-19.09092	-4.24122	0.01164	-5.09629	-10.61914	11.10016	-26.98991	-13.95000	6.38506	5.53568	1.82145	10.89514
31	-4.40978	0.00000	0.00000	-3.21156	0.00000	0.00000	-5.74003	-5.63480	24.51108	14.30188	1.25057	-22.45633	-12.09806	-1.32791	-0.00001	-8.77832	-0.55742	0.00007	23.81899	10.16638	12.45855	0.30119	6.40836	-17.00220	11.64992	13.89619	2.27889	17.14598	-9.20702	18.44527	115.99168	0.01039	-105.29992	106.34071	0.10292	102.72969	-21.70070	-11.37086	-0.00079	-18.51159	-2.52882	0.00547	-5.26534	-10.61388	11.13475	-27.15701	-13.95779	6.41959	5.65413	1.79984	11.03040
32	-4.09823	-0.00000	-0.00000	-3.44724	0.00000	-0.00000	-5.90364	-5.69380	24.60784	14.22973	1.24439	-22.10451	-12.05377	-1.33357	-0.00015	-8.84516	-0.63134	0.00030	24.02994	10.11957	12.31412	0.56529	6.41351	-17.29280	11.22958	14.08623	2.44901	16.72585	-9.29435	18.36476	113.83256	-0.00404	-103.67577	104.39836	0.11580	106.76552	-20.74870	-10.86982	0.00593	-18.64300	-0.12776	-0.01122	-5.12914	-10.40512	11.36484	-26.99156	-13.84836	6.71600	5.83451	1.80487	11.01619
33	-4.20022	0.00000	0.00000	-3.64104	0.00000	0.00000	-5.98698	-5.62442	24.79869	14.11806	1.26255	-21.77088	-11.97651	-1.48533	-0.00023	-8.96213	-0.79804	0.00039	24.28255	10.15892	11.94868	0.94808	6.49219	-17.55908	10.64554	14.25867	2.78266	16.69421	-9.43349	18.55677	111.56870	-0.02488	-102.26626	102.15781	0.02697	109.37740	-19.73741	-10.05177	0.00645	-19.25406	1.75094	-0.01051	-4.92165	-10.08369	11.46446	-26.75037	-13.58650	6.93278	6.03607	1.83605	10.83841
