	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
1319	-4.40935	0.00000	0.00000	-10.20254	0.00000	-0.00000	-20.09862	-9.19093	15.96143	8.66298	3.73004	-16.31008	-17.01727	-5.15120	0.00014	-0.53198	1.13741	-0.00008	28.62063	18.02318	17.45722	1.47020	3.56803	-16.14587	21.16683	16.07626	6.68540	43.15864	-2.98219	42.10757	127.90613	0.00153	-106.99857	121.99899	-0.01424	117.94807	-12.00728	-13.11322	-0.00099	-17.68225	13.56188	0.00551	-6.70338	-9.81707	10.08370	-28.56652	-12.83294	5.73806	3.82750	5.04665	7.83231
1320	-3.74620	0.00000	0.00000	-10.35830	0.00000	-0.00000	-20.23939	-9.02509	15.90402	8.74863	3.80915	-16.45391	-17.08762	-5.14665	0.00005	-0.48476	1.14989	-0.00010	28.63316	17.99153	17.58427	1.36374	3.53842	-16.18255	21.38022	15.98811	6.54338	43.05044	-3.01618	41.95155	127.78765	0.00028	-106.00124	122.23577	-0.00909	122.23266	-12.30534	-12.92966	-0.00100	-17.36108	14.54074	0.00366	-6.74054	-9.64229	10.07353	-28.58935	-12.66699	5.79523	3.79307	5.04987	7.86801
1321	-3.52324	0.00000	0.00000	-10.22583	0.00000	-0.00000	-20.22439	-9.18942	15.57108	8.81886	3.89404	-16.59848	-17.16078	-5.09284	-0.00006	-0.61242	1.12940	0.00009	28.56581	18.09591	17.95914	1.37860	3.54650	-15.99358	21.41650	16.05032	6.71563	43.03460	-2.92347	42.00838	127.78845	-0.00149	-104.95651	122.50608	0.00499	122.79109	-12.45739	-12.71846	-0.00145	-17.06280	14.75200	0.00069	-6.70942	-9.54601	10.03509	-28.55169	-12.56351	5.79589	3.71781	5.10762	7.94471
1322	-3.71591	0.00000	0.00000	-9.80636	0.00000	-0.00000	-20.07453	-9.57615	15.13549	8.81802	4.03847	-16.59442	-17.25622	-5.00866	-0.00014	-0.86319	1.05998	0.00032	28.43885	18.26200	18.46302	1.46190	3.56761	-15.79045	21.28450	16.22747	7.10163	43.08245	-2.78148	42.18154	127.89552	-0.00146	-104.04626	122.74134	0.00971	120.09011	-12.29505	-12.49525	-0.00147	-16.84396	14.19683	0.00011	-6.67880	-9.55617	9.89862	-28.52706	-12.52287	5.66405	3.61307	5.17742	8.06761
1323	-4.13198	0.00000	-0.00000	-9.52575	-0.00000	0.00000	-19.89150	-9.81754	14.89953	8.80837	4.13107	-16.42748	-17.39830	-4.94809	-0.00012	-1.11987	0.96634	0.00026	28.36035	18.36015	18.81955	1.53289	3.57255	-15.77348	21.14575	16.38269	7.42405	43.09935	-2.71057	42.31484	128.00198	-0.00021	-103.41318	122.92970	0.00521	116.43653	-11.86085	-12.39620	-0.00157	-16.59573	13.26402	-0.00113	-6.72712	-9.64105	9.67391	-28.59059	-12.51918	5.42103	3.52165	5.21284	8.18004
1324	-4.63561	0.00000	0.00000	-9.75074	0.00000	-0.00000	-19.70137	-9.75829	15.04568	8.89804	3.99749	-16.23796	-17.61133	-4.94391	-0.00004	-1.30687	0.90266	0.00001	28.42088	18.34217	18.88673	1.56660	3.54888	-15.91793	21.12367	16.42044	7.48328	43.05862	-2.71241	42.31298	128.02263	0.00042	-102.94888	123.10985	0.00153	113.49987	-11.51579	-12.41301	-0.00137	-16.08459	12.32443	-0.00331	-6.83238	-9.72444	9.52726	-28.70790	-12.54270	5.25178	3.48132	5.20046	8.19284
1325	-5.14978	0.00000	0.00000	-10.37262	0.00000	-0.00000	-19.47596	-9.60289	15.47020	9.10550	3.63025	-16.14771	-17.88003	-4.99937	0.00007	-1.45331	0.89409	-0.00013	28.58721	18.29099	18.78377	1.60857	3.50830	-16.04659	21.18463	16.35880	7.35550	43.07435	-2.69689	42.18312	127.98495	0.00043	-102.65340	123.30300	0.00008	111.65282	-11.55339	-12.41332	-0.00166	-15.31365	11.68903	0.00004	-6.86845	-9.75189	9.60713	-28.74347	-12.59751	5.31614	3.48075	5.17503	8.07360
1326	-5.56591	-0.00000	-0.00000	-11.09691	0.00000	0.00000	-19.25085	-9.55443	15.94038	9.39540	3.23065	-16.21540	-18.12908	-5.12762	0.00013	-1.63827	0.91356	-0.00009	28.74351	18.29908	18.65579	1.70774	3.45651	-16.02493	21.20734	16.29887	7.25034	43.25811	-2.61462	42.03239	127.99568	0.00158	-102.79488	123.46252	-0.00108	111.11709	-11.89540	-12.41970	-0.00249	-14.78546	11.62244	0.00421	-6.74461	-9.71511	9.86394	-28.60736	-12.65766	5.57091	3.48397	5.16301	7.88819
1327	-5.75038	0.00000	0.00000	-11.63389	0.00000	-0.00000	-19.13248	-9.55082	16.23829	9.70645	3.02689	-16.38426	-18.28863	-5.31224	-0.00002	-1.89242	0.92214	0.00003	28.79478	18.35986	18.58224	1.84960	3.37000	-15.88636	21.12551	16.32050	7.26917	43.56349	-2.50436	42.00375	128.11552	0.00351	-103.47906	123.52395	-0.00023	112.04442	-12.16713	-12.62447	-0.00351	-15.08009	12.12052	-0.00009	-6.51834	-9.63741	10.11615	-28.36511	-12.67809	5.83706	3.46619	5.14517	7.76276
1328	-5.62326	0.00000	0.00000	-11.71556	0.00000	-0.00000	-19.14825	-9.49911	16.22909	9.93332	3.10506	-16.46154	-18.37896	-5.45955	-0.00017	-2.18591	0.91553	0.00003	28.72670	18.43107	18.67025	1.98077	3.23911	-15.77640	20.98252	16.40678	7.39185	43.84825	-2.43233	42.16787	128.28815	0.00284	-104.18485	123.48443	0.00157	113.65636	-12.09351	-13.02086	-0.00399	-16.26948	12.84016	-0.00379	-6.32441	-9.56384	10.23517	-28.16040	-12.65347	5.97677	3.41226	5.12434	7.79259
1329	-5.22549	0.00000	0.00000	-11.31120	0.00000	-0.00000	-19.21006	-9.44111	15.99023	9.99675	3.38635	-16.30523	-18.47508	-5.49070	-0.00020	-2.48855	0.91007	-0.00004	28.62626	18.52312	18.93500	2.10739	3.11516	-15.78490	20.86821	16.49300	7.55293	44.01828	-2.42016	42.45950	128.40388	0.00071	-104.22688	123.41071	0.00208	114.62019	-11.88339	-13.33737	-0.00201	-17.81573	13.36331	0.00065	-6.24086	-9.52553	10.23041	-28.07385	-12.61616	5.98690	3.34231	5.16307	7.96524
1330	-4.70234	0.00000	-0.00000	-10.64103	0.00000	-0.00000	-19.27939	-9.37610	15.72686	9.89891	3.69304	-15.99847	-18.60383	-5.42171	-0.00017	-2.77449	0.89738	-0.00002	28.61703	18.65492	19.22286	2.28805	3.07019	-15.86482	20.83658	16.56297	7.65829	44.07763	-2.42813	42.73507	128.41246	-0.00013	-103.76990	123.38194	0.00213	114.45629	-11.94988	-13.48285	-0.00011	-18.92582	13.49577	0.00342	-6.26552	-9.51428	10.18851	-28.09922	-12.59034	5.95188	3.30746	5.29546	8.16740
1331	-4.17923	0.00000	0.00000	-9.96452	0.00000	-0.00000	-19.40728	-9.28604	15.52222	9.71259	3.85186	-15.78774	-18.74171	-5.29670	-0.00016	-2.98243	0.84841	-0.00000	28.72787	18.78461	19.42309	2.49795	3.12047	-15.89128	20.87915	16.64476	7.64980	44.09000	-2.39800	42.90429	128.36139	-0.00034	-103.61664	123.43518	-0.00084	114.33250	-12.29466	-13.68157	-0.00002	-19.17413	13.43180	0.00052	-6.36933	-9.53044	10.17023	-28.20508	-12.59864	5.92858	3.30333	5.46237	8.26291
1332	-3.62977	0.00000	0.00000	-9.43534	0.00000	-0.00000	-19.61792	-9.22371	15.33945	9.54909	3.81099	-15.80882	-18.87385	-5.14595	-0.00016	-3.06778	0.76119	-0.00006	28.87150	18.84439	19.56900	2.63131	3.20286	-15.80475	20.93986	16.74202	7.57674	44.10397	-2.32374	42.98035	128.33899	-0.00003	-104.03817	123.56165	-0.00763	115.90962	-12.57732	-14.09193	-0.00180	-18.85077	13.59753	-0.00110	-6.51684	-9.61149	10.17476	-28.35918	-12.67554	5.90192	3.26647	5.57371	8.19786
1333	-3.03352	0.00000	0.00000	-9.15774	0.00000	-0.00000	-19.83996	-9.18107	15.23618	9.49939	3.66172	-15.93770	-18.99393	-5.03386	-0.00005	-3.09079	0.67689	-0.00009	28.96018	18.82095	19.65195	2.66862	3.22516	-15.65775	20.94990	16.83728	7.54776	44.12228	-2.26561	43.01135	128.38521	0.00026	-104.59550	123.72462	-0.00896	118.55755	-12.64116	-14.53958	-0.00290	-18.52557	13.90410	-0.00348	-6.64222	-9.77593	10.17708	-28.49832	-12.82902	5.84136	3.17665	5.60016	8.05563
1334	-2.68204	0.00000	-0.00000	-9.26113	-0.00000	-0.00000	-19.91714	-9.11848	15.37892	9.55809	3.48755	-15.99407	-19.08323	-5.04030	0.00008	-3.16276	0.64151	-0.00011	28.98232	18.78378	19.52776	2.71621	3.16420	-15.47989	20.86263	16.93056	7.65104	44.17108	-2.26762	43.03910	128.47212	0.00040	-105.08392	123.86969	-0.00253	119.07465	-12.55084	-14.73864	-0.00161	-18.34286	13.57951	-0.00971	-6.66078	-9.97684	10.18829	-28.53362	-13.01959	5.77511	3.07606	5.59919	7.98138
1335	-2.99983	0.00000	0.00000	-9.66225	-0.00000	0.00000	-19.71600	-9.07940	15.80137	9.60662	3.25625	-15.93420	-19.12848	-5.17563	0.00008	-3.32343	0.65968	-0.00017	28.97606	18.84486	19.11519	2.87842	3.10323	-15.21488	20.67474	17.02132	7.92184	44.34300	-2.30489	43.12625	128.56775	0.00070	-105.80224	123.96272	0.00136	115.76472	-12.35354	-14.65730	0.00005	-18.10676	12.39133	-0.01556	-6.55093	-10.12266	10.26491	-28.43350	-13.18302	5.79120	3.00004	5.66777	8.06006
1336	-3.97443	0.00000	0.00000	-10.00873	0.00000	-0.00000	-19.28208	-9.12104	16.31130	9.56865	2.97607	-15.80229	-19.14804	-5.35728	0.00005	-3.54136	0.69104	-0.00011	28.98324	19.05517	18.59155	3.16392	3.12656	-14.85872	20.44022	17.08941	8.30866	44.66690	-2.33724	43.31573	128.66772	0.00012	-106.63201	124.02019	0.00032	111.22306	-12.14937	-14.45047	0.00001	-17.89198	11.22885	-0.01182	-6.41241	-10.14790	10.41533	-28.29137	-13.26163	5.92268	2.95037	5.84260	8.28103
1337	-5.00103	0.00000	-0.00000	-10.06696	-0.00000	-0.00000	-18.86012	-9.22366	16.67416	9.55190	2.83780	-15.61382	-19.18325	-5.45813	-0.00003	-3.78418	0.68807	0.00008	29.01911	19.30981	18.30692	3.48327	3.19161	-14.59921	20.25556	17.12373	8.66799	44.97377	-2.34412	43.54159	128.75594	-0.00104	-106.79508	124.07051	-0.00179	109.57897	-12.14871	-14.21258	-0.00119	-17.87479	10.95795	-0.00232	-6.40401	-10.09703	10.53749	-28.27367	-13.25923	6.05682	2.91761	6.03677	8.56203
1338	-5.41661	0.00000	0.00000	-9.84724	-0.00000	0.00000	-18.68115	-9.33254	16.80899	9.68911	3.03857	-15.31679	-19.25928	-5.39776	-0.00020	-4.01323	0.62677	0.00020	29.05081	19.43668	18.48408	3.70896	3.18039	-14.69009	20.19688	17.13953	8.85994	45.04226	-2.29120	43.67044	128.78084	-0.00026	-105.91767	124.10600	-0.00149	112.12386	-12.49403	-14.04351	-0.00086	-17.76138	11.54072	0.00915	-6.58944	-10.10609	10.56045	-28.45897	-13.27604	6.07490	2.89207	6.12364	8.80859
1339	-5.08903	0.00000	0.00000	-9.37182	0.00000	-0.00000	-18.75757	-9.41036	16.78507	9.91374	3.53260	-14.87032	-19.35522	-5.21331	-0.00021	-4.15638	0.51096	0.00006	29.03160	19.40688	19.00104	3.78039	3.07451	-15.15731	20.25943	17.16084	8.87201	44.87798	-2.14910	43.64821	128.69604	0.00187	-104.55067	124.11691	-0.00018	116.60250	-13.14715	-14.09129	0.00170	-17.17269	12.46881	0.01544	-6.84664	-10.24065	10.59469	-28.72670	-13.41348	6.05552	2.86629	6.08489	8.99494
1340	-4.37506	0.00000	0.00000	-8.64721	0.00000	-0.00000	-18.97654	-9.36024	16.64812	10.04880	4.03265	-14.31160	-19.41142	-5.00688	0.00002	-4.16719	0.37426	-0.00018	28.97109	19.33971	19.51458	3.75838	2.97452	-15.78900	20.36908	17.20682	8.81981	44.71119	-1.96549	43.54724	128.52083	0.00215	-103.49658	124.13592	-0.00063	119.81552	-13.87613	-14.33678	0.00225	-16.38358	13.30645	0.00857	-6.98486	-10.40403	10.79265	-28.87157	-13.63767	6.17877	2.84651	6.01436	9.15089
1341	-3.68351	0.00000	0.00000	-7.89863	0.00000	0.00000	-19.24855	-9.11391	16.42873	10.05511	4.23874	-13.80922	-19.37207	-4.85100	0.00020	-4.08870	0.27317	-0.00017	28.92021	19.32238	19.77860	3.74834	2.94872	-16.33098	20.45313	17.28336	8.83075	44.71309	-1.82637	43.47862	128.35503	0.00123	-103.31131	124.18597	-0.00082	120.05661	-14.28664	-14.62063	-0.00082	-16.15395	13.61099	0.00415	-6.94552	-10.47709	11.13641	-28.82450	-13.83147	6.47368	2.83806	5.98798	9.29306
1342	-3.22675	0.00000	0.00000	-7.45218	-0.00000	0.00000	-19.48637	-8.82984	16.29335	10.03376	4.05963	-13.67473	-19.23394	-4.77276	0.00013	-4.00113	0.24546	-0.00002	28.88300	19.34292	19.81082	3.78617	2.95826	-16.58921	20.48516	17.37505	8.96021	44.83480	-1.73049	43.50205	128.30838	0.00213	-104.14315	124.24014	-0.00018	117.28410	-14.12210	-14.90684	-0.00399	-16.96616	12.93334	0.02155	-6.80390	-10.48098	11.50494	-28.66704	-13.97007	6.81864	2.81922	5.99013	9.42714
1343	-3.02208	0.00000	0.00000	-7.27213	0.00000	-0.00000	-19.61727	-8.72539	16.42115	10.04354	3.62349	-14.15421	-19.05691	-4.76763	-0.00004	-3.93929	0.27289	0.00006	28.80739	19.35647	19.78571	3.82751	2.92277	-16.55677	20.48053	17.45823	9.19359	44.93011	-1.59743	43.60223	128.38350	0.00271	-105.43733	124.28756	0.00242	112.36502	-13.62525	-15.21521	-0.00399	-18.54931	11.31476	0.03593	-6.61545	-10.51586	11.84178	-28.46630	-14.12576	7.12211	2.76048	5.96063	9.56504
1344	-2.99564	0.00000	0.00000	-7.07194	0.00000	-0.00000	-19.63506	-8.85273	16.80292	10.09996	3.12317	-15.23615	-18.91598	-4.79946	-0.00005	-3.89674	0.31064	0.00005	28.66773	19.33843	19.79666	3.82009	2.80651	-16.46105	20.48445	17.51529	9.46823	44.94134	-1.39955	43.73143	128.46016	0.00099	-106.40567	124.35796	0.00486	107.13457	-13.30307	-15.43482	-0.00180	-20.16076	9.48059	0.01798	-6.37487	-10.61176	12.14648	-28.22015	-14.32625	7.37211	2.65590	5.87760	9.70415
1345	-3.08549	-0.00000	-0.00000	-6.78944	-0.00000	0.00000	-19.58566	-9.14011	17.27173	10.25036	2.70630	-16.67946	-18.83556	-4.81221	0.00008	-3.86432	0.32359	0.00003	28.50949	19.29880	19.78283	3.76810	2.65304	-16.55395	20.54734	17.53220	9.70617	44.93053	-1.20236	43.86864	128.42520	-0.00052	-106.90841	124.45323	0.00201	104.22800	-13.29486	-15.45596	-0.00076	-21.22386	8.35984	-0.00795	-6.09810	-10.71890	12.38559	-27.94179	-14.51312	7.55615	2.53217	5.78691	9.83501
1346	-3.32479	0.00000	0.00000	-6.57229	0.00000	-0.00000	-19.50893	-9.45323	17.67050	10.48790	2.46866	-18.12298	-18.77642	-4.78782	0.00018	-3.83942	0.27173	-0.00000	28.40726	19.29743	19.65244	3.75114	2.56330	-16.86771	20.66729	17.51668	9.88852	44.97589	-1.07841	44.02484	128.27867	-0.00062	-107.30307	124.53304	-0.00153	105.25262	-13.23329	-15.32996	-0.00024	-21.48113	8.49151	-0.00608	-5.86737	-10.78115	12.48953	-27.71185	-14.60890	7.63015	2.45803	5.76930	9.98332
1347	-3.85469	0.00000	0.00000	-6.55668	0.00000	0.00000	-19.36773	-9.69505	18.00896	10.70720	2.43385	-19.26583	-18.68165	-4.79555	0.00002	-3.82249	0.14407	-0.00002	28.38558	19.42344	19.37127	3.85839	2.61276	-17.18614	20.75889	17.51855	10.09477	45.10876	-1.03656	44.21676	128.11256	0.00067	-107.72543	124.55994	-0.00043	109.05394	-12.75956	-15.18497	-0.00008	-20.97321	9.64987	0.01479	-5.78509	-10.77062	12.43350	-27.63137	-14.57864	7.58140	2.50833	5.87930	10.20160
1348	-4.69975	-0.00000	-0.00000	-6.85244	0.00000	0.00000	-19.09249	-9.90586	18.44207	10.84326	2.50957	-20.05167	-18.53257	-4.91766	-0.00031	-3.81853	0.01937	-0.00003	28.40062	19.68843	18.95504	4.07798	2.76501	-17.26827	20.71286	17.57496	10.41407	45.32528	-1.03753	44.45665	128.04271	0.00134	-107.88629	124.51503	-0.00001	112.36534	-12.01215	-15.12362	-0.00118	-20.40362	10.83265	0.02552	-5.87958	-10.71844	12.30224	-27.72738	-14.48222	7.47781	2.67178	6.08791	10.48438
1349	-5.45873	0.00000	0.00000	-7.46129	0.00000	0.00000	-18.77682	-10.14473	18.99901	10.95642	2.54374	-20.60363	-18.38500	-5.09127	-0.00040	-3.83497	0.00262	-0.00006	28.41467	19.94499	18.51048	4.27549	2.88908	-17.14490	20.48916	17.64701	10.82455	45.55360	-1.03801	44.73550	128.15517	-0.00195	-107.38203	124.40591	-0.00403	112.62020	-11.52613	-15.23937	-0.00091	-20.85482	10.94037	0.04236	-6.03987	-10.74443	12.26072	-27.89222	-14.49115	7.42872	2.83015	6.28589	10.70561
1350	-5.52403	0.00000	-0.00000	-8.15664	0.00000	0.00000	-18.68405	-10.35126	19.40549	11.11504	2.45669	-20.99116	-18.35177	-5.10160	-0.00071	-3.86341	0.10638	-0.00006	28.43700	20.00415	18.27664	4.29464	2.88484	-17.12790	20.15195	17.67621	11.20293	45.65687	-1.00149	45.00251	128.44250	-0.00657	-106.12894	124.27658	-0.00507	110.49688	-11.68899	-15.58260	0.00266	-22.44740	9.93151	0.05303	-6.09427	-10.96445	12.40025	-27.96109	-14.74638	7.47549	2.86010	6.37740	10.70517
1351	-4.86334	0.00000	0.00000	-8.68402	0.00000	-0.00000	-18.88768	-10.45040	19.40496	11.28142	2.30742	-21.21835	-18.49286	-4.83926	-0.00145	-3.87449	0.24597	0.00002	28.46920	19.85443	18.41226	4.10050	2.77717	-17.41093	19.84479	17.66655	11.43040	45.58366	-0.90509	45.18334	128.76363	-0.00575	-104.64306	124.18439	-0.00137	108.92683	-12.36543	-16.06681	0.00449	-23.96984	8.98021	0.02738	-5.99644	-11.31501	12.60994	-27.88769	-15.14836	7.53789	2.74657	6.36247	10.48819
1352	-4.20091	-0.00000	-0.00000	-8.93387	-0.00000	-0.00000	-19.09710	-10.48234	19.14902	11.33245	2.24874	-21.35408	-18.70638	-4.48879	-0.00118	-3.84474	0.32609	0.00003	28.46622	19.67248	18.76640	3.83849	2.65954	-17.80394	19.71690	17.65368	11.47236	45.45152	-0.76290	45.22971	128.93195	-0.00197	-103.79127	124.15609	0.00049	109.45109	-13.06002	-16.51035	0.00171	-24.20844	9.03992	0.01248	-5.84458	-11.55853	12.70786	-27.75572	-15.41010	7.53603	2.59205	6.29590	10.27235
1353	-4.17036	-0.00000	-0.00000	-8.82731	0.00000	-0.00000	-19.03368	-10.50933	18.98769	11.12434	2.40790	-21.46731	-18.79678	-4.34208	-0.00055	-3.77150	0.30471	-0.00008	28.39125	19.62560	19.04381	3.72173	2.59069	-18.01422	19.79329	17.65418	11.41923	45.41491	-0.62161	45.16205	128.89287	-0.00106	-103.93610	124.16756	0.00004	110.96889	-13.37004	-16.76982	-0.00076	-23.05053	9.81016	0.01601	-5.69990	-11.50660	12.67003	-27.60761	-15.34809	7.52046	2.52477	6.21312	10.26319
1354	-4.70520	-0.00000	-0.00000	-8.41897	0.00000	-0.00000	-18.75112	-10.55527	19.03546	10.58934	2.75577	-21.54582	-18.67593	-4.48518	-0.00073	-3.66013	0.21316	-0.00014	28.27158	19.73751	19.14208	3.83588	2.57151	-17.97772	19.91731	17.67500	11.44724	45.50766	-0.52612	45.05975	128.77596	-0.00095	-104.44934	124.17356	-0.00068	111.58989	-13.25473	-16.78182	0.00013	-21.25119	10.37843	0.00561	-5.53858	-11.17846	12.61734	-27.41573	-15.02435	7.59757	2.59616	6.12951	10.45241
1355	-5.33740	0.00000	0.00000	-8.05826	0.00000	0.00000	-18.48570	-10.64286	19.15623	9.82825	3.06972	-21.59452	-18.45746	-4.75151	-0.00053	-3.52822	0.14854	-0.00001	28.18027	19.89728	19.18027	4.07136	2.55342	-17.81965	19.90992	17.70060	11.64119	45.62998	-0.50921	44.99871	128.74272	-0.00123	-104.41526	124.16302	-0.00096	110.53183	-12.99233	-16.55915	0.00111	-19.56687	10.26090	-0.00757	-5.38403	-10.76904	12.63398	-27.21995	-14.65044	7.77094	2.75195	6.05833	10.67397
1356	-5.66705	0.00000	0.00000	-8.04733	0.00000	-0.00000	-18.40350	-10.67742	19.21420	9.07303	3.09726	-21.66044	-18.34671	-4.93020	0.00003	-3.42943	0.19770	0.00008	28.19554	19.96911	19.24343	4.25606	2.48665	-17.71760	19.78445	17.68362	11.86859	45.66891	-0.59094	45.01345	128.82019	-0.00213	-103.61237	124.15952	-0.00032	108.59999	-12.97582	-16.17902	-0.00095	-18.45271	9.66230	-0.00427	-5.32431	-10.52078	12.69476	-27.13313	-14.44218	7.92357	2.89090	6.01444	10.77892
1357	-5.51473	-0.00000	-0.00000	-8.29049	0.00000	0.00000	-18.50977	-10.53685	19.19515	8.54121	2.80966	-21.71459	-18.45950	-4.92251	-0.00030	-3.43298	0.33449	-0.00007	28.33569	19.92054	19.33008	4.30561	2.39549	-17.82903	19.72085	17.61722	11.92000	45.61718	-0.74097	45.09992	128.91451	-0.00154	-102.62021	124.16952	0.00031	107.28229	-13.38577	-15.75073	-0.00326	-18.39492	9.12765	0.00253	-5.38753	-10.55593	12.74703	-27.19696	-14.49390	7.95935	2.93453	6.00539	10.74037
1358	-4.97300	-0.00000	-0.00000	-8.51058	0.00000	-0.00000	-18.70679	-10.30589	19.14855	8.30879	2.43002	-21.64566	-18.73713	-4.75826	-0.00094	-3.55179	0.44052	-0.00006	28.52905	19.82371	19.48226	4.25195	2.34843	-18.19450	19.82321	17.55800	11.76344	45.55239	-0.87305	45.22231	128.96317	-0.00030	-102.16370	124.17231	0.00086	107.58679	-13.93464	-15.44370	-0.00242	-19.61350	9.15494	-0.00866	-5.49143	-10.77684	12.77770	-27.32064	-14.71019	7.90342	2.87469	6.01479	10.61907
