	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
111	0.00000	0.00000	0.14370	0.00000	0.00000	-1.99321
112	0.00000	0.00000	0.14336	0.00000	0.00000	-1.99272
113	0.00000	0.00000	0.14302	0.00000	0.00000	-1.99227
114	0.00000	0.00000	0.14268	0.00000	0.00000	-1.99185
115	0.00000	0.00000	0.14234	0.00000	0.00000	-1.99147
116	0.00000	0.00000	0.14199	0.00000	0.00000	-1.99112
117	0.00000	0.00000	0.14164	0.00000	0.00000	-1.99080
118	0.00000	0.00000	0.14129	0.00000	0.00000	-1.99052
119	0.00000	0.00000	0.14094	0.00000	0.00000	-1.99027
120	0.00000	0.00000	0.14058	0.00000	0.00000	-1.99006
121	0.00000	0.00000	0.14023	0.00000	0.00000	-1.98989
122	0.00000	0.00000	0.13988	0.00000	0.00000	-1.98974
123	0.00000	0.00000	0.13952	0.00000	0.00000	-1.98963
124	0.00000	0.00000	0.13917	0.00000	0.00000	-1.98956
125	0.00000	0.00000	0.13882	0.00000	0.00000	-1.98952
126	0.00000	0.00000	0.13847	0.00000	0.00000	-1.98951
127	0.00000	0.00000	0.13813	0.00000	0.00000	-1.98954
128	0.00000	0.00000	0.13779	0.00000	0.00000	-1.98960
129	0.00000	0.00000	0.13746	0.00000	0.00000	-1.98969
130	0.00000	0.00000	0.13713	0.00000	0.00000	-1.98982
131	0.00000	0.00000	0.13681	0.00000	0.00000	-1.98999
132	0.00000	0.00000	0.13650	0.00000	0.00000	-1.99018
133	0.00000	0.00000	0.13619	0.00000	0.00000	-1.99041
134	0.00000	0.00000	0.13589	0.00000	0.00000	-1.99068
135	0.00000	0.00000	0.13559	0.00000	0.00000	-1.99098
136	0.00000	0.00000	0.13531	0.00000	0.00000	-1.99132
137	0.00000	0.00000	0.13503	0.00000	0.00000	-1.99169
138	0.00000	0.00000	0.13477	0.00000	0.00000	-1.99210
139	0.00000	0.00000	0.13451	0.00000	0.00000	-1.99254
140	0.00000	0.00000	0.13426	0.00000	0.00000	-1.99301
141	0.00000	0.00000	0.13402	0.00000	0.00000	-1.99352
142	0.00000	0.00000	0.13379	0.00000	0.00000	-1.99407
143	0.00000	0.00000	0.13357	0.00000	0.00000	-1.99465
144	0.00000	0.00000	0.13336	0.00000	0.00000	-1.99527
145	0.00000	0.00000	0.13316	0.00000	0.00000	-1.99592
146	0.00000	0.00000	0.13297	0.00000	0.00000	-1.99660
147	0.00000	0.00000	0.13279	0.00000	0.00000	-1.99733
148	0.00000	0.00000	0.13262	0.00000	0.00000	-1.99808
149	0.00000	0.00000	0.13245	0.00000	0.00000	-1.99887
150	0.00000	0.00000	0.13230	0.00000	0.00000	-1.99969
151	0.00000	0.00000	0.13216	0.00000	0.00000	-2.00054
152	0.00000	0.00000	0.13203	0.00000	0.00000	-2.00143
153	0.00000	0.00000	0.13190	0.00000	0.00000	-2.00235
154	0.00000	0.00000	0.13179	0.00000	0.00000	-2.00329
155	0.00000	0.00000	0.13168	0.00000	0.00000	-2.00427
156	0.00000	0.00000	0.13158	0.00000	0.00000	-2.00528
157	0.00000	0.00000	0.13149	0.00000	0.00000	-2.00631
158	0.00000	0.00000	0.13141	0.00000	0.00000	-2.00737
159	0.00000	0.00000	0.13133	0.00000	0.00000	-2.00846
160	0.00000	0.00000	0.13126	0.00000	0.00000	-2.00957
161	0.00000	0.00000	0.13119	0.00000	0.00000	-2.01070
162	0.00000	0.00000	0.13113	0.00000	0.00000	-2.01185
163	0.00000	0.00000	0.13106	0.00000	0.00000	-2.01302
164	0.00000	0.00000	0.13101	0.00000	0.00000	-2.01420
165	0.00000	0.00000	0.13095	0.00000	0.00000	-2.01540
166	0.00000	0.00000	0.13089	0.00000	0.00000	-2.01662
167	0.00000	0.00000	0.13083	0.00000	0.00000	-2.01785
168	0.00000	0.00000	0.13078	0.00000	0.00000	-2.01909
169	0.00000	0.00000	0.13072	0.00000	0.00000	-2.02035
170	0.00000	0.00000	0.13066	0.00000	0.00000	-2.02161
171	0.00000	0.00000	0.13059	0.00000	0.00000	-2.02288
172	0.00000	0.00000	0.13053	0.00000	0.00000	-2.02416
173	0.00000	0.00000	0.13046	0.00000	0.00000	-2.02544
174	0.00000	0.00000	0.13038	0.00000	0.00000	-2.02673
175	0.00000	0.00000	0.13031	0.00000	0.00000	-2.02803
176	0.00000	0.00000	0.13022	0.00000	0.00000	-2.02933
177	0.00000	0.00000	0.13014	0.00000	0.00000	-2.03063
178	0.00000	0.00000	0.13005	0.00000	0.00000	-2.03193
179	0.00000	0.00000	0.12995	0.00000	0.00000	-2.03323
180	0.00000	0.00000	0.12986	0.00000	0.00000	-2.03453
181	0.00000	0.00000	0.12976	0.00000	0.00000	-2.03583
182	0.00000	0.00000	0.12965	0.00000	0.00000	-2.03713
183	0.00000	0.00000	0.12954	0.00000	0.00000	-2.03843
184	0.00000	0.00000	0.12944	0.00000	0.00000	-2.03973
185	0.00000	0.00000	0.12933	0.00000	0.00000	-2.04102
186	0.00000	0.00000	0.12922	0.00000	0.00000	-2.04231
187	0.00000	0.00000	0.12912	0.00000	0.00000	-2.04360
188	0.00000	0.00000	0.12902	0.00000	0.00000	-2.04489
189	0.00000	0.00000	0.12892	0.00000	0.00000	-2.04617
190	0.00000	0.00000	0.12883	0.00000	0.00000	-2.04745
191	0.00000	0.00000	0.12875	0.00000	0.00000	-2.04873
192	0.00000	0.00000	0.12867	0.00000	0.00000	-2.05001
193	0.00000	0.00000	0.12860	0.00000	0.00000	-2.05128
194	0.00000	0.00000	0.12854	0.00000	0.00000	-2.05255
195	0.00000	0.00000	0.12849	0.00000	0.00000	-2.05381
196	0.00000	0.00000	0.12845	0.00000	0.00000	-2.05507
197	0.00000	0.00000	0.12842	0.00000	0.00000	-2.05632
198	0.00000	0.00000	0.12840	0.00000	0.00000	-2.05757
199	0.00000	0.00000	0.12839	0.00000	0.00000	-2.05882
200	0.00000	0.00000	0.12840	0.00000	0.00000	-2.06005
201	0.00000	0.00000	0.12841	0.00000	0.00000	-2.06129
202	0.00000	0.00000	0.12844	0.00000	0.00000	-2.06252
203	0.00000	0.00000	0.12847	0.00000	0.00000	-2.06375
204	0.00000	0.00000	0.12852	0.00000	0.00000	-2.06497
205	0.00000	0.00000	0.12857	0.00000	0.00000	-2.06620
206	0.00000	0.00000	0.12864	0.00000	0.00000	-2.06742
207	0.00000	0.00000	0.12872	0.00000	0.00000	-2.06865
208	0.00000	0.00000	0.12880	0.00000	0.00000	-2.06988
209	0.00000	0.00000	0.12889	0.00000	0.00000	-2.07111
210	0.00000	0.00000	0.12899	0.00000	0.00000	-2.07235
211	0.00000	0.00000	0.12910	0.00000	0.00000	-2.07360
212	0.00000	0.00000	0.12922	0.00000	0.00000	-2.07485
213	0.00000	0.00000	0.12935	0.00000	0.00000	-2.07611
214	0.00000	0.00000	0.12949	0.00000	0.00000	-2.07737
215	0.00000	0.00000	0.12963	0.00000	0.00000	-2.07865
216	0.00000	0.00000	0.12979	0.00000	0.00000	-2.07994
217	0.00000	0.00000	0.12995	0.00000	0.00000	-2.08124
218	0.00000	0.00000	0.13012	0.00000	0.00000	-2.08256
219	0.00000	0.00000	0.13030	0.00000	0.00000	-2.08389
220	0.00000	0.00000	0.13049	0.00000	0.00000	-2.08523
221	0.00000	0.00000	0.13069	0.00000	0.00000	-2.08658
222	0.00000	0.00000	0.13090	0.00000	0.00000	-2.08794
223	0.00000	0.00000	0.13111	0.00000	0.00000	-2.08931
224	0.00000	0.00000	0.13134	0.00000	0.00000	-2.09069
225	0.00000	0.00000	0.13157	0.00000	0.00000	-2.09207
226	0.00000	0.00000	0.13181	0.00000	0.00000	-2.09346
227	0.00000	0.00000	0.13205	0.00000	0.00000	-2.09486
228	0.00000	0.00000	0.13231	0.00000	0.00000	-2.09626
229	0.00000	0.00000	0.13257	0.00000	0.00000	-2.09767
230	0.00000	0.00000	0.13284	0.00000	0.00000	-2.09907
231	0.00000	0.00000	0.13312	0.00000	0.00000	-2.10048
232	0.00000	0.00000	0.13340	0.00000	0.00000	-2.10189
233	0.00000	0.00000	0.13369	0.00000	0.00000	-2.10329
234	0.00000	0.00000	0.13399	0.00000	0.00000	-2.10469
235	0.00000	0.00000	0.13430	0.00000	0.00000	-2.10609
236	0.00000	0.00000	0.13461	0.00000	0.00000	-2.10748
237	0.00000	0.00000	0.13492	0.00000	0.00000	-2.10886
238	0.00000	0.00000	0.13524	0.00000	0.00000	-2.11024
239	0.00000	0.00000	0.13556	0.00000	0.00000	-2.11161
240	0.00000	0.00000	0.13589	0.00000	0.00000	-2.11297
241	0.00000	0.00000	0.13621	0.00000	0.00000	-2.11433
242	0.00000	0.00000	0.13653	0.00000	0.00000	-2.11568
243	0.00000	0.00000	0.13684	0.00000	0.00000	-2.11701
244	0.00000	0.00000	0.13715	0.00000	0.00000	-2.11834
245	0.00000	0.00000	0.13745	0.00000	0.00000	-2.11966
246	0.00000	0.00000	0.13775	0.00000	0.00000	-2.12097
247	0.00000	0.00000	0.13804	0.00000	0.00000	-2.12227
248	0.00000	0.00000	0.13832	0.00000	0.00000	-2.12356
249	0.00000	0.00000	0.13858	0.00000	0.00000	-2.12484
250	0.00000	0.00000	0.13884	0.00000	0.00000	-2.12610
251	0.00000	0.00000	0.13909	0.00000	0.00000	-2.12735
252	0.00000	0.00000	0.13932	0.00000	0.00000	-2.12860
253	0.00000	0.00000	0.13954	0.00000	0.00000	-2.12982
254	0.00000	0.00000	0.13974	0.00000	0.00000	-2.13104
255	0.00000	0.00000	0.13993	0.00000	0.00000	-2.13224
256	0.00000	0.00000	0.14011	0.00000	0.00000	-2.13342
257	0.00000	0.00000	0.14027	0.00000	0.00000	-2.13460
258	0.00000	0.00000	0.14042	0.00000	0.00000	-2.13576
259	0.00000	0.00000	0.14055	0.00000	0.00000	-2.13690
260	0.00000	0.00000	0.14066	0.00000	0.00000	-2.13803
261	0.00000	0.00000	0.14076	0.00000	0.00000	-2.13914
262	0.00000	0.00000	0.14084	0.00000	0.00000	-2.14024
263	0.00000	0.00000	0.14090	0.00000	0.00000	-2.14133
264	0.00000	0.00000	0.14094	0.00000	0.00000	-2.14240
265	0.00000	0.00000	0.14097	0.00000	0.00000	-2.14345
266	0.00000	0.00000	0.14097	0.00000	0.00000	-2.14450
267	0.00000	0.00000	0.14095	0.00000	0.00000	-2.14552
268	0.00000	0.00000	0.14090	0.00000	0.00000	-2.14653
269	0.00000	0.00000	0.14083	0.00000	0.00000	-2.14753
270	0.00000	0.00000	0.14073	0.00000	0.00000	-2.14851
271	0.00000	0.00000	0.14060	0.00000	0.00000	-2.14948
272	0.00000	0.00000	0.14044	0.00000	0.00000	-2.15043
273	0.00000	0.00000	0.14024	0.00000	0.00000	-2.15137
274	0.00000	0.00000	0.14001	0.00000	0.00000	-2.15230
275	0.00000	0.00000	0.13975	0.00000	0.00000	-2.15321
276	0.00000	0.00000	0.13946	0.00000	0.00000	-2.15411
277	0.00000	0.00000	0.13914	0.00000	0.00000	-2.15500
278	0.00000	0.00000	0.13878	0.00000	0.00000	-2.15587
279	0.00000	0.00000	0.13839	0.00000	0.00000	-2.15673
280	0.00000	0.00000	0.13796	0.00000	0.00000	-2.15757
281	0.00000	0.00000	0.13750	0.00000	0.00000	-2.15840
282	0.00000	0.00000	0.13702	0.00000	0.00000	-2.15922
283	0.00000	0.00000	0.13649	0.00000	0.00000	-2.16003
284	0.00000	0.00000	0.13594	0.00000	0.00000	-2.16082
285	0.00000	0.00000	0.13536	0.00000	0.00000	-2.16160
286	0.00000	0.00000	0.13475	0.00000	0.00000	-2.16237
287	0.00000	0.00000	0.13411	0.00000	0.00000	-2.16313
288	0.00000	0.00000	0.13344	0.00000	0.00000	-2.16387
