Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3951,-0.07288,0.05554,0.00479,-0.19749,0.1572,-0.00379,0.12111,0.21678,-0.0687,-0.0532,0.09798,-0.01453,0.04984,0.06753,0.01974,-0.02117,0.08474,-0.02542,-0.04125,0.0693,-0.01796,0.00578,0.08715,0.00255,0.00816,0.08193,0.01118,-0.09831,0.03664,-0.00216,-0.14059,0.07201,0.00416,-0.04096,0.13655,0.01138,-0.12192,-0.0158,0.01595,-0.00056,0.11698,0.03664,-0.02343,-0.02385,0.00479,0.0011,-0.00717,0.00736,0.02218,-0.01415,0.00068,0.00331,-0.0078,0.00303,0.02064,-0.02302,0.00129
3952,-0.04814,0.07446,0.00285,-0.14839,0.16095,0.01576,0.08625,0.15555,-0.01436,-0.03212,0.10733,0.01837,0.05157,0.09575,0.02011,-0.00316,0.09696,0.00898,-0.00678,0.09501,-0.00519,0.03835,0.08395,-0.0184,0.02451,0.08505,-0.0045,-0.06595,0.06471,-0.01216,-0.09124,0.08074,-0.00146,-0.02437,0.14007,0.01678,-0.09262,0.02294,0.00943,0.00293,0.13417,0.04898,-0.04212,-0.01474,0.00489,0.01049,0.01314,0.02291,0.00689,-0.01576,0.01135,0.01438,0.01278,0.01862,0.00582,-0.0217,0.01145
3953,-0.01864,0.08383,-0.0002,-0.03612,0.13798,0.02714,0.04307,0.06042,0.05125,-0.00335,0.10437,0.04149,0.07167,0.1075,0.01727,0.017,0.08755,0.04245,0.03857,0.09641,0.00884,0.05385,0.08162,-0.04145,0.03281,0.08238,-0.0186,-0.03081,0.08121,-0.02032,-0.03553,0.0851,-0.00891,-0.00139,0.1394,0.022,-0.0555,0.05119,-0.0035,0.01219,0.14223,0.06019,-0.05179,-0.0113,-0.00161,0.01585,0.02241,0.03753,-0.00738,-0.01529,0.01132,0.02028,0.02221,0.03362,-0.00793,-0.01809,0.01066
3954,0.00139,0.08333,-0.00062,0.03044,0.10643,0.01846,0.02867,-0.01533,0.07783,0.01526,0.08582,0.03298,0.0811,0.09677,0.01206,0.0204,0.06089,0.042,0.06227,0.07526,0.01576,0.0323,0.0833,-0.04452,0.02243,0.07804,-0.02184,-0.00952,0.08014,-0.01849,0.00177,0.09257,-0.01108,0.02,0.14417,0.02952,-0.02559,0.06081,-0.01434,0.02268,0.14103,0.06672,-0.04017,-0.01508,-0.00936,0.01459,0.01473,0.04312,-0.00769,-0.01396,6e-05,0.01912,0.01455,0.03938,-0.00794,-0.01469,-0.00208
3955,0.0108,0.07978,0.0034,0.00196,0.091,0.00228,0.04971,-0.02383,0.05612,0.01716,0.06796,0.00578,0.05324,0.08444,0.01166,0.00474,0.03882,0.01312,0.05078,0.06329,0.01373,-0.00512,0.08223,-0.02453,0.00159,0.07324,-0.01301,0.00763,0.06859,-0.00898,0.01625,0.10445,-0.00448,0.02713,0.15088,0.03654,-0.00688,0.06333,-0.01326,0.02627,0.13613,0.0679,-0.01636,-0.01913,-0.00795,0.00868,0.00209,0.03929,0.00291,-0.01416,-0.00723,0.01331,0.00188,0.03549,0.00272,-0.01401,-0.011
3956,0.01243,0.08245,0.00799,-0.06235,0.10406,-0.00114,0.08764,0.03208,0.02106,0.00534,0.07419,-0.00941,0.00526,0.09249,0.01805,-0.01236,0.03928,-0.01207,0.01803,0.0816,0.00376,-0.01971,0.07531,-0.00209,-0.01152,0.06855,0.00296,0.02704,0.06156,-0.00252,0.01108,0.11669,0.00318,0.01441,0.1575,0.03633,-0.0011,0.07329,-0.00235,0.01823,0.13996,0.06539,-0.00148,-0.0127,0.00266,0.00143,0.0023,0.03209,0.01073,-0.01802,0.00046,0.00568,0.00199,0.02821,0.0105,-0.01814,-0.00307
3957,0.00905,0.09657,0.00865,-0.08935,0.13926,0.00719,0.09261,0.12953,-0.0079,-0.01599,0.10794,-0.00024,-0.01915,0.11255,0.02063,-0.01653,0.06281,-0.01597,-0.01053,0.11118,-0.01398,-0.00267,0.07176,0.00155,-0.009,0.06801,0.01665,0.03959,0.07294,-0.00355,-0.00581,0.12712,0.00225,-0.00565,0.17061,0.02969,-0.00422,0.0914,0.0061,0.00551,0.16046,0.06366,-0.00114,0.00493,0.01128,-0.00413,0.01878,0.02771,0.00658,-0.02539,0.01352,-0.00126,0.01815,0.02351,0.00646,-0.02582,0.01298
3958,0.00487,0.11865,0.00531,-0.07552,0.17861,0.01004,0.04379,0.22054,-0.03049,-0.03653,0.14621,0.0204,-0.00538,0.12574,0.00854,-0.01126,0.09632,-0.0064,-0.01591,0.12611,-0.03387,0.02063,0.07961,-0.01169,0.00176,0.07543,0.0182,0.04038,0.10346,-0.00737,-0.02311,0.13769,-0.00636,-0.01803,0.19193,0.02392,-0.00821,0.10823,0.00445,-0.00072,0.1892,0.06554,-0.00391,0.02225,0.01014,-0.00798,0.03983,0.02808,-0.00545,-0.03273,0.01552,-0.00671,0.03886,0.02357,-0.00512,-0.032,0.01884
3959,0.00343,0.13868,0.00058,-0.06546,0.20317,0.00494,-0.01,0.24734,-0.04273,-0.04017,0.16548,0.03322,0.0264,0.13404,-0.01588,-0.00335,0.1246,0.00097,0.00478,0.1323,-0.04776,0.02894,0.0917,-0.02162,0.01193,0.08791,0.00505,0.0364,0.13749,-0.00986,-0.03209,0.14857,-0.01479,-0.01998,0.21323,0.02242,-0.01124,0.11532,-0.00373,0.00127,0.21035,0.07026,-0.00392,0.02774,0.00224,-0.01376,0.04993,0.03226,-0.01475,-0.03588,0.00364,-0.0125,0.04907,0.02826,-0.01396,-0.03313,0.00853
