Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1808,0.08645,-0.10467,0.03757,0.00488,-0.05104,0.40719,-0.04554,0.15459,0.19793,-0.11477,0.0635,0.41536,0.1095,0.16264,0.29784,-0.04371,-0.04828,0.29116,0.20278,-0.01049,0.22696,0.10217,-0.24623,-0.0097,0.09374,-0.24512,-0.01272,0.10763,-0.19025,0.01,0.09716,-0.13967,-0.00496,0.06967,-0.07093,0.04309,0.10804,-0.0376,-0.02344,0.02947,0.00179,0.079,0.08097,0.04751,-0.01862,0.01465,-0.00696,0.08443,0.01586,-0.00019,-0.00428,0.01448,-0.00703,0.08607,0.01552,-0.0012,-0.00919
1809,0.07944,-0.09959,0.03669,-0.03785,-0.02582,0.43721,-0.04413,0.13842,0.2348,-0.11576,0.05815,0.44201,0.10792,0.17884,0.29697,-0.05725,-0.0549,0.32385,0.19921,0.00627,0.22459,0.09962,-0.23427,-0.02249,0.08303,-0.23218,-0.02474,0.1064,-0.18622,0.00425,0.08062,-0.1428,-0.00672,0.05884,-0.06361,0.04411,0.09643,-0.03732,-0.02402,0.02848,0.03351,0.09059,0.07931,0.04941,-0.01975,0.01651,-0.00238,0.07386,0.01603,0.00929,-0.00505,0.01787,-0.00188,0.07226,0.01535,0.00655,-0.01264
1810,0.07478,-0.09069,0.03881,-0.0427,0.00154,0.47208,0.01501,0.09056,0.28597,-0.09401,0.08134,0.4711,0.14483,0.15385,0.31286,-0.04901,-0.03064,0.34216,0.21034,0.01369,0.21943,0.08942,-0.21416,-0.03227,0.07483,-0.21234,-0.03518,0.10387,-0.18056,-5e-05,0.07063,-0.13193,-0.0034,0.05325,-0.04237,0.05051,0.07937,-0.03918,-0.01765,0.02842,0.06466,0.10368,0.06514,0.04081,-0.01633,0.00891,-0.00934,0.05861,0.01319,0.02058,-0.0099,0.00966,-0.00907,0.05309,0.01244,0.01835,-0.01922
1811,0.07595,-0.07757,0.04509,-0.01703,0.03515,0.50469,0.10002,0.05011,0.34767,-0.06715,0.12986,0.49999,0.18893,0.13166,0.33694,-0.02601,0.01197,0.34676,0.2309,0.02551,0.21791,0.07751,-0.18832,-0.03484,0.07423,-0.18792,-0.03525,0.10836,-0.16935,-0.00063,0.06654,-0.11599,0.00329,0.05025,-0.01292,0.06389,0.06561,-0.04009,-0.00754,0.0363,0.08902,0.12101,0.0509,0.02573,-0.00925,-0.00114,-0.03061,0.05138,0.01282,0.02109,-0.01532,-0.00395,-0.0317,0.0436,0.01221,0.02077,-0.02487
1812,0.07861,-0.06193,0.05451,0.0111,0.08612,0.52912,0.15364,0.04528,0.39451,-0.05283,0.18544,0.52815,0.21653,0.13971,0.35909,-0.00623,0.04765,0.34925,0.24778,0.05212,0.22065,0.07281,-0.16142,-0.02871,0.07866,-0.16222,-0.02326,0.11632,-0.15059,0.00282,0.06338,-0.10476,0.01125,0.03995,0.00985,0.08215,0.05991,-0.03424,0.00111,0.04552,0.10018,0.14236,0.04715,0.01501,-0.00109,-0.00468,-0.05988,0.05925,0.0164,0.01239,-0.01533,-0.01153,-0.06254,0.05215,0.01585,0.01337,-0.02516
1813,0.07566,-0.04492,0.06514,0.01816,0.1531,0.55862,0.13394,0.08023,0.39377,-0.04847,0.2386,0.56249,0.22978,0.16819,0.38019,-0.00013,0.07156,0.35967,0.25179,0.08978,0.22921,0.08173,-0.13996,-0.01661,0.08433,-0.14044,-0.00748,0.11505,-0.12583,0.00833,0.05751,-0.09869,0.01948,0.01969,0.0224,0.10049,0.05918,-0.02217,0.0075,0.04152,0.10251,0.16393,0.05154,0.01493,0.00725,0.00511,-0.08003,0.08284,0.0205,0.00543,-0.0059,-0.00374,-0.08351,0.07794,0.01986,0.0064,-0.0163
1814,0.06718,-0.02937,0.07502,-0.00088,0.21953,0.60815,0.04883,0.14228,0.34715,-0.04324,0.28361,0.60848,0.2327,0.19909,0.40795,-0.00013,0.08811,0.37807,0.24438,0.1222,0.25141,0.09762,-0.12835,-0.00752,0.08907,-0.12748,0.00058,0.10187,-0.10396,0.01369,0.05102,-0.0944,0.02571,0.00319,0.03685,0.11377,0.05804,-0.01377,0.01353,0.02155,0.11095,0.18235,0.05191,0.02053,0.01599,0.02277,-0.0818,0.11441,0.01916,0.0015,0.01118,0.01391,-0.08537,0.11034,0.01857,0.00223,0.00241
1815,0.0566,-0.01935,0.08238,-0.03621,0.26048,0.66678,-0.05357,0.20224,0.30193,-0.03811,0.30675,0.65309,0.21807,0.22857,0.44304,0.00342,0.08778,0.39511,0.23133,0.13621,0.28685,0.1008,-0.12304,-0.00818,0.08882,-0.12176,-0.00204,0.08423,-0.09275,0.0182,0.04305,-0.09117,0.0282,0.00327,0.05968,0.1207,0.04915,-0.01678,0.0175,0.00188,0.13087,0.19656,0.03812,0.02373,0.02212,0.0305,-0.07341,0.14129,0.00939,-0.00722,0.0273,0.02294,-0.07659,0.13612,0.0093,-0.00557,0.02399
1816,0.04007,-0.01369,0.0873,-0.06127,0.26356,0.70391,-0.12334,0.23364,0.30859,-0.03954,0.30821,0.67316,0.18532,0.25983,0.48024,0.00274,0.07086,0.40475,0.21548,0.13796,0.32248,0.08031,-0.11563,-0.01415,0.07859,-0.11558,-0.00708,0.06047,-0.08712,0.02332,0.02293,-0.08698,0.02941,0.01039,0.08101,0.12391,0.02395,-0.0236,0.01731,-0.0022,0.14562,0.20368,0.01022,0.02608,0.02331,0.01879,-0.07195,0.15352,-0.00613,-0.02165,0.03519,0.01395,-0.07412,0.14764,-0.0055,-0.01827,0.03905
1817,0.00906,-0.00552,0.09212,-0.04447,0.25208,0.70704,-0.13994,0.24371,0.37124,-0.04177,0.31943,0.66963,0.14912,0.29185,0.52031,-0.01754,0.07386,0.41639,0.19446,0.14666,0.34955,0.04724,-0.10352,-0.01621,0.05781,-0.105,-0.00647,0.01668,-0.07655,0.03023,-0.01963,-0.07569,0.03373,0.00179,0.09408,0.12582,-0.01909,-0.02107,0.01678,0.00368,0.13777,0.19967,-0.02216,0.03367,0.02389,0.00045,-0.09157,0.14778,-0.02267,-0.03434,0.03867,-0.00127,-0.09248,0.14284,-0.02161,-0.03021,0.04749
