Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1984,-0.00831,0.01705,0.00537,-0.116,0.52272,0.07404,0.16253,0.28549,-0.00875,-0.10932,0.35794,0.02948,0.11214,0.2824,-0.04636,-0.05152,0.18304,0.00157,0.07482,0.20026,-0.04531,0.04189,0.03234,-0.01518,0.02209,0.0361,-0.01745,-0.01141,0.01891,0.00474,-0.02296,-0.04675,0.01463,-0.00337,-0.03357,0.02253,-0.02053,-0.04434,0.0036,-0.0016,-0.01695,0.02457,-0.0105,-0.00757,-0.00652,-0.02532,-0.00257,0.01486,-0.02191,0.00683,-0.01555,-0.0243,-0.00051,0.01655,-0.02183,0.00878,-0.01616
1985,0.00056,0.02269,0.00867,-0.12234,0.52481,0.09987,0.15993,0.31855,-0.00966,-0.11981,0.32749,0.0447,0.10458,0.31126,-0.05169,-0.05224,0.20298,0.02008,0.07223,0.20898,-0.04696,0.0256,0.04147,-0.02192,0.01764,0.04132,-0.01916,0.00776,0.02298,0.00883,-0.01311,-0.04135,0.017,0.00691,-0.02938,0.02552,-0.01504,-0.0342,0.00645,-0.00304,-0.01387,0.02863,-0.00531,0.00183,-0.00366,-0.04539,-0.01289,0.01112,-0.00715,0.00489,-0.01579,-0.04426,-0.01072,0.01248,-0.0069,0.00866,-0.01498
1986,0.00859,0.02821,0.01203,-0.11455,0.56408,0.11614,0.15835,0.32833,-0.01584,-0.09486,0.35414,0.04556,0.11109,0.34092,-0.04196,-0.04269,0.2184,0.02107,0.07079,0.22221,-0.03848,0.00874,0.05735,-0.02564,0.01506,0.0537,-0.01943,0.01774,0.02465,0.01064,-0.00208,-0.03596,0.02017,0.01066,-0.03147,0.03042,-0.00094,-0.02219,0.00909,-0.00636,-0.0086,0.0387,0.01199,0.00196,0.00197,-0.06685,-0.01356,0.02009,0.0043,-0.00259,-0.01022,-0.06568,-0.01112,0.02243,0.00448,0.00142,-0.01072
1987,0.01066,0.03054,0.00937,-0.08195,0.65634,0.11157,0.1639,0.32312,-0.02184,-0.0472,0.42953,0.02639,0.13244,0.36326,-0.02267,-0.03153,0.21825,-0.00487,0.06913,0.24134,-0.0294,-0.00241,0.07251,-0.02705,0.01148,0.06848,-0.02234,0.01251,0.02249,0.00757,0.0049,-0.03653,0.01672,0.00744,-0.03537,0.02598,0.01295,-0.01861,0.00696,-0.01601,-0.00558,0.03918,0.0284,-0.00873,0.00489,-0.08038,-0.01258,0.02582,0.00366,-0.01678,0.00011,-0.07918,-0.00995,0.02912,0.0035,-0.01488,-0.00405
1988,0.00698,0.02826,-2e-05,-0.05109,0.76234,0.09957,0.18445,0.31972,-0.01337,-0.0155,0.50522,0.0006,0.15615,0.37431,-0.00441,-0.0308,0.21117,-0.04101,0.066,0.26219,-0.02589,-0.00728,0.08339,-0.02997,0.00686,0.08196,-0.0312,0.00192,0.01094,-0.0009,0.0083,-0.0428,0.00643,-0.00188,-0.03724,0.00853,0.01855,-0.02361,0.00327,-0.03796,-0.00307,0.02189,0.02924,-0.01546,0.00367,-0.07886,-0.00946,0.0126,0.00021,-0.02222,0.00829,-0.07742,-0.00661,0.01508,-0.00021,-0.0231,0.0025
1989,0.00259,0.02477,-0.00988,-0.04244,0.82728,0.0912,0.20865,0.33628,0.00627,-0.02854,0.53735,-0.01433,0.16802,0.38561,0.00399,-0.04281,0.20596,-0.0662,0.06513,0.28205,-0.02594,-0.00046,0.085,-0.03673,0.00874,0.08665,-0.04331,-0.0007,-0.0057,-0.00918,0.01005,-0.04599,-0.00323,-0.01468,-0.03714,-0.01062,0.01563,-0.0268,0.00144,-0.06176,-0.00281,-0.00285,0.01268,-0.00525,-0.00031,-0.06057,-0.00333,-0.01091,0.00189,-0.00679,0.00766,-0.05875,-0.00027,-0.01032,0.00165,-0.0089,0.00565
1990,-0.00021,0.02654,-0.01388,-0.04703,0.83634,0.08817,0.21376,0.37636,0.01617,-0.0774,0.52659,-0.00821,0.16477,0.41262,0.00049,-0.0576,0.20617,-0.06816,0.07203,0.30268,-0.02573,0.01682,0.07486,-0.04499,0.01897,0.0777,-0.05202,0.00403,-0.01199,-0.01199,0.00902,-0.03558,-0.0059,-0.02727,-0.03544,-0.01705,0.00746,-0.01787,-0.00012,-0.07015,-0.01179,-0.01872,-0.00978,0.01148,-0.00405,-0.03525,-0.00219,-0.02323,0.00663,0.01341,0.00262,-0.03346,0.00058,-0.02367,0.0069,0.01232,0.0077
1991,-0.00377,0.03482,-0.01105,-0.05342,0.81474,0.09648,0.19826,0.42717,0.00849,-0.12285,0.51287,0.01693,0.15587,0.45532,-0.00844,-0.0646,0.21921,-0.04476,0.08802,0.32124,-0.02428,0.02828,0.06005,-0.04835,0.02612,0.06263,-0.05344,0.00513,-0.00144,-0.01114,0.00179,-0.01331,-0.00059,-0.03693,-0.03285,-0.00776,-0.00367,-4e-05,-0.00159,-0.06171,-0.03211,-0.0201,-0.02222,0.01325,-0.0036,-0.01891,-0.01411,-0.01871,0.0108,0.0139,0.00171,-0.01782,-0.01247,-0.01922,0.01143,0.01512,0.01118
1992,-0.00789,0.04269,-0.00536,-0.06161,0.79583,0.11912,0.18681,0.47511,0.00085,-0.12818,0.53211,0.0482,0.15342,0.49721,-0.01201,-0.05669,0.24748,-0.00852,0.10845,0.32843,-0.02146,0.02504,0.05196,-0.0424,0.02271,0.05556,-0.04975,-0.00189,0.01461,-0.01114,-0.00949,0.0026,0.00819,-0.04073,-0.03507,0.00592,-0.013,0.0117,0.00055,-0.04729,-0.05501,-0.01382,-0.01563,-0.00116,0.00124,-0.01572,-0.03269,-0.00929,0.01314,-0.00115,0.00138,-0.01555,-0.03259,-0.01014,0.01369,0.00199,0.00835
