Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
141,-0.00457,0.03343,-0.01429,-0.09661,-0.10804,-0.05893,0.0503,-0.10392,-0.03561,-0.04235,0.00482,-0.02591,-0.01079,-0.02097,-0.02432,0.00597,0.10005,-0.01345,0.01419,0.04098,-0.01462,0.04653,0.10492,-0.04626,-0.06002,0.12283,-0.02003,0.00746,0.04565,-0.01233,0.00378,0.01937,-0.01505,-0.00858,0.023,-0.01535,0.00026,0.01131,-0.01096,-0.02064,0.02265,-0.01252,-0.01265,0.00023,-0.0087,-0.00063,-0.00383,-0.02533,-0.00102,-0.00463,-0.00681,-0.00023,-0.0034,-0.02724,-0.00082,-0.00516,-0.00333
142,-0.00674,0.03645,-0.01302,-0.10428,-0.1304,-0.07474,0.04525,-0.09486,-0.03992,-0.04498,-0.01165,-0.03978,-0.03301,-0.02088,-0.0334,0.01374,0.11311,-0.02565,-0.00118,0.05208,-0.01837,0.03527,0.10582,-0.03294,-0.05707,0.12615,-0.0228,0.0096,0.04989,-0.01247,-0.00458,0.02226,-0.01177,-0.01122,0.03538,-0.00479,-0.00506,0.00815,-0.00679,-0.02945,0.02008,-0.00613,-0.0084,-0.00249,-0.00739,0.00133,-0.02514,-0.02874,-0.01127,-0.00422,-0.02931,0.0019,-0.02472,-0.03363,-0.01125,-0.00532,-0.03053
143,-0.00929,0.03552,-0.00624,-0.11386,-0.12049,-0.07119,0.04142,-0.09955,-0.05243,-0.0525,-0.00975,-0.04005,-0.04458,-0.02259,-0.04561,0.0181,0.09887,-0.03182,-0.01264,0.06771,-0.02615,0.03805,0.09845,-0.00594,-0.04612,0.1254,-0.01561,0.00626,0.05352,-0.00716,-0.01012,0.01716,-0.00176,-0.01203,0.03348,0.00477,-0.01121,0.00134,0.0058,-0.03157,0.01804,0.00353,-0.00639,-0.00689,0.00296,0.00283,-0.03106,-0.02266,-0.01599,-0.0014,-0.02964,0.00349,-0.03068,-0.02894,-0.01611,-0.00342,-0.03527
144,-0.01139,0.0317,-0.00104,-0.11996,-0.08308,-0.06042,0.04611,-0.11577,-0.06553,-0.05809,0.00507,-0.03807,-0.03263,-0.02384,-0.05334,0.00738,0.06806,-0.03564,-0.00667,0.07864,-0.03302,0.04214,0.09192,0.01924,-0.03623,0.12286,-0.00355,-0.0011,0.05676,-0.00276,-0.01137,0.00557,0.00586,-0.01228,0.01725,0.00553,-0.01495,-0.00604,0.01595,-0.02852,0.01641,0.00712,-0.00638,-0.00945,0.01216,0.00469,-0.01237,-0.01316,-0.00359,0.00313,-0.01044,0.00525,-0.01213,-0.01891,-0.00371,0.00095,-0.01578
145,-0.01117,0.02834,0.00013,-0.12806,-0.05093,-0.06203,0.05251,-0.12478,-0.06858,-0.06138,0.00844,-0.04819,-0.00275,-0.02267,-0.04897,-0.01709,0.04404,-0.04139,0.0112,0.08553,-0.03106,0.02891,0.09416,0.03114,-0.03905,0.12242,0.00651,-0.00212,0.05921,-0.0008,-0.01281,-0.00421,0.00721,-0.0138,-0.00438,0.00071,-0.01526,-0.00644,0.01763,-0.01639,0.01239,0.00474,-0.00511,-0.0071,0.01432,0.00761,0.01621,-0.0051,0.0183,0.00469,0.00849,0.00794,0.01635,-0.00823,0.01833,0.00378,0.00783
146,-0.01018,0.02754,-0.00084,-0.13953,-0.05114,-0.07927,0.05383,-0.11361,-0.06138,-0.07024,-0.00694,-0.06581,0.02035,-0.01761,-0.03798,-0.03612,0.04322,-0.04555,0.02111,0.09363,-0.02294,0.00098,0.10718,0.02403,-0.05314,0.12761,0.0071,0.0065,0.06,0.001,-0.02066,-0.00791,0.00472,-0.01856,-0.01924,-0.00306,-0.0163,-0.0002,0.01282,0.00089,0.00636,0.00285,-0.00361,-0.00144,0.0109,0.00977,0.03088,0.00385,0.02727,0.0003,0.01331,0.00974,0.03087,0.00413,0.02739,0.00129,0.01705
147,-0.01296,0.02907,-0.00374,-0.14464,-0.07834,-0.09721,0.05158,-0.08973,-0.05803,-0.08514,-0.02249,-0.07466,0.02188,-0.00748,-0.03631,-0.03613,0.06088,-0.04184,0.01348,0.10358,-0.02244,-0.01969,0.12743,-0.00388,-0.06473,0.13856,-0.00717,0.0144,0.05898,0.00073,-0.036,-0.00747,0.00128,-0.02807,-0.01973,-0.00217,-0.02287,0.00471,0.00375,0.00854,0.00248,0.00568,-0.0065,0.00279,0.00335,0.00614,0.02204,0.01398,0.011,-0.00791,0.00438,0.00575,0.02174,0.01621,0.01107,-0.00579,0.00889
148,-0.02069,0.03217,-0.00946,-0.14365,-0.0995,-0.10113,0.05066,-0.07285,-0.07131,-0.09252,-0.0155,-0.06923,0.01249,0.00662,-0.05186,-0.02407,0.08055,-0.03188,-0.00231,0.11198,-0.03754,-0.01925,0.14815,-0.04402,-0.06381,0.15137,-0.03244,0.00869,0.05748,-0.00632,-0.04942,-0.00529,-0.00134,-0.03803,-0.00764,0.003,-0.03217,0.004,-0.00658,-0.00145,0.00442,0.01164,-0.01506,0.00391,-0.00602,-0.00484,0.00173,0.01872,-0.01787,-0.01457,-0.00885,-0.00527,0.00129,0.02039,-0.01788,-0.01266,-0.00614
149,-0.0288,0.03521,-0.01532,-0.14583,-0.08587,-0.09003,0.05134,-0.07174,-0.09496,-0.08035,0.01635,-0.05823,0.00993,0.02263,-0.07311,-0.01304,0.09055,-0.02381,-0.01301,0.1173,-0.05728,-0.0049,0.16024,-0.07349,-0.05242,0.15926,-0.05317,-0.01205,0.05677,-0.01779,-0.04934,-0.00381,-0.00145,-0.03964,0.00625,0.00791,-0.03636,-0.00136,-0.01098,-0.01913,0.01091,0.01557,-0.02391,0.00359,-0.01089,-0.01754,-0.011,0.01392,-0.03459,-0.01569,-0.01687,-0.01757,-0.01104,0.01391,-0.0346,-0.01503,-0.01604
150,-0.03136,0.03586,-0.01681,-0.14525,-0.0374,-0.07285,0.04932,-0.07618,-0.11254,-0.0533,0.05485,-0.05121,0.02161,0.04131,-0.0827,-0.00676,0.09055,-0.02378,-0.01224,0.12285,-0.0641,0.00924,0.15775,-0.07025,-0.03725,0.15839,-0.05435,-0.03503,0.0568,-0.02346,-0.0363,-0.00635,0.00049,-0.03054,0.00953,0.00684,-0.03238,-0.00928,-0.00605,-0.02639,0.01616,0.01357,-0.0246,0.00266,-0.00823,-0.02363,-0.00821,0.00403,-0.02628,-0.01058,-0.01698,-0.02305,-0.00745,0.00365,-0.02623,-0.01164,-0.01762
151,-0.02595,0.03518,-0.01452,-0.13101,0.02482,-0.06017,0.04319,-0.07044,-0.11944,-0.02946,0.08465,-0.05213,0.04402,0.06716,-0.07881,-0.00436,0.0916,-0.0337,0.00079,0.13546,-0.05623,0.01537,0.14611,-0.03823,-0.02489,0.15357,-0.03876,-0.04446,0.05805,-0.01815,-0.02074,-0.01233,-0.0004,-0.01726,0.00112,-0.00154,-0.02253,-0.01482,0.00048,-0.01567,0.01657,0.00582,-0.0139,0.00038,-0.00378,-0.01567,0.00417,-0.00421,-0.00131,-0.00231,-0.01146,-0.01496,0.00523,-0.00356,-0.00122,-0.0047,-0.01319
152,-0.01632,0.03745,-0.01383,-0.11255,0.07512,-0.05977,0.03899,-0.04606,-0.12154,-0.02555,0.10658,-0.06017,0.06532,0.10332,-0.07325,-0.00933,0.10913,-0.05017,0.01948,0.15881,-0.04666,0.00985,0.13937,-0.00865,-0.0242,0.15367,-0.02543,-0.03628,0.06176,-0.00841,-0.01108,-0.01584,-0.00829,-0.00843,-0.00833,-0.01335,-0.01036,-0.01225,-0.00082,0.00113,0.0137,-0.00467,0.00186,-0.00399,-0.00417,0.0065,0.01572,-0.00724,0.02069,0.00341,-0.00297,0.00654,0.01582,-0.00675,0.0208,0.00082,-0.00457
