FP1,FP1,FP1,FP2,FP2,FP2
X,Y,Z,X,Y,Z
-3.5650300000000006,-56.521370000000005,245.18481000000006,7.007300000000001,57.58666000000001,551.8765900000001
-3.600227359491272,-56.5464519255111,245.35667482409679,7.011240029487064,57.58400764257792,551.7156425063148
-3.640787407120805,-56.56527154647194,245.50668750354143,7.014062647172573,57.578753267143384,551.5426683651905
-3.686051248035662,-56.57773007951629,245.63377903406442,7.015766530237227,57.57115146030189,551.358114785137
-3.735245960504186,-56.583799041934455,245.7371609374275,7.016311806585921,57.56139844292,551.162782986304
-3.7875044317214583,-56.58356474972454,245.81644549804764,7.015654195785191,57.5497687231294,550.9575663852744
-3.8418219441719956,-56.57731010631987,245.87176630734433,7.013660265228769,57.53657847365761,550.7440851926862
-3.8972247688604806,-56.56533237187643,245.9033892730982,7.010208702746602,57.52213933751827,550.5237993499843
-3.952883843192604,-56.548071095941815,245.91173753191129,7.005292339365866,57.50675805786717,550.2989439854538
-4.007990685808068,-56.525974265406106,245.89729945102948,6.99892893950061,57.490758270027,550.0718241800538
-4.061825675975975,-56.49944934456671,245.86075791088422,6.991360327067704,57.474380845925964,549.8452049532029
-4.113688167206727,-56.46891978621302,245.80286891004735,6.982937739435002,57.45788507329298,549.622312059512
-4.1629777618521695,-56.434808032618854,245.7245450879359,6.974085230695667,57.44156688397444,549.4062566395942
-4.209222827218513,-56.39753298810646,245.62680231238224,6.965346912883543,57.42578310668977,549.2002241401353
-4.252018634376965,-56.35750397696966,245.51068235242553,6.957287326379533,57.41090447439579,549.0075789174615
-4.291048516957698,-56.315053967617125,245.37707351193797,6.9505783935769605,57.39735543782657,548.8312289356254
-4.326072749685517,-56.27051626918325,245.22681490439618,6.945914039591323,57.3855486026808,548.6743628358563
-4.356953854484346,-56.22415233394961,245.06050970658524,6.943972557654445,57.37591644161555,548.5399097530913
-4.383669822658248,-56.17613068635664,244.87854971820929,6.945386584574689,57.36889601709012,548.4306888361688
-4.406211042995157,-56.12662990944533,244.68108735361767,6.95078328164544,57.36489078183327,548.3490379284054
-4.424640539500183,-56.07569884556277,244.46785468377547,6.960737817161552,57.364292642657055,548.2966461226016
-4.43904389312666,-56.02335633194444,244.23845458215024,6.975810158220349,57.36746953291575,548.2750646419379
-4.449513296669829,-55.969506784349804,243.99209431456865,6.996520245653479,57.374658116724156,548.2851155155262
-4.456195351087838,-55.91404955637231,243.72783100864095,7.023350099878215,57.38605072674361,548.3278341750864
-4.4591985068710684,-55.85682713685526,243.44460380954837,7.056732524426226,57.401768404231994,548.4035412501471
-4.458695147275829,-55.797728531021946,243.14119314927248,7.097056130060312,57.42187879684131,548.5122339905976
-4.454810961111187,-55.7366088791505,242.81656149922506,7.144625054868584,57.44636696595525,548.6538587734503
-4.447675774526075,-55.67336715748731,242.47001588095551,7.199591160991772,57.47514786107462,548.8276280330978
-4.43741558327359,-55.60790034612051,242.1009902376119,7.2620547342032085,57.508083077488116,549.0327992779191
-4.424135132735419,-55.5401208880107,241.70926318418338,7.331914117059502,57.54492953958011,549.268421069347
-4.407963716799181,-55.469984783703445,241.29480112630503,7.409054405515921,57.585402825082404,549.5334300675654
-4.388993246750586,-55.39756538858363,240.85821921292518,7.493105829555209,57.629082223179616,549.8262135066091
-4.367305252621509,-55.32302030718651,240.40053577990858,7.583530375884721,57.675466061001835,550.144692923078
-4.342965861574002,-55.24662848337927,239.9233351845724,7.679640370635617,57.72398906419172,550.4864927285413
-4.315986103361863,-55.168841816607525,239.42909637127093,7.780451468938217,57.773957322096614,550.8483355218796
-4.286344973367135,-55.09018014933068,238.92049407854148,7.8848991414907585,57.82466402643155,551.2269029694501
-4.25405821839156,-55.011286460118406,238.40079299604164,7.991795980848999,57.87546281367474,551.6182384765126
-4.219107410806444,-54.932843122742426,237.87347700861807,8.099875336543594,57.92570821008025,552.0185617818995
-4.181531051486314,-54.85550975556929,237.3424623312569,8.207810275518153,57.97487156973522,552.4236804502768
-4.141380858216528,-54.779909603243446,236.81196572241828,8.314210065600792,58.022500837038436,552.8293112961798
-4.098767549510431,-54.70664970296569,236.28627731043423,8.41768900750027,58.06821373851759,553.2314028732208
-4.053860770148328,-54.636297288757255,235.76968589237367,8.516846455836461,58.111744792453315,553.6261763601849
-4.0068757940493045,-54.569400675171096,235.26639364899498,8.610304999929728,58.1528795626173,554.0100097602146
-3.958180553913738,-54.50649174941321,234.7803565629383,8.696731256015912,58.191423953220195,554.3798665690222
-3.908191316695079,-54.44810720704932,234.31538458066836,8.774797861617898,58.22723430755201,554.7329136313945
-3.8574868532163444,-54.39469749638684,233.87488315435436,8.84323813451648,58.26021203513095,555.0664971814043
