Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
665,21.62733,-32.81068,5.07643,-10.97607,7.38939,2.96887,-3.9444,-48.25929,5.28157,-10.68373,12.79683,6.20859,-23.48869,6.53688,-1.46292,-8.91667,3.21891,1.77933,-5.77915,10.91392,1.9524,8.1565,-8.57337,-0.73757,6.83359,0.47819,0.73194,6.20784,-2.93779,-0.13613,0.16057,-1.21385,0.42936,2.43968,1.84414,0.31562,0.06467,-0.05514,0.00639,0.28368,0.21189,0.06396
666,20.41703,-32.03774,5.07345,-12.14964,8.46827,3.21227,-17.53726,-41.75809,5.34402,-11.08801,14.32253,5.84161,-22.928,6.55874,-1.46774,-8.63135,3.00738,1.77307,-21.01511,15.26709,-4.46009,11.18783,-7.29437,-1.12619,8.45396,-0.09258,0.0466,7.44787,-3.24341,-0.00685,0.05072,-0.91646,0.31916,2.56732,2.07144,0.01271,0.09604,0.04207,-0.07236,0.42906,0.28279,0.00704
667,20.30697,-31.51353,4.98401,-13.25727,8.15132,3.01803,-21.08737,-41.10246,5.56177,-8.74935,12.84882,3.86356,-22.56186,6.5335,-1.52431,-8.62307,2.73973,1.73166,-20.46982,10.83642,-10.27545,4.90073,-9.15032,1.75299,8.55613,-0.1724,0.34486,8.62457,-3.8215,0.32499,0.62088,-1.46473,0.35317,1.79856,1.95219,-0.61936,0.17559,-0.07525,-0.01877,0.34218,0.2215,-0.07495
668,23.48128,-32.8067,5.08479,-13.45275,6.98957,2.65808,-2.74405,-58.73188,5.50152,-6.45428,9.91375,2.24275,-22.20829,6.41518,-1.50556,-8.637,2.60084,1.68949,6.22396,-7.59778,-6.86088,0.6251,-18.59296,3.67602,8.19489,-0.61623,0.69712,9.08252,-4.35878,0.84292,0.86163,-2.13496,0.59029,1.06904,1.52665,-0.78215,0.1741,-0.27892,0.1108,0.16978,0.09703,-0.07267
669,27.28651,-34.42762,5.29602,-12.5294,5.79975,2.32959,19.38349,-79.5357,5.61622,-8.31431,6.89386,1.44834,-21.85076,6.23984,-1.39892,-8.37196,2.54985,1.63134,28.93848,-26.40526,2.30313,10.97847,-22.43611,0.52244,7.84934,-1.41195,0.10378,8.24583,-4.33739,0.78439,0.53554,-1.94713,0.57177,1.41977,1.28373,-0.27716,0.08781,-0.31176,0.1266,0.17158,0.07156,-0.00925
670,26.94697,-33.14805,5.06725,-11.1957,5.20026,2.09586,14.70193,-70.04895,6.18397,-12.53987,5.08853,0.96858,-21.63876,6.06468,-1.35391,-7.99983,2.38538,1.51051,11.09918,-18.12541,3.50114,28.08667,-11.28703,-2.32789,6.75562,-0.82901,-0.413,6.59937,-3.53807,0.14639,0.40313,-1.1441,0.09349,2.29935,1.40167,0.26454,0.01097,-0.11646,-0.01664,0.30376,0.15342,0.02733
671,22.27992,-29.56123,4.43221,-10.22401,5.49171,2.12954,-17.34029,-29.0612,6.85138,-10.83742,5.58765,1.30897,-21.7951,6.02769,-1.52175,-7.97038,2.08755,1.38399,-31.98643,20.13441,-7.51099,31.17428,0.22751,-1.65859,6.14895,0.60763,-0.1204,5.69675,-2.63571,-0.27818,0.71454,-0.70709,-0.24303,2.4017,1.64068,0.12521,-0.00281,0.05753,-0.10394,0.32955,0.23616,-0.03919
672,18.35155,-27.74913,4.09941,-9.54828,5.82044,2.35136,-43.50241,1.15048,7.12146,0.37727,6.96569,2.73631,-22.32609,6.2671,-1.81883,-8.3049,1.81373,1.33762,-47.95853,51.33956,-19.07298,11.72762,-3.65607,-2.81927,8.24692,-0.15333,-0.10443,6.82778,-3.08782,-0.10642,0.93079,-1.11318,0.14301,1.6665,1.76042,-0.52431,0.06362,-0.04378,0.02899,0.22567,0.2366,-0.1383
673,18.90709,-30.15709,4.52785,-9.05762,4.9525,2.30821,-38.60361,-13.81254,6.94208,11.666,6.79167,3.88333,-22.85272,6.57596,-2.04799,-8.55266,1.60819,1.31888,-19.5516,40.45801,-18.45694,-14.85176,-12.52137,-6.01778,10.89246,-2.89903,-0.90538,9.43243,-5.02175,0.45356,0.80908,-1.74775,0.73101,0.85859,1.74157,-1.04313,0.18078,-0.26893,0.18569,0.11221,0.15596,-0.14474
674,22.44532,-35.03402,5.41186,-9.36181,2.99792,1.79519,-11.67107,-60.30412,6.77875,11.07826,4.60132,3.3468,-23.14035,6.58721,-2.18494,-8.4765,1.36,1.20805,19.03212,-2.68563,-6.13857,-24.31998,-5.70825,-2.71489,9.70194,-3.28787,-1.03064,11.36084,-6.41673,1.02582,0.67484,-1.7427,0.63305,0.33244,1.69091,-1.24745,0.24301,-0.24904,0.09482,0.03929,0.05893,-0.07139
675,24.85211,-38.24745,5.94994,-10.12942,1.73988,1.31333,9.48325,-96.49773,7.02572,2.65176,2.67342,1.85701,-23.41034,6.31833,-2.31949,-8.25149,1.08793,1.06538,35.58317,-36.72622,5.36231,-11.01499,14.9774,8.15224,5.93527,0.15864,0.57611,11.24051,-5.83735,1.32248,0.83474,-1.35732,0.07681,0.36023,1.62752,-1.13156,0.2129,-0.01859,-0.12363,0.06717,-0.00389,0.01313
676,24.49968,-37.83806,5.74529,-10.71149,1.39796,1.1054,9.90601,-98.03863,7.62129,-1.65954,1.05325,0.41562,-23.94178,6.16249,-2.48491,-8.14257,0.86982,0.97655,29.9466,-36.92137,5.84606,8.43846,26.27492,14.63276,5.39809,3.18241,2.10723,9.55162,-4.38624,0.97339,1.39783,-1.37281,-0.16864,1.07055,1.6156,-0.7153,0.23292,0.05704,-0.1683,0.19152,0.00517,0.05408
677,22.60633,-35.39751,5.12839,-10.67188,0.44664,0.85755,-6.18425,-71.2409,8.30949,1.20947,-2.04901,-0.86249,-24.68258,6.34557,-2.68283,-8.14085,0.66838,0.8933,12.72652,-10.40692,-3.18949,16.00635,16.88519,8.78975,9.4246,2.22573,1.35464,7.85755,-3.73856,0.37646,1.77792,-1.56287,0.00543,1.79886,1.56679,-0.20047,0.29983,-0.05774,-0.04177,0.26293,0.05691,0.05319
678,20.58561,-33.73883,4.64898,-9.73758,-0.87677,0.60137,-26.32267,-39.73447,8.71801,6.24275,-4.66496,-1.14312,-25.33119,6.65238,-2.94781,-7.99466,0.45867,0.79491,-8.07931,21.19646,-12.29656,8.20934,-0.17143,-1.53614,13.17095,-0.87316,-0.7817,7.86313,-3.91943,0.92213,1.4333,-1.50899,0.23322,1.83321,1.26109,0.19868,0.27812,-0.13824,0.03908,0.25558,0.0618,0.09578
679,19.47596,-34.5121,4.63495,-8.32378,-0.94529,0.69375,-35.86261,-28.79128,8.5477,9.68381,-2.89756,0.87293,-25.69589,6.84313,-3.25762,-7.57559,0.28106,0.72961,-17.78475,37.83707,-12.64927,-2.29106,-17.49831,-5.20195,13.30669,-2.16533,-1.587,9.40627,-3.69234,2.72017,0.68999,-1.51276,0.37405,1.43886,0.92741,0.34831,0.16754,-0.14438,0.01005,0.28281,0.04648,0.17168
680,19.23541,-37.171,5.09907,-7.30942,-0.1969,0.96444,-30.8954,-44.44452,8.29838,11.21305,2.35433,4.59162,-25.86371,7.01988,-3.52749,-7.02757,0.10559,0.65698,-8.96491,33.16199,-4.01558,0.22441,-42.4327,-2.55103,11.71428,-0.38796,-0.23214,9.75961,-2.37767,3.7526,0.22408,-1.71211,0.48932,1.32241,0.92025,0.26936,0.07703,-0.1336,-0.0291,0.31465,0.09161,0.14179
681,18.30279,-39.78199,5.8234,-6.94614,-1.07799,0.73198,-24.89633,-67.35152,8.89239,11.45575,4.8151,6.69558,-26.01477,7.38632,-3.71997,-6.44069,-0.17128,0.44232,2.69893,16.4888,4.02344,14.93398,-63.83707,0.24156,10.75876,2.58917,1.9156,7.80009,-1.21115,2.57255,0.48168,-1.88711,0.58178,1.45991,1.15498,-0.03123,0.09043,-0.10591,0.00307,0.22126,0.14105,-0.02846
682,16.66503,-41.12703,6.41918,-6.4653,-3.84949,-0.1237,-26.47768,-77.59246,9.95089,11.80463,0.74332,4.21053,-26.16807,7.85863,-3.83474,-5.66591,-0.48998,0.12292,5.138,0.30279,3.18261,24.56929,-55.14505,1.87531,10.36931,4.11239,3.31292,6.88929,-2.25076,0.24091,1.09929,-2.07244,0.71742,1.4554,1.58979,-0.6879,0.16113,-0.09878,0.10147,0.08545,0.13996,-0.20867
683,16.68079,-41.24077,6.43834,-5.21425,-5.29681,-0.81193,-26.71837,-72.75394,9.80836,14.32941,-5.01056,-1.37948,-26.23429,8.11573,-3.86755,-4.65516,-0.61579,-0.0361,8.93652,-4.68257,-4.2336,18.44202,-20.72395,4.08117,10.18247,2.74459,2.79468,9.74538,-5.27372,-1.28515,1.22408,-2.22479,0.874,1.5103,2.36753,-1.4748,0.18648,-0.15006,0.17515,0.12809,0.17191,-0.27488
684,18.65575,-40.25598,5.78091,-3.79272,-3.53508,-0.7566,-20.25455,-60.12492,7.95758,18.48512,-5.93959,-5.50922,-26.17374,7.98499,-3.84014,-3.67482,-0.49496,0.07977,20.33752,7.62763,-11.01443,3.92376,0.65435,7.12927,10.17301,-0.21303,0.75615,13.04954,-7.18804,-1.31994,0.7043,-2.19586,0.89038,1.96354,3.04142,-1.61987,0.1374,-0.22602,0.15323,0.32076,0.24984,-0.19439
685,19.55369,-39.30399,5.18632,-3.43649,-1.05389,-0.31248,-16.31857,-51.9642,6.27689,18.94213,-3.71358,-5.98443,-26.05932,7.62388,-3.86846,-3.02275,-0.3506,0.26123,23.96603,22.24382,-13.24076,-6.77695,-11.65232,10.44112,9.96579,-1.45688,0.00732,11.98255,-5.89936,-0.51664,0.32542,-2.46015,0.82764,2.39474,2.7758,-0.81027,0.07301,-0.32219,0.09851,0.39025,0.2443,-0.04703
686,17.76903,-39.65454,5.35349,2.20152,1.88685,-0.01837,-22.42456,-57.41644,6.55885,23.36053,2.01997,-2.53957,-25.97791,7.34288,-4.00682,0.49853,0.11242,0.07559,20.32649,25.86973,-9.28413,-12.38079,-31.3409,11.97091,10.06563,0.0948,1.90138,8.26519,-3.46002,-0.06831,0.75862,-3.36783,0.81826,2.44743,1.97076,0.01774,0.09318,-0.43349,0.08604,0.30124,0.15894,0.01341
687,15.50409,-40.32872,5.85744,1.16633,1.22357,0.03445,-33.47107,-68.63348,8.06249,12.12314,5.09349,2.13575,-25.91782,7.27029,-4.11783,0.38309,0.01202,-0.06597,-6.34452,17.66769,-1.70468,-17.54151,-26.41338,10.02422,11.05145,1.94077,3.7654,7.76896,-3.15202,-0.32591,1.76946,-4.03017,0.67481,2.62078,1.89202,0.015,0.24173,-0.43368,0.05985,0.29844,0.13393,-0.03277
688,14.9329,-39.41291,5.86986,2.17075,0.89355,-0.06687,-40.59392,-69.48672,8.95226,8.49049,9.79799,6.39115,-25.80045,7.24672,-4.06863,0.65647,-0.07528,-0.26124,-19.39242,23.72313,4.55702,-17.30615,-8.15688,7.82196,12.09658,2.13977,3.29646,11.54469,-4.73711,0.2922,2.63861,-3.63369,0.2962,2.95194,2.42785,-0.36162,0.44619,-0.26597,-0.02527,0.40579,0.19176,-0.06798
689,15.46858,-37.09071,5.38661,4.35051,0.2232,-0.323,-40.50779,-58.2693,8.80984,13.44301,9.2492,6.13286,-25.55998,7.13723,-3.90735,1.10376,-0.15232,-0.41842,-14.60686,34.39518,3.37807,-4.08779,-6.06868,7.80927,12.75605,1.0843,1.40336,15.14439,-5.29551,3.24451,2.68609,-2.73775,0.1466,2.76584,2.35869,-0.26116,0.53478,-0.11169,-0.05378,0.44637,0.23072,-0.0167
