Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3504,-4.88201,-5.29362,0.99798,-13.1214,5.52492,2.06462,-5.86048,-28.51981,4.2502,-13.32168,7.56607,1.3902,-45.50898,24.53795,-3.2389,-0.24659,2.96194,0.89434,-10.37223,5.14173,1.04219,23.02991,1.55927,-1.66331,4.02935,1.5256,0.81186,4.81311,-4.68079,-1.46088,1.5911,-1.49219,-0.34537,2.57429,0.95678,0.21455,0.30704,-0.08974,-0.11089,0.42776,0.04765,0.01646
3505,-4.42534,-4.30951,0.6971,-12.83882,5.46275,2.05486,-6.18084,-20.72313,3.76053,-15.35808,8.01016,2.33643,-44.79547,24.15252,-3.21312,-0.17626,3.17703,0.88551,-16.62091,15.91828,1.9952,23.10028,-2.96081,4.26032,4.28821,1.66657,1.35962,5.48331,-6.52015,-2.8567,1.35687,-1.77549,0.0557,2.48085,1.37097,-0.3906,0.25292,-0.14732,-0.011,0.32917,0.03436,-0.08752
3506,-5.8267,-4.13549,0.69905,-12.535,4.51304,1.92655,-8.96559,-16.09843,3.14139,-13.56448,4.83203,3.22479,-44.11791,23.95205,-3.23779,-0.40807,3.24387,0.83991,-18.62517,16.81608,-0.79616,15.46239,-12.92112,10.58794,5.44683,0.43683,0.65091,6.57827,-5.63371,-0.78676,1.17856,-1.86419,0.23242,1.37882,0.88128,-0.41811,0.20813,-0.21891,0.05283,-0.00553,-0.09047,-0.06233
3507,-7.75034,-5.15598,1.11416,-11.96468,3.76231,1.61599,-13.23585,-17.82561,3.74205,-12.30052,3.09282,2.59414,-43.59741,23.84673,-3.29886,-0.48971,3.15817,0.76375,-22.67833,12.26276,-3.9092,11.04429,-19.8801,14.41551,5.8744,-0.63012,0.1838,7.96934,-2.9271,3.07835,1.12531,-2.14759,0.33929,0.30434,0.19628,0.06365,0.13889,-0.34266,0.12396,-0.21584,-0.16405,0.07728
3508,-8.26945,-5.88925,1.30626,-11.37745,3.70573,1.25256,-12.36414,-21.17647,4.31088,-13.18822,3.84555,0.64065,-43.2877,23.65039,-3.37229,-0.21517,3.01414,0.67747,-22.82513,11.21865,-5.04661,5.72209,-16.18278,10.36651,5.49407,-0.79198,0.18927,9.16833,-1.25854,5.00368,0.76356,-2.09407,0.50847,0.53446,0.27364,0.50293,0.00522,-0.37257,0.18922,0.00742,-0.05596,0.196
3509,-7.27172,-5.12276,0.81301,-10.93924,3.7774,1.0829,-5.31184,-21.38424,2.76226,-11.52755,1.92581,-0.88531,-43.20145,23.41545,-3.41604,0.00252,2.95736,0.59306,-10.23734,10.16976,-6.66844,-1.88347,-1.67167,-1.52867,5.555,-0.71905,-0.00112,8.66829,-1.96282,2.4654,0.22224,-1.55288,0.66171,2.15383,1.52309,0.33758,-0.08771,-0.25056,0.19618,0.52247,0.25457,0.14435
3510,-6.26274,-3.76203,0.09524,-10.43535,4.09368,1.33317,0.17108,-21.37157,0.03608,-6.93601,-1.26656,-0.12334,-43.16302,23.27919,-3.40673,-0.10358,3.11268,0.5631,4.57931,4.08641,-7.80108,-1.0414,10.5937,-11.19387,6.57456,-0.82447,-0.29662,5.91623,-3.37545,-2.42237,0.13228,-1.26786,0.66595,3.32996,3.02123,-0.49472,-0.0136,-0.10357,0.12019,0.76866,0.56671,-0.08911
3511,-6.29918,-3.20334,-0.14465,-10.17498,5.13164,1.83943,-2.79419,-25.11541,-0.7998,-5.46728,1.67827,2.69883,-42.91284,23.19588,-3.38075,-0.29054,3.35643,0.58418,2.52357,0.02235,-4.97044,8.88239,5.73241,-8.64594,7.54608,-0.6295,-0.36962,3.25176,-4.14886,-4.59102,0.56304,-1.36583,0.39642,2.51817,2.93951,-1.11613,0.17851,0.00313,-0.032,0.43587,0.50119,-0.25446
3512,-7.06995,-3.55269,0.14654,-11.0112,6.01869,2.11784,-10.44211,-29.03496,0.94491,-9.0241,8.52763,4.8985,-42.48093,23.04634,-3.40739,-0.4641,3.41703,0.59701,-12.01139,4.96498,-0.88582,17.45652,-10.40949,1.93362,7.22878,0.23051,-0.23534,3.09524,-4.88304,-2.64807,1.0843,-1.29736,-0.07871,0.82031,1.15812,-0.77141,0.33106,0.07408,-0.17925,-0.10009,0.04681,-0.15949
