Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2446,-6.04937,-4.34311,-2.00839,0.14667,3.39752,-64.88799,0.18751,-4.5351,-1.52518,0.8493,1.89883,-64.92046,0.18751,-4.5351,-1.52518,0.8493,1.89883,-64.92046,12.42737,-1.04342,-23.05994,-14.03241,11.56609,-49.6181,25.42422,-2.77911,-23.01292,-2.6087,0.70383,-51.10406,-10.52442,0.25891,-39.37082,-6.06,4.98146,-34.40089,-1.09028,0.182,-9.36281,-23.127,3.70808,-8.60516,13.84978,19.39432,-56.07821,-23.9806,-11.2075,-26.98549,47.74861,-30.41211,-149.59001,11.5506,-24.84068,70.94547,55.54347,-24.6771,-145.88696,-6.81315,-45.12363,59.03711
2447,-5.6817,-4.34318,-1.99043,0.2968,3.22309,-64.94234,0.03255,-4.51934,-1.54857,0.91015,1.91167,-64.96983,0.03254,-4.51934,-1.54857,0.91015,1.91167,-64.96983,12.39191,-1.05217,-22.87049,-14.05681,11.56683,-49.54401,25.47865,-2.79205,-22.81974,-2.56275,0.67623,-51.03843,-10.39107,0.20226,-39.37736,-6.09738,4.98524,-34.36404,-1.29192,0.06524,-9.25457,-23.332,3.55923,-8.54852,13.60031,19.38709,-55.67655,-24.0262,-11.19322,-26.95336,47.8554,-30.24643,-149.73747,11.59714,-24.83329,71.23029,55.49368,-24.41173,-146.11931,-6.68449,-44.92133,59.37574
2448,-5.17359,-4.41078,-2.00881,0.29551,3.01886,-64.95764,-0.10267,-4.57066,-1.61151,0.87383,1.78142,-64.98186,-0.10268,-4.57066,-1.61151,0.87383,1.78142,-64.98186,12.38518,-1.04268,-22.77271,-14.02977,11.57679,-49.33266,25.47164,-2.77539,-22.72336,-2.56553,0.69159,-50.8152,-10.22481,0.13794,-39.41919,-6.12919,4.96245,-34.34511,-1.47346,0.07147,-9.08829,-23.523,3.5026,-8.39177,13.38196,19.39292,-55.36129,-24.08388,-11.07728,-27.0129,47.90274,-30.09619,-149.87054,11.6219,-24.80356,70.96645,55.48238,-23.86929,-146.28685,-6.81522,-44.9515,59.0215
2449,-4.69578,-4.42796,-2.0523,0.2041,2.81893,-64.95023,-0.19341,-4.57501,-1.69875,0.77213,1.60379,-64.97215,-0.19342,-4.57501,-1.69875,0.77213,1.60379,-64.97215,12.40602,-1.03763,-22.61617,-13.97984,11.58994,-49.08494,25.44238,-2.74063,-22.56858,-2.59667,0.74184,-50.54876,-10.1096,0.08849,-39.43502,-6.16154,4.93527,-34.29197,-1.57121,0.16916,-8.95808,-23.63017,3.54425,-8.2341,13.24904,19.33949,-55.14975,-24.1086,-10.95178,-27.03095,47.88742,-29.9566,-149.87187,11.61211,-24.72541,70.38816,55.55291,-23.16945,-146.25731,-6.88346,-45.05912,58.45271
2450,-4.42051,-4.29534,-2.08171,0.12082,2.71828,-64.91676,-0.20751,-4.43632,-1.76085,0.69728,1.48694,-64.9379,-0.20751,-4.43632,-1.76085,0.69728,1.48694,-64.9379,12.42447,-1.05993,-22.34793,-13.94597,11.5957,-48.9332,25.45437,-2.70549,-22.30071,-2.63136,0.80537,-50.38697,-10.13128,0.07321,-39.3765,-6.18797,4.91388,-34.20612,-1.57206,0.25457,-8.90346,-23.63598,3.60288,-8.15124,13.15308,19.19025,-54.93779,-24.07227,-10.92262,-26.85948,47.85125,-29.80015,-149.82228,11.56464,-24.5779,69.88741,55.66454,-22.49047,-146.15494,-6.84523,-45.04877,58.08089
2451,-4.40062,-4.05564,-2.06844,0.11953,2.727,-64.86219,-0.12818,-4.19816,-1.76083,0.71178,1.46504,-64.88386,-0.12819,-4.19816,-1.76083,0.71178,1.46505,-64.88386,12.41074,-1.1128,-22.08126,-13.9395,11.58499,-48.93417,25.52838,-2.67382,-22.03671,-2.67087,0.86144,-50.38706,-10.24906,0.04971,-39.25832,-6.19392,4.8873,-34.11881,-1.52323,0.29365,-8.85991,-23.59041,3.62274,-8.0961,13.01588,19.00642,-54.63783,-23.97997,-11.02355,-26.4784,47.81419,-29.58435,-149.72844,11.46264,-24.37164,69.60042,55.70517,-22.03047,-146.05191,-6.98635,-44.87549,57.83273
2452,-4.61003,-3.86781,-2.00599,0.19558,2.7347,-64.81827,0.00382,-4.01635,-1.68862,0.78044,1.49097,-64.83984,0.00381,-4.01635,-1.68862,0.78044,1.49097,-64.83984,12.36944,-1.17744,-21.94259,-13.93678,11.55998,-49.07729,25.62765,-2.64568,-21.90464,-2.72416,0.89759,-50.52846,-10.33618,-0.02288,-39.12936,-6.17904,4.85341,-34.03241,-1.51152,0.3363,-8.7797,-23.58398,3.63214,-8.00556,12.84764,18.88768,-54.31902,-23.88509,-11.19057,-26.01993,47.75392,-29.32186,-149.44939,11.27734,-24.14896,69.46381,55.55223,-21.92828,-145.84979,-7.42273,-44.62332,57.57482
2453,-5.02181,-3.87447,-1.89558,0.28278,2.67333,-64.82333,0.1296,-4.02872,-1.54034,0.83356,1.50185,-64.84338,0.12959,-4.02872,-1.54034,0.83356,1.50185,-64.84338,12.33302,-1.23496,-21.96042,-13.9059,11.53289,-49.27129,25.69913,-2.62851,-21.92923,-2.788,0.91394,-50.7103,-10.32973,-0.10606,-39.00773,-6.15388,4.82334,-33.91857,-1.58864,0.42842,-8.70656,-23.66718,3.69001,-7.90295,12.70531,18.86051,-54.07821,-23.85601,-11.33658,-25.61173,47.66975,-29.07079,-148.89166,11.03148,-23.94592,69.46457,55.16166,-22.13698,-145.46332,-7.89889,-44.38677,57.45478
2454,-5.6753,-4.11525,-1.75507,0.31213,2.71154,-64.88495,0.25641,-4.27423,-1.3208,0.88654,1.48635,-64.90598,0.2564,-4.27423,-1.3208,0.88654,1.48635,-64.90598,12.31442,-1.2813,-22.15796,-13.84767,11.51441,-49.3155,25.7272,-2.62824,-22.13212,-2.8469,0.91939,-50.73023,-10.286,-0.13641,-38.87864,-6.11904,4.7933,-33.76357,-1.72332,0.56724,-8.69022,-23.80613,3.81251,-7.83548,12.56549,18.86394,-53.86832,-23.90736,-11.43256,-25.24664,47.59792,-28.86021,-148.21394,10.81408,-23.76074,69.68649,54.57839,-22.38367,-145.03662,-8.10903,-44.24947,57.70034
