Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1173,0.00016,-2e-05,-0.00011,0.00884,-0.00061,-0.00563,-0.37305,0.27348,0.44972,-0.00742,-0.02817,-0.03911,-0.00768,-0.00336,-0.00164,0.00401,-0.00282,-0.00122,-0.02526,-0.00229,0.00657,0.00119,-0.00924,-0.00518,-0.00302,-0.00316,-0.00594,-0.02587,0.02193,-0.02487,-0.19302,0.14875,0.08471,-0.10676,0.08583,-0.00424,-0.00682,0.00923,-0.01629,-0.00682,0.00923,-0.01629,-0.00027,0.00018,-0.00014,0.01941,0.06596,0.02896,0.00747,0.0038,0.00323,0.00109,0.00051,-0.00183,0.00109,0.00051,-0.00183,0.0,2e-05,-1e-05,-7.77429,4.34413,-0.85653
1174,0.0003,-0.00011,5e-05,0.01604,-0.00648,0.00225,-0.36703,0.3071,0.20785,-0.00666,-0.00042,-0.00734,-0.00304,-0.00285,-0.0059,0.00205,-0.0041,0.00221,-0.02287,0.00035,0.01117,0.00013,-0.00674,-0.00137,-0.00337,-0.00237,-0.00538,-0.02396,0.01848,-0.03344,-0.24354,0.12392,0.05474,-0.10869,0.07767,-0.01454,0.00667,0.00635,-0.01413,0.00667,0.00635,-0.01413,-0.00049,0.00042,-0.00017,0.03541,0.0189,0.01489,0.00626,0.00277,0.00183,0.00106,0.00121,-0.00075,0.00106,0.00121,-0.00075,0.0,2e-05,-1e-05,-7.57466,3.98362,-0.82169
1175,0.00033,-6e-05,0.00012,0.01745,-0.00438,0.00568,-0.32651,0.26269,-0.08691,-0.00608,0.02562,0.02521,0.00226,-0.00105,-0.00965,-0.00058,-0.00417,0.00505,-0.02397,0.00047,0.01152,-0.00236,-0.00414,0.00145,-0.00374,-0.00151,-0.00389,-0.01776,0.01953,-0.03855,-0.30479,0.09642,-0.01764,-0.11333,0.07448,-0.01823,0.01138,0.00529,-0.01361,0.01138,0.00529,-0.01361,-0.00051,0.00049,-0.00015,0.02747,-0.03087,-0.01288,0.00532,0.00316,-0.00176,0.00085,0.00153,0.00066,0.00085,0.00153,0.00066,1e-05,2e-05,-0.0,-7.74248,4.09849,-0.87204
1176,0.00025,0.00013,0.00013,0.01269,0.00479,0.00511,-0.29429,0.18294,-0.24356,-0.00049,0.02964,0.03338,0.00436,0.00047,-0.00805,-0.00206,-0.00304,0.00623,-0.02648,-0.00081,0.01149,-0.00534,-0.00306,0.00333,-0.00391,-0.00066,-0.0023,-0.01355,0.02708,-0.03802,-0.35724,0.08608,-0.06938,-0.12088,0.07755,-0.01888,0.00139,0.00816,-0.01181,0.00139,0.00816,-0.01181,-0.00032,0.00032,-9e-05,0.01592,-0.07006,-0.03824,0.00571,0.00547,-0.00543,0.00052,0.00149,0.00198,0.00052,0.00149,0.00198,1e-05,1e-05,0.0,-8.27251,4.39194,-0.99972
1177,0.00014,0.00029,0.00011,0.00659,0.01277,0.00371,-0.29432,0.14895,-0.24201,0.00656,0.02853,0.02548,0.00421,0.00044,-0.00247,-0.00182,-0.00177,0.006,-0.02798,-0.00087,0.01641,-0.00763,-0.00384,0.00628,-0.00373,0.00045,-0.00157,-0.0148,0.03396,-0.03193,-0.39445,0.10586,-0.06995,-0.13151,0.08467,-0.02121,-0.01325,0.01271,-0.00802,-0.01325,0.01271,-0.00802,-0.00011,9e-05,-4e-05,0.01834,-0.0889,-0.05053,0.0072,0.00904,-0.00765,0.00056,0.00121,0.00252,0.00056,0.00121,0.00252,0.0,0.0,1e-05,-8.93722,4.53185,-1.1164
1178,7e-05,0.00032,0.0001,0.00243,0.01469,0.00308,-0.31874,0.19182,-0.17407,0.01223,0.03275,0.02119,0.00443,-0.00123,0.00238,-0.00087,-0.00108,0.00418,-0.02799,0.00128,0.02671,-0.00813,-0.00536,0.01185,-0.00373,0.00118,-0.00248,-0.0177,0.03155,-0.02188,-0.43786,0.14497,-0.05175,-0.14211,0.09246,-0.02415,-0.02033,0.01541,-0.00493,-0.02033,0.01541,-0.00493,-1e-05,-2e-05,-1e-05,0.03185,-0.09138,-0.05394,0.00882,0.01216,-0.00865,0.00113,0.0009,0.00194,0.00113,0.0009,0.00194,-0.0,0.0,1e-05,-9.4025,4.41713,-1.06537
1179,-2e-05,0.00031,6e-05,-0.00197,0.01476,0.0013,-0.31615,0.24832,-0.1156,0.0165,0.02645,0.02006,0.00571,-0.00354,0.00492,-3e-05,-0.00073,0.00076,-0.02889,0.00305,0.03503,-0.00718,-0.00578,0.01774,-0.0042,0.00083,-0.00387,-0.0175,0.01905,-0.01196,-0.50266,0.17349,-0.06721,-0.14999,0.09901,-0.02531,-0.01971,0.01562,-0.00321,-0.01971,0.01562,-0.00321,-0.0,-1e-05,-0.0,0.03906,-0.08944,-0.06156,0.00968,0.01328,-0.00984,0.00209,0.00063,0.00056,0.00209,0.00063,0.00056,-0.0,0.0,-0.0,-9.48437,4.24775,-0.86295
1180,-0.0002,0.00037,-6e-05,-0.01131,0.01879,-0.00426,-0.25109,0.26258,-0.09614,0.01906,-0.00228,0.00986,0.00717,-0.00565,0.00714,0.00089,-0.00032,-0.00261,-0.03336,0.00061,0.0336,-0.0066,-0.00453,0.02004,-0.0044,-0.00019,-0.00332,-0.01413,0.00484,-0.00778,-0.56838,0.18183,-0.13299,-0.15509,0.10378,-0.02591,-0.01745,0.01494,-0.00197,-0.01745,0.01494,-0.00197,-3e-05,4e-05,-0.0,0.025,-0.09365,-0.08007,0.00995,0.01182,-0.01191,0.00291,0.00022,-0.00097,0.00291,0.00022,-0.00097,-0.0,1e-05,-1e-05,-9.2262,4.28393,-0.76156
1181,-0.00046,0.00047,-0.00023,-0.02469,0.02525,-0.01246,-0.16432,0.25888,-0.12414,0.01944,-0.03546,-0.00634,0.00747,-0.00727,0.01007,0.00194,-0.00012,-0.00368,-0.04063,-0.00578,0.02429,-0.00683,-0.00272,0.01829,-0.00348,-0.00128,-5e-05,-0.01051,-0.00057,-0.01088,-0.60897,0.19098,-0.21585,-0.15669,0.10566,-0.02761,-0.01599,0.01393,-0.00067,-0.01599,0.01393,-0.00067,-5e-05,6e-05,-0.0,-0.01074,-0.10618,-0.09897,0.01114,0.00876,-0.01355,0.00293,-0.00028,-0.0019,0.00293,-0.00028,-0.0019,0.0,0.0,-1e-05,-8.9144,4.61072,-0.86934
