Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2156,-0.00026,-0.00019,0.00016,-0.01288,-0.00816,0.00901,0.01116,-0.06062,0.10997,0.0011,-0.00278,0.00286,0.00044,-0.00069,0.00172,0.00055,-0.00023,0.00165,0.01394,0.01072,-0.00263,0.00513,-0.00016,0.00368,0.00246,-0.00062,0.00129,-0.00355,0.00229,0.01108,0.00757,0.02476,-0.00419,-0.00361,0.00038,0.00034,0.00052,-0.00017,0.00025,0.00052,-0.00017,0.00025,0.0,1e-05,0.0,0.03431,0.00872,0.01023,-0.00111,-0.00397,-0.00017,0.00068,0.00053,0.00076,0.00068,0.00053,0.00076,-0.0,1e-05,0.0,0.2016,-0.05977,0.41424
2157,-0.00016,-0.00021,0.00013,-0.00781,-0.00902,0.00719,-0.0148,-0.07047,0.13195,0.00059,-0.00293,0.00293,0.00024,-0.00037,0.00062,0.00111,-3e-05,0.0017,0.01382,0.0094,-0.00265,0.00505,0.00072,0.00304,0.00267,-0.00051,0.001,-0.00135,0.00072,0.01029,0.02029,0.01988,-0.01018,-0.00484,6e-05,-0.00015,0.00023,0.00023,-0.00035,0.00023,0.00023,-0.00035,1e-05,-0.0,-0.0,0.03749,-0.00878,0.0253,-0.00164,-0.00441,0.00257,4e-05,0.0008,-9e-05,4e-05,0.0008,-9e-05,1e-05,1e-05,-0.0,0.37987,-0.02351,0.39622
2158,-6e-05,-0.00017,0.0001,-0.00265,-0.00735,0.00556,0.00966,-0.07946,0.14273,-0.0005,-0.00281,0.00251,0.00034,-0.00022,-0.00039,0.00125,-0.00011,0.0012,0.01194,0.00743,-0.00073,0.00593,0.00105,0.0026,0.00205,-0.00015,0.00032,0.00162,-0.00047,0.00654,0.01921,0.0105,-0.01655,-0.00373,-4e-05,-0.00134,-0.00014,0.00047,-0.00076,-0.00014,0.00047,-0.00076,1e-05,-2e-05,-0.0,0.02765,-0.02456,0.03371,-0.00216,-0.0023,0.00501,-0.00089,0.00069,-0.00092,-0.00089,0.00069,-0.00092,2e-05,1e-05,-0.0,0.47305,-0.00859,0.33233
2159,-2e-05,-0.00016,9e-05,-0.00076,-0.00737,0.0051,0.07183,-0.0681,0.1476,-0.00037,-0.00194,0.00117,0.00082,-0.00032,-0.0012,0.00128,-0.00034,0.00058,0.00979,0.00535,0.0017,0.00724,0.0001,0.00269,0.00123,0.00021,-7e-05,0.00248,-0.00086,0.00442,0.00726,0.00684,-0.0096,-0.00118,0.00054,-0.00114,-0.00022,0.00018,-0.00085,-0.00022,0.00018,-0.00085,1e-05,-2e-05,-0.0,0.01447,-0.02001,0.02058,-0.00209,0.00058,0.00383,-0.0009,2e-05,-0.00093,-0.0009,2e-05,-0.00093,1e-05,-0.0,-0.0,0.38373,-0.01116,0.31336
2160,-2e-05,-0.00022,0.0001,-0.00046,-0.00971,0.0058,0.12078,-0.04046,0.1429,0.00071,-0.00103,0.0002,0.002,-0.00039,-0.00177,0.00131,-0.00032,-0.00013,0.00914,0.0042,0.00316,0.00829,-0.00137,0.00332,0.00097,0.00013,4e-05,0.00174,-0.00172,0.00479,-0.00487,0.01353,0.01024,0.00078,0.00165,0.00097,-0.00011,-0.00017,-0.00065,-0.00011,-0.00017,-0.00065,-0.0,-0.0,-0.0,0.00433,0.00796,-0.00154,-0.00137,0.00216,-5e-05,6e-05,-0.00088,-0.00037,6e-05,-0.00088,-0.00037,-1e-05,-1e-05,-0.0,0.16635,-0.02553,0.35888
2161,3e-05,-0.00023,0.00013,0.00174,-0.01037,0.00723,0.11633,-0.0103,0.12069,0.00107,-0.0009,0.0006,0.00349,-0.00037,-0.00164,0.00112,-6e-05,-0.0008,0.01039,0.00459,0.00279,0.00842,-0.0024,0.00418,0.00137,-0.00044,0.0005,0.00099,-0.0035,0.00462,-0.01152,0.02014,0.0264,0.00145,0.00299,0.00282,-0.00016,-4e-05,-0.00035,-0.00016,-4e-05,-0.00035,-1e-05,1e-05,-0.0,-0.00506,0.04171,-0.00928,-8e-05,0.00119,-0.00303,0.00092,-0.00127,-1e-05,0.00092,-0.00127,-1e-05,-2e-05,-2e-05,-0.0,-0.02959,-0.06463,0.39925
2162,0.00013,-0.00013,0.00015,0.0065,-0.00636,0.00805,0.06985,0.01721,0.08108,0.00045,-0.00126,0.0015,0.00422,-0.00057,-0.0003,0.00055,-2e-05,-0.00092,0.01219,0.00576,0.00136,0.00765,-0.00276,0.00496,0.0018,-0.00105,0.00104,0.00012,-0.00455,0.00337,-0.01536,0.0167,0.02866,0.0016,0.00428,0.00276,-0.00034,0.00017,-0.00026,-0.00034,0.00017,-0.00026,-1e-05,1e-05,-0.0,-0.01098,0.05575,-0.00116,0.00102,-0.00119,-0.00331,0.00104,-0.00087,0.00014,0.00104,-0.00087,0.00014,-1e-05,-1e-05,0.0,-0.11035,-0.12265,0.3703
2163,0.00019,3e-05,0.00013,0.00942,6e-05,0.00635,0.02857,0.03817,0.04204,-0.00047,-0.00156,0.00197,0.00393,-0.00103,0.00177,-6e-05,-0.00041,-0.00027,0.01301,0.00615,0.00053,0.00674,-0.00274,0.0057,0.00163,-0.00122,0.00146,-0.00121,-0.00351,0.00363,-0.01783,0.00152,0.02121,0.00129,0.00569,0.00132,-0.0004,-0.00013,-0.00039,-0.0004,-0.00013,-0.00039,-1e-05,0.0,-0.0,-0.00506,0.0394,0.0071,0.00062,-0.00243,-0.00172,0.00062,-0.00024,0.00055,0.00062,-0.00024,0.00055,0.0,-0.0,0.0,-0.09791,-0.15297,0.28826
2164,0.00011,0.0001,6e-05,0.00524,0.00387,0.00278,0.0262,0.04023,0.03575,-0.00138,-0.00185,0.00217,0.00339,-0.00133,0.00317,-0.00012,-0.00077,0.00071,0.01271,0.00521,0.00082,0.00634,-0.00279,0.00628,0.00094,-0.00097,0.00167,-0.00214,-0.0007,0.00548,-0.01404,-0.0216,0.00822,-0.00065,0.00717,-0.0006,-0.0003,-0.00063,-0.00043,-0.0003,-0.00063,-0.00043,-1e-05,-0.0,-0.0,0.0088,0.00547,0.01022,-0.00131,-0.00167,0.00064,-3e-05,9e-05,0.00097,-3e-05,9e-05,0.00097,0.0,0.0,0.0,-0.04654,-0.10967,0.22436
