Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1989,-12.03438,5.62606,-30.16444,0.99139,1.75762,-77.29652,-7.09412,2.73963,-30.52512,1.41948,-0.14182,-77.30256,-7.09412,2.73963,-30.52512,1.41948,-0.14181,-77.30256,4.33573,3.37234,-34.12321,-8.06737,13.69327,-55.78008,25.16501,-8.5283,-33.56418,7.49608,-1.69565,-58.3301,-3.74802,3.61404,-45.97874,-4.55308,4.3163,-39.65804,-20.97703,0.7606,-27.25663,-41.57006,10.9595,-25.12298,31.28869,2.14587,-40.41102,23.51315,-30.82084,-2.05089,169.46455,-30.79872,-75.86048,138.96935,12.34406,131.19962,155.19969,-29.12087,-82.60098,143.95773,2.65509,130.30809
1990,-11.90031,5.68009,-29.8444,1.24083,1.78367,-77.07481,-6.61663,2.63063,-30.22766,1.64839,0.00746,-77.08118,-6.61662,2.63063,-30.22766,1.64839,0.00746,-77.08118,4.34486,3.31885,-34.34726,-8.42962,13.8719,-55.23271,24.94716,-8.61715,-33.75416,7.79281,-1.85248,-57.92468,-3.69044,3.64999,-45.8588,-4.39969,4.38684,-39.73127,-20.62853,0.92497,-27.3653,-41.21458,11.15157,-25.16772,31.34696,2.10388,-40.57753,23.24194,-31.04837,-2.42624,169.66899,-30.84991,-75.05317,138.9149,12.20227,131.33823,155.3148,-29.16386,-81.83035,144.06087,2.41622,130.44115
1991,-11.72277,5.6585,-29.58344,1.44697,1.79886,-76.9006,-6.23009,2.52063,-29.9756,1.82624,0.16871,-76.90711,-6.23009,2.52063,-29.9756,1.82624,0.16871,-76.90711,4.30434,3.30429,-34.57153,-8.77104,14.06082,-54.74768,24.77371,-8.7149,-33.95103,8.06335,-2.01792,-57.57128,-3.60248,3.66589,-45.74277,-4.25328,4.4586,-39.79443,-20.24545,1.09907,-27.49283,-40.82218,11.35938,-25.22703,31.4526,2.04181,-40.7134,22.98831,-31.26058,-2.8265,169.88017,-30.88099,-73.96121,138.91429,12.04872,131.7632,155.60966,-29.34445,-80.71731,144.11003,2.22262,130.86781
1992,-11.39765,5.51218,-29.39396,1.56229,1.7932,-76.77504,-5.96264,2.43161,-29.77085,1.90649,0.32842,-76.78141,-5.96264,2.43161,-29.77085,1.90649,0.32843,-76.78141,4.22786,3.32856,-34.74243,-9.07959,14.26294,-54.34919,24.65476,-8.82675,-34.09336,8.30008,-2.1978,-57.28859,-3.48751,3.6559,-45.62224,-4.09899,4.52372,-39.83519,-19.84506,1.23857,-27.61958,-40.41028,11.53452,-25.29807,31.63091,1.9845,-40.80096,22.77304,-31.46276,-3.23269,170.10365,-30.90101,-72.69028,138.9778,11.90065,132.37666,156.0545,-29.6387,-79.3808,144.05844,2.06786,131.49284
1993,-10.89571,5.23921,-29.27333,1.55569,1.7737,-76.69694,-5.82027,2.3786,-29.61081,1.8635,0.47179,-76.70297,-5.82027,2.3786,-29.61081,1.8635,0.47179,-76.70297,4.12304,3.39197,-34.829,-9.34915,14.4781,-54.05158,24.59791,-8.95753,-34.14495,8.50153,-2.39695,-57.08841,-3.35497,3.62793,-45.50539,-3.92408,4.57754,-39.85008,-19.4447,1.32223,-27.73915,-39.99565,11.65483,-25.38234,31.89613,1.94801,-40.83664,22.61271,-31.66263,-3.62403,170.36238,-30.91327,-71.35835,139.09618,11.76955,133.112,156.57448,-29.97313,-77.97096,143.91548,1.9553,132.24806
1994,-10.2997,4.89221,-29.2077,1.42031,1.76755,-76.67062,-5.79545,2.36291,-29.4929,1.70011,0.58658,-76.67638,-5.79545,2.36291,-29.4929,1.70011,0.58659,-76.67638,3.98596,3.49517,-34.83356,-9.57784,14.70186,-53.8572,24.61446,-9.11172,-34.10743,8.67061,-2.61782,-56.9725,-3.21922,3.60268,-45.41091,-3.72233,4.62291,-39.84869,-19.0586,1.35473,-27.85442,-39.59228,11.7257,-25.48089,32.24289,1.93634,-40.83704,22.51934,-31.86652,-3.98677,170.68643,-30.91801,-70.12453,139.25113,11.65562,133.91708,157.06786,-30.24234,-76.69006,143.71861,1.89895,133.07973
1995,-9.74561,4.55262,-29.18517,1.18011,1.8081,-76.7085,-5.88807,2.39072,-29.41889,1.44862,0.67143,-76.71432,-5.88807,2.39072,-29.41889,1.44862,0.67143,-76.71432,3.80361,3.63667,-34.77397,-9.76805,14.92608,-53.77037,24.72218,-9.29379,-34.00084,8.81114,-2.86038,-56.94704,-3.08849,3.60039,-45.35809,-3.49487,4.67082,-39.85119,-18.69621,1.35647,-27.96671,-39.21081,11.76669,-25.58765,32.64406,1.94511,-40.8324,22.49608,-32.07884,-4.32341,171.09773,-30.91466,-69.18943,139.43147,11.54964,134.71591,157.43422,-30.37193,-75.78513,143.49927,1.91573,133.91301
1996,-9.35663,4.30479,-29.20177,0.88514,1.91431,-76.8238,-6.12136,2.49204,-29.39363,1.16024,0.73921,-76.83017,-6.12136,2.49204,-29.39363,1.16024,0.73922,-76.83017,3.5597,3.81112,-34.66024,-9.92692,15.14156,-53.80599,24.94605,-9.50901,-33.83733,8.92582,-3.12285,-57.03168,-2.95854,3.63063,-45.35855,-3.24787,4.73494,-39.88026,-18.36007,1.34883,-28.06807,-38.8567,11.79502,-25.68733,33.06129,1.96605,-40.85119,22.53332,-32.30369,-4.65184,171.59897,-30.90218,-68.73055,139.64133,11.44228,135.42413,157.61137,-30.37768,-75.4698,143.27858,2.01231,134.66609
1997,-9.23498,4.22985,-29.2537,0.59289,2.08042,-77.01865,-6.54268,2.71929,-29.41691,0.88563,0.81055,-77.02604,-6.54268,2.71929,-29.41691,0.88563,0.81056,-77.02604,3.23848,4.01055,-34.48678,-10.06461,15.34181,-53.97917,25.31849,-9.76474,-33.61169,9.01629,-3.40263,-57.24764,-2.81962,3.69401,-45.41303,-2.98864,4.82295,-39.95122,-18.04534,1.34278,-28.14254,-38.52871,11.81542,-25.76075,33.46421,1.99051,-40.9117,22.61215,-32.54538,-4.99091,172.17503,-30.88418,-68.80222,139.89487,11.33535,136.00844,157.60191,-30.34412,-75.80721,143.08553,2.17085,135.30424
