Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1818,-1.24987,-14.22633,3.98671,-13.29735,-0.75612,-1.38681,-22.96816,-20.99788,3.12427,-15.68888,0.42461,-1.48901,-31.49929,39.06438,-4.56178,-16.13636,-0.89801,-1.42811,-24.62351,-4.31482,3.51441,40.04388,-18.98822,-7.87693,1.44134,0.52112,-0.54666,-5.3945,-1.97387,-0.25926,0.36998,-0.98348,-0.19654,-0.69672,-0.98972,-0.35013,-0.01878,-0.05336,-0.04762,0.00554,-0.22475,0.01719
1819,-1.19425,-12.72019,3.40153,-11.68265,-0.98491,-1.36097,-24.56223,-14.02116,2.2027,-6.72723,-0.70749,-0.98081,-31.10365,39.34255,-4.7933,-16.70251,-0.8852,-1.42635,-11.05826,5.71703,-1.51467,38.82693,-26.15609,-5.38628,1.5492,2.00393,0.13262,-6.69267,-0.74074,-0.64406,0.56356,-0.98332,0.13268,-0.98202,-0.34532,-0.44896,-0.07892,-0.10086,-0.03191,-0.12677,-0.07072,-0.07876
1820,-0.56211,-11.78409,2.66153,-12.07507,0.1588,-0.8191,-23.53477,-3.00952,0.29395,-5.94822,2.60741,2.36892,-30.74158,39.31849,-4.96963,-17.26344,-0.68171,-1.32312,-5.74604,24.08764,-3.7097,29.11982,-30.29309,3.36514,-0.08978,2.56145,0.91485,-6.23193,-0.2685,-0.63158,0.77116,-1.4183,0.11942,-0.80711,-0.06675,-0.38592,-0.01257,-0.224,-0.03869,-0.20889,0.01851,-0.13227
1821,1.01827,-12.39588,2.19433,-13.77515,1.62374,-0.22598,-20.17226,1.89736,-1.30673,-11.46889,8.06606,5.7889,-30.34196,38.87899,-5.00984,-17.66888,-0.43251,-1.15368,-7.76326,35.60865,-1.22981,19.61258,-34.16984,8.8903,-0.81001,1.72486,0.81309,-6.13745,-1.05768,-0.38085,0.82879,-1.884,-0.17294,-0.47558,-0.47513,-0.28772,0.09983,-0.31556,-0.06221,-0.1527,-0.05433,-0.0918
1822,2.88655,-13.68584,2.01916,-14.57535,2.58089,0.02759,-19.82026,0.76984,-2.09484,-16.44378,11.54076,6.16707,-29.95756,38.01355,-4.95284,-17.94799,-0.32696,-1.02114,-16.22521,34.79932,-0.29866,19.62891,-36.56952,5.71399,0.12859,-0.0231,0.01807,-7.42823,-2.42556,-0.05303,0.75427,-1.98151,-0.36978,-0.24884,-1.14838,-0.20981,0.16899,-0.26413,-0.02691,-0.00987,-0.19284,0.00625
1823,4.63554,-14.70941,1.92396,-14.53615,3.0119,-0.05057,-23.68281,0.9434,-2.24596,-18.58222,11.71371,3.57498,-29.65399,36.94703,-4.86471,-18.28441,-0.32558,-0.96006,-26.05781,32.6855,-4.65526,28.96718,-30.51992,-1.84172,1.01565,-1.61013,-0.49965,-7.41942,-3.79147,0.51321,0.76993,-1.9124,-0.33238,-0.04744,-1.66971,-0.13064,0.21878,-0.14983,0.07021,0.0654,-0.28579,0.06543
1824,6.13915,-15.61923,1.84228,-14.92097,3.46299,-0.0361,-26.45357,5.08597,-1.9112,-17.81338,11.09833,1.80299,-29.4081,35.9412,-4.80846,-18.8197,-0.2173,-0.87187,-25.96685,40.67499,-9.12804,36.02339,-19.49849,-5.27393,0.77715,-2.11624,-0.4301,-4.35276,-4.2089,1.03072,0.96589,-2.03552,-0.33097,0.19707,-1.74701,-0.03131,0.28911,-0.13904,0.10488,-0.03267,-0.27127,0.02584
1825,7.21918,-16.57609,1.7379,-15.53784,4.09128,0.3125,-24.04107,9.25427,-1.23925,-14.20363,11.08475,2.90118,-29.12868,35.02583,-4.83341,-19.48375,0.05902,-0.69508,-13.73464,52.791,-9.12517,32.32966,-17.56089,-1.59392,0.26205,-1.4336,-0.24897,-0.62627,-3.38402,1.19238,1.14364,-2.2609,-0.54186,0.52137,-1.30528,0.12044,0.31142,-0.24352,-0.01244,-0.19742,-0.13255,-0.05221
1826,7.72184,-17.57234,1.60263,-15.86473,4.34453,0.62011,-18.88982,9.99607,-0.77201,-11.01194,10.19988,4.15016,-28.76818,34.0893,-4.95118,-20.11164,0.34808,-0.53534,-1.59483,55.74102,-7.85935,24.25725,-28.89555,3.37124,0.98833,0.18632,-0.23754,-0.37519,-2.33049,0.95761,1.1836,-2.09726,-0.60416,0.68821,-0.78284,0.21537,0.19393,-0.29496,-0.17504,-0.2492,0.00816,-0.07858
1827,7.46742,-18.9942,1.57004,-16.28709,4.24973,0.61479,-15.84962,7.8481,-1.28601,-13.23668,8.57935,3.28954,-28.35856,33.11359,-5.16196,-20.66179,0.60429,-0.47117,-1.77918,48.4051,-8.74886,21.15219,-40.65041,1.94791,3.16776,2.07522,-0.30123,-4.79095,-1.0076,-0.11146,1.14825,-1.40561,-0.19688,0.1712,-0.47405,0.04901,-0.02241,-0.16676,-0.19796,-0.20523,0.01004,-0.07008
1828,6.86475,-21.15982,1.7481,-16.77499,4.28383,0.53581,-15.34622,4.48196,-2.47385,-18.68404,7.46803,1.8747,-27.89059,32.2091,-5.43036,-21.17415,0.93775,-0.44501,-9.34477,37.72043,-10.18682,21.20711,-40.45093,-4.45105,4.94631,2.82291,-0.32897,-9.56207,0.70745,-1.66814,1.16246,-0.88472,0.31183,-0.65564,-0.39805,-0.22589,-0.12114,0.0128,-0.05778,-0.16593,-0.11334,-0.0635
