Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1489,0.23248,0.23829,1.54251,0.13271,0.58554,0.15066,0.18781,0.09864,0.0787,0.11017,0.55793,0.57451,0.24215,0.13612,0.50004,0.13061,0.2927,0.93321,0.26904,0.16985,0.93777,0.07104,0.31729,1.47959,0.33801,0.10313,1.49092,0.02638,0.45217,1.20587,0.49108,0.26571,1.27562,0.1264,0.59429,1.41702,0.39185,0.38514,1.49395
1490,0.2323,0.23979,1.54195,0.13299,0.58477,0.15045,0.18754,0.09945,0.07875,0.10936,0.5596,0.57439,0.24404,0.13883,0.49963,0.13035,0.29413,0.93288,0.26922,0.17179,0.93751,0.06994,0.31969,1.47966,0.33653,0.10506,1.49017,0.02646,0.45506,1.206,0.4914,0.26707,1.27573,0.12662,0.59908,1.41578,0.39307,0.38662,1.4944
1491,0.23137,0.24152,1.5414,0.1329,0.58413,0.15011,0.18736,0.10028,0.07887,0.10868,0.56119,0.57415,0.24596,0.14194,0.49925,0.1302,0.2956,0.93252,0.26946,0.17372,0.93731,0.06869,0.32216,1.47966,0.33519,0.10658,1.48957,0.0268,0.45814,1.20605,0.49194,0.26817,1.27618,0.12724,0.60432,1.41421,0.39434,0.38827,1.49488
1492,0.22958,0.24324,1.54097,0.13274,0.58362,0.14958,0.18743,0.10093,0.07899,0.10809,0.56265,0.57369,0.24771,0.14537,0.49884,0.13007,0.29723,0.93216,0.26977,0.17585,0.93707,0.06739,0.32451,1.47944,0.33436,0.10776,1.48912,0.0272,0.46121,1.20593,0.49274,0.26953,1.27707,0.12802,0.60986,1.41214,0.39544,0.39017,1.49561
1493,0.22755,0.24498,1.54062,0.13283,0.58311,0.1488,0.18776,0.10145,0.079,0.10738,0.56385,0.57295,0.24926,0.14897,0.49833,0.12988,0.29905,0.93184,0.27007,0.17824,0.93671,0.06629,0.32701,1.47911,0.33384,0.10911,1.48866,0.0273,0.464,1.20557,0.49371,0.27139,1.27813,0.12827,0.61552,1.40961,0.39638,0.39234,1.49648
1494,0.22619,0.24691,1.5403,0.13321,0.58252,0.1478,0.18821,0.102,0.07889,0.10646,0.56475,0.57193,0.25084,0.15266,0.49769,0.12955,0.30095,0.93153,0.27027,0.18075,0.93621,0.06554,0.32995,1.47875,0.33308,0.11111,1.48811,0.02692,0.46644,1.20491,0.49471,0.27339,1.27893,0.12744,0.62117,1.40675,0.39757,0.39457,1.49723
1495,0.22571,0.24906,1.53999,0.13371,0.58185,0.14661,0.18859,0.10261,0.07873,0.10551,0.56548,0.5707,0.25264,0.15637,0.49693,0.12902,0.30274,0.93105,0.27037,0.18328,0.9356,0.06507,0.33321,1.47831,0.33171,0.11383,1.48749,0.0261,0.4686,1.20398,0.49556,0.27511,1.27925,0.12586,0.62678,1.40351,0.39929,0.39672,1.4977
1496,0.22548,0.25134,1.53969,0.13415,0.58126,0.14522,0.18878,0.1032,0.07863,0.10478,0.5663,0.56928,0.25455,0.16011,0.49614,0.12835,0.30438,0.93022,0.27048,0.18584,0.93495,0.06457,0.33637,1.47785,0.32999,0.11692,1.48682,0.02494,0.4706,1.20304,0.49626,0.27657,1.27926,0.12444,0.63255,1.39965,0.4013,0.39892,1.49786
1497,0.22488,0.25362,1.53934,0.13447,0.58089,0.14367,0.18885,0.10371,0.07866,0.10428,0.56735,0.56773,0.25635,0.16402,0.49542,0.12782,0.30597,0.92905,0.27073,0.1884,0.93435,0.06385,0.33913,1.47752,0.32854,0.11987,1.48615,0.0234,0.47244,1.20238,0.49706,0.27805,1.27927,0.12364,0.63875,1.39493,0.40313,0.40141,1.49775
