	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	7.64815	-35.54720	310.38062	-20.14613	56.97730	487.24991
2	7.80709	-35.47823	310.49072	-20.06459	56.99990	487.13599
3	7.96631	-35.40918	310.60129	-19.98285	57.02248	487.02155
4	8.12610	-35.33995	310.71274	-19.90072	57.04504	486.90604
5	8.28672	-35.27043	310.82553	-19.81800	57.06753	486.78897
6	8.44847	-35.20056	310.94003	-19.73448	57.08995	486.66980
7	8.61162	-35.13021	311.05682	-19.64998	57.11229	486.54803
8	8.77646	-35.05933	311.17621	-19.56429	57.13451	486.42310
9	8.94326	-34.98780	311.29871	-19.47722	57.15662	486.29456
10	9.11231	-34.91554	311.42471	-19.38857	57.17858	486.16177
11	9.28380	-34.84248	311.55463	-19.29819	57.20038	486.02438
12	9.45762	-34.76868	311.68839	-19.20612	57.22201	485.88245
13	9.63355	-34.69419	311.82587	-19.11248	57.24342	485.73605
14	9.81141	-34.61912	311.96695	-19.01734	57.26462	485.58533
15	9.99098	-34.54352	312.11154	-18.92081	57.28558	485.43039
16	10.17206	-34.46747	312.25943	-18.82298	57.30626	485.27142
17	10.35446	-34.39106	312.41058	-18.72396	57.32666	485.10849
18	10.53796	-34.31435	312.56482	-18.62383	57.34676	484.94177
19	10.72236	-34.23743	312.72208	-18.52269	57.36653	484.77133
20	10.90749	-34.16036	312.88217	-18.42063	57.38595	484.59732
21	11.09322	-34.08319	313.04514	-18.31770	57.40499	484.41974
22	11.27946	-34.00596	313.21097	-18.21393	57.42366	484.23865
23	11.46611	-33.92871	313.37961	-18.10935	57.44190	484.05389
24	11.65309	-33.85149	313.55106	-18.00402	57.45972	483.86560
25	11.84028	-33.77433	313.72537	-17.89795	57.47708	483.67371
26	12.02759	-33.69728	313.90247	-17.79120	57.49397	483.47821
27	12.21494	-33.62038	314.08240	-17.68379	57.51036	483.27908
28	12.40221	-33.54366	314.26514	-17.57576	57.52624	483.07635
29	12.58932	-33.46717	314.45065	-17.46716	57.54158	482.87003
30	12.77614	-33.39097	314.63889	-17.35804	57.55637	482.66019
31	12.96253	-33.31509	314.82971	-17.24849	57.57058	482.44684
32	13.14839	-33.23959	315.02301	-17.13857	57.58421	482.23019
33	13.33358	-33.16452	315.21869	-17.02836	57.59723	482.01028
34	13.51797	-33.08992	315.41666	-16.91792	57.60962	481.78723
35	13.70145	-33.01584	315.61676	-16.80732	57.62138	481.56107
36	13.88388	-32.94234	315.81894	-16.69664	57.63247	481.33200
37	14.06513	-32.86946	316.02310	-16.58596	57.64289	481.09998
38	14.24509	-32.79725	316.22910	-16.47533	57.65261	480.86520
39	14.42366	-32.72576	316.43680	-16.36484	57.66163	480.62772
40	14.60072	-32.65502	316.64609	-16.25455	57.66991	480.38773
41	14.77619	-32.58509	316.85681	-16.14456	57.67745	480.14523
42	14.94995	-32.51599	317.06888	-16.03492	57.68423	479.90057
43	15.12192	-32.44777	317.28207	-15.92573	57.69023	479.65363
44	15.29198	-32.38049	317.49631	-15.81704	57.69543	479.40469
45	15.46004	-32.31417	317.71149	-15.70895	57.69982	479.15378
46	15.62601	-32.24887	317.92740	-15.60151	57.70338	478.90112
47	15.78977	-32.18461	318.14392	-15.49482	57.70610	478.64676
48	15.95125	-32.12145	318.36096	-15.38896	57.70795	478.39093
49	16.11039	-32.05940	318.57831	-15.28401	57.70892	478.13376
50	16.26709	-31.99850	318.79587	-15.18008	57.70899	477.87546
51	16.42130	-31.93879	319.01343	-15.07724	57.70815	477.61621
52	16.57292	-31.88030	319.23087	-14.97558	57.70636	477.35620
53	16.72189	-31.82306	319.44800	-14.87521	57.70363	477.09555
54	16.86813	-31.76711	319.66476	-14.77620	57.69992	476.83453
55	17.01157	-31.71247	319.88089	-14.67864	57.69523	476.57324
56	17.15213	-31.65918	320.09631	-14.58263	57.68953	476.31192
57	17.28978	-31.60725	320.31088	-14.48826	57.68281	476.05075
58	17.42449	-31.55670	320.52441	-14.39561	57.67505	475.79001
59	17.55622	-31.50753	320.73682	-14.30478	57.66624	475.52979
60	17.68495	-31.45977	320.94797	-14.21585	57.65636	475.27045
61	17.81065	-31.41342	321.15765	-14.12892	57.64540	475.01215
62	17.93327	-31.36849	321.36584	-14.04408	57.63334	474.75507
63	18.05280	-31.32500	321.57227	-13.96141	57.62016	474.49945
64	18.16919	-31.28297	321.77692	-13.88101	57.60586	474.24554
65	18.28243	-31.24239	321.97955	-13.80296	57.59041	473.99353
66	18.39250	-31.20327	322.18018	-13.72736	57.57380	473.74368
67	18.49941	-31.16560	322.37851	-13.65428	57.55602	473.49619
68	18.60316	-31.12938	322.57449	-13.58381	57.53704	473.25122
69	18.70373	-31.09459	322.76797	-13.51603	57.51687	473.00916
70	18.80114	-31.06124	322.95889	-13.45103	57.49548	472.77008
71	18.89539	-31.02931	323.14700	-13.38889	57.47285	472.53433
72	18.98647	-30.99880	323.33234	-13.32970	57.44899	472.30206
73	19.07437	-30.96970	323.51459	-13.27353	57.42385	472.07352
74	19.15911	-30.94201	323.69376	-13.22048	57.39745	471.84894
75	19.24071	-30.91571	323.86963	-13.17062	57.36976	471.62854
76	19.31917	-30.89077	324.04221	-13.12401	57.34077	471.41257
77	19.39453	-30.86720	324.21127	-13.08075	57.31049	471.20120
78	19.46680	-30.84495	324.37674	-13.04090	57.27888	470.99469
79	19.53600	-30.82403	324.53857	-13.00453	57.24595	470.79327
80	19.60216	-30.80440	324.69653	-12.97172	57.21169	470.59717
81	19.66529	-30.78605	324.85059	-12.94254	57.17609	470.40665
82	19.72541	-30.76897	325.00061	-12.91707	57.13914	470.22183
83	19.78256	-30.75313	325.14645	-12.89538	57.10083	470.04300
84	19.83677	-30.73851	325.28818	-12.87752	57.06116	469.87030
85	19.88809	-30.72508	325.42560	-12.86351	57.02015	469.70395
86	19.93656	-30.71281	325.55878	-12.85341	56.97780	469.54407
87	19.98224	-30.70167	325.68753	-12.84724	56.93411	469.39078
88	20.02517	-30.69164	325.81198	-12.84506	56.88910	469.24435
89	20.06540	-30.68269	325.93198	-12.84690	56.84277	469.10480
90	20.10297	-30.67478	326.04755	-12.85279	56.79512	468.97244
91	20.13793	-30.66790	326.15851	-12.86279	56.74617	468.84735
92	20.17033	-30.66201	326.26495	-12.87691	56.69593	468.72968
93	20.20022	-30.65709	326.36682	-12.89518	56.64441	468.61957
94	20.22767	-30.65308	326.46417	-12.91760	56.59163	468.51712
95	20.25273	-30.64997	326.55698	-12.94417	56.53761	468.42233
96	20.27545	-30.64771	326.64523	-12.97490	56.48238	468.33542
97	20.29590	-30.64628	326.72900	-13.00978	56.42595	468.25635
98	20.31413	-30.64564	326.80829	-13.04884	56.36835	468.18536
99	20.33021	-30.64574	326.88306	-13.09206	56.30959	468.12247
100	20.34417	-30.64657	326.95337	-13.13945	56.24970	468.06772
101	20.35610	-30.64808	327.01923	-13.19102	56.18869	468.02127
102	20.36604	-30.65024	327.08066	-13.24673	56.12661	467.98312
103	20.37407	-30.65300	327.13773	-13.30654	56.06349	467.95331
104	20.38025	-30.65632	327.19052	-13.37043	55.99936	467.93185
105	20.38465	-30.66016	327.23911	-13.43836	55.93426	467.91873
106	20.38733	-30.66449	327.28348	-13.51029	55.86824	467.91403
107	20.38836	-30.66925	327.32376	-13.58619	55.80131	467.91776
108	20.38780	-30.67441	327.35995	-13.66603	55.73353	467.92987
109	20.38572	-30.67993	327.39215	-13.74976	55.66492	467.95047
110	20.38218	-30.68577	327.42041	-13.83735	55.59553	467.97952
111	20.37726	-30.69188	327.44482	-13.92871	55.52541	468.01697
112	20.37102	-30.69824	327.46548	-14.02376	55.45461	468.06274
113	20.36352	-30.70481	327.48251	-14.12241	55.38318	468.11670
114	20.35484	-30.71155	327.49603	-14.22457	55.31118	468.17883
115	20.34503	-30.71842	327.50610	-14.33016	55.23867	468.24905
116	20.33417	-30.72540	327.51291	-14.43909	55.16568	468.32718
117	20.32232	-30.73243	327.51645	-14.55127	55.09229	468.41327
118	20.30956	-30.73949	327.51688	-14.66661	55.01855	468.50714
119	20.29593	-30.74655	327.51431	-14.78503	54.94450	468.60873
120	20.28152	-30.75356	327.50888	-14.90641	54.87021	468.71790
121	20.26636	-30.76051	327.50061	-15.03065	54.79573	468.83456
122	20.25052	-30.76737	327.48975	-15.15765	54.72112	468.95853
123	20.23405	-30.77412	327.47629	-15.28729	54.64643	469.08963
124	20.21702	-30.78072	327.46048	-15.41947	54.57173	469.22784
125	20.19948	-30.78715	327.44232	-15.55407	54.49708	469.37292
126	20.18148	-30.79339	327.42200	-15.69099	54.42252	469.52472
127	20.16308	-30.79941	327.39963	-15.83013	54.34811	469.68320
128	20.14434	-30.80517	327.37531	-15.97137	54.27392	469.84814
129	20.12530	-30.81067	327.34915	-16.11459	54.19999	470.01941
130	20.10601	-30.81590	327.32132	-16.25967	54.12638	470.19684
131	20.08650	-30.82082	327.29187	-16.40650	54.05314	470.38022
132	20.06683	-30.82543	327.26096	-16.55494	53.98034	470.56940
133	20.04702	-30.82970	327.22873	-16.70488	53.90800	470.76422
134	20.02713	-30.83364	327.19528	-16.85620	53.83620	470.96451
135	20.00719	-30.83721	327.16071	-17.00878	53.76497	471.17007
136	19.98725	-30.84041	327.12515	-17.16250	53.69439	471.38074
137	19.96735	-30.84321	327.08875	-17.31723	53.62449	471.59634
138	19.94752	-30.84562	327.05157	-17.47285	53.55532	471.81671
139	19.92778	-30.84764	327.01376	-17.62924	53.48692	472.04166
140	19.90816	-30.84927	326.97540	-17.78628	53.41932	472.27094
141	19.88868	-30.85051	326.93665	-17.94385	53.35257	472.50439
142	19.86937	-30.85135	326.89749	-18.10181	53.28669	472.74185
143	19.85026	-30.85180	326.85818	-18.26006	53.22175	472.98306
144	19.83136	-30.85186	326.81876	-18.41846	53.15776	473.22787
145	19.81272	-30.85154	326.77933	-18.57690	53.09478	473.47610
146	19.79434	-30.85082	326.73999	-18.73525	53.03284	473.72754
147	19.77625	-30.84972	326.70087	-18.89342	52.97195	473.98196
148	19.75846	-30.84826	326.66202	-19.05129	52.91216	474.23929
149	19.74099	-30.84644	326.62354	-19.20878	52.85347	474.49924
150	19.72386	-30.84426	326.58554	-19.36576	52.79592	474.76169
151	19.70708	-30.84175	326.54807	-19.52216	52.73952	475.02643
152	19.69067	-30.83891	326.51123	-19.67786	52.68430	475.29337
153	19.67463	-30.83575	326.47513	-19.83277	52.63029	475.56213
154	19.65900	-30.83228	326.43985	-19.98677	52.57750	475.83276
155	19.64378	-30.82851	326.40546	-20.13978	52.52596	476.10492
156	19.62898	-30.82446	326.37204	-20.29172	52.47567	476.37857
157	19.61461	-30.82014	326.33969	-20.44250	52.42664	476.65338
158	19.60066	-30.81557	326.30838	-20.59205	52.37889	476.92932
159	19.58714	-30.81075	326.27832	-20.74029	52.33242	477.20609
160	19.57406	-30.80572	326.24948	-20.88715	52.28724	477.48355
161	19.56142	-30.80047	326.22198	-21.03254	52.24334	477.76163
162	19.54923	-30.79503	326.19586	-21.17639	52.20074	478.04007
163	19.53749	-30.78941	326.17120	-21.31862	52.15945	478.31863
164	19.52619	-30.78363	326.14804	-21.45916	52.11948	478.59726
165	19.51535	-30.77770	326.12650	-21.59795	52.08081	478.87570
166	19.50496	-30.77164	326.10654	-21.73495	52.04343	479.15387
167	19.49501	-30.76546	326.08817	-21.87009	52.00732	479.43152
168	19.48551	-30.75918	326.07144	-22.00333	51.97250	479.70853
169	19.47645	-30.75281	326.05646	-22.13461	51.93892	479.98471
170	19.46783	-30.74637	326.04318	-22.26390	51.90660	480.25992
171	19.45965	-30.73987	326.03168	-22.39112	51.87551	480.53394
172	19.45190	-30.73333	326.02191	-22.51623	51.84565	480.80667
173	19.44459	-30.72676	326.01398	-22.63918	51.81700	481.07788
174	19.43770	-30.72018	326.00790	-22.75994	51.78954	481.34750
175	19.43125	-30.71359	326.00366	-22.87848	51.76326	481.61526
176	19.42521	-30.70701	326.00128	-22.99475	51.73812	481.88113
177	19.41960	-30.70045	326.00079	-23.10873	51.71411	482.14490
178	19.41441	-30.69392	326.00217	-23.22039	51.69121	482.40643
179	19.40963	-30.68743	326.00546	-23.32969	51.66940	482.66553
180	19.40526	-30.68099	326.01065	-23.43660	51.64864	482.92212
181	19.40131	-30.67462	326.01779	-23.54109	51.62894	483.17599
182	19.39775	-30.66832	326.02686	-23.64313	51.61025	483.42706
183	19.39460	-30.66210	326.03790	-23.74270	51.59256	483.67508
184	19.39185	-30.65597	326.05087	-23.83978	51.57584	483.92001
185	19.38948	-30.64993	326.06589	-23.93435	51.56007	484.16171
186	19.38750	-30.64398	326.08289	-24.02639	51.54523	484.40002
187	19.38590	-30.63813	326.10187	-24.11590	51.53129	484.63486
188	19.38468	-30.63239	326.12289	-24.20286	51.51822	484.86600
189	19.38383	-30.62675	326.14597	-24.28723	51.50601	485.09329
190	19.38334	-30.62123	326.17108	-24.36902	51.49462	485.31677
191	19.38321	-30.61584	326.19827	-24.44820	51.48404	485.53616
192	19.38343	-30.61056	326.22754	-24.52478	51.47424	485.75140
193	19.38400	-30.60541	326.25888	-24.59877	51.46519	485.96243
194	19.38491	-30.60038	326.29233	-24.67015	51.45687	486.16904
195	19.38615	-30.59548	326.32788	-24.73895	51.44926	486.37119
196	19.38772	-30.59072	326.36560	-24.80516	51.44234	486.56876
197	19.38960	-30.58609	326.40540	-24.86880	51.43607	486.76172
198	19.39179	-30.58159	326.44730	-24.92985	51.43045	486.94986
199	19.39429	-30.57724	326.49136	-24.98834	51.42543	487.13312
200	19.39708	-30.57302	326.53757	-25.04426	51.42100	487.31137
201	19.40016	-30.56895	326.58594	-25.09763	51.41713	487.48462
202	19.40352	-30.56503	326.63647	-25.14845	51.41381	487.65268
203	19.40714	-30.56128	326.68915	-25.19675	51.41101	487.81549
204	19.41103	-30.55768	326.74402	-25.24253	51.40871	487.97305
205	19.41516	-30.55426	326.80103	-25.28580	51.40689	488.12515
206	19.41954	-30.55100	326.86023	-25.32658	51.40551	488.27179
207	19.42415	-30.54793	326.92163	-25.36488	51.40457	488.41290
208	19.42898	-30.54505	326.98520	-25.40071	51.40404	488.54834
209	19.43402	-30.54236	327.05096	-25.43409	51.40389	488.67810
210	19.43927	-30.53986	327.11890	-25.46503	51.40412	488.80197
211	19.44470	-30.53756	327.18906	-25.49356	51.40469	488.92007
212	19.45033	-30.53547	327.26135	-25.51968	51.40561	489.03223
213	19.45612	-30.53359	327.33585	-25.54343	51.40683	489.13846
214	19.46208	-30.53193	327.41248	-25.56481	51.40835	489.23862
