	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
596	-0.00023	0.00007	0.00018	-0.01295	0.00225	0.00928	0.13689	-0.37681	0.22298	0.01535	-0.01214	0.01086	0.00191	0.00254	0.00521	-0.00059	-0.00018	0.00240	0.00484	0.00043	0.01322	0.00283	-0.00662	0.00270	-0.00109	0.00207	0.00226	0.00428	-0.00083	0.01868	0.00413	0.04897	0.00132	-0.00246	0.00242	0.00095	0.00034	0.00107	0.00011	0.00034	0.00107	0.00011	0.00001	0.00001	-0.00000	-0.01162	0.05003	0.03683	0.00988	-0.00401	0.00156	-0.00045	0.00027	0.00046	-0.00045	0.00027	0.00046	-0.00000	0.00000	0.00000	1.25493	-1.40377	1.36418
597	-0.00017	0.00015	0.00026	-0.00984	0.00566	0.01257	0.17858	-0.32620	0.24471	0.01554	-0.01212	0.01383	0.00145	0.00195	0.00709	0.00025	0.00102	0.00257	0.00476	0.00072	0.01331	0.00179	-0.00658	0.00276	-0.00172	0.00200	0.00257	0.00312	-0.00128	0.02103	-0.00949	0.04744	0.00675	0.00264	0.00450	0.00080	0.00005	0.00017	-0.00019	0.00005	0.00017	-0.00019	0.00000	0.00000	-0.00000	-0.00474	0.03883	0.03585	0.00886	-0.00385	0.00195	0.00031	0.00039	-0.00005	0.00031	0.00039	-0.00005	0.00000	0.00001	-0.00000	1.23674	-1.31734	1.39976
598	-0.00017	0.00021	0.00027	-0.00972	0.00838	0.01283	0.22734	-0.23969	0.29968	0.01478	-0.01025	0.01517	0.00301	0.00070	0.00719	0.00187	0.00125	0.00259	0.00576	0.00005	0.00946	0.00052	-0.00635	0.00312	-0.00163	0.00082	0.00219	0.00205	-0.00082	0.02016	-0.01361	0.04573	0.01199	0.00660	0.00628	0.00077	-0.00037	-0.00085	-0.00041	-0.00037	-0.00085	-0.00041	-0.00001	-0.00001	-0.00000	0.00132	0.02852	0.03495	0.00773	-0.00250	0.00246	0.00084	0.00040	-0.00053	0.00084	0.00040	-0.00053	0.00001	0.00001	-0.00000	1.18560	-1.34075	1.41698
599	-0.00021	0.00020	0.00023	-0.01223	0.00800	0.01115	0.21873	-0.17076	0.33049	0.01360	-0.00669	0.01443	0.00484	0.00093	0.00566	0.00304	0.00089	0.00316	0.00695	-0.00146	0.00350	0.00005	-0.00588	0.00340	-0.00062	-0.00077	0.00112	0.00250	0.00064	0.01638	-0.00970	0.04247	0.01275	0.00705	0.00635	0.00076	-0.00045	-0.00128	-0.00055	-0.00045	-0.00128	-0.00055	-0.00001	-0.00001	-0.00000	-0.00193	0.03155	0.02584	0.00722	-0.00155	0.00133	0.00105	0.00025	-0.00069	0.00105	0.00025	-0.00069	0.00000	0.00001	-0.00000	1.03255	-1.31992	1.35759
600	-0.00025	0.00010	0.00021	-0.01433	0.00371	0.01044	0.14347	-0.14190	0.29509	0.01242	-0.00267	0.01320	0.00573	0.00259	0.00408	0.00328	0.00044	0.00417	0.00677	-0.00350	-0.00089	0.00104	-0.00541	0.00307	0.00067	-0.00190	0.00046	0.00273	0.00153	0.01187	0.00542	0.03796	0.00306	0.00343	0.00438	0.00006	-0.00025	-0.00086	-0.00041	-0.00025	-0.00086	-0.00041	-0.00001	-0.00001	-0.00000	-0.01050	0.04532	0.01514	0.00708	-0.00174	-0.00056	0.00086	0.00005	-0.00054	0.00086	0.00005	-0.00054	-0.00000	0.00001	-0.00000	0.84131	-1.17884	1.23936
601	-0.00023	-0.00004	0.00022	-0.01273	-0.00307	0.01170	0.06460	-0.13006	0.24470	0.01134	0.00034	0.01276	0.00613	0.00377	0.00355	0.00294	0.00006	0.00448	0.00468	-0.00544	-0.00144	0.00325	-0.00493	0.00265	0.00172	-0.00216	0.00090	0.00160	0.00076	0.00997	0.02682	0.03515	-0.00794	-0.00183	0.00236	-0.00061	-0.00007	-0.00020	0.00023	-0.00007	-0.00020	0.00023	-0.00000	0.00000	0.00000	-0.01329	0.05364	0.01352	0.00690	-0.00194	-0.00108	0.00045	-0.00023	-0.00016	0.00045	-0.00023	-0.00016	-0.00001	0.00000	-0.00000	0.75448	-1.04210	1.17735
602	-0.00015	-0.00016	0.00025	-0.00829	-0.00940	0.01372	0.03946	-0.11291	0.25783	0.01016	0.00161	0.01268	0.00662	0.00330	0.00376	0.00247	-0.00017	0.00321	0.00183	-0.00615	0.00162	0.00516	-0.00418	0.00341	0.00242	-0.00173	0.00184	0.00067	-0.00112	0.01164	0.03863	0.03470	-0.00013	-0.00526	0.00236	0.00076	0.00008	-0.00003	0.00118	0.00008	-0.00003	0.00118	-0.00000	0.00001	0.00000	-0.00606	0.04685	0.01732	0.00634	-0.00112	-0.00019	0.00032	-0.00070	0.00047	0.00032	-0.00070	0.00047	-0.00002	-0.00000	0.00000	0.83081	-1.04589	1.24156
603	-0.00010	-0.00023	0.00028	-0.00576	-0.01275	0.01564	0.06598	-0.10849	0.31777	0.00842	0.00172	0.01174	0.00707	0.00161	0.00388	0.00228	0.00003	0.00079	-0.00061	-0.00528	0.00636	0.00502	-0.00341	0.00523	0.00252	-0.00122	0.00226	0.00079	-0.00218	0.01369	0.03213	0.03257	0.02303	-0.00575	0.00316	0.00376	0.00025	-0.00003	0.00176	0.00025	-0.00003	0.00176	-0.00000	0.00002	0.00001	0.00319	0.02917	0.01916	0.00572	0.00034	0.00092	0.00032	-0.00109	0.00108	0.00032	-0.00109	0.00108	-0.00003	-0.00000	0.00000	1.00070	-1.15199	1.31834
604	-0.00013	-0.00022	0.00031	-0.00735	-0.01266	0.01738	0.10668	-0.13932	0.32951	0.00590	0.00173	0.00961	0.00720	-0.00027	0.00378	0.00257	0.00080	-0.00147	-0.00284	-0.00420	0.01071	0.00262	-0.00331	0.00641	0.00185	-0.00122	0.00175	0.00051	-0.00091	0.01246	0.01441	0.02414	0.03606	-0.00426	0.00265	0.00532	0.00029	0.00059	0.00127	0.00029	0.00059	0.00127	0.00000	0.00002	0.00000	0.00536	0.01140	0.01952	0.00580	0.00139	0.00173	-0.00007	-0.00091	0.00120	-0.00007	-0.00091	0.00120	-0.00002	-0.00000	0.00000	1.10992	-1.24178	1.23634
605	-0.00017	-0.00017	0.00032	-0.00956	-0.01031	0.01768	0.12325	-0.17688	0.24913	0.00315	0.00215	0.00706	0.00678	-0.00145	0.00378	0.00298	0.00170	-0.00249	-0.00542	-0.00466	0.01380	-0.00061	-0.00433	0.00599	0.00064	-0.00161	0.00060	-0.00041	0.00152	0.00795	-0.00220	0.00934	0.02747	-0.00136	0.00171	0.00373	0.00007	0.00150	0.00002	0.00007	0.00150	0.00002	0.00001	0.00001	-0.00000	0.00306	0.00228	0.01985	0.00598	0.00162	0.00212	-0.00077	-0.00019	0.00072	-0.00077	-0.00019	0.00072	-0.00001	-0.00001	0.00000	1.03305	-1.29623	1.00343
606	-0.00014	-0.00012	0.00026	-0.00772	-0.00730	0.01419	0.09519	-0.16974	0.13091	0.00125	0.00270	0.00529	0.00569	-0.00145	0.00395	0.00284	0.00201	-0.00207	-0.00779	-0.00698	0.01542	-0.00290	-0.00621	0.00481	-0.00062	-0.00173	-0.00049	0.00017	0.00227	0.00356	-0.00980	-0.00518	0.00779	0.00182	0.00223	0.00028	-0.00028	0.00164	-0.00079	-0.00028	0.00164	-0.00079	0.00001	-0.00000	-0.00000	0.00465	0.00108	0.01788	0.00481	0.00154	0.00201	-0.00124	0.00063	-0.00017	-0.00124	0.00063	-0.00017	0.00001	-0.00000	-0.00000	0.80079	-1.35272	0.78460
607	-0.00004	-0.00008	0.00013	-0.00210	-0.00466	0.00696	0.04295	-0.11790	0.04581	0.00082	0.00280	0.00516	0.00401	-0.00061	0.00415	0.00194	0.00147	-0.00070	-0.00901	-0.00981	0.01452	-0.00344	-0.00754	0.00425	-0.00127	-0.00129	-0.00098	0.00295	0.00053	0.00234	-0.00625	-0.00996	-0.00616	0.00296	0.00397	-0.00223	-0.00037	0.00060	-0.00056	-0.00037	0.00060	-0.00056	0.00001	-0.00002	-0.00000	0.01051	0.00024	0.01038	0.00232	0.00175	0.00134	-0.00108	0.00112	-0.00109	-0.00108	0.00112	-0.00109	0.00002	0.00000	-0.00000	0.55122	-1.35322	0.66878
608	0.00004	-0.00005	0.00000	0.00226	-0.00264	0.00045	0.01687	-0.07538	0.01221	0.00112	0.00252	0.00618	0.00216	0.00020	0.00407	0.00088	0.00053	0.00085	-0.00899	-0.01124	0.01071	-0.00290	-0.00675	0.00479	-0.00094	-0.00066	-0.00096	0.00572	-0.00167	0.00396	0.00509	-0.00189	-0.00227	0.00151	0.00564	-0.00174	-0.00002	-0.00093	0.00001	-0.00002	-0.00093	0.00001	-0.00000	-0.00002	0.00000	0.01414	-0.00250	-0.00209	-0.00020	0.00206	0.00011	-0.00024	0.00105	-0.00146	-0.00024	0.00105	-0.00146	0.00002	0.00001	-0.00000	0.37783	-1.20498	0.59978
609	0.00004	-0.00003	-0.00001	0.00248	-0.00145	-0.00037	0.03683	-0.08158	0.02115	0.00052	0.00280	0.00657	0.00025	0.00074	0.00347	0.00008	-0.00006	0.00194	-0.00824	-0.01008	0.00661	-0.00243	-0.00419	0.00573	-0.00005	-0.00017	-0.00091	0.00644	-0.00225	0.00538	0.01762	0.01235	0.01362	-0.00030	0.00638	0.00080	0.00035	-0.00174	0.00002	0.00035	-0.00174	0.00002	-0.00000	-0.00001	0.00000	0.01302	-0.00232	-0.01032	-0.00186	0.00198	-0.00082	0.00060	0.00059	-0.00090	0.00060	0.00059	-0.00090	0.00001	0.00001	-0.00000	0.32041	-0.96064	0.52819
610	0.00004	-0.00003	0.00009	0.00230	-0.00220	0.00503	0.06593	-0.12242	0.07187	-0.00146	0.00406	0.00533	-0.00206	0.00169	0.00287	-0.00091	0.00007	0.00245	-0.00709	-0.00678	0.00568	-0.00205	-0.00186	0.00598	0.00061	0.00019	-0.00085	0.00503	-0.00135	0.00441	0.02654	0.02361	0.01873	-0.00073	0.00567	0.00198	0.00019	-0.00121	-0.00041	0.00019	-0.00121	-0.00041	-0.00000	-0.00000	-0.00000	0.01253	0.00206	-0.00367	-0.00256	0.00192	-0.00007	0.00044	0.00026	0.00004	0.00044	0.00026	0.00004	-0.00000	0.00001	0.00000	0.39073	-0.78477	0.49244
611	0.00011	-0.00008	0.00023	0.00615	-0.00577	0.01238	0.06227	-0.15861	0.14610	-0.00307	0.00503	0.00407	-0.00440	0.00297	0.00307	-0.00224	0.00056	0.00259	-0.00592	-0.00333	0.00788	-0.00108	-0.00099	0.00500	0.00070	0.00027	-0.00035	0.00292	-0.00114	0.00203	0.02960	0.02688	0.00633	-0.00060	0.00416	0.00067	-0.00031	-0.00004	-0.00052	-0.00031	-0.00004	-0.00052	-0.00000	-0.00001	-0.00000	0.01827	0.00608	0.01267	-0.00246	0.00265	0.00197	-0.00056	0.00020	0.00054	-0.00056	0.00020	0.00054	-0.00000	-0.00000	0.00000	0.50220	-0.76040	0.53715
612	0.00021	-0.00018	0.00029	0.01169	-0.01067	0.01595	0.02813	-0.16463	0.19456	-0.00242	0.00401	0.00521	-0.00513	0.00269	0.00355	-0.00272	0.00074	0.00228	-0.00566	-0.00187	0.01033	0.00016	-0.00117	0.00347	0.00055	-0.00023	0.00055	0.00170	-0.00287	0.00104	0.02608	0.02118	-0.00418	-0.00167	0.00338	-0.00064	-0.00046	0.00056	-0.00007	-0.00046	0.00056	-0.00007	0.00000	-0.00001	-0.00000	0.02671	0.00769	0.02165	-0.00167	0.00327	0.00307	-0.00115	0.00006	0.00053	-0.00115	0.00006	0.00053	-0.00000	-0.00001	0.00000	0.51845	-0.82738	0.64526
613	0.00024	-0.00025	0.00022	0.01306	-0.01386	0.01258	-0.00583	-0.13869	0.18895	-0.00022	0.00134	0.00836	-0.00313	-0.00043	0.00289	-0.00129	0.00030	0.00121	-0.00697	-0.00285	0.01123	0.00055	-0.00138	0.00301	0.00068	-0.00123	0.00113	0.00132	-0.00494	0.00289	0.02010	0.01078	-0.00282	-0.00432	0.00332	-0.00044	-0.00010	0.00047	0.00041	-0.00010	0.00047	0.00041	0.00000	-0.00000	0.00000	0.03032	0.00902	0.01811	-0.00025	0.00218	0.00231	-0.00083	-0.00023	0.00050	-0.00083	-0.00023	0.00050	-0.00000	-0.00001	0.00000	0.43555	-0.88383	0.75194
614	0.00015	-0.00028	0.00006	0.00866	-0.01399	0.00445	-0.01653	-0.09666	0.15042	0.00099	-0.00094	0.01023	0.00012	-0.00457	0.00129	0.00102	-0.00045	-0.00019	-0.00900	-0.00446	0.01086	-0.00053	-0.00097	0.00440	0.00117	-0.00201	0.00092	0.00059	-0.00520	0.00634	0.01662	0.00439	0.00080	-0.00688	0.00259	0.00031	0.00036	0.00040	0.00049	0.00036	0.00040	0.00049	0.00000	0.00001	0.00000	0.03026	0.00794	0.01006	0.00120	0.00053	0.00098	-0.00017	-0.00050	0.00067	-0.00017	-0.00050	0.00067	-0.00001	-0.00001	0.00000	0.40298	-0.88201	0.77213
615	0.00004	-0.00027	-0.00007	0.00219	-0.01230	-0.00227	-0.00458	-0.06193	0.10830	0.00007	-0.00167	0.00866	0.00167	-0.00641	0.00084	0.00182	-0.00087	-0.00101	-0.00971	-0.00439	0.00963	-0.00281	-0.00013	0.00634	0.00122	-0.00193	0.00023	-0.00051	-0.00378	0.00900	0.01216	0.00520	0.00201	-0.00692	0.00114	0.00082	0.00063	0.00042	0.00037	0.00063	0.00042	0.00037	0.00000	0.00002	0.00000	0.03585	-0.00327	0.00173	0.00102	0.00121	0.00044	0.00051	-0.00073	0.00086	0.00051	-0.00073	0.00086	-0.00002	-0.00000	0.00000	0.52781	-0.85082	0.64866
616	-0.00003	-0.00023	-0.00008	-0.00166	-0.01018	-0.00286	0.00204	-0.05187	0.07519	-0.00169	-0.00129	0.00514	0.00055	-0.00503	0.00252	0.00021	-0.00070	-0.00121	-0.00799	-0.00221	0.00748	-0.00515	0.00052	0.00677	0.00016	-0.00111	-0.00017	-0.00110	-0.00232	0.00930	0.00185	0.00531	0.00466	-0.00377	0.00062	0.00098	0.00073	0.00006	0.00032	0.00073	0.00006	0.00032	0.00000	0.00002	0.00000	0.05027	-0.02325	-0.00689	-0.00183	0.00408	0.00072	0.00110	-0.00087	0.00088	0.00110	-0.00087	0.00088	-0.00002	0.00000	0.00000	0.71172	-0.85216	0.43199
617	-0.00000	-0.00016	0.00002	-0.00001	-0.00757	0.00176	-0.03101	-0.06432	0.06689	-0.00286	-0.00032	0.00240	-0.00117	-0.00244	0.00468	-0.00226	-0.00044	-0.00146	-0.00492	0.00025	0.00517	-0.00585	0.00060	0.00530	-0.00139	-0.00010	0.00013	-0.00090	-0.00203	0.00721	-0.00777	-0.00293	0.01039	0.00023	0.00218	0.00082	0.00065	-0.00052	0.00005	0.00065	-0.00052	0.00005	0.00000	0.00001	0.00000	0.06297	-0.03539	-0.01257	-0.00575	0.00593	0.00106	0.00113	-0.00077	0.00081	0.00113	-0.00077	0.00081	-0.00002	0.00001	0.00000	0.73905	-0.88869	0.27949
618	0.00011	-0.00007	0.00013	0.00625	-0.00438	0.00697	-0.10083	-0.07501	0.09360	-0.00333	0.00092	0.00121	-0.00158	-0.00081	0.00500	-0.00347	-0.00061	-0.00172	-0.00231	0.00110	0.00398	-0.00394	0.00009	0.00332	-0.00217	0.00074	0.00097	-0.00040	-0.00292	0.00436	-0.00681	-0.01512	0.01689	0.00206	0.00498	0.00064	0.00038	-0.00076	-0.00055	0.00038	-0.00076	-0.00055	-0.00000	0.00000	-0.00000	0.06220	-0.02703	-0.01016	-0.00761	0.00470	0.00109	0.00040	-0.00056	0.00073	0.00040	-0.00056	0.00073	-0.00002	0.00000	0.00000	0.52762	-0.88473	0.30834
619	0.00021	-0.00001	0.00018	0.01173	-0.00210	0.00921	-0.15868	-0.06376	0.12434	-0.00340	0.00164	0.00054	-0.00135	-0.00052	0.00307	-0.00293	-0.00098	-0.00126	-0.00082	0.00034	0.00370	-0.00049	-0.00044	0.00214	-0.00178	0.00110	0.00204	-0.00010	-0.00357	0.00307	0.00219	-0.02072	0.01901	0.00130	0.00705	0.00043	0.00001	-0.00066	-0.00077	0.00001	-0.00066	-0.00077	-0.00000	-0.00000	-0.00000	0.05030	-0.00565	0.00115	-0.00647	0.00109	0.00118	-0.00038	-0.00039	0.00049	-0.00038	-0.00039	0.00049	-0.00001	-0.00001	0.00000	0.22821	-0.78392	0.45188
620	0.00020	-0.00003	0.00016	0.01121	-0.00249	0.00817	-0.16273	-0.04644	0.11002	-0.00303	0.00132	-0.00029	-0.00165	-0.00061	0.00048	-0.00171	-0.00110	-0.00006	-0.00028	-0.00051	0.00330	0.00212	-0.00037	0.00176	-0.00086	0.00072	0.00290	0.00028	-0.00228	0.00381	0.00830	-0.01713	0.01294	0.00027	0.00732	-0.00028	-0.00028	-0.00065	-0.00014	-0.00028	-0.00065	-0.00014	-0.00001	-0.00001	-0.00000	0.03912	0.01182	0.01450	-0.00445	-0.00300	0.00153	-0.00043	-0.00013	-0.00011	-0.00043	-0.00013	-0.00011	0.00000	-0.00001	-0.00000	0.05567	-0.60288	0.52824
621	0.00010	-0.00009	0.00011	0.00525	-0.00526	0.00617	-0.12201	-0.05401	0.05414	-0.00218	0.00058	-0.00077	-0.00192	-0.00045	-0.00084	-0.00091	-0.00091	0.00080	-0.00109	-0.00043	0.00361	0.00224	0.00017	0.00169	-0.00038	-0.00010	0.00317	0.00127	0.00016	0.00479	0.00907	-0.01051	0.00011	0.00068	0.00617	-0.00168	-0.00050	-0.00070	0.00066	-0.00050	-0.00070	0.00066	-0.00001	-0.00001	0.00000	0.03551	0.01789	0.02217	-0.00370	-0.00559	0.00191	-0.00013	0.00036	-0.00091	-0.00013	0.00036	-0.00091	0.00001	0.00000	-0.00000	0.06876	-0.40306	0.47247
622	-0.00002	-0.00016	0.00010	-0.00111	-0.00824	0.00584	-0.06736	-0.07845	0.02048	-0.00098	0.00022	0.00013	-0.00132	-0.00023	-0.00042	-0.00059	-0.00056	0.00065	-0.00350	0.00020	0.00599	0.00017	0.00039	0.00173	-0.00079	-0.00062	0.00269	0.00213	0.00057	0.00464	0.01109	-0.00559	-0.01529	0.00167	0.00432	-0.00337	-0.00079	-0.00034	0.00072	-0.00079	-0.00034	0.00072	-0.00001	-0.00002	0.00000	0.03446	0.01640	0.02341	-0.00374	-0.00530	0.00216	-0.00037	0.00093	-0.00142	-0.00037	0.00093	-0.00142	0.00002	0.00001	-0.00000	0.12420	-0.28971	0.41115
623	-0.00008	-0.00017	0.00012	-0.00452	-0.00902	0.00703	-0.01233	-0.07329	0.05618	0.00031	0.00003	0.00230	-0.00078	-0.00018	0.00052	-0.00031	0.00004	0.00025	-0.00609	0.00042	0.00899	-0.00235	-0.00002	0.00189	-0.00147	-0.00057	0.00156	0.00160	-0.00215	0.00385	0.01494	-0.00313	-0.02671	0.00177	0.00252	-0.00448	-0.00110	0.00052	0.00008	-0.00110	0.00052	0.00008	-0.00000	-0.00002	0.00000	0.02622	0.01062	0.02120	-0.00281	-0.00226	0.00234	-0.00113	0.00119	-0.00128	-0.00113	0.00119	-0.00128	0.00002	0.00000	-0.00000	0.02854	-0.37406	0.46384
624	-0.00010	-0.00011	0.00013	-0.00538	-0.00600	0.00747	0.02697	-0.01567	0.13243	0.00132	-0.00047	0.00428	-0.00148	-0.00009	0.00076	0.00006	0.00088	0.00056	-0.00667	-0.00016	0.00946	-0.00340	-0.00057	0.00224	-0.00135	-0.00011	0.00011	-0.00020	-0.00517	0.00379	0.01437	-0.00324	-0.02462	0.00094	0.00147	-0.00387	-0.00111	0.00126	-0.00040	-0.00111	0.00126	-0.00040	-0.00000	-0.00002	-0.00000	0.01184	-0.00162	0.01734	-0.00062	0.00181	0.00254	-0.00152	0.00092	-0.00046	-0.00152	0.00092	-0.00046	0.00002	-0.00001	-0.00000	-0.25483	-0.62714	0.58131
625	-0.00010	0.00001	0.00012	-0.00537	-0.00031	0.00630	0.01897	0.05364	0.17370	0.00193	-0.00082	0.00531	-0.00237	0.00006	0.00033	0.00047	0.00142	0.00126	-0.00473	-0.00090	0.00680	-0.00243	-0.00064	0.00275	-0.00034	0.00061	-0.00100	-0.00191	-0.00562	0.00479	0.01007	-0.00424	-0.00690	-0.00006	0.00109	-0.00126	-0.00072	0.00130	-0.00025	-0.00072	0.00130	-0.00025	0.00000	-0.00001	-0.00000	0.00419	-0.01820	0.01308	0.00135	0.00466	0.00275	-0.00107	0.00030	0.00053	-0.00107	0.00030	0.00053	0.00001	-0.00001	0.00000	-0.54386	-0.83086	0.63372
626	-0.00010	0.00008	0.00009	-0.00556	0.00338	0.00408	-0.03939	0.06779	0.13743	0.00236	-0.00036	0.00605	-0.00124	-0.00029	-0.00009	0.00093	0.00103	0.00114	-0.00189	-0.00056	0.00338	-0.00058	0.00011	0.00310	0.00058	0.00132	-0.00102	-0.00257	-0.00381	0.00548	0.01076	-0.00250	0.01358	-0.00093	0.00073	0.00178	-0.00020	0.00064	0.00004	-0.00020	0.00064	0.00004	0.00000	0.00000	0.00000	0.00965	-0.02695	0.00794	0.00197	0.00498	0.00242	-0.00013	-0.00032	0.00088	-0.00013	-0.00032	0.00088	-0.00000	-0.00000	0.00000	-0.60635	-0.78602	0.56585
