	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
148	0.14306	0.07930	0.01041	0.01935	0.48607	0.00112
149	0.14302	0.07952	0.01050	0.01953	0.48601	0.00114
150	0.14307	0.07968	0.01050	0.01978	0.48594	0.00108
151	0.14314	0.07962	0.01046	0.01996	0.48582	0.00108
152	0.14319	0.07939	0.01046	0.02000	0.48572	0.00120
153	0.14320	0.07919	0.01048	0.01998	0.48572	0.00141
154	0.14315	0.07915	0.01046	0.01996	0.48579	0.00158
155	0.14309	0.07923	0.01044	0.01984	0.48586	0.00160
156	0.14302	0.07933	0.01050	0.01960	0.48589	0.00143
157	0.14297	0.07940	0.01056	0.01938	0.48587	0.00113
158	0.14298	0.07942	0.01062	0.01926	0.48586	0.00090
159	0.14308	0.07938	0.01071	0.01923	0.48582	0.00088
160	0.14322	0.07925	0.01077	0.01924	0.48573	0.00102
161	0.14336	0.07910	0.01072	0.01930	0.48565	0.00117
162	0.14345	0.07901	0.01055	0.01945	0.48567	0.00126
163	0.14350	0.07897	0.01041	0.01952	0.48580	0.00132
164	0.14354	0.07893	0.01039	0.01937	0.48595	0.00144
165	0.14357	0.07886	0.01046	0.01903	0.48607	0.00164
166	0.14353	0.07892	0.01049	0.01868	0.48615	0.00188
167	0.14344	0.07922	0.01040	0.01851	0.48620	0.00209
168	0.14340	0.07964	0.01019	0.01854	0.48617	0.00222
169	0.14348	0.07996	0.00999	0.01875	0.48605	0.00225
170	0.14366	0.08004	0.00991	0.01903	0.48589	0.00217
171	0.14388	0.07996	0.00993	0.01924	0.48576	0.00199
172	0.14406	0.07983	0.00996	0.01914	0.48581	0.00182
173	0.14409	0.07972	0.01001	0.01858	0.48609	0.00186
174	0.14393	0.07967	0.01012	0.01777	0.48643	0.00216
175	0.14369	0.07962	0.01025	0.01730	0.48653	0.00250
176	0.14359	0.07950	0.01025	0.01758	0.48624	0.00271
177	0.14374	0.07933	0.01004	0.01829	0.48578	0.00281
178	0.14399	0.07921	0.00975	0.01873	0.48548	0.00291
179	0.14417	0.07918	0.00958	0.01857	0.48546	0.00297
180	0.14424	0.07914	0.00961	0.01804	0.48552	0.00292
181	0.14428	0.07900	0.00978	0.01761	0.48548	0.00273
182	0.14433	0.07875	0.00998	0.01749	0.48535	0.00253
183	0.14434	0.07855	0.01011	0.01766	0.48524	0.00246
184	0.14433	0.07855	0.01013	0.01796	0.48518	0.00254
185	0.14440	0.07876	0.01006	0.01821	0.48519	0.00263
186	0.14456	0.07898	0.00995	0.01827	0.48527	0.00261
187	0.14473	0.07897	0.00986	0.01820	0.48530	0.00252
188	0.14481	0.07870	0.00979	0.01816	0.48524	0.00241
189	0.14484	0.07837	0.00970	0.01828	0.48510	0.00227
190	0.14493	0.07819	0.00965	0.01845	0.48496	0.00213
191	0.14513	0.07807	0.00969	0.01850	0.48484	0.00208
192	0.14541	0.07792	0.00977	0.01848	0.48473	0.00216
193	0.14563	0.07782	0.00985	0.01865	0.48463	0.00225
194	0.14573	0.07775	0.00995	0.01905	0.48455	0.00223
195	0.14579	0.07761	0.01009	0.01944	0.48450	0.00219
196	0.14594	0.07747	0.01020	0.01960	0.48447	0.00219
197	0.14611	0.07751	0.01027	0.01959	0.48449	0.00222
198	0.14617	0.07772	0.01031	0.01954	0.48455	0.00224
199	0.14606	0.07794	0.01031	0.01956	0.48456	0.00224
200	0.14587	0.07809	0.01023	0.01978	0.48442	0.00220
201	0.14583	0.07812	0.01012	0.02011	0.48414	0.00212
202	0.14602	0.07796	0.01010	0.02024	0.48394	0.00202
203	0.14634	0.07763	0.01024	0.01999	0.48400	0.00193
204	0.14657	0.07721	0.01046	0.01952	0.48427	0.00188
