	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	L_TO_ANGLE	L_TO_ANGLE	L_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	L_FT_ANGLE	L_FT_ANGLE	L_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	L_SK_ANGLE	L_SK_ANGLE	L_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	L_TH_ANGLE	L_TH_ANGLE	L_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	L_AR_ANGLE	L_AR_ANGLE	L_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	L_FA_ANGLE	L_FA_ANGLE	L_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-6.15031	0.92143	-24.83849	-1.26124	4.68425	-65.71468	0.76396	-2.27712	-24.75656	0.39073	1.01969	-65.79692	0.76396	-2.27712	-24.75656	0.39073	1.01969	-65.79692	9.70827	4.79195	-35.69889	-10.95333	5.50667	-54.80074	18.41211	-2.68231	-35.76245	-4.44256	-4.19613	-54.84946	-11.25170	5.21822	-41.01042	-5.72321	-1.01876	-31.33403	5.77215	-4.76754	-15.16640	-16.15017	1.38525	-15.82232	48.29018	39.66260	-56.41268	26.13971	-66.43302	22.69608	138.73946	-62.99953	-98.64212	107.74191	34.99838	149.35838	152.11380	-52.67205	-87.87526	104.92134	32.78980	150.95425
2	-6.71232	1.28008	-24.65516	-1.49297	5.02797	-65.75719	0.96651	-2.24496	-24.59037	0.37746	0.86925	-65.85349	0.96651	-2.24496	-24.59037	0.37746	0.86925	-65.85349	9.70391	4.77986	-35.68165	-10.93636	5.53677	-54.68389	18.40385	-2.65466	-35.74918	-4.46418	-4.14076	-54.73290	-11.25842	5.21109	-40.90848	-5.68039	-1.00425	-31.39370	5.90744	-4.72066	-15.14655	-16.01741	1.42136	-15.78645	48.22583	39.74314	-56.37633	26.33095	-66.22094	22.93624	138.40379	-62.94796	-100.03973	107.77969	35.00465	149.44519	152.62080	-51.94832	-88.67313	105.53352	32.33479	150.69942
3	-7.17614	1.99516	-24.55506	-1.63592	5.37984	-65.76104	1.44872	-1.95396	-24.55817	0.41800	0.81112	-65.87206	1.44873	-1.95396	-24.55817	0.41800	0.81112	-65.87206	9.67443	4.72195	-35.59498	-10.95917	5.54542	-54.55351	18.38050	-2.59885	-35.67077	-4.46375	-4.05902	-54.61166	-11.24707	5.19741	-40.81952	-5.63754	-1.00367	-31.39018	6.04175	-4.74205	-14.99257	-15.89904	1.34419	-15.65205	48.25326	39.84119	-56.31556	26.20720	-66.03110	22.77510	138.36014	-62.91267	-101.45251	107.92940	34.94718	149.09679	152.96259	-51.39184	-89.82618	105.98763	32.12172	150.17235
4	-7.37310	2.67244	-24.53245	-1.67552	5.57803	-65.73669	1.95285	-1.60285	-24.61975	0.44685	0.86194	-65.85602	1.95285	-1.60285	-24.61975	0.44685	0.86194	-65.85602	9.63256	4.65336	-35.53893	-10.99509	5.51712	-54.37062	18.34355	-2.52381	-35.62670	-4.46487	-3.95461	-54.44079	-11.23457	5.17446	-40.77605	-5.59212	-1.02324	-31.33081	6.10180	-4.86643	-14.78010	-15.86004	1.14968	-15.50214	48.31272	39.94538	-56.21622	26.08542	-65.88291	22.60157	138.72247	-62.91382	-102.35828	108.07421	34.89546	148.74077	152.69830	-50.94132	-91.25202	106.33542	32.04937	149.69974
5	-6.89737	2.82023	-24.57991	-1.57916	5.43466	-65.71636	2.10400	-1.31741	-24.69827	0.42096	0.99535	-65.82863	2.10400	-1.31741	-24.69827	0.42096	0.99535	-65.82863	9.60568	4.61360	-35.48846	-11.01022	5.46602	-54.26122	18.31545	-2.46093	-35.58569	-4.48384	-3.85455	-54.34070	-11.22203	5.15932	-40.77687	-5.53852	-1.04125	-31.26233	6.06879	-5.04372	-14.62129	-15.90822	0.92608	-15.42172	48.34282	40.07042	-56.05056	26.02979	-65.81023	22.45334	139.28883	-62.90755	-102.31199	108.21265	34.84855	148.77466	151.72058	-50.49180	-92.44627	106.33317	32.17016	149.81595
6	-5.90549	2.39700	-24.66159	-1.34443	5.10594	-65.71432	1.81260	-1.15922	-24.74512	0.42874	1.17209	-65.81149	1.81261	-1.15922	-24.74512	0.42874	1.17209	-65.81149	9.61904	4.62021	-35.32529	-11.01423	5.41913	-54.32437	18.30725	-2.42890	-35.42303	-4.51070	-3.77630	-54.41208	-11.20006	5.15815	-40.77217	-5.46770	-1.03351	-31.20323	6.01632	-5.19481	-14.55061	-15.96713	0.75962	-15.41299	48.32599	40.22594	-55.81234	25.74650	-65.83018	21.94057	139.73834	-62.83395	-101.75578	108.43945	34.69606	149.14708	150.78757	-50.05640	-93.00845	105.79094	32.68183	150.63269
7	-5.08171	1.89591	-24.73458	-1.08319	4.93336	-65.69341	1.39813	-1.09578	-24.77989	0.54215	1.33183	-65.78228	1.39813	-1.09578	-24.77989	0.54215	1.33183	-65.78228	9.66060	4.65631	-35.07560	-11.03651	5.39023	-54.41366	18.30451	-2.41583	-35.16726	-4.53880	-3.71033	-54.51017	-11.16267	5.14157	-40.70843	-5.38218	-0.99683	-31.13644	6.05243	-5.26294	-14.55166	-15.93059	0.69684	-15.43947	48.28672	40.36474	-55.55163	24.98062	-65.92436	20.76845	139.86368	-62.68224	-101.34269	108.80248	34.34908	149.18094	150.76872	-49.71818	-92.75084	104.84230	33.61547	151.42702
8	-4.71422	1.79974	-24.83381	-0.91866	4.97178	-65.61200	1.23638	-0.95952	-24.87750	0.68480	1.43238	-65.70161	1.23638	-0.95952	-24.87750	0.68480	1.43238	-65.70161	9.69212	4.68156	-34.88566	-11.07919	5.37828	-54.36245	18.28355	-2.39649	-34.97285	-4.57925	-3.64834	-54.46532	-11.12481	5.09877	-40.58305	-5.29588	-0.95310	-31.05503	6.21366	-5.23998	-14.60676	-15.76379	0.73867	-15.48175	48.21856	40.44016	-55.28779	23.87100	-66.03597	19.17364	139.72702	-62.46708	-101.12269	109.23571	33.88858	148.42685	151.48264	-49.67527	-91.89980	103.93232	34.64445	151.45761
9	-4.51046	2.11513	-24.98131	-0.89130	5.00603	-65.49871	1.39785	-0.64486	-25.05721	0.72352	1.46022	-65.58984	1.39785	-0.64486	-25.05721	0.72352	1.46022	-65.58984	9.70060	4.66446	-34.83114	-11.11375	5.39036	-54.22629	18.22690	-2.35685	-34.91911	-4.64068	-3.61000	-54.32832	-11.10186	5.07789	-40.45088	-5.22429	-0.93443	-30.97797	6.42617	-5.18118	-14.67377	-15.54465	0.81816	-15.52164	48.05838	40.51590	-54.94078	22.82813	-66.09379	17.74249	139.60303	-62.19851	-101.06437	109.62463	33.51795	147.52698	151.98895	-50.08401	-91.33716	103.47939	35.31137	151.05164
10	-4.41779	2.49532	-25.09088	-1.02600	5.01824	-65.42537	1.67178	-0.36590	-25.20417	0.63091	1.39206	-65.51807	1.67178	-0.36590	-25.20417	0.63091	1.39206	-65.51807	9.70532	4.61599	-34.89598	-11.11771	5.44462	-54.13780	18.13972	-2.30298	-34.98760	-4.70840	-3.62160	-54.23050	-11.07775	5.13014	-40.37770	-5.17998	-0.95303	-30.91000	6.58679	-5.17178	-14.69859	-15.38151	0.83613	-15.54105	47.81197	40.70095	-54.47328	22.19971	-66.05006	16.93388	139.69960	-61.91795	-101.48661	109.89817	33.38189	147.39038	151.74585	-50.67154	-91.97201	103.56144	35.44376	151.02505
11	-4.79174	2.65286	-25.06206	-1.30529	5.20152	-65.41733	1.82656	-0.45426	-25.18922	0.50669	1.23646	-65.51914	1.82656	-0.45426	-25.18922	0.50669	1.23646	-65.51914	9.71919	4.58548	-35.01097	-11.10747	5.54251	-54.15082	18.06072	-2.25960	-35.10524	-4.75063	-3.68003	-54.23167	-11.03130	5.24178	-40.36437	-5.16335	-0.98596	-30.82544	6.66840	-5.23652	-14.67058	-15.30247	0.76566	-15.53940	47.64858	40.96165	-54.04356	22.15506	-65.90421	16.91601	139.98547	-61.72244	-102.42565	110.04026	33.49595	147.81789	150.93565	-50.89012	-93.72379	104.11954	35.18246	151.20808
12	-5.45945	2.54525	-24.94404	-1.53965	5.42523	-65.43867	1.78601	-0.83770	-25.05219	0.43195	1.10556	-65.55106	1.78601	-0.83770	-25.05219	0.43195	1.10556	-65.55106	9.73270	4.60369	-35.02809	-11.12335	5.65386	-54.30509	18.03734	-2.25191	-35.12113	-4.74479	-3.75103	-54.38268	-10.97945	5.33925	-40.33234	-5.15069	-1.00082	-30.71502	6.72546	-5.30264	-14.61052	-15.25131	0.68196	-15.50868	47.76110	41.12063	-53.89087	22.68892	-65.70489	17.61993	140.34428	-61.69854	-103.23909	110.05780	33.79403	147.74504	149.94632	-50.57991	-95.57518	105.09206	34.64204	150.58011
13	-5.75543	2.33104	-24.86308	-1.53252	5.37779	-65.45340	1.63642	-1.10565	-24.94228	0.41042	1.11819	-65.56358	1.63642	-1.10565	-24.94228	0.41042	1.11819	-65.56358	9.72913	4.64542	-34.85295	-11.18796	5.74409	-54.57870	18.08122	-2.27542	-34.94215	-4.69622	-3.80096	-54.66714	-10.95769	5.35420	-40.21769	-5.10746	-0.99113	-30.61711	6.82210	-5.29875	-14.52900	-15.16310	0.65518	-15.43195	48.13409	41.07586	-54.06074	23.52662	-65.52940	18.64624	140.72337	-61.83096	-103.32315	110.01003	34.14250	146.67467	148.95709	-50.11358	-96.72385	106.15131	33.89340	148.86745
14	-5.61221	2.19646	-24.84835	-1.37396	5.18519	-65.46768	1.50992	-1.11140	-24.91591	0.42999	1.22854	-65.56866	1.50992	-1.11140	-24.91591	0.42999	1.22854	-65.56866	9.70360	4.67320	-34.61476	-11.28963	5.81564	-54.76227	18.15540	-2.29893	-34.70269	-4.63278	-3.82793	-54.86784	-10.95729	5.27305	-40.04424	-5.02486	-0.97330	-30.57366	6.98119	-5.25429	-14.44142	-15.01318	0.66376	-15.33443	48.52615	40.93531	-54.32957	24.14833	-65.44860	19.29660	141.03841	-61.99576	-102.91632	110.03961	34.35441	145.27567	148.12483	-49.87963	-97.20724	106.72021	33.26133	147.15517
15	-5.51697	2.15341	-24.84574	-1.30860	5.21083	-65.50878	1.45371	-1.08335	-24.91093	0.47389	1.29398	-65.60998	1.45371	-1.08335	-24.91093	0.47389	1.29398	-65.60998	9.66439	4.68764	-34.51583	-11.40143	5.90464	-54.62749	18.21246	-2.30177	-34.60812	-4.57922	-3.86170	-54.74262	-10.91713	5.12815	-39.88271	-4.93462	-0.95686	-30.57358	7.17496	-5.23426	-14.37720	-14.82605	0.65838	-15.26763	48.70319	40.88188	-54.42376	24.16741	-65.47453	19.10147	141.17159	-62.04876	-102.77580	110.24889	34.31514	144.53181	147.61157	-49.88465	-97.56369	106.57582	33.17106	146.61526
16	-5.64077	2.09246	-24.80370	-1.35590	5.51400	-65.57082	1.42916	-1.18357	-24.85987	0.55577	1.30043	-65.68452	1.42916	-1.18357	-24.85987	0.55577	1.30044	-65.68452	9.61356	4.70755	-34.58363	-11.51257	6.02877	-54.20246	18.24117	-2.29009	-34.68452	-4.53188	-3.93490	-54.31513	-10.80357	4.97774	-39.78503	-4.87652	-0.93762	-30.56528	7.35145	-5.21920	-14.33164	-14.65426	0.65534	-15.21992	48.64873	40.95821	-54.24245	23.72864	-65.52976	18.34102	141.15805	-61.92800	-103.24355	110.55367	34.11266	144.75511	147.31166	-49.97597	-98.24503	106.11849	33.56920	147.28288
17	-5.79206	1.99594	-24.71003	-1.31369	5.88472	-65.61269	1.39902	-1.32110	-24.75245	0.73237	1.36535	-65.74217	1.39902	-1.32110	-24.75245	0.73237	1.36535	-65.74217	9.54428	4.73076	-34.68347	-11.62719	6.15682	-53.71444	18.26802	-2.28043	-34.79460	-4.46513	-4.05092	-53.81992	-10.66976	4.88976	-39.75851	-4.85625	-0.91689	-30.51386	7.49387	-5.12891	-14.23927	-14.52158	0.70457	-15.10078	48.53045	41.06662	-53.89333	23.31585	-65.51849	17.69977	141.12679	-61.68421	-104.02377	110.80704	33.95058	145.41974	147.10933	-50.18893	-99.14662	105.89169	33.98335	148.23138
18	-5.82823	1.93559	-24.60058	-1.09303	6.06675	-65.60908	1.34733	-1.35719	-24.63686	0.95748	1.53853	-65.74519	1.34733	-1.35719	-24.63686	0.95748	1.53853	-65.74519	9.46193	4.74095	-34.66124	-11.73495	6.24773	-53.33779	18.32243	-2.28086	-34.78183	-4.37053	-4.18040	-53.43864	-10.59436	4.89582	-39.76184	-4.84861	-0.90392	-30.42639	7.63628	-4.94259	-14.03321	-14.40068	0.80031	-14.84060	48.48512	41.14175	-53.58529	23.12207	-65.42233	17.39489	141.03421	-61.43939	-104.69338	111.01368	33.91534	145.64836	147.27888	-50.59894	-99.60211	105.94703	34.12973	148.55232
19	-5.63376	1.90800	-24.55739	-0.81241	5.86314	-65.56429	1.25935	-1.24876	-24.59711	1.05817	1.74225	-65.68844	1.25935	-1.24876	-24.59711	1.05817	1.74225	-65.68844	9.38891	4.73511	-34.42687	-11.81811	6.30401	-53.15705	18.40715	-2.28794	-34.55330	-4.27535	-4.29584	-53.25686	-10.58665	4.96107	-39.73643	-4.83903	-0.89712	-30.32931	7.79457	-4.74002	-13.75069	-14.27118	0.88237	-14.50359	48.48963	41.20844	-53.45340	22.93662	-65.29689	17.09141	140.74733	-61.29740	-105.12949	111.27002	33.91520	145.04857	148.12061	-51.05627	-99.15285	105.89694	34.12712	148.13474
20	-5.14367	1.82635	-24.63657	-0.61314	5.36707	-65.49605	1.15011	-1.06596	-24.67839	0.97083	1.89016	-65.59635	1.15011	-1.06596	-24.67839	0.97083	1.89016	-65.59635	9.34248	4.72354	-34.04314	-11.88534	6.36535	-53.21628	18.49842	-2.28995	-34.17171	-4.20793	-4.39519	-53.31844	-10.59578	5.01688	-39.66706	-4.84091	-0.88424	-30.24023	7.91689	-4.61581	-13.55603	-14.16831	0.92456	-14.27710	48.45818	41.28101	-53.47109	22.65198	-65.19938	16.61973	140.37610	-61.27699	-105.43828	111.57040	33.85134	144.08675	149.32298	-51.25993	-98.23265	105.56771	34.23270	147.54404
21	-4.58169	1.66292	-24.79378	-0.54888	4.96603	-65.43906	1.07152	-0.95288	-24.82885	0.82392	1.96141	-65.52203	1.07152	-0.95288	-24.82885	0.82392	1.96141	-65.52203	9.31771	4.71038	-33.72529	-11.95927	6.45973	-53.41890	18.57325	-2.27318	-33.85766	-4.16939	-4.48270	-53.52645	-10.58635	5.01740	-39.57866	-4.86037	-0.86313	-30.16308	7.93893	-4.57978	-13.58799	-14.14345	0.96992	-14.29307	48.38678	41.31586	-53.56083	22.46282	-65.14039	16.23378	140.20027	-61.34853	-105.63389	111.81469	33.75028	143.46429	150.22905	-50.96564	-97.59858	105.17082	34.52389	147.30237
22	-4.23724	1.49731	-24.92842	-0.57112	4.88455	-65.42421	1.05146	-0.96410	-24.95305	0.75291	1.98886	-65.50361	1.05146	-0.96410	-24.95305	0.75291	1.98886	-65.50361	9.29256	4.69085	-33.61240	-12.03980	6.57518	-53.53459	18.63328	-2.23775	-33.75501	-4.15163	-4.54877	-53.64666	-10.56503	4.96635	-39.47346	-4.86277	-0.84248	-30.10090	7.87486	-4.58003	-13.78002	-14.18906	1.04163	-14.47057	48.34434	41.28675	-53.71296	22.52932	-65.09922	16.16862	140.24928	-61.48655	-105.69106	111.95628	33.70441	143.43808	150.67122	-50.11911	-97.39211	104.94804	34.83809	147.49811
23	-4.28065	1.42844	-24.96309	-0.58434	5.06905	-65.45029	1.07454	-1.06749	-24.97998	0.80849	2.01903	-65.53643	1.07454	-1.06749	-24.97998	0.80849	2.01903	-65.53643	9.24313	4.67343	-33.67997	-12.11470	6.67713	-53.37953	18.69600	-2.20435	-33.83846	-4.14314	-4.58575	-53.49090	-10.55291	4.89868	-39.34967	-4.80307	-0.82263	-30.06194	7.81265	-4.59782	-13.92294	-14.23727	1.07863	-14.60932	48.37175	41.23990	-53.90962	22.76450	-65.06107	16.36065	140.25804	-61.63516	-105.68378	112.02551	33.75994	143.85941	151.03754	-49.07901	-97.16918	105.01341	34.94876	147.92818
24	-4.83602	1.46837	-24.87978	-0.57676	5.42105	-65.50928	1.10820	-1.29162	-24.88896	0.95948	2.04729	-65.60938	1.10821	-1.29162	-24.88896	0.95948	2.04729	-65.60938	9.16469	4.68599	-33.88533	-12.17991	6.74837	-52.97949	18.76606	-2.19720	-34.06094	-4.12102	-4.60572	-53.08585	-10.55639	4.84461	-39.25228	-4.68697	-0.79293	-30.04634	7.80769	-4.64249	-13.91244	-14.24295	1.03331	-14.61639	48.44579	41.24036	-54.04506	23.03360	-65.01569	16.66744	140.05646	-61.70066	-105.67156	112.05034	33.89694	144.39772	151.59630	-48.52457	-96.61895	105.39184	34.77429	148.25903
25	-5.57030	1.50305	-24.75873	-0.61455	5.67294	-65.58898	1.10412	-1.57868	-24.75432	1.04277	2.01920	-65.70021	1.10412	-1.57868	-24.75432	1.04277	2.01920	-65.70021	9.08473	4.73946	-34.11895	-12.22857	6.80435	-52.63314	18.82466	-2.21962	-34.30647	-4.07761	-4.62700	-52.73637	-10.56402	4.81546	-39.21506	-4.57257	-0.74847	-30.04409	7.81523	-4.67696	-13.83102	-14.24311	0.97089	-14.55411	48.52110	41.29626	-54.04705	23.37912	-64.92236	17.12604	139.76865	-61.65520	-105.87130	112.04063	34.09354	144.66463	152.12990	-48.78419	-96.18330	106.02574	34.39804	148.14355
26	-5.71556	1.43277	-24.72229	-0.70795	5.47547	-65.64201	1.05072	-1.68550	-24.70734	0.89603	1.93069	-65.74566	1.05072	-1.68550	-24.70734	0.89603	1.93069	-65.74566	9.03623	4.79978	-34.15426	-12.25673	6.86718	-52.66315	18.84717	-2.24533	-34.34352	-4.03493	-4.65757	-52.77079	-10.56361	4.81421	-39.21035	-4.50726	-0.69851	-30.06018	7.74521	-4.63476	-13.79744	-14.31666	0.99742	-14.50723	48.57950	41.36245	-53.98155	23.90171	-64.73083	17.81537	139.61763	-61.58290	-106.63487	112.04062	34.35758	144.51045	152.14769	-49.49481	-96.75642	106.73801	33.90647	147.56590
