Unnamed: 0_level_0,RTOES_DIST,RTOES_DIST,RTOES_DIST,LTOES_DIST,LTOES_DIST,LTOES_DIST,RTOES_PROX,RTOES_PROX,RTOES_PROX,LTOES_PROX,LTOES_PROX,LTOES_PROX,RFTS_DIST,RFTS_DIST,RFTS_DIST,LFTS_DIST,LFTS_DIST,LFTS_DIST,RFTS_PROX,RFTS_PROX,RFTS_PROX,LFTS_PROX,LFTS_PROX,LFTS_PROX
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2863,0.3146,0.22854,-0.01418,-0.01002,0.71793,0.00264,0.30589,0.1871,0.01438,-0.00227,0.66817,0.01114,0.33768,0.19467,0.01784,-0.03702,0.67035,0.01608,0.30148,0.07292,0.1703,-0.00259,0.47074,0.01298
2864,0.31437,0.2286,-0.01468,-0.00963,0.71805,0.00263,0.30525,0.18788,0.01477,-0.00203,0.66818,0.01061,0.33708,0.19524,0.01824,-0.03677,0.67053,0.01549,0.29964,0.07499,0.17158,-0.00322,0.47077,0.01301
2865,0.31429,0.22869,-0.01497,-0.00921,0.71822,0.00261,0.3047,0.18847,0.01502,-0.00171,0.66824,0.00995,0.33658,0.19561,0.01857,-0.03645,0.67074,0.01479,0.29754,0.07673,0.17258,-0.00364,0.47084,0.01311
2866,0.31436,0.22872,-0.01512,-0.00883,0.71847,0.00262,0.30427,0.18874,0.01503,-0.00138,0.66841,0.00946,0.33619,0.19562,0.01868,-0.0361,0.67101,0.01438,0.29533,0.07824,0.17338,-0.00382,0.47103,0.0131
2867,0.3145,0.22855,-0.0152,-0.00857,0.71874,0.00267,0.30391,0.18862,0.01483,-0.00112,0.66863,0.00915,0.33587,0.19524,0.0186,-0.03581,0.67129,0.01425,0.29314,0.07957,0.17407,-0.00386,0.47125,0.01293
2868,0.3146,0.22819,-0.01519,-0.00844,0.71894,0.00272,0.30358,0.18816,0.01455,-0.00096,0.6688,0.00892,0.33558,0.19454,0.01841,-0.03562,0.67148,0.01421,0.29112,0.08064,0.1747,-0.00378,0.47142,0.01279
2869,0.31471,0.22774,-0.01516,-0.00841,0.71902,0.0027,0.3033,0.18756,0.01424,-0.00087,0.66887,0.00879,0.33533,0.19371,0.01817,-0.03553,0.67153,0.01408,0.2894,0.08129,0.1751,-0.00352,0.4715,0.01289
2870,0.31493,0.22734,-0.01535,-0.00837,0.71902,0.0027,0.30313,0.18715,0.01388,-0.00078,0.66889,0.00885,0.33522,0.19299,0.01781,-0.03548,0.67149,0.01391,0.28808,0.08143,0.175,-0.00311,0.47152,0.01322
2871,0.3152,0.22711,-0.01575,-0.00821,0.71911,0.00283,0.30308,0.18695,0.01338,-0.00062,0.669,0.00911,0.33524,0.19248,0.01726,-0.03536,0.67157,0.01392,0.28737,0.0812,0.17443,-0.00279,0.47162,0.01342
2872,0.31533,0.22707,-0.01598,-0.00782,0.71945,0.00305,0.30318,0.18661,0.01273,-0.00034,0.66934,0.00951,0.33536,0.19205,0.01654,-0.03508,0.67194,0.01433,0.28751,0.08079,0.17373,-0.0028,0.47196,0.01321
2873,0.31529,0.22703,-0.0158,-0.00728,0.71996,0.00324,0.30344,0.18594,0.01212,4e-05,0.66984,0.00984,0.33559,0.19154,0.0159,-0.03465,0.67254,0.01491,0.28847,0.08017,0.17323,-0.00304,0.47246,0.01277
2874,0.31524,0.22675,-0.01546,-0.00677,0.72046,0.00334,0.30384,0.18505,0.01174,0.00043,0.67031,0.00985,0.33595,0.19095,0.01548,-0.0342,0.67312,0.01521,0.28999,0.07929,0.17294,-0.00328,0.47293,0.01257
2875,0.31523,0.22623,-0.01518,-0.00636,0.72087,0.00338,0.30432,0.18399,0.01138,0.00076,0.67067,0.00949,0.33639,0.19015,0.01501,-0.03385,0.67359,0.01499,0.29184,0.07828,0.17274,-0.00352,0.47331,0.01271
2876,0.31518,0.22569,-0.01483,-0.006,0.72125,0.00335,0.30477,0.18271,0.01073,0.00104,0.67097,0.00894,0.33682,0.18908,0.01416,-0.03357,0.674,0.01435,0.29385,0.07742,0.17247,-0.00374,0.47363,0.01288
2877,0.31509,0.22546,-0.0144,-0.00567,0.72158,0.00316,0.30515,0.18164,0.00989,0.00132,0.67125,0.00833,0.33721,0.18811,0.01305,-0.03332,0.67436,0.01351,0.29584,0.07679,0.17202,-0.00383,0.47394,0.01285
2878,0.3151,0.22569,-0.01416,-0.00544,0.7218,0.00285,0.30548,0.18136,0.00931,0.00153,0.67144,0.00772,0.33755,0.18787,0.01221,-0.03313,0.67457,0.01274,0.29764,0.07626,0.17135,-0.00373,0.47414,0.01267
2879,0.31527,0.22624,-0.01435,-0.00543,0.7219,0.00256,0.30581,0.18199,0.00935,0.0016,0.67152,0.00721,0.33791,0.18849,0.01204,-0.03306,0.67465,0.01224,0.29926,0.07577,0.17071,-0.00358,0.47423,0.01256
2880,0.31553,0.22665,-0.01472,-0.00558,0.72199,0.00241,0.30618,0.18293,0.00997,0.00152,0.67161,0.00689,0.33828,0.18945,0.01252,-0.03312,0.67472,0.01205,0.30074,0.07532,0.17046,-0.0035,0.47432,0.01257
2881,0.31574,0.2267,-0.01493,-0.00574,0.72212,0.0024,0.30649,0.18355,0.0108,0.00141,0.67174,0.00682,0.3386,0.19008,0.01321,-0.03321,0.67484,0.01212,0.30197,0.07509,0.17073,-0.00351,0.47445,0.01256
2882,0.31587,0.2265,-0.01499,-0.00577,0.72218,0.00246,0.30663,0.1838,0.01146,0.00136,0.6718,0.00696,0.33877,0.19026,0.01372,-0.03324,0.6749,0.01236,0.30275,0.07517,0.17131,-0.00358,0.47451,0.01236
