Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
521,-6.21828,1.87661,-26.17088,-1.56476,5.80853,-76.45258,-1.57417,-0.40985,-26.23037,-0.60313,1.81575,-76.51655,-1.57417,-0.40985,-26.23037,-0.60313,1.81576,-76.51655,1.0033,4.02551,-33.29692,-10.13675,11.96746,-57.7551,18.05296,-5.59345,-33.30237,0.83994,-1.15476,-59.17288,-6.78506,5.58088,-44.24919,-11.36799,1.77708,-35.6928,-23.65539,-1.54214,-26.24707,-44.27832,8.44881,-24.98651,24.61001,4.23706,-38.54435,23.90022,-31.20834,7.25853,161.98262,-30.77417,-87.10851,134.88284,19.59278,127.86296,145.20163,-22.83945,-93.7054,134.70258,9.83644,127.50182
522,-6.09473,1.88894,-26.07551,-1.43603,5.77007,-76.45196,-1.62672,-0.30158,-26.13744,-0.48366,1.81601,-76.515,-1.62672,-0.30158,-26.13744,-0.48367,1.81601,-76.515,1.13017,4.08212,-33.22811,-9.89894,11.86713,-57.76002,18.17689,-5.58855,-33.23137,0.79636,-0.93824,-59.14,-6.82577,5.45835,-44.20775,-11.36637,1.59962,-35.63437,-23.82472,-1.83118,-25.65673,-44.52996,7.97012,-24.53173,24.17411,4.21652,-37.96614,23.66031,-31.29969,7.3502,161.36235,-30.36246,-86.40418,134.58826,19.70488,128.42661,144.96336,-22.74727,-92.79978,134.28618,9.92168,128.09064
523,-5.95231,1.85225,-25.97599,-1.32597,5.61819,-76.45525,-1.70391,-0.22126,-26.0365,-0.4099,1.81411,-76.51466,-1.70391,-0.22126,-26.0365,-0.4099,1.81412,-76.51466,1.25105,4.14542,-33.22852,-9.65083,11.76822,-57.83127,18.31271,-5.58505,-33.23522,0.76116,-0.73461,-59.17384,-6.87414,5.32972,-44.19569,-11.33824,1.41989,-35.56075,-23.91225,-2.12977,-25.0647,-44.69867,7.48131,-24.08009,23.77497,4.23485,-37.36565,23.4205,-31.38602,7.42755,160.78218,-29.95433,-86.1081,134.35353,19.82731,129.07918,144.76978,-22.76226,-92.34254,133.88374,9.90534,128.77031
524,-5.84747,1.82016,-25.87694,-1.22235,5.43697,-76.47923,-1.78379,-0.15434,-25.93604,-0.34377,1.78207,-76.53457,-1.78379,-0.15434,-25.93604,-0.34377,1.78208,-76.53457,1.35853,4.20766,-33.28642,-9.39435,11.66826,-57.94574,18.47256,-5.58099,-33.30396,0.74102,-0.53988,-59.25274,-6.92468,5.19651,-44.21301,-11.28851,1.24839,-35.47182,-23.92192,-2.43461,-24.55649,-44.77516,7.01588,-23.71084,23.43017,4.29971,-36.78614,23.18071,-31.48303,7.47902,160.27531,-29.58374,-86.22569,134.15602,19.94733,129.68192,144.54991,-22.80953,-92.35969,133.50101,9.83664,129.40126
525,-5.84124,1.83427,-25.78607,-1.0879,5.33059,-76.53477,-1.8526,-0.09597,-25.8466,-0.22043,1.70634,-76.58804,-1.8526,-0.09597,-25.8466,-0.22043,1.70635,-76.58804,1.45157,4.2646,-33.38703,-9.13724,11.56315,-58.06776,18.65982,-5.57763,-33.42207,0.73624,-0.34789,-59.34218,-6.97153,5.06117,-44.2492,-11.22396,1.0928,-35.3737,-23.87467,-2.73548,-24.19634,-44.77151,6.60656,-23.48025,23.14472,4.40448,-36.26146,22.94241,-31.59411,7.48698,159.86311,-29.26874,-86.60736,133.98872,20.04572,130.11472,144.20189,-22.8221,-92.72847,133.12453,9.79712,129.8743
526,-5.97742,1.9126,-25.70894,-0.89208,5.37702,-76.61813,-1.90385,-0.05222,-25.77511,0.00723,1.59501,-76.67284,-1.90385,-0.05222,-25.77511,0.00723,1.59501,-76.67284,1.53714,4.31458,-33.51727,-8.89068,11.45055,-58.16612,18.86722,-5.57695,-33.57374,0.74485,-0.15764,-59.41188,-7.01134,4.92644,-44.2928,-11.14982,0.95688,-35.27729,-23.79668,-3.01565,-24.00537,-44.71193,6.27678,-23.40155,22.91463,4.52945,-35.80606,22.71247,-31.70952,7.43953,159.55171,-29.00619,-87.07284,133.85558,20.10416,130.30542,143.65364,-22.74556,-93.28015,132.75337,9.83798,130.12471
527,-6.25062,2.0526,-25.64796,-0.63566,5.58385,-76.71084,-1.93661,-0.02309,-25.72441,0.33445,1.47373,-76.77059,-1.9366,-0.02309,-25.72441,0.33445,1.47374,-76.77059,1.62675,4.3584,-33.65513,-8.66254,11.33197,-58.24039,19.08179,-5.58157,-33.73236,0.76486,0.02437,-59.4619,-7.04619,4.797,-44.33787,-11.06908,0.8412,-35.1946,-23.71126,-3.2575,-23.9586,-44.62447,6.03419,-23.44451,22.7322,4.65038,-35.41859,22.5016,-31.81474,7.33769,159.32715,-28.7831,-87.52081,133.75681,20.11085,130.26967,142.91309,-22.52924,-93.88683,132.40842,9.95709,130.16342
528,-6.60323,2.2357,-25.60262,-0.35753,5.88195,-76.78732,-1.95877,0.00472,-25.69349,0.70104,1.36908,-76.85431,-1.95877,0.00472,-25.69349,0.70103,1.36909,-76.85431,1.72965,4.39913,-33.76369,-8.4523,11.21193,-58.32516,19.29211,-5.59465,-33.85552,0.79308,0.18964,-59.52618,-7.08152,4.67738,-44.38185,-10.98337,0.7443,-35.1346,-23.63538,-3.44823,-24.0023,-44.53468,5.87159,-23.55392,22.58908,4.74934,-35.09148,22.31908,-31.90251,7.1942,159.15465,-28.59185,-87.92832,133.67834,20.06347,130.10744,142.07536,-22.13827,-94.4605,132.11235,10.1229,130.07759
529,-6.9691,2.43108,-25.56768,-0.12077,6.17645,-76.82645,-1.98706,0.04068,-25.67522,1.02149,1.29069,-76.9009,-1.98706,0.04068,-25.67522,1.02149,1.2907,-76.9009,1.84696,4.44056,-33.81265,-8.25188,11.09626,-58.45464,19.4919,-5.61679,-33.90998,0.82423,0.33446,-59.63675,-7.11825,4.56685,-44.42336,-10.89446,0.66345,-35.10085,-23.57718,-3.58198,-24.07857,-44.45969,5.77378,-23.67334,22.4769,4.82081,-34.81534,22.16899,-31.9812,7.02992,158.98776,-28.43431,-88.28065,133.5919,19.97208,129.96323,141.27325,-21.59117,-94.91658,131.88705,10.29922,129.9939
