Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1043,-11.78286,5.26118,-19.67106,-0.06974,5.18355,-76.49818,-7.60304,3.75738,-19.99986,1.04259,0.54546,-76.55383,-7.60304,3.75738,-19.99986,1.04259,0.54546,-76.55383,5.86159,4.68618,-32.36175,-6.01572,10.7102,-58.92025,25.83907,-5.77833,-32.57041,4.02562,0.91858,-60.38302,-4.40875,2.5257,-46.48455,-3.50016,2.68441,-40.7319,-15.5469,-2.29164,-30.62186,-35.3437,9.25667,-29.40107,37.46951,7.85941,-30.88467,28.96369,-42.18769,-1.88469,169.28537,-28.46052,-66.63802,142.08459,17.48897,134.64381,154.68936,-25.36493,-72.56374,141.46931,9.96889,134.54303
1044,-12.05327,5.31892,-19.61803,0.10979,5.12943,-76.59219,-7.76621,3.78058,-19.95829,1.19874,0.55594,-76.64623,-7.76621,3.78058,-19.95829,1.19874,0.55595,-76.64623,5.8597,4.70628,-32.2774,-6.02555,10.68741,-58.75857,25.98448,-5.81067,-32.48588,4.094,0.95183,-60.23728,-4.32951,2.52199,-46.47295,-3.38308,2.67654,-40.71542,-15.48703,-2.39606,-30.32779,-35.3347,9.0588,-29.15695,37.41252,7.93046,-30.69443,28.96797,-42.10156,-2.05077,169.19789,-28.3579,-66.8334,142.20398,17.33742,134.55688,154.15024,-25.66993,-72.97969,141.3773,10.21506,134.53226
1045,-12.33848,5.3619,-19.57677,0.3005,5.11378,-76.62122,-7.92183,3.78012,-19.92896,1.37464,0.59251,-76.67473,-7.92183,3.78012,-19.92896,1.37464,0.59252,-76.67473,5.85932,4.73685,-32.13065,-6.03417,10.65978,-58.66862,26.13771,-5.8363,-32.33701,4.15998,0.99434,-60.16518,-4.28018,2.52294,-46.45444,-3.28889,2.68094,-40.68625,-15.47757,-2.5066,-30.09376,-35.36402,8.87538,-28.97235,37.35308,7.98919,-30.5533,29.0057,-41.99363,-2.19417,169.07285,-28.29484,-66.96344,142.32924,17.17717,134.89438,153.78049,-25.73093,-73.20924,141.40471,10.42356,134.91675
1046,-12.6534,5.37267,-19.53627,0.47424,5.17547,-76.58546,-8.0773,3.73681,-19.89989,1.55424,0.64213,-76.64032,-8.07729,3.73681,-19.89989,1.55424,0.64214,-76.64032,5.86274,4.77275,-31.95575,-6.0374,10.63404,-58.61954,26.29186,-5.85246,-32.16066,4.2205,1.04074,-60.13318,-4.25379,2.51469,-46.43238,-3.21892,2.69158,-40.65742,-15.51927,-2.62475,-29.95706,-35.4255,8.71781,-28.88311,37.29837,8.053,-30.46845,29.06904,-41.87062,-2.30877,168.92702,-28.28469,-67.05275,142.46384,17.02715,135.55969,153.59334,-25.56071,-73.27956,141.50249,10.50562,135.60573
1047,-13.03926,5.35646,-19.48945,0.60365,5.37086,-76.50267,-8.22887,3.64038,-19.867,1.72888,0.6773,-76.56209,-8.22887,3.64038,-19.867,1.72888,0.67731,-76.56209,5.86882,4.80822,-31.79994,-6.03477,10.61415,-58.54854,26.44276,-5.86082,-32.00702,4.27242,1.08532,-60.07561,-4.24425,2.49198,-46.40505,-3.16959,2.70274,-40.64166,-15.59831,-2.74081,-29.91573,-35.50636,8.59463,-28.88382,37.24743,8.13599,-30.42311,29.14651,-41.7392,-2.38698,168.77609,-28.31856,-67.12936,142.60988,16.91024,136.29141,153.52484,-25.26151,-73.26854,141.60124,10.38393,136.34856
1048,-13.54109,5.35666,-19.43383,0.66303,5.74234,-76.39953,-8.35959,3.51231,-19.83478,1.89037,0.66209,-76.46815,-8.35959,3.51231,-19.83478,1.89037,0.6621,-76.46815,5.87577,4.83691,-31.70471,-6.02591,10.60129,-58.40785,26.58769,-5.86755,-31.91876,4.31346,1.12244,-59.94228,-4.24935,2.46776,-46.36691,-3.13422,2.71012,-40.64618,-15.69097,-2.83013,-29.9367,-35.59047,8.51778,-28.93448,37.19353,8.24048,-30.38823,29.22748,-41.60099,-2.4228,168.63727,-28.36965,-67.21875,142.7641,16.84054,136.81625,153.46414,-24.97792,-73.2767,141.64513,10.05705,136.88297
1049,-14.14963,5.42526,-19.37368,0.6437,6.26231,-76.30125,-8.4577,3.40349,-19.81221,2.02717,0.57623,-76.38387,-8.4577,3.40349,-19.81221,2.02717,0.57623,-76.38387,5.88323,4.85332,-31.68224,-6.00955,10.59434,-58.20633,26.72196,-5.87822,-31.90655,4.34421,1.14713,-59.74145,-4.25956,2.46091,-46.32014,-3.10418,2.71085,-40.66818,-15.77361,-2.86559,-29.9755,-35.66391,8.49762,-28.98353,37.13136,8.35806,-30.33788,29.3069,-41.45307,-2.41423,168.53023,-28.40732,-67.32458,142.91505,16.81401,136.97881,153.30283,-24.82129,-73.37453,141.62009,9.6129,137.0587
1050,-14.78661,5.58084,-19.319,0.56649,6.83104,-76.22541,-8.52816,3.36126,-19.80745,2.1318,0.43114,-76.32471,-8.52816,3.36126,-19.80745,2.1318,0.43114,-76.32471,5.89076,4.85542,-31.70933,-5.98556,10.59081,-58.00027,26.83999,-5.89259,-31.94462,4.36961,1.15705,-59.53144,-4.25498,2.47726,-46.28038,-3.06967,2.70433,-40.69385,-15.82903,-2.83793,-29.99408,-35.71721,8.52994,-28.99166,37.06256,8.47685,-30.26119,29.38643,-41.2951,-2.36377,168.47011,-28.41353,-67.40739,143.04567,16.81286,136.78142,152.98473,-24.80963,-73.55025,141.56316,9.17869,136.87398
1051,-15.35738,5.79922,-19.282,0.47491,7.34301,-76.18095,-8.58446,3.3984,-19.82579,2.21159,0.26243,-76.29636,-8.58445,3.3984,-19.82579,2.21158,0.26244,-76.29636,5.89627,4.84605,-31.75048,-5.95694,10.58775,-57.84214,26.93997,-5.90526,-31.99645,4.39723,1.15438,-59.36855,-4.21881,2.50559,-46.26624,-3.02182,2.69351,-40.70377,-15.84769,-2.76608,-29.96828,-35.74446,8.58874,-28.94242,36.9938,8.58922,-30.1662,29.47124,-41.13564,-2.27733,168.45583,-28.39215,-67.42008,143.14059,16.81971,136.37408,152.52769,-24.86714,-73.73434,141.54362,8.84994,136.46733
1052,-15.79054,6.03165,-19.27439,0.41593,7.72697,-76.16817,-8.64195,3.49541,-19.86894,2.28446,0.11277,-76.29619,-8.64195,3.49541,-19.86894,2.28446,0.11278,-76.29619,5.89769,4.83083,-31.78118,-5.92892,10.58202,-57.74639,27.02567,-5.91075,-32.03819,4.43288,1.1455,-59.27065,-4.1473,2.52666,-46.28452,-2.95593,2.68503,-40.68325,-15.8261,-2.68808,-29.8862,-35.74247,8.63416,-28.8376,36.929,8.69609,-30.07247,29.56631,-40.99034,-2.16203,168.46545,-28.36463,-67.36198,143.19398,16.82841,135.96378,152.00569,-24.8863,-73.8698,141.62927,8.65326,136.03268
1053,-16.03564,6.23215,-19.30353,0.42238,7.93559,-76.17983,-8.7183,3.62979,-19.93351,2.3633,0.01735,-76.31477,-8.7183,3.62979,-19.93351,2.3633,0.01735,-76.31477,5.89545,4.81408,-31.7924,-5.90633,10.57084,-57.70084,27.10321,-5.90713,-32.06154,4.47836,1.13737,-59.22742,-4.04654,2.52489,-46.3294,-2.87321,2.68689,-40.63096,-15.76457,-2.63966,-29.74478,-35.71018,8.63152,-28.68659,36.86489,8.80308,-29.99667,29.6731,-40.87308,-2.02763,168.46684,-28.3532,-67.31998,143.21324,16.84172,135.70557,151.4993,-24.80332,-73.99052,141.84743,8.56456,135.71994
1054,-16.06797,6.38382,-19.36782,0.50172,7.94773,-76.20589,-8.82834,3.7997,-20.01136,2.44804,-0.00836,-76.34098,-8.82834,3.7997,-20.01136,2.44804,-0.00836,-76.34098,5.89308,4.7967,-31.78669,-5.89129,10.55324,-57.69429,27.17697,-5.89658,-32.06859,4.53209,1.13394,-59.22795,-3.9256,2.49628,-46.39098,-2.77936,2.70478,-40.56027,-15.66679,-2.63606,-29.54909,-35.64938,8.56816,-28.49951,36.79612,8.91115,-29.94091,29.78601,-40.78788,-1.89201,168.43604,-28.36407,-67.45334,143.21631,16.85983,135.67014,151.05663,-24.6291,-74.23454,142.16434,8.55037,135.60966
1055,-15.90476,6.50584,-19.45746,0.63608,7.78541,-76.23922,-8.97587,4.02188,-20.09405,2.52996,0.0255,-76.36852,-8.97587,4.02188,-20.09405,2.52996,0.02551,-76.36852,5.89593,4.7788,-31.77213,-5.88218,10.53115,-57.72649,27.24848,-5.88511,-32.06539,4.58983,1.13609,-59.27082,-3.79239,2.44736,-46.45911,-2.68184,2.73945,-40.49268,-15.54277,-2.66769,-29.31367,-35.56771,8.45799,-28.28701,36.72422,9.01323,-29.89121,29.89291,-40.72795,-1.78212,168.36726,-28.38391,-67.88123,143.22444,16.87299,135.84644,150.696,-24.43072,-74.72956,142.50301,8.59172,135.71219
