FP1,FP1,FP1,FP2,FP2,FP2
X,Y,Z,X,Y,Z
0.0,0.0,-0.84435,0.0,0.0,-4.369210000000001
0.0,0.0,-0.6430774466231045,0.0,0.0,-4.101786598547263
0.0,0.0,-0.6233839899408071,0.0,0.0,-3.94646625490624
0.0,0.0,-0.6737186244004952,0.0,0.0,-4.168045908272577
0.0,0.0,-0.6857154583036181,0.0,0.0,-4.4998708018706886
0.0,0.0,-0.6098717808000558,0.0,0.0,-4.567978851607176
0.0,0.0,-0.7496362365994458,0.0,0.0,-4.2604458423697125
0.0,0.0,-0.6870424271857628,0.0,0.0,-3.7949074247095353
0.0,0.0,-0.6237060765475694,0.0,0.0,-3.4560495669493037
0.0,0.0,0.6315270926072062,0.0,0.0,-3.3770902325873555
0.0,0.0,-0.2925346397138206,0.0,0.0,-3.5175367266448077
0.0,0.0,-0.2939168733189216,0.0,0.0,-3.777544418992303
0.0,0.0,-0.2962838905358136,0.0,0.0,-3.9733236468140944
0.0,0.0,-0.30180711124806053,0.0,0.0,-3.965584833663763
0.0,0.0,-0.284614375212135,0.0,0.0,-3.7042822738112884
0.0,0.0,-0.2536698634574003,0.0,0.0,-3.196253956512986
0.0,0.0,-0.23018880284795784,0.0,0.0,-2.4016426384578313
0.0,0.0,-0.23622051447993384,0.0,0.0,-1.2214683902957995
0.0,0.0,-0.2576950712057412,0.0,0.0,0.16115437522651171
0.0,0.0,-0.2707257435174304,0.0,0.0,1.4287779470962154
0.0,0.0,-0.2917568794633541,0.0,0.0,2.537168504297902
0.0,0.0,-0.3026483976789599,0.0,0.0,3.6311724541755135
0.0,0.0,-0.30891771041446764,0.0,0.0,4.86518259812491
0.0,0.0,-0.3095098068574507,0.0,0.0,6.359631524729228
0.0,0.0,-0.3132956446053212,0.0,0.0,7.935564626634658
0.0,0.0,-0.3015320743325788,0.0,0.0,9.124817629566772
0.0,0.0,-0.2743693002598261,0.0,0.0,9.773044971187788
0.0,0.0,-0.2696752466208255,0.0,0.0,10.26323342693731
0.0,0.0,-0.2218333829846468,0.0,0.0,10.951249773735938
0.0,0.0,-0.32235830588477954,0.0,0.0,11.928350146432917
0.0,0.0,-0.25758800817458716,0.0,0.0,12.989223060643592
0.0,0.0,-0.2571143918364424,0.0,0.0,13.437757462613154
0.0,0.0,-0.23126017130074908,0.0,0.0,12.704110998954373
0.0,0.0,-0.2176365775510733,0.0,0.0,11.170738783885017
0.0,0.0,-0.23341991188205255,0.0,0.0,9.553353648267441
0.0,0.0,-0.23487002762670015,0.0,0.0,7.830117696558731
0.0,0.0,-0.23318618118066603,0.0,0.0,5.773207385559671
0.0,0.0,-0.21509137549135748,0.0,0.0,3.5303219031391833
0.0,0.0,-0.21371213391742253,0.0,0.0,1.6202684265603897
0.0,0.0,-0.23148760073309282,0.0,0.0,0.5296740003697921
0.0,0.0,-0.2579359245977808,0.0,0.0,0.14408511856756975
0.0,0.0,-0.24947105432083475,0.0,0.0,-0.04511315293866487
0.0,0.0,-0.2204594966547067,0.0,0.0,-0.3746629573632194
0.0,0.0,-0.17709076319053613,0.0,0.0,-0.729156580035752
0.0,0.0,-0.14616385832425716,0.0,0.0,-0.7899476938981005
0.0,0.0,-0.14368564493027172,0.0,0.0,-0.6759946624070392
0.0,0.0,-0.1560756597252001,0.0,0.0,-0.7418464928158792
0.0,0.0,-0.14566968533422545,0.0,0.0,-1.0528032843997768
0.0,0.0,-0.1251658265468418,0.0,0.0,-1.336541937462591
0.0,0.0,-0.10203639131517149,0.0,0.0,-1.401414815781191
0.0,0.0,-0.10199161842768169,0.0,0.0,-1.260979911963517
0.0,0.0,-0.15744620551202443,0.0,0.0,-1.0288340962347593
0.0,0.0,-0.16920750969077042,0.0,0.0,-0.8148298423592284
0.0,0.0,-0.17058063791712672,0.0,0.0,-0.6854005903563366
0.0,0.0,-0.25406358824392167,0.0,0.0,-0.6432693947324234
0.0,0.0,-0.2616563441784157,0.0,0.0,-0.6561287183271265
0.0,0.0,-0.31109422276850607,0.0,0.0,-0.7264079121462912
0.0,0.0,-0.3541213128595629,0.0,0.0,-0.8940683674082402
0.0,0.0,-0.42890501655407715,0.0,0.0,-1.1195853008349723
