Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
797,-0.04769,-0.07368,-0.0417,-0.29461,-0.10589,0.42348,0.12752,-0.35129,0.20909,-0.19968,0.02201,0.17504,-0.00834,-0.25332,0.06513,-0.12658,0.03717,-0.00089,-0.10388,-0.18066,-0.0244,-0.07992,-0.18633,-0.02291,-0.10637,-0.17871,-0.01088,-0.04762,-0.06875,-0.03821,-0.01229,-0.03176,-0.05303,-0.07193,-0.14143,-0.14668,-0.00329,-0.02089,0.00393,-0.0737,-0.09288,-0.18012,-0.00858,0.00672,0.00071,0.10293,0.10901,-0.12797,-0.00843,0.00863,-0.00105,0.10569,0.10847,-0.12665,-0.0101,0.00686,-0.00341
798,-0.0545,-0.05639,-0.03986,-0.23884,-0.10617,0.44688,0.16169,-0.29021,0.18525,-0.15219,0.02843,0.18208,0.0097,-0.22267,0.04652,-0.08412,0.03553,0.00777,-0.11809,-0.16899,-0.03939,-0.09581,-0.17281,-0.01612,-0.11864,-0.16704,-0.00461,-0.06085,-0.04206,-0.03977,-0.02796,-0.01706,-0.04778,-0.08334,-0.1333,-0.13688,-0.01612,-0.00478,0.00154,-0.06193,-0.08289,-0.17054,-0.00877,0.01705,-0.00223,0.13653,0.15422,-0.10008,0.00284,0.01163,-0.00334,0.13411,0.15458,-0.09685,0.00106,0.00972,-0.00525
799,-0.06491,-0.0369,-0.03456,-0.18562,-0.12164,0.46885,0.17528,-0.22302,0.16646,-0.12333,0.02253,0.19386,0.01734,-0.18505,0.04209,-0.05417,0.01588,0.03744,-0.11458,-0.14452,-0.04078,-0.10114,-0.15977,-0.01458,-0.12143,-0.15685,-0.0007,-0.08317,-0.01419,-0.04088,-0.04208,0.00434,-0.03716,-0.09325,-0.10545,-0.10859,-0.02761,0.0147,-0.01004,-0.06226,-0.0841,-0.14365,-0.00831,0.02314,-0.01306,0.10958,0.12926,-0.07669,0.0072,0.00144,-0.00983,0.10521,0.12995,-0.0726,0.00664,0.00079,-0.00819
800,-0.07358,-0.0231,-0.02796,-0.16729,-0.13788,0.45865,0.17481,-0.17805,0.1663,-0.15446,0.03024,0.19193,0.01749,-0.151,0.04969,-0.07694,0.01149,0.05206,-0.08659,-0.11077,-0.02901,-0.09544,-0.1468,-0.02219,-0.11828,-0.14514,-0.00403,-0.10502,-0.00013,-0.04316,-0.04628,0.02047,-0.02273,-0.09562,-0.07073,-0.06933,-0.02623,0.02665,-0.02319,-0.07153,-0.08683,-0.10408,-0.0013,0.01386,-0.02335,0.04768,0.06402,-0.05411,0.0051,-0.01254,-0.01429,0.0447,0.06443,-0.05004,0.00551,-0.01214,-0.01248
801,-0.07142,-0.01867,-0.01701,-0.20226,-0.12473,0.42889,0.17589,-0.15698,0.18086,-0.22129,0.06527,0.18111,0.01696,-0.12683,0.05967,-0.13983,0.03647,0.04389,-0.05005,-0.07583,-0.01245,-0.08623,-0.12967,-0.03072,-0.11197,-0.12801,-0.01029,-0.10469,-0.00679,-0.03861,-0.04019,0.02357,-0.00516,-0.08197,-0.04521,-0.03111,-0.01401,0.02691,-0.02313,-0.07967,-0.08306,-0.06188,0.01065,-0.0017,-0.02029,-0.0105,0.00372,-0.02879,-0.00108,-0.01724,-0.00614,-0.0112,0.00375,-0.02596,-0.00105,-0.01714,-0.00896
802,-0.05618,-0.01894,-0.00196,-0.26234,-0.06827,0.40534,0.17554,-0.13909,0.19381,-0.25538,0.10876,0.18009,0.01121,-0.11394,0.06667,-0.18418,0.07158,0.03692,-0.03348,-0.05057,-0.00038,-0.07912,-0.10881,-0.02918,-0.10221,-0.10693,-0.01186,-0.07743,-0.02206,-0.02425,-0.02718,0.01797,0.01057,-0.05368,-0.03327,-0.00775,0.00051,0.02007,-0.00473,-0.08037,-0.0707,-0.03231,0.02205,-0.00573,-0.00143,-0.03991,-0.02373,-0.00815,-0.00512,-0.0083,0.01549,-0.0395,-0.02383,-0.00718,-0.00639,-0.0095,0.00878
803,-0.03848,-0.01639,0.01124,-0.29474,0.0024,0.38873,0.16727,-0.11098,0.19432,-0.22364,0.12636,0.19479,0.0005,-0.10513,0.06976,-0.17222,0.08865,0.04996,-0.04783,-0.0403,0.00293,-0.07592,-0.08917,-0.01641,-0.09079,-0.08742,-0.00636,-0.04519,-0.02683,-0.00625,-0.01623,0.01376,0.01801,-0.02955,-0.02747,-0.00309,0.00901,0.01378,0.01822,-0.07517,-0.05296,-0.02248,0.03058,0.00523,0.01892,-0.04266,-0.01875,-0.00337,7e-05,0.00537,0.03426,-0.04267,-0.01873,-0.00387,-0.00267,0.00258,0.02859
804,-0.0317,-0.00911,0.01937,-0.27758,0.0409,0.36813,0.16385,-0.07237,0.17975,-0.15327,0.10521,0.21051,0.00488,-0.08815,0.06851,-0.12009,0.07703,0.07513,-0.06993,-0.0377,0.00168,-0.07997,-0.07479,0.00183,-0.08563,-0.07322,0.00407,-0.03072,-0.01599,0.01104,-0.0204,0.01476,0.01876,-0.03218,-0.02234,-0.00512,0.0064,0.01364,0.02714,-0.06918,-0.03789,-0.02216,0.03828,0.0232,0.02355,-0.03624,0.00123,-0.01099,0.01272,0.01349,0.03314,-0.03736,0.00147,-0.01204,0.00884,0.00932,0.03218
805,-0.03639,-0.0022,0.02576,-0.231,0.0324,0.34981,0.18164,-0.02265,0.15481,-0.0918,0.06973,0.21216,0.03709,-0.0599,0.06521,-0.06833,0.05121,0.09231,-0.06695,-0.03409,0.00463,-0.09207,-0.06577,0.02137,-0.09224,-0.06373,0.018,-0.03339,-0.00127,0.02759,-0.03985,0.01391,0.02143,-0.06154,-0.02058,0.00193,-0.00216,0.01822,0.01931,-0.06489,-0.03304,-0.01403,0.04654,0.03947,0.01201,-0.02893,0.01657,-0.00977,0.02234,0.01639,0.01626,-0.03082,0.01691,-0.00992,0.01832,0.01195,0.01971
806,-0.03978,-0.001,0.0339,-0.18786,0.00069,0.34939,0.21659,0.03316,0.13109,-0.06872,0.05476,0.2014,0.08218,-0.02985,0.06258,-0.04469,0.03638,0.09322,-0.03303,-0.03202,0.01478,-0.10237,-0.05672,0.03851,-0.10223,-0.0543,0.03422,-0.0373,0.00426,0.04156,-0.05398,0.00354,0.02909,-0.08861,-0.02498,0.02021,-0.00077,0.02098,0.00951,-0.06031,-0.0375,0.00619,0.05374,0.04628,0.00156,-0.01689,0.0141,0.01002,0.02014,0.0192,0.00315,-0.01851,0.01434,0.01144,0.01738,0.01613,0.00711
807,-0.03232,-0.00343,0.04146,-0.16794,-0.02119,0.36519,0.25239,0.07992,0.11295,-0.08239,0.07198,0.18986,0.12118,-0.00794,0.05813,-0.05275,0.04558,0.08644,0.00803,-0.03767,0.02506,-0.09734,-0.03974,0.04631,-0.09973,-0.03903,0.04718,-0.03336,-0.0003,0.04945,-0.04597,-0.01052,0.03493,-0.08654,-0.03009,0.03484,0.01759,0.01982,0.01166,-0.05241,-0.04002,0.02401,0.05807,0.0426,0.00639,-0.00144,-0.00102,0.02836,0.00808,0.02188,0.00479,-0.00159,-0.00105,0.02996,0.00732,0.02105,0.00535
808,-0.02048,-0.00311,0.04327,-0.17322,-0.01438,0.37853,0.27874,0.11153,0.09254,-0.10727,0.10705,0.18534,0.15007,0.00314,0.05044,-0.07827,0.07045,0.08336,0.03286,-0.0499,0.02849,-0.08022,-0.0131,0.04109,-0.08394,-0.01624,0.04972,-0.0276,-0.00693,0.05027,-0.02662,-0.01407,0.03258,-0.06126,-0.02715,0.03228,0.03531,0.0174,0.02233,-0.04081,-0.0309,0.02496,0.05707,0.03425,0.02025,0.01048,-0.01074,0.02507,-0.00351,0.02006,0.01422,0.0119,-0.01098,0.02484,-0.00253,0.02117,0.01201
809,-0.01886,6e-05,0.03782,-0.19345,0.01831,0.37198,0.29573,0.14147,0.0703,-0.12037,0.13401,0.18918,0.16826,0.00604,0.04686,-0.10407,0.08861,0.08742,0.04175,-0.06383,0.02883,-0.07392,0.01309,0.03023,-0.07515,0.00666,0.04231,-0.03295,-0.01139,0.04493,-0.01974,-0.00523,0.02303,-0.03916,-0.01605,0.01761,0.0293,0.01276,0.026,-0.02895,-0.01501,0.01312,0.04663,0.02357,0.02473,0.01561,-0.01014,0.00682,-0.00669,0.01337,0.01595,0.01679,-0.01025,0.00403,-0.00445,0.01579,0.01498
810,-0.0327,0.00156,0.02854,-0.20857,0.05307,0.34186,0.31569,0.18938,0.06023,-0.12423,0.1347,0.19786,0.17601,0.00922,0.05226,-0.12466,0.08426,0.09485,0.05097,-0.07515,0.03353,-0.09044,0.02364,0.02423,-0.08757,0.01718,0.03276,-0.05425,-0.01323,0.03544,-0.0335,0.00456,0.01109,-0.03668,-0.00414,0.00605,-2e-05,0.00359,0.01498,-0.02226,-0.00298,0.00342,0.02672,0.00667,0.01257,0.01252,-0.00774,-0.00791,-0.00212,0.00663,0.00301,0.01155,-0.00742,-0.01271,0.0007,0.00962,0.00439
811,-0.05198,0.00369,0.02002,-0.19756,0.06304,0.30129,0.35666,0.25867,0.06516,-0.13788,0.11948,0.20175,0.18672,0.02507,0.05598,-0.14495,0.0689,0.0992,0.06994,-0.07643,0.03917,-0.1079,0.01484,0.02326,-0.10583,0.01213,0.02609,-0.07846,-0.00513,0.02546,-0.05617,0.00882,0.00148,-0.05308,0.00406,0.00374,-0.03085,-0.00429,-0.0025,-0.0257,0.00239,0.00215,0.00489,-0.01382,-0.00521,-0.00066,-0.00733,-0.01267,0.00293,0.00329,-0.01468,-0.00337,-0.00671,-0.01811,0.00525,0.00578,-0.01431
812,-0.06244,0.01296,0.01381,-0.15813,0.04875,0.26326,0.4157,0.3275,0.06457,-0.16759,0.11863,0.19015,0.21812,0.05719,0.04409,-0.16672,0.07108,0.09674,0.09399,-0.06066,0.03426,-0.09712,0.00208,0.02053,-0.10412,0.00497,0.02164,-0.08549,0.01962,0.01833,-0.07226,0.00925,-0.00377,-0.07882,0.00643,0.00481,-0.04485,-0.00104,-0.0151,-0.04018,0.00121,0.00302,-0.01071,-0.02157,-0.01644,-0.02004,-0.00723,-0.01228,0.00251,0.00308,-0.02391,-0.02251,-0.00669,-0.01663,0.00359,0.00433,-0.02639
813,-0.06006,0.02537,0.00843,-0.11924,0.04072,0.22244,0.46619,0.3705,0.0375,-0.19867,0.14258,0.16187,0.27048,0.09181,0.0193,-0.18363,0.09993,0.08747,0.11666,-0.03336,0.01686,-0.06485,0.00355,0.01449,-0.08278,0.01019,0.01849,-0.0715,0.04634,0.01448,-0.07629,0.00683,-0.00643,-0.09998,-0.00079,0.00146,-0.04394,0.01212,-0.02046,-0.05697,-0.01081,-0.00249,-0.01961,-0.00592,-0.02087,-0.03238,-0.00787,-0.0105,-0.002,0.00393,-0.0233,-0.0335,-0.00764,-0.01211,-0.00194,0.00405,-0.02511
814,-0.05198,0.02826,0.00278,-0.11936,0.06374,0.17004,0.49378,0.38422,-0.01005,-0.21481,0.16746,0.12612,0.3283,0.1126,-0.00525,-0.18771,0.13214,0.0709,0.13756,-0.01143,-0.00188,-0.047,0.01739,0.00968,-0.06823,0.02398,0.01642,-0.052,0.04802,0.01168,-0.07376,0.00282,-0.00821,-0.10333,-0.01585,-0.00748,-0.04353,0.02269,-0.02098,-0.06083,-0.03331,-0.0152,-0.02561,0.01921,-0.02243,-0.02726,-0.01132,-0.00854,-0.00518,0.00264,-0.01797,-0.0273,-0.01135,-0.00663,-0.0055,0.00221,-0.01511
815,-0.04559,0.01912,-0.00142,-0.17332,0.10991,0.12043,0.51121,0.39158,-0.05363,-0.21059,0.16807,0.09457,0.37706,0.12484,-0.02568,-0.17554,0.13981,0.04862,0.15619,-0.00221,-0.01287,-0.05905,0.02502,0.00923,-0.07624,0.03069,0.01398,-0.04185,0.02173,0.00812,-0.07274,0.00128,-0.00736,-0.08687,-0.02712,-0.01529,-0.05135,0.02308,-0.01642,-0.04497,-0.05053,-0.02548,-0.02725,0.03029,-0.01953,-0.00993,-0.01397,-0.00748,-0.004,-0.00498,-0.00979,-0.00922,-0.01419,-0.00324,-0.00422,-0.00539,-0.00345
816,-0.04222,0.01026,-0.00114,-0.25969,0.14991,0.09982,0.53519,0.4182,-0.07258,-0.18909,0.14791,0.07595,0.40929,0.14932,-0.04474,-0.15106,0.12014,0.03086,0.16976,0.00708,-0.01718,-0.08061,0.0177,0.01239,-0.09452,0.02558,0.01053,-0.04209,-0.00367,0.00487,-0.07615,0.00391,-0.00214,-0.06381,-0.02512,-0.01475,-0.06002,0.01706,-0.00511,-0.02259,-0.04482,-0.02303,-0.02077,0.02182,-0.00879,0.0055,-0.00831,-0.00528,0.00106,-0.01755,0.00126,0.00668,-0.00861,-0.00174,0.00088,-0.01788,0.00662
817,-0.04131,0.01269,0.0043,-0.32159,0.16079,0.11124,0.56831,0.46271,-0.05888,-0.16378,0.1314,0.07313,0.42517,0.18744,-0.05716,-0.12613,0.09473,0.029,0.18014,0.02647,-0.01944,-0.09336,0.00773,0.0169,-0.10714,0.01971,0.00784,-0.04611,-0.0023,0.00442,-0.08102,0.0078,0.00578,-0.05138,-0.01253,-0.00581,-0.06267,0.01045,0.01108,-0.01576,-0.0197,-0.00905,-0.01214,0.00852,0.00727,0.00925,0.00329,0.00061,0.00692,-0.02401,0.01219,0.00997,0.00315,0.00107,0.00601,-0.02506,0.01483
818,-0.04437,0.02361,0.01163,-0.30474,0.14666,0.12995,0.60582,0.51046,-0.02646,-0.15364,0.13869,0.08003,0.43463,0.21363,-0.0543,-0.11429,0.08933,0.03836,0.19405,0.04069,-0.02202,-0.10272,0.01169,0.01964,-0.11484,0.0246,0.00747,-0.05122,0.02024,0.0075,-0.0842,0.01008,0.01359,-0.05779,0.00028,0.00652,-0.06382,0.0056,0.02336,-0.02939,0.00163,0.00653,-0.01411,0.00441,0.01857,-0.00029,0.00871,0.00881,0.00753,-0.01583,0.01752,-0.00062,0.00882,0.00699,0.00528,-0.0183,0.0198
819,-0.05205,0.03235,0.01553,-0.21716,0.13501,0.12918,0.64395,0.56409,-0.0036,-0.1621,0.16904,0.08444,0.44774,0.21368,-0.04103,-0.11916,0.11255,0.03959,0.21202,0.03083,-0.02597,-0.11369,0.03332,0.01644,-0.12128,0.04198,0.00774,-0.05975,0.03805,0.0113,-0.08737,0.01033,0.01931,-0.07774,0.00407,0.01744,-0.06958,0.00438,0.0214,-0.04619,0.00091,0.01653,-0.02886,0.00827,0.01578,-0.0153,0.00297,0.01783,-0.00037,0.00067,0.01506,-0.0162,0.00315,0.01682,-0.00334,-0.00259,0.01915
820,-0.05966,0.03266,0.01265,-0.12378,0.14373,0.10257,0.67598,0.63278,-0.0067,-0.17386,0.20177,0.08024,0.46379,0.20949,-0.03653,-0.13212,0.14555,0.02587,0.2269,0.00986,-0.03419,-0.11219,0.06059,0.00419,-0.11825,0.06373,0.00373,-0.07152,0.03576,0.01027,-0.09243,0.00636,0.0201,-0.09383,-0.00264,0.02286,-0.07724,0.00632,0.00745,-0.04815,-0.0146,0.02041,-0.04432,0.01015,0.00265,-0.02259,-0.00791,0.02524,-0.0095,0.01111,0.00903,-0.02356,-0.00776,0.0261,-0.01179,0.0086,0.01338
821,-0.06034,0.02608,0.00453,-0.07351,0.16425,0.06587,0.69725,0.70392,-0.03395,-0.17583,0.21631,0.07361,0.48523,0.2326,-0.05542,-0.14161,0.15951,0.0174,0.23977,0.0114,-0.04866,-0.08438,0.0737,-0.01489,-0.09734,0.07541,-0.00732,-0.08091,0.01967,0.00163,-0.09631,-0.00736,0.01301,-0.08963,-0.01195,0.01947,-0.0812,0.00376,-0.00278,-0.03199,-0.01888,0.02123,-0.05146,0.00459,-0.00619,-0.01686,-0.01599,0.02488,-0.01046,0.00866,0.00482,-0.01803,-0.0158,0.02537,-0.01126,0.00779,0.00628
822,-0.0528,0.01795,-0.00343,-0.0593,0.18309,0.03819,0.71167,0.74736,-0.07676,-0.16434,0.21169,0.07188,0.5277,0.2902,-0.09136,-0.13923,0.14821,0.03463,0.26342,0.04814,-0.06183,-0.0425,0.06408,-0.03022,-0.0668,0.06898,-0.01913,-0.08101,0.00408,-0.00904,-0.09722,-0.02963,-0.00072,-0.06857,-0.01362,0.0077,-0.08373,-0.01126,0.00051,-0.00724,0.00194,0.02067,-0.0547,-0.00758,-0.0032,-0.00358,-0.01518,0.0166,-0.00563,0.00016,0.00267,-0.00463,-0.01498,0.0158,-0.00535,0.00049,0.00036
823,-0.04207,0.01541,-0.00661,-0.04833,0.19975,0.02435,0.7153,0.74952,-0.12208,-0.13823,0.20133,0.07346,0.58772,0.3603,-0.12217,-0.12129,0.13216,0.06993,0.29814,0.10027,-0.06046,-0.01726,0.04727,-0.0307,-0.04734,0.05554,-0.02112,-0.06925,0.00055,-0.01157,-0.0972,-0.04429,-0.01512,-0.04964,-0.00379,-0.00716,-0.08943,-0.03255,0.01015,0.01131,0.03362,0.01645,-0.05965,-0.02447,0.00484,0.0091,-0.00369,0.00647,-0.00354,-0.00447,-0.00157,0.00928,-0.00372,0.0066,-0.00298,-0.0038,-0.00653
824,-0.03421,0.02489,-0.00466,-0.02499,0.21939,0.01687,0.69507,0.73656,-0.14955,-0.1044,0.19689,0.07425,0.62328,0.40822,-0.13174,-0.09445,0.13216,0.09878,0.32127,0.13912,-0.04707,-0.02635,0.04755,-0.01958,-0.05248,0.05573,-0.01328,-0.05203,0.01604,-0.00201,-0.09532,-0.03482,-0.02378,-0.0454,0.01285,-0.01865,-0.09371,-0.04086,0.01456,0.01208,0.05343,0.00624,-0.06236,-0.03951,0.00907,0.01347,0.01236,-0.00458,-0.00501,-0.00398,-0.00875,0.01557,0.01194,-0.00237,-0.00435,-0.00314,-0.01529
825,-0.03246,0.04449,-0.00089,-0.00477,0.24243,0.00758,0.66298,0.75636,-0.14567,-0.08391,0.20604,0.07376,0.60526,0.41792,-0.12503,-0.07811,0.15229,0.1049,0.31884,0.15138,-0.04354,-0.05845,0.07083,-0.01142,-0.075,0.07575,-0.00714,-0.04092,0.045,0.01218,-0.08856,-0.00822,-0.0238,-0.05433,0.02727,-0.0223,-0.0894,-0.02596,0.01188,-0.00522,0.05567,-0.00447,-0.05961,-0.03946,0.00842,0.00615,0.02416,-0.01347,-0.00443,-0.00236,-0.0124,0.00871,0.02364,-0.01094,-0.00377,-0.0015,-0.01907
826,-0.03567,0.06204,0.00094,-0.01105,0.2636,-0.00732,0.65419,0.83315,-0.12379,-0.09482,0.23259,0.06915,0.56431,0.41327,-0.11972,-0.08989,0.18364,0.08692,0.30988,0.14813,-0.06159,-0.08594,0.10013,-0.01358,-0.09276,0.10139,-0.01054,-0.04156,0.06737,0.01845,-0.07894,0.00995,-0.0176,-0.0662,0.03389,-0.01587,-0.07985,-0.00319,0.00702,-0.02661,0.05297,-0.00341,-0.05865,-0.02308,0.00558,-0.0073,0.02802,-0.0091,-0.00082,-0.00221,-0.00802,-0.00755,0.02804,-0.00819,-0.00094,-0.00223,-0.01185
