	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.23991	0.08802	0.00712	0.22121	0.63650	0.00090	0.19458	0.09413	0.00957	0.18701	0.60618	0.00390	0.19757	0.07585	0.01592	0.18607	0.61391	0.00980	0.02681	0.09855	0.01454	0.05340	0.49583	0.00924
2	0.24043	0.08776	0.00740	0.22060	0.63688	0.00087	0.19512	0.09390	0.01015	0.18653	0.60642	0.00390	0.19806	0.07563	0.01656	0.18553	0.61416	0.00977	0.02732	0.09831	0.01399	0.05342	0.49546	0.00900
3	0.24061	0.08747	0.00738	0.21991	0.63720	0.00088	0.19533	0.09362	0.01049	0.18596	0.60660	0.00399	0.19824	0.07534	0.01689	0.18490	0.61435	0.00985	0.02751	0.09803	0.01359	0.05331	0.49507	0.00875
4	0.24038	0.08727	0.00693	0.21933	0.63748	0.00086	0.19511	0.09341	0.01035	0.18549	0.60679	0.00416	0.19802	0.07510	0.01662	0.18439	0.61453	0.01002	0.02730	0.09786	0.01346	0.05317	0.49484	0.00853
5	0.23994	0.08733	0.00624	0.21900	0.63773	0.00094	0.19467	0.09343	0.00969	0.18519	0.60701	0.00432	0.19761	0.07506	0.01579	0.18409	0.61472	0.01021	0.02687	0.09779	0.01360	0.05300	0.49491	0.00837
6	0.23964	0.08778	0.00573	0.21896	0.63783	0.00124	0.19433	0.09376	0.00885	0.18510	0.60713	0.00433	0.19735	0.07537	0.01485	0.18406	0.61480	0.01030	0.02655	0.09772	0.01382	0.05272	0.49525	0.00833
7	0.23967	0.08865	0.00560	0.21924	0.63766	0.00164	0.19430	0.09439	0.00824	0.18527	0.60705	0.00425	0.19744	0.07602	0.01426	0.18430	0.61467	0.01028	0.02652	0.09748	0.01397	0.05246	0.49567	0.00840
8	0.23987	0.08974	0.00580	0.21968	0.63734	0.00199	0.19444	0.09517	0.00804	0.18560	0.60683	0.00427	0.19772	0.07683	0.01408	0.18469	0.61442	0.01034	0.02665	0.09712	0.01403	0.05241	0.49592	0.00853
9	0.23994	0.09068	0.00607	0.21998	0.63718	0.00221	0.19447	0.09585	0.00815	0.18588	0.60669	0.00459	0.19785	0.07751	0.01413	0.18497	0.61428	0.01067	0.02668	0.09685	0.01409	0.05264	0.49584	0.00859
