	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
251	4.96050	-43.71007	284.10251	-7.52161	46.14408	306.60641
252	4.99926	-43.76787	284.46762	-7.55640	46.11426	306.53342
253	5.03767	-43.82482	284.82999	-7.59083	46.08361	306.45917
254	5.07572	-43.88093	285.18945	-7.62489	46.05217	306.38370
255	5.11342	-43.93622	285.54605	-7.65860	46.01997	306.30716
256	5.15078	-43.99070	285.89966	-7.69196	45.98701	306.22955
257	5.18780	-44.04440	286.25024	-7.72499	45.95333	306.15106
258	5.22449	-44.09731	286.59769	-7.75769	45.91894	306.07175
259	5.26084	-44.14946	286.94202	-7.79007	45.88387	305.99173
260	5.29687	-44.20087	287.28314	-7.82216	45.84814	305.91107
261	5.33258	-44.25154	287.62097	-7.85395	45.81178	305.82990
262	5.36797	-44.30149	287.95551	-7.88545	45.77479	305.74826
263	5.40305	-44.35074	288.28665	-7.91669	45.73721	305.66632
264	5.43781	-44.39930	288.61432	-7.94766	45.69906	305.58414
265	5.47226	-44.44716	288.93851	-7.97839	45.66037	305.50186
266	5.50641	-44.49435	289.25916	-8.00890	45.62115	305.41962
267	5.54024	-44.54087	289.57623	-8.03918	45.58144	305.33743
268	5.57376	-44.58674	289.88959	-8.06926	45.54124	305.25555
269	5.60696	-44.63196	290.19922	-8.09916	45.50060	305.17404
270	5.63986	-44.67654	290.50513	-8.12888	45.45952	305.09296
271	5.67244	-44.72049	290.80719	-8.15843	45.41804	305.01248
272	5.70472	-44.76381	291.10538	-8.18785	45.37618	304.93271
273	5.73668	-44.80653	291.39963	-8.21712	45.33396	304.85379
274	5.76833	-44.84863	291.69000	-8.24628	45.29141	304.77585
275	5.79966	-44.89013	291.97632	-8.27533	45.24856	304.69897
276	5.83067	-44.93103	292.25864	-8.30429	45.20543	304.62338
277	5.86136	-44.97133	292.53690	-8.33316	45.16204	304.54913
278	5.89174	-45.01105	292.81110	-8.36197	45.11842	304.47641
279	5.92179	-45.05018	293.08115	-8.39072	45.07460	304.40530
280	5.95151	-45.08873	293.34702	-8.41943	45.03060	304.33600
281	5.98091	-45.12671	293.60870	-8.44811	44.98645	304.26862
282	6.00998	-45.16410	293.86621	-8.47677	44.94218	304.20325
283	6.03872	-45.20094	294.11945	-8.50541	44.89782	304.14011
284	6.06712	-45.23719	294.36844	-8.53403	44.85340	304.07938
285	6.09518	-45.27286	294.61319	-8.56266	44.80895	304.02118
286	6.12290	-45.30796	294.85358	-8.59129	44.76450	303.96561
287	6.15028	-45.34249	295.08975	-8.61993	44.72009	303.91293
288	6.17731	-45.37643	295.32153	-8.64859	44.67572	303.86325
289	6.20398	-45.40981	295.54901	-8.67727	44.63147	303.81674
290	6.23031	-45.44261	295.77213	-8.70598	44.58733	303.77356
291	6.25628	-45.47483	295.99091	-8.73471	44.54336	303.73389
292	6.28189	-45.50647	296.20532	-8.76347	44.49959	303.69794
293	6.30715	-45.53753	296.41541	-8.79224	44.45607	303.66589
294	6.33205	-45.56801	296.62112	-8.82103	44.41283	303.63797
295	6.35659	-45.59790	296.82254	-8.84983	44.36993	303.61438
296	6.38077	-45.62722	297.01962	-8.87864	44.32739	303.59531
297	6.40459	-45.65594	297.21240	-8.90745	44.28525	303.58093
298	6.42805	-45.68408	297.40085	-8.93627	44.24357	303.57147
299	6.45115	-45.71163	297.58499	-8.96507	44.20238	303.56711
300	6.47388	-45.73858	297.76492	-8.99386	44.16174	303.56815
301	6.49627	-45.76495	297.94058	-9.02262	44.12168	303.57468
302	6.51830	-45.79073	298.11212	-9.05132	44.08226	303.58701
303	6.53999	-45.81593	298.27957	-9.07996	44.04354	303.60526
304	6.56134	-45.84052	298.44287	-9.10852	44.00557	303.62976
305	6.58236	-45.86454	298.60223	-9.13698	43.96839	303.66061
306	6.60304	-45.88796	298.75757	-9.16533	43.93206	303.69815
307	6.62340	-45.91079	298.90906	-9.19356	43.89663	303.74249
308	6.64343	-45.93304	299.05664	-9.22163	43.86214	303.79391
309	6.66315	-45.95470	299.20044	-9.24955	43.82866	303.85257
310	6.68255	-45.97577	299.34052	-9.27728	43.79626	303.91876
311	6.70164	-45.99626	299.47693	-9.30482	43.76497	303.99268
312	6.72043	-46.01617	299.60980	-9.33213	43.73487	304.07455
313	6.73892	-46.03550	299.73917	-9.35920	43.70601	304.16458
314	6.75711	-46.05426	299.86517	-9.38601	43.67845	304.26300
315	6.77500	-46.07245	299.98776	-9.41255	43.65225	304.37006
316	6.79260	-46.09006	300.10715	-9.43878	43.62746	304.48590
317	6.80992	-46.10711	300.22330	-9.46470	43.60416	304.61084
318	6.82696	-46.12360	300.33640	-9.49027	43.58240	304.74506
319	6.84370	-46.13952	300.44653	-9.51548	43.56225	304.88876
320	6.86016	-46.15491	300.55377	-9.54030	43.54378	305.04224
321	6.87634	-46.16975	300.65823	-9.56471	43.52705	305.20569
322	6.89223	-46.18406	300.75998	-9.58869	43.51214	305.37927
323	6.90783	-46.19784	300.85916	-9.61220	43.49911	305.56326
324	6.92314	-46.21110	300.95590	-9.63523	43.48803	305.75787
325	6.93817	-46.22385	301.05023	-9.65775	43.47897	305.96332
326	6.95292	-46.23610	301.14233	-9.67974	43.47199	306.17984
327	6.96737	-46.24786	301.23224	-9.70117	43.46715	306.40756
328	6.98152	-46.25915	301.32013	-9.72202	43.46452	306.64667
329	6.99536	-46.26999	301.40616	-9.74226	43.46416	306.89728
330	7.00890	-46.28040	301.49042	-9.76188	43.46614	307.15961
331	7.02212	-46.29039	301.57297	-9.78084	43.47051	307.43369
332	7.03501	-46.29997	301.65402	-9.79911	43.47734	307.71973
333	7.04758	-46.30919	301.73364	-9.81668	43.48668	308.01788
334	7.05981	-46.31804	301.81201	-9.83352	43.49860	308.32831
335	7.07170	-46.32654	301.88922	-9.84961	43.51316	308.65109
336	7.08323	-46.33472	301.96539	-9.86491	43.53043	308.98645
337	7.09441	-46.34261	302.04059	-9.87941	43.55043	309.33429
338	7.10520	-46.35022	302.11508	-9.89307	43.57324	309.69476
339	7.11562	-46.35757	302.18884	-9.90588	43.59891	310.06802
340	7.12563	-46.36470	302.26212	-9.91780	43.62747	310.45404
341	7.13524	-46.37161	302.33496	-9.92881	43.65900	310.85297
342	7.14443	-46.37833	302.40753	-9.93889	43.69354	311.26486
343	7.15318	-46.38490	302.47989	-9.94800	43.73114	311.68976
