	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
	L_TO_ANGLE	L_TO_ANGLE	L_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	R_TO_ANGLE	L_FT_ANGLE	L_FT_ANGLE	L_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	R_FT_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	L_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	R_FT_SHADOW_ANGLE	L_SK_ANGLE	L_SK_ANGLE	L_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	R_SK_ANGLE	L_TH_ANGLE	L_TH_ANGLE	L_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	R_TH_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	PELVIS_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	TRUNK_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	HEAD_SHADOW_ANGLE	L_AR_ANGLE	L_AR_ANGLE	L_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	R_AR_ANGLE	L_FA_ANGLE	L_FA_ANGLE	L_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	R_FA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	L_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE	R_HA_ANGLE
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-3.60065	-3.76448	8.72975	-19.25569	6.08702	-21.39949	-0.33429	-3.25790	8.92985	-22.25003	7.24242	-21.05187	-0.33429	-3.25790	8.92985	-22.25003	7.24242	-21.05187	3.63568	3.96726	-1.26881	-28.69828	-3.98146	-18.97711	4.72170	4.51005	-1.35427	-5.33276	-8.95243	-16.83121	-8.59590	0.55201	-12.29929	0.18587	-2.15907	-14.13345	0.49939	-5.30566	-38.82115	-15.67529	7.74001	-38.47301	10.09179	6.43470	-18.45475	10.35316	-19.06826	0.67043	143.63834	-17.81474	-70.16284	145.45926	14.23622	92.00729	146.06030	-24.71286	-69.32894	145.50099	13.36171	91.99916
2	-3.46315	-3.75201	8.51254	-19.66730	6.20163	-21.46194	-0.33996	-3.27998	8.70413	-22.05539	7.12767	-21.18473	-0.33996	-3.27998	8.70413	-22.05539	7.12767	-21.18473	3.55836	4.03586	-1.11030	-28.66979	-3.95604	-18.96312	4.76296	4.48221	-1.20452	-5.40984	-8.96937	-16.81279	-8.55480	0.47379	-12.29072	0.17207	-2.14002	-14.13049	0.38334	-5.36911	-38.82823	-15.78737	7.68103	-38.49768	10.19352	6.41061	-19.23030	10.09928	-19.12635	0.85111	143.11710	-18.45863	-70.76220	144.86639	14.32949	92.78642	147.40289	-23.14090	-69.15737	145.49924	13.44196	92.63958
3	-3.68282	-3.87678	8.36764	-19.85056	6.19516	-21.61590	-0.26701	-3.36864	8.58354	-21.92064	7.00515	-21.37793	-0.26700	-3.36863	8.58354	-21.92064	7.00515	-21.37793	3.45465	4.08788	-1.19503	-28.61131	-3.93260	-18.73478	4.80496	4.47568	-1.30072	-5.46643	-8.96364	-16.57052	-8.49744	0.34156	-12.33688	0.17238	-2.06627	-14.14598	0.23290	-5.41085	-38.80492	-15.94144	7.63448	-38.48692	10.25630	6.50414	-19.65914	9.95196	-19.15842	1.09735	142.63278	-18.90673	-71.28759	144.65971	14.51087	93.02739	148.87320	-21.92330	-68.92558	145.22810	13.65567	92.88975
4	-3.94969	-3.93456	8.32230	-19.90162	6.16520	-21.68500	-0.22318	-3.38247	8.56018	-21.88313	6.94358	-21.45879	-0.22318	-3.38247	8.56018	-21.88313	6.94358	-21.45879	3.39969	4.10050	-1.29638	-28.58051	-3.93065	-18.51924	4.81646	4.47957	-1.40750	-5.45869	-8.95388	-16.34052	-8.48242	0.27018	-12.41792	0.18331	-1.99917	-14.11143	0.18435	-5.40773	-38.72827	-16.00714	7.61621	-38.41210	10.29274	6.57485	-19.66718	10.05179	-19.07997	1.40780	142.45126	-18.98421	-71.19348	145.02029	14.72578	92.68169	149.90942	-21.29959	-68.38342	144.76512	13.50532	92.72924
5	-3.92828	-3.83908	8.32806	-19.92210	6.21266	-21.63556	-0.28335	-3.29901	8.55504	-21.89736	6.98654	-21.40851	-0.28335	-3.29901	8.55504	-21.89737	6.98654	-21.40851	3.40750	4.09005	-1.23843	-28.59522	-3.94569	-18.52835	4.80383	4.47572	-1.34781	-5.39230	-8.96262	-16.34376	-8.51737	0.31024	-12.51488	0.17941	-1.98331	-14.06271	0.24930	-5.40197	-38.58387	-15.97442	7.58161	-38.27121	10.30632	6.49279	-19.48939	10.35030	-18.95608	1.73651	142.54379	-18.78842	-70.68034	145.65161	14.93119	92.14977	150.23329	-21.28206	-67.78995	144.44586	12.92881	92.40681
6	-3.63561	-3.72412	8.33943	-19.89203	6.28969	-21.55542	-0.37945	-3.24183	8.53730	-21.91939	7.08040	-21.31938	-0.37944	-3.24183	8.53730	-21.91939	7.08040	-21.31938	3.43660	4.08658	-1.06814	-28.61353	-3.96655	-18.73707	4.80122	4.46002	-1.17456	-5.32871	-8.98260	-16.55968	-8.54388	0.37795	-12.57878	0.14027	-2.00201	-14.06631	0.31153	-5.45157	-38.40016	-15.95095	7.48283	-38.10809	10.27173	6.27936	-19.41655	10.63923	-18.90335	2.00842	142.63628	-18.58088	-70.17576	146.05826	15.10414	91.94817	150.08542	-21.43303	-67.37971	144.57008	12.31157	92.26093
7	-3.36942	-3.75160	8.35425	-19.75144	6.29771	-21.53034	-0.40093	-3.31157	8.53715	-21.94710	7.15245	-21.27318	-0.40093	-3.31157	8.53715	-21.94710	7.15245	-21.27318	3.44632	4.10538	-0.93557	-28.60056	-3.99345	-18.92948	4.82447	4.43753	-1.04243	-5.31722	-8.98648	-16.76733	-8.51036	0.37334	-12.56599	0.08524	-2.02405	-14.10579	0.28845	-5.56687	-38.24824	-16.00328	7.32977	-37.99431	10.19655	6.06869	-19.52850	10.73353	-18.90869	2.19409	142.55478	-18.53230	-69.98913	145.98711	15.20682	92.42519	149.94209	-21.33217	-67.23028	145.09087	11.92992	92.60864
8	-3.35699	-3.88853	8.38717	-19.51938	6.22691	-21.57765	-0.33306	-3.43830	8.58043	-21.99013	7.19036	-21.28896	-0.33306	-3.43830	8.58043	-21.99013	7.19036	-21.28896	3.42587	4.13521	-0.91457	-28.57009	-4.02323	-18.91351	4.86178	4.41924	-1.02546	-5.34963	-8.95983	-16.76269	-8.43764	0.30411	-12.49145	0.05396	-2.06087	-14.11029	0.23548	-5.68075	-38.17282	-16.06875	7.19940	-37.95390	10.12498	5.97452	-19.62791	10.60355	-18.85355	2.36429	142.39128	-18.56044	-70.13033	145.52484	15.22288	93.59010	150.05008	-21.12231	-67.27988	145.68234	11.65038	93.55456
9	-3.56980	-3.98471	8.44479	-19.31121	6.16340	-21.65878	-0.25810	-3.48758	8.66065	-22.03561	7.22946	-21.34101	-0.25810	-3.48758	8.66065	-22.03561	7.22946	-21.34101	3.39178	4.15645	-0.97074	-28.55945	-4.03374	-18.67243	4.89571	4.41176	-1.08676	-5.38950	-8.92348	-16.51678	-8.39108	0.25954	-12.39340	0.06380	-2.12824	-14.05477	0.25318	-5.69070	-38.14504	-16.05680	7.18209	-37.92997	10.06740	6.02033	-19.52095	10.36635	-18.70510	2.62060	142.32315	-18.51000	-70.31155	144.91838	15.22071	95.02724	150.20486	-21.13796	-67.36892	146.10623	11.21923	94.78873
10	-3.86537	-3.98103	8.51554	-19.18948	6.15573	-21.74483	-0.24795	-3.43281	8.74949	-22.06276	7.28444	-21.40851	-0.24795	-3.43281	8.74949	-22.06276	7.28444	-21.40851	3.37399	4.16206	-1.06888	-28.59245	-4.00043	-18.36171	4.91700	4.41040	-1.18794	-5.40284	-8.91870	-16.17996	-8.41562	0.30980	-12.28140	0.10132	-2.18563	-13.96494	0.33951	-5.57756	-38.11480	-15.98114	7.28222	-37.86882	9.99056	6.16321	-19.26959	10.20562	-18.58018	2.94191	142.38757	-18.39209	-70.26176	144.48085	15.29782	95.97109	150.05182	-21.35938	-67.38567	146.31325	10.69443	95.61503
11	-4.19831	-3.90516	8.55366	-19.10991	6.09898	-21.82147	-0.27502	-3.30736	8.80053	-22.07731	7.26906	-21.47599	-0.27501	-3.30736	8.80053	-22.07732	7.26906	-21.47599	3.38613	4.15096	-1.24342	-28.66360	-3.92582	-18.17228	4.92637	4.40911	-1.36227	-5.36628	-8.96488	-15.95105	-8.51028	0.45693	-12.16564	0.13609	-2.17277	-13.86034	0.40096	-5.46394	-38.08492	-15.93034	7.38290	-37.80783	9.87549	6.34590	-19.02092	10.24921	-18.59727	3.16385	142.49385	-18.29217	-69.97296	144.46680	15.45517	95.86989	149.53061	-21.63479	-67.32597	146.30479	10.44714	95.51559
12	-4.55429	-3.77456	8.52406	-19.08727	5.90886	-21.84564	-0.26101	-3.12205	8.78241	-22.09165	7.09557	-21.50532	-0.26101	-3.12205	8.78241	-22.09165	7.09558	-21.50532	3.40310	4.12367	-1.47207	-28.74082	-3.84808	-18.17137	4.93260	4.40536	-1.59008	-5.29524	-9.03392	-15.91642	-8.61572	0.62872	-12.07386	0.14217	-2.09630	-13.75440	0.38814	-5.48880	-38.08350	-15.94257	7.35865	-37.81351	9.72590	6.52596	-18.78054	10.44998	-18.72805	3.16876	142.57899	-18.19701	-69.63053	144.82480	15.58629	94.88054	148.88618	-21.98170	-67.25526	146.15878	10.72916	94.61734
13	-4.75029	-3.63293	8.46691	-19.22508	5.73692	-21.78050	-0.19965	-2.94568	8.72816	-22.09206	6.86676	-21.46572	-0.19965	-2.94568	8.72816	-22.09206	6.86676	-21.46572	3.39381	4.09628	-1.56288	-28.78768	-3.81606	-18.28673	4.93862	4.40033	-1.68199	-5.24500	-9.07111	-16.02346	-8.63412	0.71109	-12.02042	0.12070	-2.03718	-13.67760	0.34482	-5.64273	-38.09346	-15.97818	7.21371	-37.86674	9.56437	6.67124	-18.53362	10.61853	-18.83467	3.03881	142.65819	-18.07612	-69.35473	145.22980	15.61680	93.70895	148.32388	-22.42059	-67.21702	146.00868	11.30514	93.54764
14	-4.63402	-3.58324	8.44292	-19.52187	5.75436	-21.64364	-0.14465	-2.90742	8.69720	-22.07752	6.75547	-21.36514	-0.14465	-2.90742	8.69720	-22.07752	6.75547	-21.36514	3.36394	4.09453	-1.35533	-28.79119	-3.84346	-18.39499	4.93233	4.39811	-1.47614	-5.25273	-9.04780	-16.15141	-8.53601	0.64577	-11.99117	0.10149	-2.06113	-13.63463	0.32081	-5.79276	-38.07717	-16.00047	7.06518	-37.89355	9.48065	6.74967	-18.38399	10.60324	-18.82792	2.95879	142.76318	-17.99205	-69.08501	145.41306	15.58963	93.21267	147.89014	-22.78954	-67.15125	145.87686	11.66629	93.11040
15	-4.38706	-3.66979	8.44998	-19.82898	5.89011	-21.49586	-0.13015	-3.02874	8.69880	-22.08032	6.76587	-21.24768	-0.13015	-3.02874	8.69880	-22.08032	6.76587	-21.24768	3.34156	4.12210	-0.98552	-28.76523	-3.89090	-18.38911	4.90924	4.39752	-1.10614	-5.31082	-8.99046	-16.17183	-8.42374	0.49499	-11.94057	0.12147	-2.14377	-13.56146	0.30246	-5.85311	-38.03938	-16.02501	6.99668	-37.87429	9.57892	6.77491	-18.38415	10.40746	-18.74389	3.00469	142.89407	-18.00446	-68.85391	145.33403	15.58001	93.75403	147.69664	-22.76236	-67.05717	145.69745	11.63545	93.66962
16	-4.29957	-3.81465	8.46933	-19.97217	5.99079	-21.42720	-0.18117	-3.19305	8.72114	-22.11547	6.82164	-21.18802	-0.18117	-3.19305	8.72114	-22.11547	6.82164	-21.18802	3.35179	4.14358	-0.80864	-28.72651	-3.91066	-18.23270	4.89012	4.39679	-0.92687	-5.39442	-8.94681	-16.02401	-8.41402	0.37672	-11.82512	0.18745	-2.20072	-13.39883	0.25425	-5.86068	-38.00369	-16.08079	6.97944	-37.84211	9.79046	6.85559	-18.36614	10.15618	-18.67345	3.10921	142.99916	-18.05779	-68.97187	145.14622	15.61342	94.76389	147.79353	-22.13925	-67.20892	145.46878	11.51602	94.68584
17	-4.43020	-3.94573	8.52350	-19.83838	6.00984	-21.49340	-0.29095	-3.31668	8.78577	-22.16643	6.91478	-21.23134	-0.29094	-3.31668	8.78577	-22.16643	6.91478	-21.23134	3.40603	4.11520	-1.02970	-28.68426	-3.90270	-18.00684	4.89698	4.40666	-1.14450	-5.46887	-8.92898	-15.78975	-8.49921	0.34553	-11.66739	0.25035	-2.18053	-13.19149	0.18451	-5.87021	-37.97130	-16.15728	6.96123	-37.81367	9.87295	7.07285	-18.11312	10.01247	-18.66732	3.21213	142.99869	-18.02308	-69.63470	145.11479	15.70280	95.39568	147.79164	-21.25028	-67.91060	145.23354	11.61290	95.35834
18	-4.61153	-4.07373	8.62296	-19.51095	5.98426	-21.63124	-0.37829	-3.42240	8.89982	-22.19813	7.03501	-21.32653	-0.37828	-3.42240	8.89982	-22.19813	7.03501	-21.32653	3.47518	4.04938	-1.42983	-28.65440	-3.90893	-17.87812	4.92916	4.43840	-1.54266	-5.49471	-8.90774	-15.66032	-8.58414	0.35484	-11.54674	0.25072	-2.11105	-13.05494	0.13077	-5.85366	-37.93658	-16.21919	6.96739	-37.77558	9.68813	7.29803	-17.65366	10.09057	-18.70854	3.31917	142.85123	-17.82814	-70.58048	145.39624	15.84654	95.30717	147.28650	-20.68659	-69.01453	145.02432	11.94620	95.37360
19	-4.66772	-4.20453	8.73046	-19.27499	6.01189	-21.72181	-0.37054	-3.53470	9.02060	-22.16492	7.14628	-21.39061	-0.37054	-3.53470	9.02060	-22.16492	7.14628	-21.39061	3.49796	4.01596	-1.59935	-28.65117	-3.95528	-17.92606	4.97268	4.47521	-1.71477	-5.47020	-8.86560	-15.72873	-8.61299	0.33404	-11.50909	0.19618	-2.05757	-13.06991	0.10283	-5.75904	-37.88974	-16.26064	7.04506	-37.70368	9.36037	7.32050	-17.25003	10.34371	-18.73657	3.42536	142.56470	-17.54430	-71.44010	145.78720	15.96499	94.70666	146.64043	-20.57662	-70.01295	144.95717	12.41325	94.87602
20	-4.65001	-4.30545	8.81011	-19.29702	6.19017	-21.74620	-0.28481	-3.61842	9.11187	-22.06048	7.27610	-21.42212	-0.28480	-3.61842	9.11187	-22.06049	7.27611	-21.42212	3.45005	4.04729	-1.46913	-28.66574	-4.02042	-18.01618	5.01569	4.48183	-1.59175	-5.43852	-8.82920	-15.83951	-8.61158	0.27599	-11.51421	0.14620	-2.05300	-13.22272	0.08028	-5.61986	-37.81104	-16.30524	7.15652	-37.58842	9.10498	7.14745	-17.09294	10.55272	-18.70307	3.50354	142.17876	-17.33212	-72.14043	145.88341	15.97177	94.10311	146.58533	-20.58428	-70.59309	145.18008	12.80442	94.24944
21	-4.73342	-4.36063	8.85500	-19.45033	6.51023	-21.78115	-0.20045	-3.64298	9.17152	-21.93967	7.49012	-21.47771	-0.20045	-3.64297	9.17152	-21.93967	7.49012	-21.47771	3.38588	4.09374	-1.34207	-28.68718	-4.06998	-17.98797	5.04711	4.45354	-1.47141	-5.42791	-8.82728	-15.80771	-8.62688	0.23138	-11.48937	0.12780	-2.07470	-13.39140	0.05533	-5.54301	-37.70546	-16.35588	7.20057	-37.46496	9.02532	6.97109	-17.12148	10.54348	-18.62270	3.55947	141.79192	-17.27102	-72.72214	145.60378	15.90182	93.92401	147.17056	-20.47962	-70.82420	145.53058	12.79488	93.93156
22	-4.85563	-4.34032	8.86938	-19.57894	6.85757	-21.84555	-0.20775	-3.60300	9.19148	-21.86995	7.76198	-21.55401	-0.20775	-3.60300	9.19148	-21.86996	7.76199	-21.55401	3.37819	4.09756	-1.38002	-28.72715	-4.09606	-17.90701	5.05324	4.42099	-1.50962	-5.41793	-8.84556	-15.70970	-8.66590	0.24055	-11.41895	0.11709	-2.07838	-13.41049	0.04200	-5.59135	-37.61013	-16.38819	7.12739	-37.38700	9.11948	6.88960	-17.14384	10.38797	-18.55122	3.63137	141.54607	-17.26950	-73.13402	145.30579	15.87201	94.20731	147.86902	-20.38452	-70.89321	145.64760	12.31585	94.12221
23	-4.77895	-4.16236	8.84751	-19.70683	7.06553	-21.84612	-0.33881	-3.46070	9.14282	-21.89159	7.92779	-21.56104	-0.33881	-3.46070	9.14282	-21.89159	7.92779	-21.56104	3.42675	4.05669	-1.38556	-28.78865	-4.10528	-17.96352	5.03985	4.40376	-1.50989	-5.38466	-8.85484	-15.76391	-8.70197	0.29074	-11.34328	0.08851	-2.04668	-13.22456	0.04497	-5.72052	-37.55274	-16.39313	6.98733	-37.36863	9.34270	6.83807	-17.05152	10.28413	-18.51786	3.74116	141.52032	-17.19336	-73.42743	145.27652	15.93571	94.57258	148.38580	-20.48445	-70.97694	145.52621	11.75438	94.50447
24	-4.50169	-3.82401	8.77886	-19.89347	6.98385	-21.69774	-0.50754	-3.19937	9.02361	-21.99595	7.80787	-21.42706	-0.50754	-3.19937	9.02361	-21.99595	7.80787	-21.42706	3.47401	4.00878	-1.15529	-28.84034	-4.09172	-18.20588	5.03999	4.39652	-1.27574	-5.34514	-8.85475	-16.02523	-8.70852	0.32949	-11.28981	0.04271	-2.00529	-12.96197	0.04276	-5.84546	-37.52899	-16.39619	6.86081	-37.38141	9.57922	6.74870	-16.90861	10.32413	-18.50360	3.88213	141.64581	-17.04105	-73.82384	145.40536	16.03881	94.56111	148.67641	-20.71981	-71.29373	145.52740	11.56675	94.51968
25	-4.28883	-3.51573	8.69135	-20.09634	6.62293	-21.44749	-0.59450	-2.94482	8.89960	-22.10498	7.40129	-21.20225	-0.59450	-2.94482	8.89960	-22.10498	7.40129	-21.20225	3.48687	3.99047	-0.80713	-28.84767	-4.05048	-18.49311	5.07179	4.39514	-0.92891	-5.33651	-8.85998	-16.33642	-8.67085	0.31132	-11.26052	-0.00091	-1.99500	-12.80283	0.00657	-5.92445	-37.50950	-16.43393	6.77957	-37.38520	9.66503	6.64473	-16.85382	10.48074	-18.47252	4.04573	141.76659	-16.92934	-74.36312	145.45543	16.11098	94.17831	148.56668	-20.87712	-71.90748	145.88669	11.80877	94.07522
26	-4.30442	-3.43486	8.64599	-20.25672	6.22594	-21.24133	-0.57674	-2.86188	8.85079	-22.12553	6.94364	-21.02701	-0.57673	-2.86188	8.85079	-22.12553	6.94364	-21.02701	3.47989	4.01528	-0.63137	-28.81239	-4.00364	-18.64775	5.11105	4.40177	-0.75684	-5.37286	-8.86889	-16.50437	-8.58682	0.23999	-11.25606	-0.02046	-2.03075	-12.79586	-0.06126	-5.96378	-37.47058	-16.50887	6.73088	-37.35903	9.54419	6.57440	-16.95904	10.68588	-18.41545	4.21544	141.79091	-16.94709	-74.67767	145.38840	16.14146	93.83784	147.99167	-20.84149	-72.44857	146.42259	12.19272	93.60833
