	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
	L_MTP_ANGLE	L_MTP_ANGLE	L_MTP_ANGLE	R_MTP_ANGLE	R_MTP_ANGLE	R_MTP_ANGLE	L_ANKLE_ANGLE	L_ANKLE_ANGLE	L_ANKLE_ANGLE	R_ANKLE_ANGLE	R_ANKLE_ANGLE	R_ANKLE_ANGLE	L_KNEE_ANGLE	L_KNEE_ANGLE	L_KNEE_ANGLE	R_KNEE_ANGLE	R_KNEE_ANGLE	R_KNEE_ANGLE	L_HIP_ANGLE	L_HIP_ANGLE	L_HIP_ANGLE	R_HIP_ANGLE	R_HIP_ANGLE	R_HIP_ANGLE	L_SHOULDER_ANGLE	L_SHOULDER_ANGLE	L_SHOULDER_ANGLE	R_SHOULDER_ANGLE	R_SHOULDER_ANGLE	R_SHOULDER_ANGLE	L_ELBOW_ANGLE	L_ELBOW_ANGLE	L_ELBOW_ANGLE	R_ELBOW_ANGLE	R_ELBOW_ANGLE	R_ELBOW_ANGLE	L_WRIST_ANGLE	L_WRIST_ANGLE	L_WRIST_ANGLE	R_WRIST_ANGLE	R_WRIST_ANGLE	R_WRIST_ANGLE	NECK_ANGLE	NECK_ANGLE	NECK_ANGLE	NECK_ANGLE_SHADOW	NECK_ANGLE_SHADOW	NECK_ANGLE_SHADOW	Trunk_Joint_Angle	Trunk_Joint_Angle	Trunk_Joint_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-3.29934	-0.00000	-0.00000	3.19060	0.00000	0.00000	-3.83399	-7.30221	9.92928	2.47932	12.70207	-2.16620	-1.07036	-0.56744	-0.00011	-23.60808	-2.51063	0.00011	12.18365	6.69653	10.82065	5.22867	-8.58876	-4.37891	7.56914	10.72559	-4.66137	13.89079	-13.99606	14.61919	133.31935	-0.01193	-78.27061	136.82971	0.00535	79.16462	7.25234	-0.27105	-0.02899	-0.87540	-0.00995	0.00175	1.07219	-2.97494	-24.68027	-17.80381	5.69326	-24.22716	9.15627	-0.77954	-1.89517
2	-3.15283	-0.00000	0.00000	2.54628	-0.00000	-0.00000	-3.78106	-7.38105	9.54468	2.68839	12.62215	-2.33489	-1.19203	-0.47053	-0.00014	-23.52202	-2.43012	0.00033	12.17594	6.74225	10.94503	5.09809	-8.55511	-4.37429	7.69321	10.71086	-5.44668	13.68332	-14.12582	14.82836	132.63284	-0.01192	-79.22158	136.53090	0.00307	79.95174	5.77108	2.16152	-0.02793	-0.91561	-0.57166	0.00046	0.99338	-3.07987	-24.68487	-17.87860	5.59545	-24.26563	9.08169	-0.69843	-1.91147
3	-3.44663	0.00000	-0.00000	2.21011	0.00000	-0.00000	-3.59015	-7.52431	9.51900	2.86027	12.49720	-2.77599	-1.33779	-0.41703	0.00001	-23.42844	-2.27937	0.00031	12.13192	6.86865	10.86730	4.96270	-8.44106	-4.09583	7.74515	10.74769	-5.85029	13.57781	-14.25654	15.12367	132.08524	-0.00235	-79.79558	136.51544	-0.00004	80.33455	4.82646	4.47679	-0.00616	-0.88252	-0.50643	-0.00323	0.87677	-3.22831	-24.63818	-17.99740	5.43992	-24.26955	8.98242	-0.50360	-1.90031
4	-3.75965	0.00000	-0.00000	2.11685	-0.00000	-0.00000	-3.47690	-7.55528	9.60416	2.93491	12.42817	-3.08212	-1.40347	-0.41229	0.00008	-23.41286	-2.18734	0.00017	12.10450	6.95688	10.82585	4.94920	-8.35664	-3.79053	7.77424	10.75327	-5.88280	13.65405	-14.23146	15.40203	131.89374	0.00183	-79.58659	136.80664	-0.00096	80.33428	4.59220	5.77539	0.00638	-1.20739	0.30494	-0.01147	0.83297	-3.30533	-24.59287	-18.04547	5.35240	-24.25159	8.94936	-0.35741	-1.79656
5	-3.67771	-0.00000	0.00000	2.10926	-0.00000	-0.00000	-3.55460	-7.45905	9.53615	2.91487	12.48380	-3.02031	-1.38337	-0.41700	0.00006	-23.48706	-2.22090	0.00016	12.12331	6.93996	10.98830	5.07322	-8.37383	-3.69382	7.82386	10.65584	-5.75689	13.90223	-14.06882	15.64959	131.96866	0.00072	-79.03770	137.16098	-0.00151	80.21237	4.89339	5.87575	0.00058	-1.95414	1.24934	-0.01197	0.89920	-3.29916	-24.49976	-17.99301	5.32816	-24.16124	8.98557	-0.35880	-1.64688
6	-3.28572	0.00000	0.00000	2.16324	0.00000	-0.00000	-3.70372	-7.38958	9.33799	2.82796	12.60184	-2.71169	-1.35326	-0.40000	0.00001	-23.55536	-2.33537	0.00008	12.15561	6.87855	11.23711	5.19040	-8.43389	-3.84001	7.87511	10.46805	-5.69270	14.19488	-13.92464	15.88607	132.04707	-0.00043	-78.67463	137.30591	-0.00142	80.27667	5.19284	5.49763	-0.00601	-2.73755	1.54785	-0.00303	1.00499	-3.30451	-24.31599	-17.91373	5.26365	-23.98868	8.99249	-0.43507	-1.57665
7	-2.99534	-0.00000	0.00000	2.34207	-0.00000	-0.00000	-3.75131	-7.46985	9.20103	2.71356	12.69186	-2.46106	-1.36839	-0.35583	-0.00004	-23.53838	-2.43991	-0.00001	12.15102	6.85610	11.35552	5.16686	-8.43913	-4.06052	7.89420	10.28524	-5.77565	14.34027	-13.86546	16.09158	131.97818	-0.00125	-78.70849	137.17039	0.00136	80.84314	5.14041	5.45016	-0.00823	-3.23550	1.01462	0.00176	1.06095	-3.38649	-24.12455	-17.88297	5.12409	-23.83386	8.90974	-0.47327	-1.62700
8	-3.05114	-0.00000	-0.00000	2.63617	-0.00000	-0.00000	-3.66347	-7.62396	9.22790	2.62451	12.73164	-2.48538	-1.42690	-0.30824	-0.00005	-23.46227	-2.46929	0.00008	12.11570	6.88108	11.28573	5.03167	-8.37522	-4.13644	7.86851	10.22023	-5.87674	14.22321	-13.79866	16.26357	131.85620	-0.00107	-78.95289	136.85725	0.00552	82.08292	5.00407	5.78674	-0.00624	-3.57510	0.06960	0.00325	1.05909	-3.46642	-24.04274	-17.89427	5.02199	-23.78238	8.80046	-0.47631	-1.71263
9	-3.34183	0.00000	-0.00000	2.90820	0.00000	0.00000	-3.54534	-7.69668	9.37147	2.60877	12.74977	-2.77710	-1.49490	-0.28220	-0.00002	-23.41090	-2.39715	0.00010	12.10797	6.89308	11.11898	4.91494	-8.32347	-3.99304	7.78644	10.30600	-5.82800	13.91939	-13.66073	16.46344	131.86935	-0.00055	-79.02723	136.50108	0.00593	83.71138	5.12791	5.97155	-0.00240	-4.08565	-0.81052	0.00440	1.04931	-3.40985	-24.07195	-17.90148	5.08495	-23.79161	8.76851	-0.52193	-1.75951
10	-3.65122	0.00000	-0.00000	3.06861	-0.00000	-0.00000	-3.50468	-7.65318	9.56078	2.67712	12.75790	-3.15793	-1.53351	-0.27859	-0.00001	-23.45134	-2.24208	-0.00011	12.17593	6.82981	10.91604	4.91980	-8.37492	-3.76506	7.64360	10.46113	-5.66045	13.66282	-13.55155	16.69333	132.06694	-0.00078	-78.75385	136.24799	0.00205	84.90106	5.37065	5.65513	0.00062	-4.75993	-1.31305	0.00181	1.04988	-3.23429	-24.13634	-17.89684	5.27188	-23.79542	8.85099	-0.63053	-1.77445
11	-3.96087	0.00000	0.00000	3.17096	0.00000	-0.00000	-3.52306	-7.52798	9.78508	2.80204	12.68095	-3.42187	-1.52968	-0.29300	-0.00002	-23.59688	-2.07285	-0.00027	12.31928	6.68514	10.65445	5.07367	-8.54561	-3.64016	7.47479	10.57764	-5.49705	13.65460	-13.60300	16.81388	132.34929	-0.00079	-78.23981	136.22437	0.00128	84.93306	5.52053	4.94903	0.00204	-5.16085	-1.28713	0.00006	1.04560	-3.13201	-24.21363	-17.89310	5.39367	-23.83538	9.00478	-0.75077	-1.76533
12	-4.33487	0.00000	-0.00000	3.21224	0.00000	0.00000	-3.50031	-7.32953	9.99812	2.94151	12.46151	-3.46568	-1.51720	-0.32235	-0.00001	-23.78090	-1.97041	-0.00017	12.47198	6.52086	10.36859	5.28527	-8.75158	-3.68211	7.31517	10.62939	-5.33526	13.86826	-13.78407	16.71993	132.64180	-0.00040	-77.68288	136.40526	0.00339	83.89913	5.69534	4.12410	0.00051	-4.94790	-0.89344	0.00214	1.04568	-3.23681	-24.31583	-17.87510	5.32764	-23.96647	9.13297	-0.83304	-1.72641
13	-4.59479	-0.00000	0.00000	3.06542	0.00000	0.00000	-3.42215	-7.12980	10.04161	3.04356	12.23397	-3.32603	-1.53135	-0.34755	0.00002	-23.88935	-1.98085	-0.00014	12.51814	6.43076	10.24076	5.37037	-8.85876	-3.83475	7.17013	10.67177	-5.14281	14.07314	-13.91997	16.51560	132.93158	-0.00004	-77.21326	136.64041	0.00191	82.62358	6.00143	3.33636	-0.00089	-4.35092	-0.48360	0.00176	1.07071	-3.45035	-24.39863	-17.83173	5.15241	-24.11450	9.13427	-0.86387	-1.68972
14	-4.53280	0.00000	-0.00000	2.73054	-0.00000	-0.00000	-3.36342	-7.07573	9.80810	3.06482	12.16558	-3.12531	-1.55611	-0.34214	0.00003	-23.86643	-2.07781	-0.00024	12.40729	6.46319	10.40744	5.24297	-8.79710	-3.99811	7.09119	10.75102	-5.03182	14.05786	-13.90042	16.38605	133.14560	0.00027	-76.84547	136.82249	-0.00177	82.12705	6.24136	2.67643	-0.00114	-3.94222	-0.23383	-0.00098	1.09328	-3.57480	-24.42344	-17.80195	5.04270	-24.17850	9.01036	-0.85313	-1.68315
15	-4.29769	0.00000	-0.00000	2.40287	-0.00000	0.00000	-3.37021	-7.20224	9.43896	3.02055	12.21117	-3.01313	-1.55806	-0.30390	0.00003	-23.75600	-2.15500	-0.00009	12.25246	6.56820	10.70067	5.02337	-8.63398	-4.08323	7.15864	10.86410	-5.12015	13.79144	-13.80561	16.35457	133.18263	0.00030	-76.60709	136.92667	-0.00284	82.79064	6.09842	2.39108	-0.00568	-3.95915	-0.09715	-0.00220	1.04630	-3.56350	-24.45799	-17.84422	5.06456	-24.20757	8.90486	-0.81521	-1.68063
16	-4.15741	0.00000	0.00000	2.28621	0.00000	-0.00000	-3.45240	-7.37813	9.27775	2.95931	12.25187	-3.10416	-1.53006	-0.27642	-0.00002	-23.62741	-2.11442	0.00023	12.21582	6.65029	10.74271	4.87980	-8.50515	-4.06224	7.30249	11.01006	-5.27993	13.41834	-13.79048	16.30887	133.10060	0.00022	-76.62392	136.98927	-0.00152	83.94198	5.46596	2.65731	-0.01334	-4.10930	0.02501	-0.00145	0.91397	-3.54479	-24.58127	-17.95907	5.12208	-24.31838	8.94537	-0.76302	-1.65122
17	-4.17854	-0.00000	0.00000	2.48393	0.00000	-0.00000	-3.58753	-7.48890	9.55478	2.89128	12.29281	-3.36367	-1.48103	-0.31962	-0.00011	-23.52223	-1.99267	0.00031	12.31675	6.67472	10.36017	4.85640	-8.46848	-3.99016	7.31654	11.18028	-5.22570	13.17659	-13.89570	16.22746	133.09489	0.00114	-76.93750	137.11185	0.00044	84.68358	4.64240	3.04179	-0.01139	-4.08273	0.26844	0.00029	0.77923	-3.60717	-24.75065	-18.06710	5.11769	-24.49924	9.07782	-0.70787	-1.60832
18	-4.27408	-0.00000	0.00000	2.86914	0.00000	-0.00000	-3.69141	-7.55697	10.06463	2.82035	12.38810	-3.57746	-1.43943	-0.42650	-0.00013	-23.46602	-1.94862	0.00020	12.44110	6.69422	9.84167	4.89393	-8.45515	-3.98279	7.12387	11.27472	-4.87337	13.24663	-14.01645	16.20867	133.22331	0.00165	-77.42419	137.33310	0.00261	84.70097	4.12828	2.94433	-0.00411	-3.84985	0.72277	0.00135	0.73007	-3.67276	-24.84990	-18.09970	5.08759	-24.61462	9.14795	-0.65087	-1.59183
19	-4.33936	-0.00000	-0.00000	3.08684	-0.00000	-0.00000	-3.68209	-7.64713	10.35749	2.79022	12.54954	-3.58977	-1.45680	-0.50158	-0.00015	-23.45894	-2.06372	0.00014	12.50573	6.75629	9.62626	4.92755	-8.38614	-4.09275	6.85725	11.18670	-4.42941	13.56461	-14.02599	16.31607	133.30222	-0.00028	-78.00409	137.48674	0.00230	84.19746	4.13350	2.63740	-0.00000	-3.47214	1.09906	-0.00089	0.74751	-3.62650	-24.78979	-18.09248	5.11201	-24.54263	9.10758	-0.58940	-1.64666
20	-4.40860	0.00000	0.00000	2.95139	0.00000	-0.00000	-3.56264	-7.75090	10.32556	2.82500	12.77561	-3.53351	-1.54915	-0.47608	-0.00024	-23.46958	-2.21615	0.00009	12.53465	6.82757	9.74045	4.93818	-8.28735	-4.20475	6.66541	10.98611	-4.11168	13.84142	-13.90647	16.52277	133.15160	-0.00298	-78.67818	137.37930	0.00044	83.64307	4.41269	2.91249	0.00229	-3.10932	0.91052	-0.00379	0.75290	-3.48721	-24.56099	-18.12479	5.17001	-24.28044	9.04471	-0.53812	-1.80204
21	-4.57847	0.00000	-0.00000	2.65796	0.00000	0.00000	-3.42915	-7.81106	10.26527	2.88704	13.06826	-3.61787	-1.64729	-0.40036	-0.00022	-23.48532	-2.26219	0.00004	12.58139	6.84625	9.82430	4.95009	-8.23890	-4.20215	6.60887	10.84104	-3.97586	13.86545	-13.76533	16.73683	132.81532	-0.00280	-79.31132	137.10599	-0.00026	83.48526	4.63897	3.83382	0.00072	-3.09478	0.28372	-0.00293	0.73391	-3.39064	-24.28751	-18.18638	5.17296	-23.98972	9.03678	-0.52073	-2.00200
22	-4.69493	0.00000	-0.00000	2.44574	0.00000	0.00000	-3.42430	-7.77718	10.32316	2.91914	13.38103	-3.76873	-1.66174	-0.36544	-0.00012	-23.53294	-2.24713	0.00008	12.64206	6.79896	9.71631	4.99349	-8.26216	-4.17437	6.72655	10.79113	-3.98959	13.71457	-13.71903	16.83642	132.46895	-0.00041	-79.69470	136.96133	-0.00162	83.83079	4.81056	4.73445	-0.00127	-3.57084	-0.07233	-0.00408	0.74289	-3.43443	-24.17233	-18.19275	5.09423	-23.89478	9.06643	-0.53872	-2.08999
23	-4.48550	-0.00000	-0.00000	2.33138	0.00000	0.00000	-3.60789	-7.59798	10.26909	2.88937	13.56259	-3.70959	-1.59943	-0.38760	-0.00008	-23.62050	-2.29851	0.00019	12.68515	6.72186	9.65127	5.06276	-8.31323	-4.30101	7.02801	10.74451	-4.09985	13.60011	-13.77661	16.77278	132.22617	0.00079	-79.88857	137.04118	-0.00233	84.31950	5.11944	5.18588	-0.00173	-4.18739	0.08936	-0.00504	0.79930	-3.58622	-24.30021	-18.11352	4.99205	-24.06540	9.07683	-0.56669	-1.97128
24	-4.03526	-0.00000	-0.00000	2.24190	-0.00000	0.00000	-3.86058	-7.27768	9.90511	2.82235	13.43162	-3.33021	-1.55320	-0.42078	-0.00002	-23.70139	-2.41881	0.00015	12.70589	6.66722	9.84089	5.10814	-8.34670	-4.61332	7.38399	10.64659	-4.23889	13.62748	-13.84553	16.65218	132.11169	0.00072	-80.21971	137.14250	-0.00150	84.44544	5.50300	5.24996	-0.00117	-4.46741	0.23609	-0.00308	0.86265	-3.74217	-24.53884	-18.01100	4.92161	-24.34224	9.03742	-0.57967	-1.75460
25	-3.73236	0.00000	0.00000	2.14016	-0.00000	-0.00000	-4.00778	-6.98223	9.42480	2.79987	12.98891	-2.82958	-1.57437	-0.42857	-0.00000	-23.71863	-2.50522	0.00004	12.70061	6.67568	10.15520	5.07268	-8.34235	-4.95509	7.56624	10.54247	-4.35591	13.77606	-13.82096	16.63943	132.12720	0.00063	-80.80625	137.05215	-0.00121	84.17407	5.64352	5.01776	0.00150	-4.32117	-0.10787	-0.00305	0.87933	-3.82996	-24.67779	-17.97145	4.88336	-24.50241	8.95185	-0.57233	-1.62515
26	-3.76589	0.00000	-0.00000	1.99036	0.00000	-0.00000	-4.00479	-6.91156	9.19930	2.87390	12.50053	-2.52156	-1.62196	-0.40617	0.00001	-23.66141	-2.49770	0.00006	12.64361	6.74089	10.30930	4.94114	-8.30525	-5.13196	7.47600	10.48570	-4.46906	13.96582	-13.68669	16.77037	132.24269	-0.00000	-81.28360	136.79581	-0.00031	83.92085	5.39428	4.53043	0.00469	-4.00549	-0.74464	-0.00227	0.83272	-3.84421	-24.64393	-18.02266	4.85895	-24.47495	8.84314	-0.55903	-1.63071
27	-3.95350	0.00000	-0.00000	1.79515	-0.00000	0.00000	-3.92515	-7.03280	9.30885	2.99439	12.25962	-2.53977	-1.63109	-0.37106	0.00003	-23.57152	-2.43095	0.00008	12.51760	6.80647	10.23110	4.75392	-8.26354	-5.07439	7.25183	10.46021	-4.65503	14.08405	-13.54235	16.93158	132.34981	-0.00006	-81.19048	136.57283	0.00067	83.91383	4.95257	4.09577	0.00376	-3.78186	-1.19128	-0.00002	0.77009	-3.82906	-24.54121	-18.10081	4.84016	-24.37270	8.73346	-0.56218	-1.67507
28	-4.00289	0.00000	0.00000	1.65292	-0.00000	0.00000	-3.84762	-7.11278	9.46116	3.07995	12.27077	-2.73990	-1.58991	-0.35788	0.00003	-23.50742	-2.36355	0.00001	12.35636	6.82894	10.14403	4.59078	-8.24648	-4.86589	7.11779	10.41955	-4.93948	14.05657	-13.49346	17.01885	132.31804	0.00199	-80.51347	136.50647	0.00064	84.04340	4.62225	4.14366	0.00100	-3.76956	-1.31412	0.00064	0.75529	-3.83761	-24.49222	-18.12256	4.81626	-24.32906	8.64356	-0.59115	-1.65604
29	-3.79816	0.00000	0.00000	1.68276	-0.00000	0.00000	-3.82042	-7.03153	9.38586	3.10221	12.31261	-2.90155	-1.54507	-0.39765	0.00002	-23.50057	-2.31027	-0.00004	12.25304	6.82381	10.26924	4.53605	-8.25632	-4.64071	7.17361	10.35044	-5.20573	13.90724	-13.53707	17.02478	132.15265	0.00289	-79.70029	136.53938	0.00029	84.29132	4.57914	4.62790	0.00029	-3.94320	-1.29929	-0.00035	0.76553	-3.87839	-24.53768	-18.10455	4.79234	-24.38537	8.61702	-0.62845	-1.54905
30	-3.47076	0.00000	0.00000	1.93018	0.00000	-0.00000	-3.87314	-6.92904	9.14747	3.05123	12.30992	-2.96818	-1.53307	-0.47930	0.00003	-23.53374	-2.26233	-0.00005	12.28630	6.82711	10.51723	4.61082	-8.26728	-4.49314	7.31942	10.26403	-5.27993	13.68780	-13.60006	16.97927	132.03471	0.00101	-79.13276	136.56883	0.00029	84.73099	4.88131	5.00528	-0.00150	-4.09152	-1.27326	-0.00143	0.70519	-3.91584	-24.68148	-18.14270	4.80327	-24.53376	8.69590	-0.64115	-1.41774
31	-3.22948	0.00000	-0.00000	2.31167	0.00000	-0.00000	-4.00579	-6.98547	8.97815	2.89494	12.39896	-3.01656	-1.53108	-0.54708	0.00001	-23.55756	-2.23233	-0.00004	12.42715	6.83746	10.60870	4.73758	-8.25842	-4.47103	7.37346	10.17350	-5.12502	13.41108	-13.63905	16.89218	132.12383	-0.00149	-78.72939	136.58685	0.00087	85.04272	5.48436	4.95756	-0.00436	-3.90566	-1.20125	-0.00056	0.55870	-3.94080	-24.88265	-18.25869	4.84444	-24.73248	8.85517	-0.61252	-1.36935
32	-3.15293	-0.00000	-0.00000	2.62843	0.00000	-0.00000	-4.16756	-7.18300	8.95066	2.62928	12.62969	-3.08012	-1.50026	-0.54681	0.00003	-23.53265	-2.24214	-0.00005	12.56038	6.82838	10.47188	4.81421	-8.23402	-4.56545	7.27444	10.10905	-4.86975	13.13607	-13.65460	16.78234	132.36874	-0.00269	-78.27075	136.64627	0.00203	84.70444	6.14900	4.72852	-0.00369	-3.30984	-0.97572	0.00263	0.41098	-3.98718	-25.02045	-18.38459	4.84485	-24.87807	9.00706	-0.55695	-1.44090
33	-3.17886	-0.00000	-0.00000	2.73091	-0.00000	-0.00000	-4.28861	-7.35918	8.94161	2.33826	12.86506	-3.10967	-1.44346	-0.46798	0.00007	-23.46560	-2.28273	-0.00004	12.60310	6.79334	10.34007	4.80943	-8.21225	-4.69568	7.13036	10.10386	-4.63930	13.02043	-13.66010	16.71090	132.57100	-0.00207	-77.93064	136.73782	0.00207	83.80574	6.52563	4.65674	-0.00156	-2.62554	-0.58458	0.00373	0.29452	-4.05276	-25.02087	-18.49921	4.78290	-24.89968	9.07547	-0.50367	-1.54691
