	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
475	7.90400	-18.67173	9.94430	-4.88184	4.12456	-0.55733	112.17612	-102.36603	48.25154	1.23437	23.54534	10.68478	0.82275	-1.53318	-0.22969	0.14058	0.35033	0.16655	138.28554	-114.61154	99.47775	16.39926	103.51929	0.21250	-0.64185	-4.31580	2.32358	-1.42502	-4.92909	-9.30273	8.56339	3.34285	-3.91211	-1.02343	0.78884	-1.21819	0.97173	0.73443	-0.61565	-0.47939	-0.02842	-0.45247
476	10.73304	-16.02248	8.85366	-6.53704	8.27090	-1.39693	119.26335	-80.33366	42.57107	-18.46394	45.18511	23.53596	2.22254	-2.07061	0.05388	0.32374	0.40658	-0.12694	117.29020	-61.07661	112.49178	44.66823	75.10262	-37.86488	6.68271	-2.49506	-3.26015	-8.14047	-7.45750	-14.22388	9.39312	2.25150	-6.01125	-1.42184	0.85271	-1.01689	1.14356	0.43701	-1.04350	-0.63184	-0.10012	-0.40381
477	12.09709	-9.73726	5.58052	-6.69309	7.11506	-1.28326	115.14474	-40.86138	33.44939	-22.88334	43.15639	23.91490	3.23053	-2.12862	0.46396	0.55044	0.49151	-0.14660	103.84955	-14.41202	104.79846	55.87618	20.51113	-67.36961	17.71560	3.88083	-10.71159	-9.94338	-5.87881	-13.45699	9.98167	2.16220	-7.11053	-1.36460	1.44033	-0.66031	1.18553	0.26916	-1.16304	-0.72373	-0.03880	-0.37120
478	7.00909	-3.21281	1.37209	-6.11578	2.72427	-0.72497	98.32341	-6.59818	25.31320	-23.38271	23.62399	13.53569	2.79689	-1.86375	0.53346	0.51628	0.37570	0.00667	81.79137	-0.05885	81.85505	48.83835	-11.25925	-70.98721	25.29386	9.22490	-14.41867	-7.37795	-2.54635	-9.95233	9.40350	3.27277	-6.42492	-1.52917	2.25645	-0.66408	1.02364	0.42828	-0.87804	-0.76427	0.11485	-0.37126
479	-1.43645	1.08010	-2.40137	-6.11584	0.31585	-0.43196	86.32152	12.37937	21.05674	-23.91172	6.20181	3.81463	1.58585	-1.62683	0.22116	0.24988	0.26112	0.15951	66.97039	-0.81255	61.82270	33.81135	0.04696	-57.27832	28.81845	10.37340	-14.53953	-5.26708	-1.18632	-9.08916	8.94456	4.44942	-5.76432	-2.12481	2.63112	-1.06472	0.94934	0.75525	-0.58716	-0.71716	0.16833	-0.33494
480	-4.31924	1.45164	-3.57563	-6.25510	0.25353	-0.31272	101.10849	7.68211	26.59457	-13.81037	-3.78716	-0.77707	1.38293	-1.57277	-0.11826	-0.05501	0.30125	0.21045	99.83849	-16.44156	59.46360	8.05234	42.70878	-46.94032	27.90431	10.42743	-14.47253	-5.77287	-2.41046	-11.99082	9.06971	4.93324	-6.41922	-2.87503	2.30004	-1.72896	1.07166	0.87389	-0.69243	-0.63909	0.06835	-0.31856
481	-3.17276	0.24500	-2.87327	-3.27207	0.40769	0.09745	122.89458	-10.58185	36.38225	15.23751	-7.00128	-1.57112	2.48942	-1.56679	-0.18331	-0.09567	0.39324	0.12668	169.18690	-40.85856	66.17394	-26.07385	84.47548	-46.51840	22.06035	10.51381	-14.78913	-7.64918	-4.02291	-14.98139	8.56295	4.33944	-7.61558	-3.34734	1.46040	-2.51673	1.12304	0.61426	-1.09697	-0.57632	-0.05605	-0.40895
482	-6.31105	1.80595	-4.67113	3.05113	-0.76780	0.88208	106.71534	-9.58516	34.65936	51.05182	-4.20173	-0.37390	3.53651	-1.53214	0.01693	0.39997	0.48880	-0.04427	203.98143	-39.86533	58.50199	-43.10978	97.93313	-48.29052	15.31957	9.12909	-13.95113	-9.69852	-4.13273	-15.90317	6.89296	3.20505	-8.00952	-3.64142	1.04707	-3.33515	0.91859	0.30509	-1.33169	-0.58422	0.01231	-0.59917
483	-11.51307	4.57456	-8.55061	6.28107	-2.80798	1.32207	55.04222	17.59106	22.60252	60.65788	-0.60718	0.50917	3.87699	-1.82853	0.52630	1.06527	0.58582	-0.11467	158.13860	-10.32290	36.44305	-24.92073	86.43525	-48.32776	12.01558	7.69282	-12.10259	-11.20233	-2.82641	-16.76717	4.87730	2.60926	-7.02563	-4.02192	2.15572	-3.84383	0.59706	0.28783	-1.12734	-0.73968	0.36214	-0.77490
484	-10.39748	3.30527	-7.71351	1.92808	-4.13623	0.83086	15.97714	38.40992	16.57144	28.72220	-4.23272	-1.41620	4.12065	-2.57238	1.45242	1.06142	0.49253	0.02499	66.49134	1.58837	20.80188	7.68092	69.48357	-48.14113	11.14055	7.95938	-10.22369	-11.35084	-1.73313	-18.33590	3.30173	2.56770	-5.06094	-3.82156	3.84319	-3.36163	0.36904	0.42632	-0.68405	-0.89144	0.69826	-0.75531
485	-1.48325	-2.79596	1.29807	-5.08568	-4.71827	-0.07768	20.36599	28.73512	23.85611	-15.17524	-18.26791	-6.97195	4.86574	-3.23132	2.55780	0.34789	0.16292	0.18890	8.06926	-33.38334	21.83555	16.82270	58.38684	-44.50922	9.08169	8.36561	-7.96671	-9.99153	-1.87256	-18.56452	2.21358	2.35780	-2.88502	-2.86592	4.12596	-2.24470	0.26850	0.44881	-0.33769	-0.85728	0.69751	-0.57268
486	9.69855	-7.73492	11.49210	-7.87495	-5.15013	-0.65887	56.86404	7.35134	38.78121	-32.72972	-33.17790	-13.47089	5.75385	-3.06604	3.32360	-0.15944	-0.01147	0.14181	23.93834	-75.99797	37.45982	-4.60092	55.22075	-36.73307	7.63171	6.60746	-6.97174	-7.69461	-2.32821	-17.12412	1.50632	1.41482	-2.57549	-2.21418	3.31837	-1.81799	0.25420	0.29024	-0.45961	-0.70578	0.51759	-0.46090
487	16.80100	-4.30138	10.39779	-4.50237	-3.87483	-0.67701	90.56477	12.63234	54.16389	-11.81981	-30.01248	-14.65121	5.61262	-1.67438	3.08289	0.19234	0.32864	-0.09065	91.55527	-54.78357	63.73586	-26.26895	52.03553	-35.86929	11.91679	4.43911	-10.78370	-5.43513	-1.93826	-15.59980	1.09327	0.30142	-5.72254	-1.93755	3.16256	-2.05444	0.27741	0.12333	-1.15845	-0.49814	0.48144	-0.41595
488	15.50303	5.16768	-2.42132	2.84093	-1.97398	0.06024	99.16244	42.51652	67.34197	29.30114	-11.86078	-9.48491	3.75293	0.25842	1.79198	1.04485	0.75131	-0.37196	160.89465	17.71507	91.13453	-28.28091	38.01902	-49.45818	20.02721	5.85856	-17.41937	-4.04417	-1.34067	-14.55656	0.90548	0.44570	-9.24728	-1.14467	3.51937	-1.67778	0.24758	0.15823	-1.65544	-0.23970	0.48860	-0.25655
489	7.55341	9.18695	-10.74044	9.19812	-3.42867	1.29721	94.30338	55.32075	76.46565	55.70147	-4.82102	-4.91884	1.49059	1.15066	0.64911	1.57113	0.59128	-0.57286	194.50250	48.81924	105.52492	-23.96351	22.35667	-66.94820	24.79406	9.85281	-20.95983	-3.97265	-1.92143	-14.15436	0.89836	1.77309	-9.61701	-0.21156	3.01457	-0.66228	0.12960	0.25083	-1.22812	-0.12686	0.30105	-0.06213
490	2.49302	4.52466	-5.40247	10.95294	-8.09307	2.23054	95.72990	41.91170	79.88990	54.13121	-18.12796	-5.50997	1.32851	0.78586	0.89989	1.46705	0.01166	-0.58128	191.86951	11.31204	101.47166	-23.35251	30.27022	-67.95098	22.37265	10.14697	-19.65804	-4.74343	-3.11085	-14.56375	0.39200	2.55993	-8.55750	-0.14698	1.98087	-0.31225	-0.12339	0.09312	-0.51047	-0.28899	0.10454	-0.07960
491	4.42031	1.00264	2.34929	7.03771	-10.33978	2.09360	94.41694	35.72070	78.59526	38.32324	-29.41989	-6.81411	3.30961	0.78286	2.25245	0.88709	-0.25958	-0.29027	163.90132	-20.20315	88.21156	-19.75531	64.44801	-41.45406	12.97120	3.91561	-13.83790	-4.45112	-3.01047	-13.35454	-0.43296	2.61323	-7.84288	-0.34806	1.51554	-0.67694	-0.35685	-0.07622	-0.34211	-0.43754	0.10174	-0.23864
492	5.50056	2.64343	2.08921	-0.24940	-7.06843	0.90675	70.11482	42.73991	68.44187	24.80314	-17.66200	-3.96305	4.84363	1.27208	3.34827	0.17716	0.03136	0.19330	116.43329	2.24166	66.77284	-17.45970	90.44927	-9.08176	1.21195	-3.61410	-4.22798	-2.23662	-1.34814	-9.37702	-0.40010	2.12570	-5.08742	0.60731	1.79073	-0.45563	-0.31356	-0.03817	-0.36523	-0.20513	0.21992	-0.23740
493	4.53365	5.20477	-1.82282	-4.84774	-4.25916	-0.28959	34.70895	37.56594	42.06157	22.37581	0.23573	-2.42161	5.20408	1.35114	3.76675	-0.20865	0.27665	0.42240	72.86904	29.69751	20.33670	-25.03299	79.54405	-14.94853	-2.78811	-5.55874	1.82332	0.19455	-0.27305	-7.72803	-0.28036	0.44886	-0.86807	2.52867	2.60105	0.40765	-0.17894	-0.04130	-0.09259	0.32164	0.36355	-0.04800
494	7.54173	11.00880	-5.40961	-1.75547	-6.37135	-0.37704	14.33929	23.71413	15.86939	33.19718	-1.14069	-8.46530	5.50507	1.76234	3.89454	-0.01871	0.05227	0.16780	59.58280	20.11187	-35.38444	-31.52982	44.70633	-65.04967	5.80254	-0.72937	-3.24410	1.33912	-1.50501	-11.86174	-1.48055	-1.00706	0.22182	3.56246	3.55967	0.42893	-0.18274	-0.11236	0.10143	0.63593	0.48005	0.06726
495	9.12540	20.16275	-10.04255	4.08321	-6.60473	0.24187	11.15760	20.45389	21.04497	43.44282	-7.01274	-14.27505	5.01221	2.75932	3.69579	0.34173	-0.07655	-0.07855	64.22994	6.68564	-43.28175	-26.39213	20.81794	-105.05109	17.14974	6.29808	-13.50578	1.51933	-3.59514	-16.02933	-2.56686	-0.40975	-2.26304	2.97067	3.83848	-0.51898	-0.20181	-0.06758	-0.12531	0.50173	0.51186	0.00075
496	8.51028	24.89379	-8.06311	5.33915	-0.62911	0.57661	11.43427	23.70074	51.39302	41.44588	5.48835	-9.84151	3.46126	3.08665	3.66657	0.41870	0.34176	0.06744	61.44787	22.51700	6.20382	-21.78528	28.19921	-85.51498	17.84727	9.40605	-14.70677	1.04955	-3.89047	-14.41047	-0.54647	1.57725	-3.71653	2.29281	3.01850	-0.65500	0.10567	0.10521	-0.37616	0.28108	0.43884	-0.08126
497	11.44043	20.89454	5.27045	2.28365	5.87261	0.53410	18.18266	22.79699	70.75031	31.96943	27.28719	1.77284	2.55347	2.19073	4.22538	0.29469	0.96327	0.36323	61.86912	52.05241	60.48876	-30.62223	54.25603	-27.42687	8.15299	6.07173	-4.51354	0.34449	-2.48982	-9.87094	3.83771	2.58970	-1.76708	2.98499	1.79782	0.78651	0.64078	0.19150	-0.21724	0.36871	0.29710	-0.02149
498	14.16062	7.69835	16.99458	-1.55342	4.85632	0.21403	43.45222	18.15388	69.69859	19.21701	28.35797	8.11581	2.84021	0.51365	4.28177	0.14900	1.02080	0.37057	82.36491	55.81594	83.37344	-44.97628	71.70037	6.14527	0.47038	0.23860	4.05477	1.63746	-1.99064	-8.06623	5.60481	1.49720	0.96892	4.99949	1.50054	2.38212	0.76962	0.04864	0.16329	0.75794	0.21954	0.13243
499	11.64246	-9.66185	13.50920	-1.16131	-4.58906	0.03340	77.11450	13.74621	62.48753	12.74070	-1.79110	1.41501	3.11403	-0.82605	2.93384	0.29056	0.22128	-0.11266	114.39101	19.03685	71.55874	-48.61308	71.34732	-10.47907	2.72439	-2.32733	0.22583	5.72483	-3.63082	-10.12372	1.41839	-0.08086	1.04729	7.59377	2.55924	2.73150	0.06006	-0.16702	0.25096	1.23993	0.33168	0.24033
500	2.03148	-15.93724	-4.94645	4.55917	-10.42612	0.37676	87.58117	14.99960	64.91563	19.29681	-24.99555	-9.16060	1.94350	-0.71247	1.16037	0.86537	-0.35861	-0.62622	122.16409	-7.62844	51.13531	-40.61901	65.55442	-44.98697	10.28338	-0.46738	-11.51265	9.57261	-5.72230	-13.07307	-5.50448	0.07663	-1.33697	9.58006	3.92390	1.96558	-0.97942	-0.17705	-0.00670	1.58353	0.56631	0.22700
501	-13.47460	0.66000	-19.44662	8.23965	-3.48582	0.60215	46.61229	19.56258	86.06665	23.48565	-7.47669	-9.46345	-0.20295	0.53605	0.91960	1.22555	0.22177	-0.55567	59.39030	19.73246	61.13217	-41.79737	62.30598	-60.05399	13.62883	2.17357	-18.35112	10.75038	-6.09886	-12.24519	-8.49433	1.98730	-3.30797	9.66516	4.19633	1.18578	-1.28052	0.09480	-0.24193	1.55201	0.70635	0.09187
502	-24.12387	21.55579	-11.38114	7.21427	4.37104	0.60130	-17.41183	14.84146	105.76289	19.93846	17.25587	-3.11761	-0.40671	1.14677	2.51221	1.01268	0.91714	-0.19343	-30.64306	49.65553	87.99650	-68.20227	52.33873	-53.67696	9.14035	2.33562	-14.34975	10.12978	-4.64672	-5.23506	-4.87292	4.06817	-3.51209	7.89487	2.95668	1.63841	-0.55449	0.46075	-0.30955	1.10917	0.58587	-0.05967
503	-17.85578	24.31935	11.18169	4.73116	2.20478	0.62037	-44.02153	4.95648	102.18956	15.43769	13.76594	-0.43671	3.21225	0.79633	5.35905	0.59354	0.74216	-0.04671	-63.64365	39.06142	91.28453	-92.16422	27.56337	-38.90113	1.38454	-0.10934	-4.11384	8.70576	-2.96234	3.12278	1.86683	4.32363	-2.48126	5.91864	1.03411	3.57982	0.43743	0.47396	-0.20908	0.58519	0.25272	-0.06051
504	-0.99756	9.58714	13.68355	0.26908	-3.90869	-0.01060	-17.82267	2.62967	66.43594	4.03706	-1.16540	-0.97060	9.05516	-0.14935	8.08061	0.14611	0.25969	0.02257	-45.51509	17.46030	40.70076	-61.73111	3.44192	-18.65260	-3.30036	-3.91492	3.35219	6.68324	-2.76354	4.42796	6.12800	2.29007	-1.19865	5.47302	-0.19223	5.36996	0.85558	-0.04956	-0.00976	0.47784	-0.01447	0.06965
505	17.95688	-14.57441	-54.60727	-6.31771	-5.67895	-1.39489	52.49560	11.35307	-39.63849	-14.16416	-2.21806	0.10358	15.79734	-1.82289	3.16050	-0.33395	0.15924	0.23014	0.99219	19.11013	-108.95627	12.43849	5.50713	0.20852	-3.42205	-6.77629	3.09875	5.95528	-4.99808	-2.11342	5.26737	0.23697	-0.52691	6.97417	-0.00520	5.00689	0.44040	-0.53008	0.07051	0.97500	-0.01708	0.14425
506	-14.84579	-9.38697	-202.97134	-9.75365	-3.14049	-2.19028	36.39261	30.69995	-243.88971	-16.45860	5.37646	0.51705	15.76481	4.47990	-14.46674	-0.60039	0.29636	0.35023	-28.41946	43.90906	-360.06851	41.91221	42.05434	0.75193	-0.32418	-5.73500	-1.83624	8.23557	-8.54373	-6.99044	2.14682	0.39411	-0.59110	9.12671	0.78828	3.46353	-0.24050	-0.31458	-0.02257	1.65235	0.03471	0.34235
507	-180.13141	27.11524	-290.10184	-5.02932	-0.49368	-1.16536	-279.87598	-0.16474	-405.28299	15.35166	2.04499	-4.87086	-9.76061	15.22180	-26.20050	-0.35595	0.30968	0.13224	-323.03848	14.21765	-514.17743	-10.06362	94.25793	-10.83465	4.97581	-1.81388	-5.02396	11.72649	-9.96972	-2.16783	1.81638	1.45447	-0.57751	9.83686	0.97529	3.54675	-0.24070	0.15632	-0.03182	1.81289	-0.08328	0.92523
508	-315.55356	21.44788	-229.18192	3.79032	0.31358	0.84530	-580.91034	-85.52509	-381.51801	58.05663	-10.40439	-12.39965	-42.13511	7.19760	-27.16165	0.13012	0.23269	-0.21271	-564.82526	-87.75233	-436.61005	-56.03560	113.28807	-0.84300	9.03264	0.34484	-2.95816	14.85791	-8.22783	8.22914	5.02545	0.49530	0.06699	9.64122	0.61656	5.13878	0.51819	-0.05534	0.17604	1.55081	-0.20536	1.37620
509	-303.55469	7.73528	-185.58231	5.96356	0.43929	1.27730	-588.10071	-69.32336	-410.05426	67.36382	-7.75961	-13.12790	-49.60807	-0.63323	-25.50029	0.19472	0.27906	-0.27127	-540.22095	-80.82088	-465.12332	-15.44082	62.11918	38.69043	6.94600	-0.26766	3.61914	17.11283	-6.30153	14.80997	7.93823	-2.13369	0.75861	10.37770	0.05963	6.31869	1.16330	-0.71275	0.37327	1.51483	-0.21251	1.14391
510	-223.26572	16.75249	-196.78499	-0.06585	-0.03984	-0.51266	-443.40768	48.47472	-525.73010	41.33264	15.47169	-7.02149	-35.85201	1.63193	-20.05191	-0.07681	0.41697	-0.12280	-411.13907	61.27151	-623.25140	60.65871	-2.61587	65.74734	-1.05736	-1.15274	10.01028	15.68775	-5.74963	14.93885	7.08780	-3.36871	0.77105	10.04916	-0.75125	6.77545	0.99109	-0.85442	0.32381	1.46170	-0.20256	0.58421
511	-107.55852	20.20797	-158.67493	-2.52348	-0.84428	-1.68994	-229.13550	121.95414	-472.22443	22.14535	34.14973	-2.38476	-12.56602	3.56638	-11.40895	0.14270	0.63169	-0.18208	-204.49309	168.54857	-575.29248	68.80992	22.51913	42.31174	-7.18931	-1.29735	9.42940	10.12957	-5.76908	10.79349	3.22132	-1.77091	0.09983	7.45790	-1.51760	7.08847	0.21360	-0.34791	0.07084	1.06972	-0.25682	0.33807
512	14.86569	10.52012	-49.91306	-2.14657	0.42681	-1.78671	-11.46425	83.24818	-190.28134	7.37497	30.03700	-1.23327	9.13092	3.42351	0.55538	0.35874	0.95380	-0.22587	-2.29206	136.17709	-238.29329	7.34562	110.19147	-6.61618	-4.17505	-0.50402	1.09928	3.34366	-5.11822	3.07865	0.37191	1.09943	-0.76407	4.89705	-1.75040	6.70685	-0.34103	0.16061	-0.16600	0.70801	-0.31228	0.43487
513	70.22708	0.90339	50.59518	-7.03559	-0.50924	-2.24028	82.71746	-18.02026	118.14615	-24.86517	0.00633	-1.26222	17.95009	3.23236	9.22490	-0.17093	0.81289	0.00487	36.03777	-1.00068	142.79893	-19.50245	123.37115	-15.17578	5.37353	1.60057	-5.95953	-0.68825	-4.13554	-3.33447	0.93010	2.40689	-1.13304	3.98547	-1.45447	5.69775	-0.22533	0.20272	-0.20834	0.59473	-0.29147	0.62636
514	53.88711	-3.29274	87.21661	-11.13980	-5.50813	-1.95342	48.44748	-89.69175	254.22568	-48.02666	-33.38467	-1.45872	13.88311	1.91570	11.21112	-0.58377	0.26278	0.26330	-39.06128	-117.72781	317.35190	29.56539	41.66948	36.01799	10.51836	3.60878	-2.66562	0.81957	-4.30466	0.56614	3.02162	0.48059	-0.64081	3.90773	-1.28632	6.16971	0.17560	-0.15077	-0.05856	0.47386	-0.25858	0.97357
515	17.74953	-3.87348	64.35896	-8.67641	-8.79277	-0.54962	-22.02944	-85.05975	169.17952	-45.26756	-43.73408	-0.82420	6.33341	0.39358	8.40134	-0.23961	0.06187	0.35769	-102.31396	-127.36670	219.07777	66.86474	-23.22033	88.96210	4.19595	4.00009	10.45394	6.39061	-5.90777	13.43640	4.52985	-3.46399	0.17542	4.00006	-1.88243	8.85333	0.41683	-0.54477	0.13835	0.33332	-0.34964	1.45678
516	-1.88606	-2.26513	17.53687	-1.76817	-10.33215	1.06931	-51.98141	-27.46507	-20.60690	-30.55152	-43.50885	-2.08876	2.09499	-0.10853	3.93660	0.50780	0.03098	0.15579	-103.29780	-70.96869	-18.04196	31.63167	-16.31868	91.75554	-8.56171	3.35937	23.27131	11.37674	-7.62879	24.17845	5.34615	-5.90851	0.53684	4.14787	-2.92581	11.09143	0.48780	-0.68732	0.24801	0.34067	-0.55171	1.69553
517	-14.21522	0.88763	-19.60477	2.49129	-12.32790	1.74046	-56.85684	22.65341	-146.51323	-23.40670	-46.80050	-5.11211	0.06273	0.20873	0.11197	0.91882	-0.21436	-0.21142	-95.80504	-24.52299	-179.62985	-25.73154	9.77802	56.41616	-15.43258	2.90713	23.88314	12.75948	-8.06922	26.28603	4.79639	-4.15560	0.42868	3.90638	-3.53560	10.64872	0.44952	-0.45888	0.24399	0.39845	-0.69311	1.48812
518	-25.14161	3.49796	-23.06480	-0.10721	-12.25645	0.82178	-60.45849	24.60014	-103.70915	-28.00509	-40.31361	-4.76077	-1.46648	0.77960	-1.85643	0.64471	-0.37054	-0.37323	-109.70866	-5.15804	-121.59766	-47.37291	3.21462	14.91780	-8.16793	3.03744	10.95967	10.49510	-6.95983	21.25885	2.33329	-0.01605	0.30278	3.45303	-3.62012	9.03355	0.36801	-0.00407	0.17789	0.39279	-0.73228	1.18344
519	-18.19646	3.65621	2.78264	-5.50802	-8.11738	-0.78059	-38.45162	-2.55963	45.32471	-28.22423	-15.43357	-0.42683	-1.31453	1.48935	-2.00839	0.07046	-0.16405	-0.21496	-86.74539	9.37175	71.71590	-29.59466	-17.55353	-11.17595	7.69524	2.86046	-4.42215	6.59085	-6.00143	13.97609	-0.18045	2.23564	0.29119	3.56565	-3.66816	8.43532	0.28333	0.36840	0.10079	0.37195	-0.75660	1.19438
520	-11.66537	2.47645	11.95453	-8.77351	-2.07727	-1.89017	-14.21828	-17.02187	108.45216	-15.90790	11.54112	2.88032	-1.73333	1.37914	-2.64847	-0.30741	0.27162	0.07243	-37.33209	24.06206	146.23622	13.46872	-7.85706	-1.43641	16.96786	0.87948	-10.51243	4.43097	-7.20110	10.44387	-0.07146	0.99722	0.04861	4.02495	-3.67657	8.49388	0.12775	0.37835	0.01392	0.33906	-0.78087	1.46270
521	-24.89818	0.41446	-7.15451	-7.99470	2.97235	-2.10011	-25.31794	-11.51489	34.24398	0.91691	23.75388	2.18065	-4.25761	0.07670	-3.71744	-0.24968	0.75343	0.25026	-19.73315	23.56072	42.32695	60.73226	30.74330	40.26882	11.34470	-2.43891	-4.99224	6.45635	-9.92428	13.36821	2.73265	-2.15548	-0.65592	4.30277	-3.44109	7.68968	-0.07814	-0.04992	-0.10837	0.37235	-0.78601	1.57448
522	-45.60722	-1.00624	-37.51432	-4.15021	5.12391	-1.60196	-63.86241	5.75809	-100.87196	14.49209	23.48805	0.24037	-6.97971	-0.92359	-4.89273	0.12862	1.05390	0.20052	-40.23562	19.89775	-123.18932	83.26763	57.83017	74.01199	-2.06204	-3.57384	4.99674	10.97155	-10.98361	18.79017	5.31040	-4.20408	-1.34121	4.29615	-3.13295	6.02123	-0.23149	-0.42771	-0.21736	0.57218	-0.77549	1.29410
523	-52.11158	-1.57837	-61.16064	0.10420	5.00970	-0.78994	-80.10212	23.28850	-195.53976	27.16181	23.30890	1.71202	-7.48739	-0.92556	-5.75195	0.50803	1.13376	0.01995	-39.14901	31.74529	-226.06718	66.85725	58.76757	70.55753	-9.88318	-0.73545	10.33029	13.28430	-8.29174	21.47064	4.59868	-3.19513	-1.24269	3.16350	-2.90381	5.11491	-0.31924	-0.26556	-0.19433	0.66209	-0.69509	0.89708
524	-44.18312	-3.00488	-57.27755	2.66121	5.29806	-0.17040	-65.04697	18.63974	-170.32230	37.63817	29.51495	7.02311	-5.57074	-1.03089	-4.37680	0.67843	1.13145	-0.10687	-12.06989	46.70018	-194.80611	20.72858	54.75536	42.99203	-6.02824	2.97650	7.14903	11.03044	-4.10738	20.14554	1.04031	-0.24595	-0.35475	0.64167	-2.61423	5.44893	-0.22543	0.11693	-0.04825	0.37090	-0.51465	0.73847
525	-36.32566	-4.36076	-34.20370	2.98123	5.43914	-0.03250	-48.58201	-3.70785	-70.49336	34.75141	35.71800	11.47323	-3.44186	-1.44510	-1.57415	0.63747	0.86166	-0.15236	-7.88438	49.46249	-90.33196	-33.09418	57.16489	19.67136	4.28429	4.43618	-0.86716	6.74909	-3.14405	16.52462	-2.71092	2.34839	0.61271	-1.28406	-1.97812	5.16268	0.02427	0.23091	0.08203	-0.02548	-0.28757	0.70000
