	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
2403	0.22731	0.02205	0.01820	-0.03413	0.41768	0.01309
2404	0.22774	0.02183	0.01698	-0.03375	0.41738	0.01399
2405	0.22824	0.02156	0.01567	-0.03329	0.41719	0.01491
2406	0.22864	0.02127	0.01431	-0.03294	0.41711	0.01584
2407	0.22887	0.02093	0.01304	-0.03283	0.41709	0.01684
2408	0.22898	0.02052	0.01192	-0.03293	0.41721	0.01811
2409	0.22908	0.02011	0.01094	-0.03307	0.41763	0.01974
2410	0.22924	0.01975	0.01004	-0.03312	0.41839	0.02164
2411	0.22956	0.01940	0.00919	-0.03306	0.41928	0.02385
2412	0.23005	0.01894	0.00842	-0.03297	0.41996	0.02658
2413	0.23065	0.01835	0.00780	-0.03287	0.42029	0.02992
2414	0.23124	0.01766	0.00740	-0.03271	0.42047	0.03356
2415	0.23169	0.01693	0.00724	-0.03241	0.42083	0.03716
2416	0.23194	0.01622	0.00730	-0.03196	0.42139	0.04066
2417	0.23204	0.01557	0.00753	-0.03138	0.42193	0.04411
2418	0.23207	0.01497	0.00785	-0.03071	0.42242	0.04737
2419	0.23211	0.01452	0.00808	-0.02983	0.42310	0.05022
2420	0.23215	0.01435	0.00817	-0.02857	0.42402	0.05271
2421	0.23223	0.01438	0.00821	-0.02692	0.42486	0.05520
2422	0.23232	0.01447	0.00840	-0.02507	0.42531	0.05792
2423	0.23231	0.01458	0.00876	-0.02334	0.42531	0.06089
2424	0.23212	0.01476	0.00917	-0.02196	0.42498	0.06388
2425	0.23178	0.01496	0.00950	-0.02077	0.42449	0.06641
2426	0.23141	0.01504	0.00971	-0.01925	0.42397	0.06801
2427	0.23120	0.01494	0.00983	-0.01691	0.42340	0.06866
2428	0.23126	0.01474	0.00980	-0.01388	0.42272	0.06888
2429	0.23156	0.01456	0.00958	-0.01056	0.42184	0.06908
2430	0.23187	0.01447	0.00922	-0.00707	0.42069	0.06917
2431	0.23202	0.01442	0.00893	-0.00321	0.41918	0.06882
2432	0.23204	0.01436	0.00885	0.00105	0.41750	0.06799
2433	0.23207	0.01441	0.00888	0.00544	0.41605	0.06692
2434	0.23212	0.01473	0.00882	0.00984	0.41522	0.06579
2435	0.23210	0.01530	0.00860	0.01434	0.41512	0.06458
2436	0.23192	0.01580	0.00837	0.01893	0.41559	0.06321
2437	0.23165	0.01598	0.00823	0.02325	0.41640	0.06171
2438	0.23149	0.01592	0.00811	0.02692	0.41729	0.06031
2439	0.23159	0.01589	0.00787	0.02977	0.41803	0.05928
2440	0.23191	0.01595	0.00751	0.03184	0.41850	0.05875
2441	0.23220	0.01598	0.00712	0.03330	0.41880	0.05865
2442	0.23226	0.01589	0.00677	0.03424	0.41902	0.05890
2443	0.23212	0.01574	0.00645	0.03462	0.41912	0.05943
2444	0.23189	0.01563	0.00620	0.03437	0.41902	0.06016
2445	0.23165	0.01559	0.00616	0.03357	0.41875	0.06088
2446	0.23144	0.01554	0.00642	0.03250	0.41844	0.06157
2447	0.23132	0.01548	0.00684	0.03138	0.41826	0.06246
2448	0.23130	0.01553	0.00715	0.03025	0.41834	0.06369
2449	0.23130	0.01571	0.00716	0.02903	0.41865	0.06508
2450	0.23119	0.01597	0.00696	0.02765	0.41902	0.06639
2451	0.23092	0.01625	0.00682	0.02618	0.41934	0.06763
2452	0.23050	0.01663	0.00691	0.02494	0.41966	0.06888
2453	0.23000	0.01715	0.00714	0.02418	0.42015	0.07004
2454	0.22955	0.01766	0.00737	0.02382	0.42088	0.07093
2455	0.22928	0.01797	0.00752	0.02353	0.42171	0.07149
2456	0.22914	0.01810	0.00760	0.02318	0.42240	0.07174
2457	0.22899	0.01821	0.00762	0.02295	0.42294	0.07174
2458	0.22882	0.01840	0.00762	0.02297	0.42367	0.07165
2459	0.22870	0.01862	0.00765	0.02311	0.42505	0.07161
2460	0.22862	0.01875	0.00770	0.02320	0.42733	0.07154
2461	0.22845	0.01870	0.00774	0.02320	0.43038	0.07116
2462	0.22809	0.01858	0.00784	0.02315	0.43382	0.07024
2463	0.22756	0.01866	0.00812	0.02306	0.43734	0.06864
2464	0.22698	0.01906	0.00853	0.02288	0.44091	0.06640
2465	0.22644	0.01951	0.00885	0.02263	0.44473	0.06383
2466	0.22600	0.01974	0.00884	0.02258	0.44906	0.06141
2467	0.22570	0.01985	0.00847	0.02310	0.45401	0.05931
2468	0.22553	0.02014	0.00795	0.02439	0.45937	0.05723
2469	0.22546	0.02069	0.00751	0.02644	0.46478	0.05484
2470	0.22547	0.02129	0.00722	0.02917	0.47000	0.05211
2471	0.22550	0.02175	0.00693	0.03252	0.47516	0.04926
2472	0.22542	0.02202	0.00652	0.03639	0.48049	0.04656
2473	0.22511	0.02210	0.00607	0.04055	0.48594	0.04402
2474	0.22462	0.02196	0.00589	0.04480	0.49108	0.04149
2475	0.22410	0.02173	0.00619	0.04898	0.49550	0.03898
2476	0.22369	0.02156	0.00679	0.05307	0.49900	0.03677
2477	0.22351	0.02150	0.00728	0.05715	0.50166	0.03512
2478	0.22357	0.02150	0.00737	0.06137	0.50363	0.03400
2479	0.22383	0.02157	0.00710	0.06578	0.50506	0.03323
2480	0.22415	0.02175	0.00664	0.07019	0.50617	0.03257
2481	0.22436	0.02202	0.00617	0.07431	0.50739	0.03174
2482	0.22430	0.02224	0.00578	0.07791	0.50913	0.03051
2483	0.22403	0.02223	0.00552	0.08082	0.51136	0.02885
2484	0.22376	0.02197	0.00547	0.08301	0.51364	0.02705
2485	0.22362	0.02168	0.00577	0.08465	0.51550	0.02557
2486	0.22352	0.02155	0.00635	0.08617	0.51687	0.02460
2487	0.22327	0.02163	0.00691	0.08790	0.51808	0.02384
2488	0.22293	0.02175	0.00722	0.08966	0.51934	0.02266
2489	0.22272	0.02173	0.00733	0.09084	0.52026	0.02076
2490	0.22261	0.02164	0.00748	0.09089	0.52027	0.01855
2491	0.22239	0.02180	0.00791	0.08993	0.51935	0.01687
2492	0.22193	0.02238	0.00884	0.08865	0.51825	0.01611
2493	0.22122	0.02343	0.01047	0.08761	0.51782	0.01600
2494	0.22033	0.02492	0.01283	0.08693	0.51816	0.01618
2495	0.21949	0.02670	0.01586	0.08643	0.51854	0.01656
2496	0.21908	0.02837	0.01960	0.08595	0.51830	0.01709
2497	0.21940	0.02950	0.02443	0.08528	0.51735	0.01767
2498	0.22075	0.03006	0.03109	0.08380	0.51593	0.01834
2499	0.22337	0.03052	0.04050	0.08063	0.51400	0.01907
2500	0.22734	0.03165	0.05344	0.07525	0.51119	0.01966
2501	0.23246	0.03421	0.07027	0.06798	0.50735	0.01990
2502	0.23881	0.03885	0.09066	0.05989	0.50298	0.01995
2503	0.24681	0.04616	0.11387	0.05206	0.49886	0.02031
2504	0.25664	0.05664	0.13969	0.04499	0.49540	0.02146
2505	0.26786	0.07055	0.16880	0.03879	0.49246	0.02335
2506	0.27986	0.08829	0.20184	0.03408	0.48995	0.02545
2507	0.29228	0.11059	0.23825	0.03189	0.48839	0.02754
2508	0.30469	0.13758	0.27652	0.03248	0.48861	0.03005
2509	0.31593	0.16799	0.31520	0.03499	0.49079	0.03354
2510	0.32486	0.19967	0.35349	0.03836	0.49418	0.03812
2511	0.33162	0.23120	0.39106	0.04175	0.49772	0.04350
2512	0.33773	0.26310	0.42775	0.04450	0.50062	0.04933
2513	0.34442	0.29733	0.46360	0.04637	0.50258	0.05533
2514	0.35171	0.33573	0.49900	0.04763	0.50398	0.06135
2515	0.35901	0.37899	0.53467	0.04864	0.50556	0.06721
2516	0.36581	0.42644	0.57063	0.04967	0.50788	0.07268
2517	0.37194	0.47653	0.60554	0.05094	0.51113	0.07766
2518	0.37788	0.52868	0.63775	0.05265	0.51511	0.08242
2519	0.38389	0.58431	0.66664	0.05508	0.51947	0.08747
2520	0.38917	0.64459	0.69263	0.05844	0.52426	0.09301
2521	0.39265	0.70898	0.71652	0.06276	0.53005	0.09862
2522	0.39339	0.77723	0.73913	0.06785	0.53738	0.10388
2523	0.38898	0.85031	0.76202	0.07319	0.54607	0.10875
2524	0.37543	0.92805	0.78766	0.07827	0.55522	0.11328
2525	0.35013	1.00820	0.81763	0.08323	0.56432	0.11731
2526	0.31363	1.08854	0.85071	0.08861	0.57400	0.12072
2527	0.26703	1.16884	0.88561	0.09450	0.58535	0.12383
2528	0.20942	1.24689	0.92531	0.10043	0.59891	0.12713
2529	0.14287	1.31526	0.97254	0.10599	0.61421	0.13072
2530	0.07495	1.36868	1.02295	0.11098	0.62996	0.13419
2531	0.01364	1.40821	1.07031	0.11533	0.64485	0.13686
2532	-0.03499	1.43694	1.11503	0.11900	0.65802	0.13796
2533	-0.06729	1.45251	1.15407	0.12201	0.66888	0.13724
2534	-0.08553	1.45372	1.17431	0.12452	0.67695	0.13524
2535	-0.09272	1.44524	1.17033	0.12682	0.68215	0.13270
2536	-0.09120	1.43218	1.14944	0.12904	0.68491	0.12999
2537	-0.08489	1.41930	1.12658	0.13121	0.68607	0.12714
2538	-0.07475	1.41027	1.11295	0.13350	0.68650	0.12392
2539	-0.06246	1.40815	1.10832	0.13618	0.68685	0.12012
2540	-0.05241	1.41389	1.10682	0.13919	0.68714	0.11567
2541	-0.04802	1.42488	1.10419	0.14213	0.68669	0.11067
2542	-0.04955	1.43737	1.09931	0.14466	0.68462	0.10530
2543	-0.05441	1.44839	1.09180	0.14664	0.68055	0.10007
2544	-0.05920	1.45637	1.08099	0.14799	0.67451	0.09564
2545	-0.06152	1.46136	1.06699	0.14854	0.66671	0.09234
2546	-0.05990	1.46388	1.05061	0.14827	0.65777	0.08989
2547	-0.05316	1.46357	1.03144	0.14732	0.64873	0.08778
2548	-0.04120	1.45980	1.00847	0.14573	0.64056	0.08595
2549	-0.02603	1.45299	0.98276	0.14351	0.63369	0.08481
2550	-0.00989	1.44413	0.95567	0.14092	0.62828	0.08450
2551	0.00750	1.43384	0.92695	0.13848	0.62446	0.08457
2552	0.02747	1.42217	0.89622	0.13665	0.62187	0.08450
2553	0.05028	1.40809	0.86355	0.13538	0.61962	0.08412
2554	0.07427	1.38969	0.82902	0.13410	0.61669	0.08348
2555	0.09697	1.36577	0.79306	0.13232	0.61232	0.08249
2556	0.11730	1.33674	0.75706	0.12968	0.60601	0.08096
2557	0.13565	1.30446	0.72250	0.12578	0.59749	0.07890
2558	0.15263	1.27093	0.68965	0.12032	0.58675	0.07645
2559	0.16880	1.23716	0.65818	0.11316	0.57419	0.07371
2560	0.18493	1.20330	0.62827	0.10421	0.56061	0.07083
2561	0.20154	1.16927	0.60022	0.09343	0.54697	0.06807
2562	0.21842	1.13468	0.57379	0.08097	0.53405	0.06564
2563	0.23495	1.09853	0.54887	0.06740	0.52244	0.06352
2564	0.25062	1.05981	0.52608	0.05373	0.51246	0.06150
2565	0.26470	1.01868	0.50572	0.04087	0.50415	0.05930
2566	0.27604	0.97649	0.48649	0.02905	0.49733	0.05667
2567	0.28387	0.93453	0.46667	0.01801	0.49168	0.05342
2568	0.28875	0.89342	0.44662	0.00750	0.48695	0.04952
2569	0.29239	0.85339	0.42873	-0.00241	0.48304	0.04513
2570	0.29609	0.81429	0.41483	-0.01147	0.48007	0.04081
2571	0.29990	0.77570	0.40447	-0.01915	0.47813	0.03722
2572	0.30343	0.73748	0.39568	-0.02463	0.47701	0.03450
2573	0.30669	0.70013	0.38692	-0.02743	0.47624	0.03211
2574	0.30975	0.66420	0.37777	-0.02812	0.47550	0.02943
2575	0.31232	0.62956	0.36840	-0.02800	0.47469	0.02627
2576	0.31402	0.59547	0.35900	-0.02812	0.47365	0.02285
2577	0.31453	0.56155	0.34968	-0.02872	0.47222	0.01950
2578	0.31372	0.52818	0.34068	-0.02941	0.47058	0.01649
2579	0.31182	0.49593	0.33217	-0.02988	0.46910	0.01404
2580	0.30922	0.46503	0.32398	-0.03021	0.46807	0.01227
2581	0.30623	0.43555	0.31589	-0.03070	0.46756	0.01123
2582	0.30288	0.40763	0.30803	-0.03139	0.46749	0.01073
2583	0.29899	0.38132	0.30060	-0.03233	0.46764	0.01059
2584	0.29448	0.35637	0.29339	-0.03374	0.46768	0.01085
2585	0.28957	0.33236	0.28599	-0.03561	0.46747	0.01153
2586	0.28463	0.30900	0.27822	-0.03729	0.46725	0.01220
2587	0.27968	0.28624	0.27027	-0.03797	0.46731	0.01227
2588	0.27465	0.26398	0.26246	-0.03753	0.46774	0.01164
2589	0.26969	0.24216	0.25503	-0.03683	0.46831	0.01078
2590	0.26470	0.22105	0.24793	-0.03681	0.46863	0.01025
2591	0.25897	0.20104	0.24107	-0.03763	0.46858	0.01032
2592	0.25197	0.18220	0.23445	-0.03883	0.46827	0.01078
2593	0.24368	0.16438	0.22796	-0.04006	0.46779	0.01134
2594	0.23429	0.14755	0.22138	-0.04123	0.46726	0.01185
2595	0.22428	0.13176	0.21476	-0.04213	0.46693	0.01221
2596	0.21461	0.11677	0.20845	-0.04239	0.46713	0.01225
2597	0.20621	0.10221	0.20263	-0.04202	0.46787	0.01197
2598	0.19916	0.08791	0.19713	-0.04148	0.46874	0.01157
2599	0.19285	0.07404	0.19163	-0.04114	0.46924	0.01126
2600	0.18664	0.06082	0.18586	-0.04109	0.46912	0.01106
2601	0.18015	0.04847	0.17964	-0.04131	0.46862	0.01081
2602	0.17308	0.03718	0.17284	-0.04177	0.46817	0.01043
2603	0.16532	0.02718	0.16561	-0.04230	0.46799	0.01002
2604	0.15698	0.01854	0.15834	-0.04277	0.46799	0.00985
2605	0.14835	0.01102	0.15140	-0.04327	0.46803	0.01000
2606	0.13949	0.00424	0.14489	-0.04391	0.46798	0.01029
2607	0.13024	-0.00189	0.13857	-0.04465	0.46772	0.01052
2608	0.12048	-0.00729	0.13207	-0.04531	0.46721	0.01064
2609	0.11028	-0.01204	0.12517	-0.04576	0.46656	0.01072
2610	0.09993	-0.01629	0.11791	-0.04589	0.46596	0.01077
2611	0.08987	-0.02015	0.11047	-0.04571	0.46557	0.01081
2612	0.08057	-0.02360	0.10290	-0.04537	0.46549	0.01082
2613	0.07225	-0.02659	0.09526	-0.04503	0.46570	0.01083
2614	0.06481	-0.02903	0.08774	-0.04471	0.46598	0.01083
2615	0.05805	-0.03088	0.08058	-0.04437	0.46617	0.01078
2616	0.05174	-0.03205	0.07380	-0.04402	0.46637	0.01062
2617	0.04571	-0.03229	0.06720	-0.04366	0.46665	0.01036
2618	0.03997	-0.03146	0.06059	-0.04337	0.46696	0.01015
2619	0.03475	-0.02982	0.05397	-0.04329	0.46726	0.01010
2620	0.03019	-0.02799	0.04754	-0.04353	0.46764	0.01011
2621	0.02623	-0.02638	0.04160	-0.04399	0.46823	0.00993
2622	0.02281	-0.02494	0.03623	-0.04438	0.46898	0.00949
2623	0.01997	-0.02349	0.03128	-0.04442	0.46971	0.00890
2624	0.01779	-0.02219	0.02655	-0.04411	0.47025	0.00835
2625	0.01631	-0.02149	0.02207	-0.04372	0.47063	0.00795
2626	0.01551	-0.02161	0.01798	-0.04341	0.47096	0.00770
2627	0.01522	-0.02231	0.01436	-0.04309	0.47130	0.00751
2628	0.01513	-0.02322	0.01122	-0.04262	0.47149	0.00733
2629	0.01505	-0.02423	0.00866	-0.04204	0.47127	0.00718
2630	0.01508	-0.02530	0.00676	-0.04143	0.47059	0.00725
2631	0.01546	-0.02636	0.00553	-0.04089	0.46964	0.00764
2632	0.01634	-0.02736	0.00484	-0.04048	0.46874	0.00826
2633	0.01763	-0.02835	0.00455	-0.04024	0.46803	0.00893
2634	0.01896	-0.02932	0.00459	-0.04010	0.46748	0.00947
2635	0.01986	-0.03007	0.00483	-0.04003	0.46697	0.00981
2636	0.02016	-0.03038	0.00510	-0.04004	0.46646	0.01001
2637	0.02006	-0.03032	0.00535	-0.04014	0.46594	0.01020
2638	0.01984	-0.03015	0.00559	-0.04030	0.46539	0.01049
2639	0.01958	-0.03001	0.00581	-0.04047	0.46479	0.01080
2640	0.01928	-0.02976	0.00595	-0.04068	0.46435	0.01094
2641	0.01895	-0.02937	0.00587	-0.04102	0.46440	0.01086
2642	0.01871	-0.02910	0.00553	-0.04145	0.46484	0.01067
2643	0.01874	-0.02927	0.00507	-0.04181	0.46501	0.01066
2644	0.01909	-0.02988	0.00465	-0.04197	0.46420	0.01102
2645	0.01957	-0.03051	0.00429	-0.04186	0.46239	0.01168
2646	0.01990	-0.03076	0.00385	-0.04139	0.46011	0.01244
2647	0.01999	-0.03059	0.00325	-0.04051	0.45782	0.01318
2648	0.02003	-0.03028	0.00269	-0.03938	0.45545	0.01392
2649	0.02010	-0.03007	0.00236	-0.03835	0.45259	0.01469
2650	0.02017	-0.03001	0.00218	-0.03767	0.44895	0.01561
2651	0.02017	-0.03009	0.00204	-0.03748	0.44457	0.01682
2652	0.02012	-0.03026	0.00197	-0.03784	0.43977	0.01833
2653	0.02015	-0.03040	0.00202	-0.03879	0.43486	0.02001
2654	0.02029	-0.03033	0.00202	-0.04033	0.43011	0.02166
2655	0.02040	-0.02996	0.00186	-0.04231	0.42574	0.02318
2656	0.02026	-0.02935	0.00174	-0.04428	0.42197	0.02450
2657	0.01984	-0.02869	0.00189	-0.04567	0.41897	0.02557
2658	0.01937	-0.02823	0.00227	-0.04629	0.41697	0.02640
2659	0.01911	-0.02813	0.00263	-0.04642	0.41612	0.02718
2660	0.01917	-0.02833	0.00282	-0.04636	0.41625	0.02817
2661	0.01941	-0.02855	0.00288	-0.04606	0.41699	0.02928
2662	0.01966	-0.02864	0.00297	-0.04534	0.41807	0.03011
2663	0.01984	-0.02869	0.00320	-0.04423	0.41944	0.03040
2664	0.02012	-0.02889	0.00357	-0.04281	0.42115	0.03038
2665	0.02053	-0.02929	0.00386	-0.04124	0.42321	0.03028
2666	0.02086	-0.02975	0.00382	-0.03976	0.42564	0.03002
2667	0.02087	-0.03006	0.00342	-0.03844	0.42842	0.02937
2668	0.02059	-0.03013	0.00298	-0.03716	0.43129	0.02833
2669	0.02025	-0.03006	0.00283	-0.03593	0.43395	0.02710
2670	0.01993	-0.02995	0.00299	-0.03495	0.43630	0.02597
2671	0.01969	-0.02980	0.00315	-0.03427	0.43835	0.02514
2672	0.01968	-0.02962	0.00305	-0.03365	0.44010	0.02463
2673	0.02004	-0.02950	0.00273	-0.03293	0.44141	0.02430
2674	0.02052	-0.02950	0.00244	-0.03228	0.44218	0.02395
2675	0.02076	-0.02959	0.00232	-0.03198	0.44245	0.02342
2676	0.02061	-0.02974	0.00241	-0.03235	0.44234	0.02267
2677	0.02024	-0.02992	0.00269	-0.03361	0.44196	0.02177
2678	0.01984	-0.03008	0.00300	-0.03561	0.44140	0.02082
2679	0.01945	-0.03021	0.00316	-0.03780	0.44084	0.01983
2680	0.01906	-0.03039	0.00316	-0.03962	0.44048	0.01887
2681	0.01877	-0.03065	0.00316	-0.04073	0.44035	0.01805
2682	0.01865	-0.03084	0.00323	-0.04122	0.44043	0.01740
2683	0.01866	-0.03071	0.00324	-0.04135	0.44076	0.01671
2684	0.01867	-0.03021	0.00314	-0.04123	0.44132	0.01572
2685	0.01865	-0.02959	0.00313	-0.04079	0.44186	0.01442
2686	0.01866	-0.02919	0.00338	-0.04002	0.44220	0.01301
2687	0.01880	-0.02922	0.00380	-0.03912	0.44234	0.01171
2688	0.01904	-0.02963	0.00423	-0.03837	0.44245	0.01071
2689	0.01916	-0.03007	0.00465	-0.03801	0.44258	0.01011
2690	0.01902	-0.03021	0.00517	-0.03807	0.44277	0.00982
2691	0.01876	-0.02999	0.00583	-0.03833	0.44300	0.00970
2692	0.01867	-0.02960	0.00653	-0.03841	0.44333	0.00969
2693	0.01883	-0.02922	0.00719	-0.03815	0.44380	0.00978
2694	0.01901	-0.02883	0.00795	-0.03783	0.44441	0.00989
2695	0.01891	-0.02836	0.00912	-0.03785	0.44503	0.00988
2696	0.01855	-0.02780	0.01092	-0.03832	0.44553	0.00974
2697	0.01827	-0.02734	0.01342	-0.03895	0.44583	0.00956
2698	0.01840	-0.02716	0.01642	-0.03918	0.44590	0.00944
2699	0.01906	-0.02721	0.01964	-0.03879	0.44577	0.00945
2700	0.02012	-0.02727	0.02289	-0.03814	0.44554	0.00956
2701	0.02140	-0.02725	0.02628	-0.03776	0.44540	0.00974
2702	0.02281	-0.02724	0.03007	-0.03759	0.44536	0.00993
2703	0.02432	-0.02733	0.03431	-0.03722	0.44535	0.01014
2704	0.02595	-0.02734	0.03889	-0.03649	0.44532	0.01027
2705	0.02781	-0.02723	0.04383	-0.03580	0.44532	0.01020
2706	0.02999	-0.02715	0.04929	-0.03568	0.44530	0.00992
2707	0.03251	-0.02709	0.05528	-0.03618	0.44519	0.00959
2708	0.03529	-0.02673	0.06165	-0.03689	0.44487	0.00935
2709	0.03826	-0.02582	0.06831	-0.03742	0.44435	0.00925
2710	0.04147	-0.02449	0.07537	-0.03767	0.44377	0.00933
2711	0.04512	-0.02310	0.08303	-0.03770	0.44336	0.00955
2712	0.04935	-0.02189	0.09122	-0.03769	0.44316	0.00979
2713	0.05414	-0.02092	0.09963	-0.03786	0.44302	0.00998
2714	0.05931	-0.02014	0.10781	-0.03838	0.44282	0.01021
2715	0.06476	-0.01943	0.11546	-0.03908	0.44265	0.01057
2716	0.07046	-0.01857	0.12248	-0.03963	0.44265	0.01098
2717	0.07656	-0.01739	0.12893	-0.03991	0.44280	0.01126
2718	0.08318	-0.01593	0.13485	-0.04006	0.44285	0.01135
2719	0.09024	-0.01436	0.14027	-0.04010	0.44269	0.01128
2720	0.09744	-0.01284	0.14527	-0.03991	0.44248	0.01108
2721	0.10460	-0.01157	0.14985	-0.03946	0.44249	0.01073
2722	0.11174	-0.01069	0.15381	-0.03888	0.44272	0.01026
2723	0.11886	-0.00995	0.15691	-0.03843	0.44288	0.00979
2724	0.12590	-0.00898	0.15904	-0.03825	0.44279	0.00955
2725	0.13294	-0.00763	0.16023	-0.03810	0.44270	0.00969
2726	0.14012	-0.00609	0.16051	-0.03759	0.44301	0.01009
2727	0.14763	-0.00461	0.15998	-0.03674	0.44370	0.01049
2728	0.15544	-0.00314	0.15883	-0.03592	0.44442	0.01062
2729	0.16304	-0.00141	0.15730	-0.03541	0.44491	0.01046
2730	0.16989	0.00052	0.15552	-0.03512	0.44511	0.01016
2731	0.17599	0.00219	0.15352	-0.03483	0.44494	0.00992
2732	0.18181	0.00325	0.15125	-0.03453	0.44444	0.00976
2733	0.18769	0.00396	0.14871	-0.03422	0.44385	0.00960
2734	0.19364	0.00474	0.14604	-0.03383	0.44345	0.00944
2735	0.19949	0.00577	0.14334	-0.03331	0.44328	0.00942
2736	0.20511	0.00693	0.14045	-0.03273	0.44319	0.00965
2737	0.21042	0.00804	0.13709	-0.03221	0.44314	0.01006
2738	0.21535	0.00902	0.13324	-0.03177	0.44320	0.01043
2739	0.21984	0.00981	0.12921	-0.03138	0.44334	0.01068
2740	0.22381	0.01040	0.12528	-0.03116	0.44341	0.01085
2741	0.22705	0.01093	0.12142	-0.03121	0.44345	0.01082
2742	0.22945	0.01145	0.11747	-0.03149	0.44368	0.01043
2743	0.23135	0.01181	0.11355	-0.03179	0.44410	0.00990
2744	0.23323	0.01174	0.10987	-0.03193	0.44444	0.00959
2745	0.23521	0.01125	0.10642	-0.03190	0.44455	0.00959
2746	0.23704	0.01058	0.10300	-0.03186	0.44444	0.00971
2747	0.23845	0.00987	0.09945	-0.03188	0.44423	0.00982
2748	0.23934	0.00896	0.09582	-0.03193	0.44400	0.00989
2749	0.23972	0.00763	0.09226	-0.03200	0.44388	0.00988
2750	0.23975	0.00583	0.08885	-0.03203	0.44395	0.00975
2751	0.23955	0.00372	0.08547	-0.03190	0.44415	0.00950
2752	0.23908	0.00152	0.08188	-0.03164	0.44433	0.00916
2753	0.23819	-0.00058	0.07794	-0.03155	0.44441	0.00876
2754	0.23678	-0.00240	0.07372	-0.03185	0.44450	0.00836
2755	0.23483	-0.00381	0.06938	-0.03257	0.44472	0.00807
2756	0.23253	-0.00475	0.06500	-0.03347	0.44502	0.00802
2757	0.23014	-0.00527	0.06069	-0.03409	0.44527	0.00821
2758	0.22786	-0.00550	0.05656	-0.03403	0.44531	0.00842
2759	0.22570	-0.00547	0.05267	-0.03332	0.44508	0.00842
2760	0.22353	-0.00522	0.04897	-0.03244	0.44465	0.00820
2761	0.22139	-0.00485	0.04539	-0.03193	0.44424	0.00794
2762	0.21952	-0.00447	0.04188	-0.03193	0.44403	0.00779
2763	0.21808	-0.00412	0.03850	-0.03210	0.44398	0.00785
2764	0.21696	-0.00392	0.03536	-0.03211	0.44393	0.00811
2765	0.21596	-0.00399	0.03250	-0.03201	0.44388	0.00847
2766	0.21510	-0.00428	0.02987	-0.03203	0.44387	0.00879
2767	0.21449	-0.00452	0.02738	-0.03229	0.44383	0.00904
2768	0.21406	-0.00454	0.02502	-0.03277	0.44381	0.00923
2769	0.21371	-0.00441	0.02279	-0.03324	0.44399	0.00934
2770	0.21347	-0.00427	0.02069	-0.03332	0.44439	0.00935
2771	0.21334	-0.00426	0.01874	-0.03287	0.44480	0.00944
2772	0.21329	-0.00446	0.01698	-0.03213	0.44504	0.00968
2773	0.21335	-0.00485	0.01541	-0.03135	0.44513	0.00999
2774	0.21364	-0.00528	0.01403	-0.03052	0.44507	0.01030
2775	0.21411	-0.00567	0.01287	-0.02956	0.44487	0.01072
2776	0.21469	-0.00605	0.01186	-0.02853	0.44468	0.01131
2777	0.21532	-0.00649	0.01088	-0.02752	0.44477	0.01199
2778	0.21598	-0.00704	0.00991	-0.02661	0.44520	0.01267
2779	0.21659	-0.00767	0.00906	-0.02591	0.44576	0.01345
2780	0.21705	-0.00827	0.00837	-0.02542	0.44624	0.01452
2781	0.21740	-0.00870	0.00774	-0.02480	0.44655	0.01592
2782	0.21776	-0.00895	0.00709	-0.02368	0.44668	0.01765
2783	0.21822	-0.00913	0.00661	-0.02223	0.44670	0.01984
2784	0.21865	-0.00937	0.00654	-0.02089	0.44662	0.02261
2785	0.21884	-0.00970	0.00685	-0.01993	0.44640	0.02585
2786	0.21866	-0.01014	0.00731	-0.01932	0.44603	0.02910
2787	0.21826	-0.01065	0.00774	-0.01892	0.44565	0.03194
2788	0.21795	-0.01109	0.00805	-0.01854	0.44538	0.03427
2789	0.21791	-0.01128	0.00819	-0.01800	0.44514	0.03635
2790	0.21803	-0.01119	0.00822	-0.01731	0.44472	0.03861
2791	0.21813	-0.01098	0.00831	-0.01671	0.44397	0.04128
2792	0.21827	-0.01083	0.00852	-0.01643	0.44284	0.04425
2793	0.21859	-0.01077	0.00865	-0.01635	0.44132	0.04723
2794	0.21898	-0.01076	0.00858	-0.01605	0.43944	0.04999
2795	0.21920	-0.01080	0.00844	-0.01520	0.43715	0.05251
2796	0.21913	-0.01088	0.00851	-0.01373	0.43432	0.05489
2797	0.21892	-0.01103	0.00875	-0.01182	0.43079	0.05725
2798	0.21875	-0.01127	0.00894	-0.00976	0.42657	0.05954
2799	0.21868	-0.01155	0.00893	-0.00784	0.42185	0.06149
2800	0.21866	-0.01177	0.00878	-0.00605	0.41696	0.06297
2801	0.21866	-0.01189	0.00864	-0.00401	0.41232	0.06402
2802	0.21857	-0.01187	0.00860	-0.00140	0.40851	0.06459
2803	0.21829	-0.01172	0.00857	0.00156	0.40608	0.06454
