Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1384,0.1311,0.15572,1.00251,0.09352,0.46468,1.4756,0.31144,0.29591,1.51535,0.00787,0.37027,1.30632,0.35634,0.18247,1.33833,-0.02861,0.2754,1.32336,0.34022,0.0638,1.34086,0.17998,0.20436,1.63369,0.15872,0.15352,1.6172,0.13639,0.11673,1.25948,0.10781,0.11268,0.95848,0.07723,0.27778,0.76003,0.16823,0.03915,0.74569,0.09168,0.4214,0.33972,0.09858,-0.02143,0.30957,0.10135,0.50797,0.03577,0.097,-0.04995,0.02024,0.1017,0.51816,0.03454,0.11302,-0.0558,0.0197
1385,0.13112,0.15494,1.00295,0.09428,0.46264,1.47844,0.31117,0.29463,1.5173,0.00814,0.36998,1.30833,0.35656,0.18213,1.33981,-0.02843,0.27517,1.32454,0.34049,0.06315,1.34119,0.17995,0.20248,1.63359,0.15858,0.15159,1.61739,0.13627,0.11528,1.25961,0.10767,0.11187,0.95881,0.07745,0.27788,0.76094,0.16814,0.0386,0.74592,0.09239,0.4224,0.34126,0.09863,-0.02165,0.30973,0.10153,0.50783,0.03664,0.09704,-0.05005,0.0203,0.1019,0.518,0.03531,0.11305,-0.05594,0.01971
1386,0.13106,0.15431,1.00338,0.09524,0.46082,1.48106,0.31075,0.29348,1.51939,0.0085,0.36976,1.31036,0.35679,0.18188,1.34153,-0.0282,0.27527,1.32572,0.34056,0.06242,1.34179,0.17981,0.20076,1.63358,0.1583,0.14988,1.61756,0.13603,0.11405,1.25976,0.10739,0.11114,0.95904,0.07754,0.27815,0.76178,0.16799,0.03807,0.74599,0.09306,0.42363,0.34278,0.09875,-0.02185,0.30974,0.10189,0.50797,0.03759,0.09731,-0.05015,0.02046,0.10229,0.51813,0.0362,0.1133,-0.05607,0.01989
1387,0.13094,0.15377,1.00373,0.09594,0.45888,1.48354,0.31006,0.2922,1.52172,0.00881,0.36931,1.31235,0.35688,0.18157,1.34349,-0.02799,0.2753,1.32672,0.34047,0.06153,1.34282,0.17961,0.19915,1.63363,0.15808,0.14825,1.61767,0.13566,0.113,1.25982,0.10698,0.1105,0.95914,0.0776,0.27859,0.76251,0.16787,0.03756,0.74595,0.09379,0.42506,0.34426,0.09897,-0.0221,0.30964,0.10246,0.50828,0.03861,0.09766,-0.05025,0.02067,0.10288,0.51843,0.03715,0.11365,-0.05619,0.02017
1388,0.13089,0.15333,1.00408,0.09645,0.45697,1.48641,0.30929,0.29053,1.52435,0.00927,0.369,1.31451,0.35685,0.18141,1.34546,-0.0276,0.27528,1.32773,0.34053,0.06093,1.34389,0.1795,0.1976,1.63368,0.15819,0.14661,1.61774,0.13533,0.11202,1.25982,0.10661,0.10998,0.95922,0.0778,0.27917,0.76328,0.16785,0.03716,0.74589,0.09472,0.42657,0.34584,0.09927,-0.02231,0.30954,0.10303,0.50848,0.03969,0.09785,-0.05034,0.02081,0.10346,0.51862,0.03816,0.11385,-0.05626,0.02036
1389,0.13099,0.15299,1.00451,0.09712,0.45545,1.48997,0.30858,0.28861,1.52715,0.01012,0.36931,1.31703,0.35682,0.18164,1.34723,-0.02695,0.27542,1.32903,0.341,0.06098,1.34458,0.17958,0.19611,1.63372,0.15859,0.14496,1.61783,0.13518,0.11101,1.25986,0.10642,0.10963,0.9594,0.07813,0.2799,0.76426,0.16796,0.03699,0.74588,0.09576,0.42808,0.34762,0.09954,-0.02241,0.30953,0.10351,0.50845,0.04085,0.09783,-0.05041,0.02086,0.10392,0.51858,0.03924,0.11384,-0.05631,0.02042
1390,0.13116,0.15274,1.005,0.09784,0.45423,1.49387,0.30796,0.28692,1.52969,0.01116,0.37003,1.3197,0.35682,0.18205,1.34874,-0.02627,0.27561,1.33061,0.34166,0.06134,1.34494,0.17968,0.19471,1.63374,0.15899,0.14345,1.61786,0.13517,0.10995,1.25998,0.10637,0.10938,0.95961,0.07842,0.28077,0.76537,0.16813,0.03704,0.7459,0.09667,0.42967,0.34952,0.09975,-0.02239,0.30958,0.10393,0.50833,0.04208,0.09769,-0.0505,0.02092,0.10432,0.51845,0.04037,0.11371,-0.05637,0.02047
1391,0.13127,0.15253,1.00547,0.09828,0.45295,1.49748,0.30759,0.28588,1.53165,0.01202,0.37053,1.32212,0.3568,0.18231,1.35007,-0.02583,0.27557,1.33222,0.34211,0.06139,1.34538,0.17961,0.19351,1.63374,0.15913,0.1422,1.61772,0.13517,0.10892,1.26016,0.10634,0.10913,0.95976,0.07853,0.28174,0.76641,0.16829,0.03717,0.74593,0.0973,0.43151,0.35142,0.0999,-0.02233,0.30964,0.10438,0.5083,0.04325,0.0976,-0.05064,0.021,0.10474,0.51839,0.04142,0.11362,-0.05651,0.0205
1392,0.13128,0.15241,1.00591,0.09846,0.4514,1.50047,0.30759,0.28558,1.53312,0.01258,0.37051,1.32413,0.35676,0.18241,1.35139,-0.02561,0.27527,1.33361,0.34226,0.06109,1.34612,0.17931,0.19255,1.63373,0.15901,0.14127,1.61741,0.13511,0.10807,1.26034,0.10625,0.1089,0.95981,0.07854,0.28285,0.76738,0.16835,0.03729,0.74593,0.09779,0.43366,0.35333,0.09999,-0.02225,0.30965,0.10492,0.50843,0.04433,0.09757,-0.05081,0.02099,0.10526,0.5185,0.04236,0.11358,-0.0567,0.02044
