	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
1071	0.18685	0.45215	1.46164	-0.02711	0.57867	0.07964	0.32290	0.15192	0.16409	-0.06017	0.59498	0.49287	0.17619	0.38477	0.47152	-0.05096	0.41969	0.86776	0.12133	0.50633	0.85625	0.13153	0.26268	1.42078	0.24306	0.60388	1.42514	-0.13426	0.33218	1.42119	0.15401	0.85248	1.53180	0.04500	0.47480	1.53699	0.22272	0.73294	1.75024
1072	0.18552	0.45277	1.46289	-0.02710	0.57865	0.07973	0.32216	0.15484	0.16472	-0.05971	0.59510	0.49299	0.17566	0.38730	0.47254	-0.05075	0.42159	0.86871	0.12100	0.50928	0.85717	0.12917	0.26427	1.42085	0.24316	0.60375	1.42659	-0.13661	0.33378	1.41945	0.15086	0.85061	1.53449	0.04076	0.47666	1.53781	0.21776	0.73203	1.75401
1073	0.18434	0.45226	1.46423	-0.02737	0.57888	0.07983	0.32181	0.15810	0.16512	-0.05933	0.59526	0.49314	0.17563	0.38990	0.47360	-0.05057	0.42344	0.86964	0.12072	0.51204	0.85814	0.12635	0.26517	1.42147	0.24367	0.60331	1.42755	-0.13917	0.33556	1.41755	0.14763	0.84952	1.53366	0.03680	0.47835	1.53808	0.21181	0.73349	1.75535
1074	0.18295	0.45128	1.46559	-0.02784	0.57934	0.08010	0.32176	0.16171	0.16536	-0.05895	0.59566	0.49348	0.17605	0.39264	0.47470	-0.05052	0.42529	0.87065	0.12050	0.51443	0.85926	0.12293	0.26527	1.42258	0.24441	0.60260	1.42834	-0.14198	0.33771	1.41546	0.14455	0.84935	1.52956	0.03361	0.47937	1.53786	0.20538	0.73711	1.75412
1075	0.18138	0.45077	1.46683	-0.02817	0.57982	0.08050	0.32195	0.16551	0.16556	-0.05853	0.59628	0.49393	0.17679	0.39567	0.47574	-0.05060	0.42725	0.87171	0.12045	0.51636	0.86053	0.11911	0.26521	1.42398	0.24524	0.60164	1.42920	-0.14487	0.34050	1.41314	0.14209	0.85028	1.52217	0.03132	0.47989	1.53729	0.19874	0.74249	1.74999
1076	0.17978	0.45090	1.46796	-0.02812	0.58017	0.08078	0.32233	0.16935	0.16579	-0.05792	0.59686	0.49425	0.17770	0.39899	0.47660	-0.05081	0.42946	0.87277	0.12067	0.51778	0.86188	0.11511	0.26569	1.42547	0.24606	0.60047	1.43019	-0.14772	0.34426	1.41061	0.14095	0.85216	1.51209	0.02948	0.48083	1.53644	0.19204	0.74887	1.74328
1077	0.17831	0.45103	1.46901	-0.02780	0.58037	0.08082	0.32273	0.17308	0.16597	-0.05696	0.59719	0.49432	0.17865	0.40235	0.47730	-0.05111	0.43193	0.87380	0.12118	0.51870	0.86326	0.11064	0.26671	1.42690	0.24691	0.59901	1.43109	-0.15071	0.34929	1.40816	0.14144	0.85431	1.50040	0.02751	0.48310	1.53550	0.18544	0.75558	1.73502
1078	0.17696	0.45061	1.46991	-0.02755	0.58052	0.08067	0.32305	0.17655	0.16594	-0.05568	0.59732	0.49424	0.17958	0.40538	0.47789	-0.05135	0.43441	0.87476	0.12191	0.51927	0.86455	0.10521	0.26772	1.42827	0.24799	0.59721	1.43147	-0.15413	0.35563	1.40619	0.14318	0.85591	1.48796	0.02516	0.48690	1.53466	0.17915	0.76264	1.72615
1079	0.17556	0.44959	1.47069	-0.02754	0.58069	0.08049	0.32329	0.17966	0.16564	-0.05421	0.59753	0.49416	0.18059	0.40794	0.47833	-0.05136	0.43666	0.87556	0.12276	0.51977	0.86557	0.09867	0.26826	1.42974	0.24929	0.59510	1.43099	-0.15803	0.36287	1.40478	0.14560	0.85666	1.47498	0.02250	0.49171	1.53396	0.17346	0.77050	1.71691
1080	0.17385	0.44817	1.47165	-0.02747	0.58088	0.08031	0.32352	0.18226	0.16517	-0.05264	0.59803	0.49407	0.18178	0.41015	0.47859	-0.05108	0.43878	0.87615	0.12372	0.52043	0.86624	0.09137	0.26850	1.43141	0.25065	0.59276	1.42978	-0.16224	0.37041	1.40358	0.14852	0.85674	1.46118	0.01979	0.49661	1.53328	0.16874	0.77936	1.70681
1081	0.17181	0.44655	1.47307	-0.02703	0.58098	0.08007	0.32368	0.18407	0.16486	-0.05105	0.59883	0.49386	0.18315	0.41208	0.47873	-0.05059	0.44106	0.87656	0.12491	0.52123	0.86667	0.08382	0.26921	1.43312	0.25204	0.59015	1.42829	-0.16658	0.37797	1.40235	0.15205	0.85621	1.44614	0.01733	0.50085	1.53259	0.16516	0.78897	1.69521
1082	0.16972	0.44498	1.47479	-0.02633	0.58091	0.07975	0.32358	0.18497	0.16486	-0.04956	0.59970	0.49354	0.18450	0.41368	0.47886	-0.04993	0.44356	0.87691	0.12640	0.52188	0.86709	0.07643	0.27109	1.43469	0.25365	0.58720	1.42678	-0.17098	0.38569	1.40114	0.15625	0.85480	1.42971	0.01537	0.50428	1.53188	0.16238	0.79884	1.68182
1083	0.16791	0.44377	1.47634	-0.02584	0.58077	0.07948	0.32313	0.18509	0.16511	-0.04812	0.60053	0.49328	0.18563	0.41486	0.47904	-0.04924	0.44594	0.87727	0.12804	0.52211	0.86761	0.06932	0.27407	1.43623	0.25544	0.58402	1.42517	-0.17535	0.39366	1.40006	0.16098	0.85238	1.41233	0.01386	0.50723	1.53114	0.15982	0.80846	1.66688
1084	0.16634	0.44299	1.47750	-0.02583	0.58078	0.07938	0.32245	0.18478	0.16539	-0.04662	0.60133	0.49322	0.18653	0.41561	0.47924	-0.04870	0.44792	0.87768	0.12952	0.52189	0.86816	0.06252	0.27758	1.43791	0.25704	0.58077	1.42321	-0.17946	0.40172	1.39908	0.16597	0.84909	1.39473	0.01253	0.51024	1.53041	0.15718	0.81735	1.65094
1085	0.16483	0.44244	1.47841	-0.02614	0.58096	0.07939	0.32168	0.18427	0.16556	-0.04505	0.60206	0.49329	0.18736	0.41595	0.47946	-0.04839	0.44962	0.87813	0.13076	0.52132	0.86869	0.05615	0.28123	1.43981	0.25838	0.57746	1.42066	-0.18304	0.40975	1.39806	0.17095	0.84505	1.37755	0.01112	0.51394	1.52971	0.15473	0.82522	1.63460
1086	0.16328	0.44194	1.47932	-0.02648	0.58123	0.07937	0.32096	0.18358	0.16566	-0.04346	0.60261	0.49334	0.18824	0.41600	0.47970	-0.04813	0.45123	0.87859	0.13201	0.52042	0.86924	0.05013	0.28486	1.44206	0.26005	0.57400	1.41747	-0.18599	0.41779	1.39677	0.17590	0.84017	1.36111	0.00940	0.51877	1.52909	0.15283	0.83205	1.61827
1087	0.16169	0.44143	1.48040	-0.02663	0.58151	0.07925	0.32040	0.18265	0.16585	-0.04184	0.60300	0.49329	0.18919	0.41583	0.47996	-0.04774	0.45282	0.87898	0.13348	0.51913	0.86987	0.04401	0.28826	1.44488	0.26250	0.57025	1.41406	-0.18853	0.42582	1.39511	0.18113	0.83438	1.34535	0.00725	0.52453	1.52856	0.15154	0.83799	1.60194
1088	0.15986	0.44107	1.48173	-0.02650	0.58170	0.07909	0.32006	0.18153	0.16611	-0.04013	0.60341	0.49317	0.19010	0.41539	0.48023	-0.04722	0.45434	0.87928	0.13511	0.51761	0.87053	0.03726	0.29131	1.44828	0.26531	0.56592	1.41103	-0.19110	0.43381	1.39333	0.18703	0.82746	1.32996	0.00487	0.53051	1.52797	0.15058	0.84307	1.58522
1089	0.15754	0.44112	1.48325	-0.02612	0.58173	0.07897	0.31984	0.18036	0.16626	-0.03838	0.60399	0.49306	0.19081	0.41454	0.48053	-0.04669	0.45580	0.87948	0.13669	0.51603	0.87114	0.02974	0.29433	1.45182	0.26759	0.56064	1.40872	-0.19405	0.44193	1.39176	0.19365	0.81906	1.31464	0.00259	0.53615	1.52718	0.14980	0.84716	1.56765
1090	0.15481	0.44160	1.48481	-0.02555	0.58167	0.07894	0.31972	0.17923	0.16628	-0.03667	0.60469	0.49302	0.19133	0.41328	0.48091	-0.04627	0.45730	0.87972	0.13811	0.51442	0.87173	0.02189	0.29800	1.45501	0.26881	0.55452	1.40707	-0.19733	0.45047	1.39045	0.20059	0.80919	1.29940	0.00057	0.54153	1.52620	0.14939	0.85010	1.54927
1091	0.15200	0.44218	1.48646	-0.02492	0.58173	0.07894	0.31968	0.17793	0.16631	-0.03508	0.60539	0.49301	0.19193	0.41175	0.48137	-0.04603	0.45899	0.88005	0.13940	0.51264	0.87235	0.01443	0.30269	1.45770	0.26900	0.54839	1.40587	-0.20049	0.45957	1.38933	0.20723	0.79856	1.28461	-0.00101	0.54700	1.52515	0.14964	0.85181	1.53073
1092	0.14920	0.44243	1.48829	-0.02442	0.58197	0.07889	0.31965	0.17622	0.16639	-0.03363	0.60604	0.49296	0.19293	0.41007	0.48185	-0.04596	0.46079	0.88039	0.14057	0.51053	0.87296	0.00771	0.30821	1.46003	0.26839	0.54302	1.40485	-0.20316	0.46905	1.38837	0.21310	0.78795	1.27048	-0.00200	0.55264	1.52412	0.15059	0.85228	1.51273
1093	0.14620	0.44222	1.49031	-0.02419	0.58223	0.07872	0.31954	0.17413	0.16635	-0.03226	0.60668	0.49279	0.19437	0.40822	0.48223	-0.04597	0.46249	0.88057	0.14161	0.50819	0.87342	0.00137	0.31394	1.46218	0.26722	0.53843	1.40364	-0.20530	0.47883	1.38750	0.21815	0.77752	1.25690	-0.00237	0.55837	1.52306	0.15202	0.85173	1.49533
1094	0.14293	0.44173	1.49239	-0.02415	0.58233	0.07845	0.31947	0.17188	0.16604	-0.03086	0.60735	0.49251	0.19601	0.40617	0.48245	-0.04601	0.46405	0.88057	0.14247	0.50586	0.87361	-0.00531	0.31940	1.46433	0.26584	0.53395	1.40198	-0.20698	0.48893	1.38645	0.22273	0.76684	1.24385	-0.00234	0.56427	1.52183	0.15362	0.85063	1.47822
1095	0.13973	0.44132	1.49438	-0.02409	0.58230	0.07820	0.31965	0.16957	0.16557	-0.02938	0.60802	0.49224	0.19765	0.40387	0.48254	-0.04607	0.46558	0.88054	0.14319	0.50369	0.87353	-0.01258	0.32449	1.46665	0.26475	0.52901	1.40010	-0.20827	0.49916	1.38497	0.22731	0.75549	1.23155	-0.00212	0.57042	1.52027	0.15522	0.84943	1.46113
1096	0.13695	0.44118	1.49612	-0.02389	0.58226	0.07798	0.32012	0.16701	0.16521	-0.02792	0.60855	0.49200	0.19925	0.40137	0.48257	-0.04613	0.46710	0.88060	0.14380	0.50167	0.87330	-0.01994	0.32937	1.46914	0.26418	0.52352	1.39851	-0.20912	0.50908	1.38317	0.23214	0.74328	1.22023	-0.00169	0.57660	1.51844	0.15684	0.84811	1.44399
1097	0.13460	0.44132	1.49757	-0.02369	0.58223	0.07771	0.32060	0.16403	0.16506	-0.02670	0.60879	0.49172	0.20084	0.39875	0.48258	-0.04615	0.46845	0.88066	0.14434	0.49969	0.87300	-0.02666	0.33422	1.47150	0.26384	0.51786	1.39735	-0.20936	0.51852	1.38134	0.23705	0.73052	1.20984	-0.00080	0.58236	1.51666	0.15879	0.84639	1.42704
1098	0.13242	0.44173	1.49878	-0.02369	0.58208	0.07739	0.32073	0.16073	0.16493	-0.02576	0.60872	0.49140	0.20255	0.39601	0.48263	-0.04621	0.46954	0.88071	0.14476	0.49761	0.87268	-0.03244	0.33916	1.47341	0.26326	0.51239	1.39633	-0.20893	0.52765	1.37962	0.24167	0.71783	1.20029	0.00080	0.58735	1.51502	0.16139	0.84416	1.41082
1099	0.13026	0.44238	1.49988	-0.02394	0.58180	0.07713	0.32036	0.15740	0.16459	-0.02493	0.60848	0.49114	0.20446	0.39310	0.48281	-0.04642	0.47048	0.88081	0.14499	0.49527	0.87246	-0.03734	0.34423	1.47486	0.26242	0.50718	1.39526	-0.20820	0.53625	1.37785	0.24593	0.70557	1.19161	0.00282	0.59153	1.51312	0.16460	0.84153	1.39564
1100	0.12814	0.44324	1.50089	-0.02424	0.58149	0.07699	0.31954	0.15417	0.16412	-0.02409	0.60825	0.49099	0.20641	0.39002	0.48322	-0.04676	0.47143	0.88102	0.14507	0.49272	0.87244	-0.04148	0.34934	1.47608	0.26180	0.50222	1.39443	-0.20772	0.54376	1.37589	0.25019	0.69356	1.18382	0.00460	0.59509	1.51067	0.16804	0.83859	1.38117
1101	0.12615	0.44422	1.50183	-0.02437	0.58131	0.07683	0.31837	0.15097	0.16377	-0.02330	0.60805	0.49084	0.20822	0.38695	0.48383	-0.04705	0.47243	0.88122	0.14513	0.49021	0.87262	-0.04511	0.35453	1.47713	0.26187	0.49755	1.39417	-0.20760	0.55047	1.37381	0.25456	0.68137	1.17677	0.00577	0.59843	1.50819	0.17147	0.83522	1.36691
1102	0.12433	0.44514	1.50284	-0.02426	0.58128	0.07650	0.31690	0.14774	0.16358	-0.02269	0.60772	0.49053	0.20984	0.38396	0.48450	-0.04721	0.47341	0.88131	0.14526	0.48785	0.87289	-0.04881	0.36009	1.47780	0.26252	0.49328	1.39435	-0.20735	0.55779	1.37171	0.25854	0.66879	1.17011	0.00659	0.60191	1.50650	0.17488	0.83105	1.35287
1103	0.12273	0.44586	1.50412	-0.02397	0.58131	0.07601	0.31526	0.14450	0.16335	-0.02226	0.60710	0.49007	0.21136	0.38098	0.48512	-0.04736	0.47434	0.88135	0.14534	0.48550	0.87309	-0.05309	0.36612	1.47803	0.26318	0.48946	1.39460	-0.20651	0.56658	1.36963	0.26150	0.65595	1.16356	0.00751	0.60569	1.50582	0.17833	0.82584	1.33948
1104	0.12130	0.44649	1.50568	-0.02357	0.58126	0.07554	0.31365	0.14123	0.16305	-0.02189	0.60621	0.48966	0.21282	0.37785	0.48569	-0.04760	0.47529	0.88151	0.14526	0.48295	0.87324	-0.05764	0.37219	1.47811	0.26334	0.48593	1.39472	-0.20507	0.57601	1.36767	0.26352	0.64300	1.15717	0.00868	0.60965	1.50574	0.18185	0.81972	1.32696
1105	0.11997	0.44721	1.50732	-0.02313	0.58111	0.07525	0.31220	0.13779	0.16288	-0.02142	0.60521	0.48941	0.21413	0.37449	0.48631	-0.04781	0.47627	0.88188	0.14516	0.48014	0.87346	-0.06166	0.37780	1.47838	0.26306	0.48239	1.39491	-0.20331	0.58461	1.36596	0.26515	0.62991	1.15132	0.01001	0.61368	1.50573	0.18545	0.81305	1.31514
1106	0.11874	0.44810	1.50885	-0.02274	0.58088	0.07513	0.31065	0.13408	0.16298	-0.02076	0.60419	0.48935	0.21516	0.37092	0.48708	-0.04776	0.47719	0.88241	0.14524	0.47715	0.87390	-0.06462	0.38296	1.47881	0.26276	0.47853	1.39543	-0.20149	0.59189	1.36440	0.26681	0.61668	1.14643	0.01149	0.61755	1.50533	0.18913	0.80610	1.30396
1107	0.11770	0.44892	1.51028	-0.02249	0.58059	0.07511	0.30864	0.13014	0.16328	-0.01994	0.60315	0.48936	0.21577	0.36722	0.48797	-0.04736	0.47803	0.88299	0.14561	0.47410	0.87457	-0.06671	0.38814	1.47915	0.26263	0.47436	1.39634	-0.19980	0.59831	1.36257	0.26866	0.60360	1.14264	0.01306	0.62089	1.50421	0.19292	0.79905	1.29361
1108	0.11694	0.44942	1.51168	-0.02236	0.58030	0.07509	0.30608	0.12608	0.16366	-0.01912	0.60216	0.48938	0.21590	0.36348	0.48887	-0.04674	0.47874	0.88353	0.14612	0.47098	0.87537	-0.06856	0.39356	1.47936	0.26243	0.47022	1.39755	-0.19825	0.60436	1.36014	0.27072	0.59107	1.13980	0.01452	0.62368	1.50240	0.19678	0.79201	1.28432
1109	0.11650	0.44960	1.51305	-0.02227	0.58012	0.07504	0.30320	0.12203	0.16398	-0.01845	0.60134	0.48935	0.21572	0.35973	0.48971	-0.04616	0.47934	0.88394	0.14653	0.46781	0.87615	-0.07063	0.39904	1.47966	0.26200	0.46637	1.39896	-0.19667	0.61009	1.35700	0.27297	0.57927	1.13773	0.01570	0.62633	1.50025	0.20057	0.78502	1.27613
1110	0.11630	0.44966	1.51431	-0.02217	0.58008	0.07498	0.30011	0.11795	0.16420	-0.01798	0.60076	0.48931	0.21544	0.35595	0.49045	-0.04581	0.47994	0.88426	0.14664	0.46464	0.87679	-0.07300	0.40431	1.48014	0.26151	0.46276	1.40046	-0.19469	0.61537	1.35317	0.27514	0.56808	1.13621	0.01670	0.62920	1.49811	0.20420	0.77808	1.26886
1111	0.11606	0.44982	1.51542	-0.02206	0.58020	0.07496	0.29670	0.11370	0.16441	-0.01761	0.60025	0.48933	0.21521	0.35216	0.49114	-0.04573	0.48066	0.88462	0.14638	0.46157	0.87727	-0.07542	0.40931	1.48062	0.26112	0.45922	1.40185	-0.19209	0.62027	1.34886	0.27689	0.55725	1.13493	0.01790	0.63217	1.49599	0.20768	0.77112	1.26219
1112	0.11549	0.45018	1.51641	-0.02200	0.58047	0.07503	0.29275	0.10927	0.16468	-0.01717	0.59955	0.48944	0.21501	0.34841	0.49182	-0.04585	0.48139	0.88512	0.14585	0.45865	0.87766	-0.07759	0.41414	1.48092	0.26072	0.45575	1.40307	-0.18905	0.62504	1.34464	0.27818	0.54646	1.13368	0.01958	0.63476	1.49385	0.21115	0.76397	1.25584
1113	0.11451	0.45070	1.51732	-0.02199	0.58080	0.07514	0.28820	0.10483	0.16491	-0.01664	0.59853	0.48960	0.21478	0.34473	0.49250	-0.04596	0.48197	0.88571	0.14529	0.45580	0.87804	-0.07936	0.41888	1.48115	0.26014	0.45234	1.40419	-0.18594	0.62983	1.34110	0.27923	0.53556	1.13250	0.02174	0.63673	1.49179	0.21475	0.75653	1.24973
1114	0.11330	0.45119	1.51824	-0.02200	0.58107	0.07521	0.28314	0.10059	0.16491	-0.01610	0.59727	0.48972	0.21451	0.34104	0.49312	-0.04580	0.48253	0.88633	0.14493	0.45281	0.87844	-0.08067	0.42347	1.48152	0.25947	0.44886	1.40527	-0.18292	0.63447	1.33835	0.28022	0.52470	1.13155	0.02422	0.63841	1.48988	0.21842	0.74888	1.24404
1115	0.11213	0.45151	1.51922	-0.02202	0.58114	0.07519	0.27759	0.09656	0.16445	-0.01570	0.59591	0.48975	0.21418	0.33716	0.49361	-0.04527	0.48321	0.88696	0.14478	0.44948	0.87880	-0.08167	0.42792	1.48198	0.25884	0.44514	1.40626	-0.17974	0.63886	1.33584	0.28120	0.51420	1.13088	0.02691	0.64046	1.48808	0.22199	0.74119	1.23903
1116	0.11109	0.45164	1.52023	-0.02211	0.58097	0.07513	0.27142	0.09275	0.16342	-0.01545	0.59459	0.48973	0.21373	0.33292	0.49394	-0.04452	0.48396	0.88756	0.14469	0.44588	0.87901	-0.08266	0.43233	1.48225	0.25812	0.44108	1.40708	-0.17602	0.64317	1.33291	0.28222	0.50407	1.13039	0.02976	0.64309	1.48633	0.22533	0.73341	1.23478
1117	0.11019	0.45162	1.52124	-0.02226	0.58068	0.07513	0.26460	0.08933	0.16179	-0.01520	0.59342	0.48974	0.21309	0.32831	0.49419	-0.04368	0.48463	0.88812	0.14459	0.44226	0.87907	-0.08385	0.43673	1.48218	0.25712	0.43661	1.40772	-0.17158	0.64735	1.32916	0.28335	0.49406	1.13003	0.03260	0.64585	1.48469	0.22851	0.72537	1.23108
1118	0.10953	0.45140	1.52222	-0.02246	0.58045	0.07515	0.25734	0.08663	0.15959	-0.01469	0.59244	0.48978	0.21222	0.32347	0.49445	-0.04275	0.48515	0.88860	0.14454	0.43873	0.87908	-0.08505	0.44086	1.48202	0.25592	0.43169	1.40836	-0.16663	0.65070	1.32458	0.28456	0.48390	1.12987	0.03522	0.64811	1.48312	0.23172	0.71707	1.22768
1119	0.10919	0.45092	1.52313	-0.02264	0.58032	0.07512	0.24986	0.08485	0.15694	-0.01377	0.59165	0.48974	0.21107	0.31865	0.49471	-0.04163	0.48548	0.88887	0.14467	0.43525	0.87916	-0.08579	0.44449	1.48206	0.25486	0.42646	1.40924	-0.16160	0.65266	1.31961	0.28564	0.47363	1.13008	0.03765	0.64961	1.48140	0.23512	0.70872	1.22446
1120	0.10918	0.45026	1.52393	-0.02277	0.58031	0.07493	0.24226	0.08381	0.15405	-0.01261	0.59105	0.48954	0.20961	0.31412	0.49485	-0.04033	0.48555	0.88886	0.14497	0.43175	0.87928	-0.08581	0.44771	1.48224	0.25417	0.42115	1.41046	-0.15694	0.65379	1.31508	0.28654	0.46358	1.13072	0.04021	0.65045	1.47940	0.23866	0.70067	1.22140
1121	0.10941	0.44946	1.52477	-0.02279	0.58041	0.07468	0.23458	0.08313	0.15116	-0.01156	0.59048	0.48928	0.20793	0.31008	0.49473	-0.03896	0.48536	0.88871	0.14535	0.42821	0.87935	-0.08532	0.45075	1.48218	0.25381	0.41591	1.41190	-0.15290	0.65515	1.31151	0.28743	0.45414	1.13170	0.04304	0.65087	1.47726	0.24214	0.69311	1.21870
1122	0.10969	0.44844	1.52579	-0.02268	0.58064	0.07454	0.22680	0.08261	0.14840	-0.01077	0.58972	0.48914	0.20613	0.30656	0.49434	-0.03758	0.48498	0.88872	0.14570	0.42463	0.87933	-0.08476	0.45364	1.48174	0.25362	0.41080	1.41327	-0.14928	0.65702	1.30868	0.28856	0.44553	1.13277	0.04593	0.65106	1.47523	0.24535	0.68596	1.21676
1123	0.10986	0.44717	1.52687	-0.02245	0.58089	0.07460	0.21897	0.08234	0.14569	-0.01005	0.58858	0.48921	0.20431	0.30337	0.49381	-0.03618	0.48447	0.88900	0.14602	0.42097	0.87927	-0.08441	0.45617	1.48107	0.25346	0.40594	1.41439	-0.14566	0.65868	1.30582	0.28994	0.43756	1.13372	0.04871	0.65098	1.47328	0.24835	0.67895	1.21576
1124	0.10990	0.44576	1.52778	-0.02210	0.58100	0.07474	0.21123	0.08243	0.14299	-0.00914	0.58715	0.48936	0.20250	0.30031	0.49328	-0.03475	0.48386	0.88940	0.14631	0.41725	0.87925	-0.08424	0.45810	1.48039	0.25332	0.40150	1.41529	-0.14173	0.65940	1.30250	0.29126	0.42994	1.13447	0.05151	0.65056	1.47120	0.25145	0.67201	1.21538
1125	0.10989	0.44428	1.52848	-0.02172	0.58094	0.07484	0.20373	0.08281	0.14034	-0.00801	0.58561	0.48946	0.20064	0.29729	0.49282	-0.03328	0.48308	0.88971	0.14661	0.41341	0.87935	-0.08407	0.45947	1.47971	0.25325	0.39741	1.41610	-0.13762	0.65914	1.29878	0.29220	0.42270	1.13512	0.05436	0.64992	1.46890	0.25478	0.66544	1.21514
1126	0.11004	0.44269	1.52902	-0.02153	0.58076	0.07488	0.19652	0.08333	0.13782	-0.00684	0.58406	0.48948	0.19872	0.29432	0.49241	-0.03176	0.48212	0.88990	0.14688	0.40929	0.87958	-0.08375	0.46070	1.47901	0.25331	0.39321	1.41697	-0.13368	0.65843	1.29494	0.29281	0.41600	1.13585	0.05712	0.64934	1.46640	0.25818	0.65947	1.21494
1127	0.11060	0.44096	1.52941	-0.02165	0.58052	0.07490	0.18957	0.08390	0.13538	-0.00574	0.58255	0.48946	0.19675	0.29141	0.49195	-0.03018	0.48104	0.89002	0.14705	0.40482	0.87986	-0.08328	0.46224	1.47835	0.25357	0.38846	1.41796	-0.13012	0.65777	1.29114	0.29353	0.40979	1.13680	0.05975	0.64884	1.46363	0.26150	0.65391	1.21496
1128	0.11164	0.43914	1.52959	-0.02192	0.58025	0.07491	0.18297	0.08457	0.13288	-0.00467	0.58112	0.48942	0.19472	0.28845	0.49142	-0.02850	0.47993	0.89010	0.14715	0.40013	0.88010	-0.08270	0.46413	1.47785	0.25392	0.38344	1.41898	-0.12683	0.65723	1.28750	0.29478	0.40371	1.13787	0.06242	0.64826	1.46066	0.26474	0.64834	1.21520
1129	0.11287	0.43732	1.52963	-0.02207	0.57998	0.07486	0.17688	0.08539	0.13026	-0.00360	0.57970	0.48932	0.19256	0.28530	0.49087	-0.02678	0.47883	0.89012	0.14726	0.39555	0.88023	-0.08202	0.46603	1.47757	0.25406	0.37883	1.41986	-0.12346	0.65657	1.28405	0.29652	0.39739	1.13886	0.06528	0.64749	1.45777	0.26804	0.64246	1.21538
