	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	Neck_Joint_Position	Neck_Joint_Position	Neck_Joint_Position	L_ANKLE_POSITION	L_ANKLE_POSITION	L_ANKLE_POSITION	R_ANKLE_POSITION	R_ANKLE_POSITION	R_ANKLE_POSITION	L_KNEE_POSITION	L_KNEE_POSITION	L_KNEE_POSITION	R_KNEE_POSITION	R_KNEE_POSITION	R_KNEE_POSITION	L_HIP_POSITION	L_HIP_POSITION	L_HIP_POSITION	R_HIP_POSITION	R_HIP_POSITION	R_HIP_POSITION	L_SHOULDER_POSITION	L_SHOULDER_POSITION	L_SHOULDER_POSITION	R_SHOULDER_POSITION	R_SHOULDER_POSITION	R_SHOULDER_POSITION	L_ELBOW_POSITION	L_ELBOW_POSITION	L_ELBOW_POSITION	R_ELBOW_POSITION	R_ELBOW_POSITION	R_ELBOW_POSITION	L_WRIST_POSITION	L_WRIST_POSITION	L_WRIST_POSITION	R_WRIST_POSITION	R_WRIST_POSITION	R_WRIST_POSITION
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.20234	0.25983	1.52083	0.03682	0.48636	0.07503	0.17958	0.09329	0.07234	0.07139	0.43476	0.48522	0.22522	0.17029	0.47513	0.08904	0.29562	0.87469	0.25933	0.20451	0.87945	0.01952	0.29710	1.44138	0.34734	0.17091	1.44741	-0.04373	0.41647	1.20216	0.44118	0.29516	1.20896	0.08943	0.49564	1.40682	0.35923	0.43450	1.41045
2	0.20183	0.25806	1.52095	0.03659	0.48653	0.07532	0.17946	0.09329	0.07233	0.07130	0.43357	0.48533	0.22566	0.17021	0.47507	0.08938	0.29386	0.87456	0.25996	0.20328	0.87947	0.01975	0.29476	1.44159	0.34786	0.16914	1.44733	-0.04315	0.41190	1.20119	0.44043	0.29341	1.20839	0.08900	0.49289	1.40578	0.35813	0.43313	1.40946
3	0.20136	0.25608	1.52132	0.03631	0.48677	0.07566	0.17921	0.09329	0.07241	0.07105	0.43258	0.48550	0.22604	0.17013	0.47509	0.08968	0.29225	0.87449	0.26058	0.20230	0.87954	0.02002	0.29238	1.44209	0.34862	0.16784	1.44721	-0.04260	0.40688	1.20034	0.43971	0.29205	1.20767	0.08846	0.49007	1.40476	0.35688	0.43213	1.40828
4	0.20126	0.25418	1.52167	0.03608	0.48694	0.07604	0.17903	0.09327	0.07253	0.07065	0.43178	0.48578	0.22631	0.16993	0.47520	0.08997	0.29076	0.87448	0.26121	0.20147	0.87966	0.02023	0.29018	1.44235	0.34948	0.16701	1.44716	-0.04195	0.40214	1.19930	0.43901	0.29092	1.20689	0.08800	0.48726	1.40364	0.35556	0.43141	1.40695
5	0.20141	0.25258	1.52175	0.03601	0.48688	0.07643	0.17908	0.09323	0.07261	0.07023	0.43103	0.48610	0.22654	0.16959	0.47531	0.09026	0.28926	0.87449	0.26186	0.20067	0.87978	0.02028	0.28810	1.44214	0.35030	0.16642	1.44727	-0.04114	0.39803	1.19798	0.43836	0.28968	1.20611	0.08782	0.48445	1.40238	0.35431	0.43068	1.40556
6	0.20171	0.25128	1.52156	0.03600	0.48663	0.07673	0.17931	0.09317	0.07258	0.06990	0.43025	0.48635	0.22690	0.16916	0.47533	0.09055	0.28776	0.87445	0.26251	0.19987	0.87980	0.02021	0.28606	1.44162	0.35090	0.16578	1.44740	-0.04025	0.39437	1.19649	0.43779	0.28813	1.20536	0.08778	0.48180	1.40106	0.35320	0.42964	1.40422
7	0.20217	0.25018	1.52130	0.03586	0.48636	0.07691	0.17951	0.09306	0.07243	0.06977	0.42944	0.48646	0.22748	0.16871	0.47521	0.09082	0.28628	0.87429	0.26313	0.19909	0.87970	0.02019	0.28412	1.44103	0.35122	0.16500	1.44736	-0.03934	0.39096	1.19504	0.43731	0.28631	1.20451	0.08757	0.47961	1.39978	0.35222	0.42820	1.40289
8	0.20277	0.24919	1.52115	0.03558	0.48626	0.07702	0.17952	0.09292	0.07225	0.06979	0.42856	0.48643	0.22815	0.16832	0.47500	0.09110	0.28485	0.87404	0.26376	0.19835	0.87952	0.02022	0.28239	1.44052	0.35135	0.16423	1.44710	-0.03838	0.38779	1.19368	0.43694	0.28436	1.20349	0.08721	0.47798	1.39856	0.35141	0.42662	1.40142
9	0.20327	0.24818	1.52121	0.03542	0.48631	0.07708	0.17939	0.09282	0.07213	0.06982	0.42760	0.48633	0.22870	0.16809	0.47481	0.09144	0.28354	0.87380	0.26437	0.19761	0.87937	0.02008	0.28090	1.44011	0.35144	0.16367	1.44679	-0.03735	0.38481	1.19237	0.43671	0.28244	1.20240	0.08714	0.47662	1.39720	0.35087	0.42525	1.39979
10	0.20339	0.24700	1.52145	0.03546	0.48631	0.07702	0.17921	0.09286	0.07208	0.06966	0.42653	0.48613	0.22904	0.16807	0.47471	0.09178	0.28243	0.87355	0.26488	0.19683	0.87930	0.01965	0.27952	1.43974	0.35151	0.16330	1.44664	-0.03642	0.38180	1.19100	0.43653	0.28060	1.20145	0.08773	0.47505	1.39540	0.35059	0.42420	1.39824
11	0.20315	0.24574	1.52162	0.03548	0.48614	0.07683	0.17911	0.09300	0.07206	0.06923	0.42539	0.48584	0.22923	0.16825	0.47465	0.09199	0.28144	0.87328	0.26519	0.19607	0.87930	0.01909	0.27802	1.43928	0.35143	0.16291	1.44666	-0.03577	0.37847	1.18954	0.43620	0.27880	1.20072	0.08894	0.47304	1.39297	0.35035	0.42324	1.39692
12	0.20285	0.24470	1.52142	0.03531	0.48588	0.07666	0.17916	0.09314	0.07204	0.06875	0.42422	0.48556	0.22934	0.16847	0.47461	0.09199	0.28042	0.87303	0.26535	0.19538	0.87931	0.01865	0.27636	1.43870	0.35112	0.16236	1.44667	-0.03543	0.37479	1.18798	0.43558	0.27696	1.20002	0.09046	0.47080	1.39000	0.34987	0.42217	1.39572
13	0.20276	0.24410	1.52085	0.03502	0.48559	0.07662	0.17932	0.09319	0.07199	0.06847	0.42307	0.48539	0.22934	0.16855	0.47457	0.09185	0.27925	0.87284	0.26544	0.19471	0.87931	0.01836	0.27473	1.43800	0.35067	0.16164	1.44646	-0.03511	0.37108	1.18635	0.43471	0.27506	1.19912	0.09178	0.46874	1.38696	0.34914	0.42095	1.39438
14	0.20293	0.24374	1.52025	0.03471	0.48514	0.07665	0.17942	0.09316	0.07186	0.06838	0.42187	0.48529	0.22929	0.16839	0.47448	0.09167	0.27801	0.87273	0.26555	0.19405	0.87925	0.01803	0.27327	1.43718	0.35034	0.16086	1.44602	-0.03445	0.36784	1.18464	0.43379	0.27321	1.19799	0.09232	0.46726	1.38446	0.34851	0.41980	1.39283
15	0.20329	0.24318	1.52005	0.03443	0.48436	0.07658	0.17938	0.09309	0.07169	0.06825	0.42049	0.48511	0.22936	0.16808	0.47434	0.09159	0.27690	0.87265	0.26574	0.19350	0.87911	0.01758	0.27193	1.43618	0.35044	0.16024	1.44559	-0.03336	0.36518	1.18283	0.43302	0.27154	1.19679	0.09187	0.46651	1.38266	0.34831	0.41901	1.39122
16	0.20373	0.24218	1.52029	0.03422	0.48331	0.07633	0.17932	0.09303	0.07159	0.06794	0.41887	0.48478	0.22966	0.16773	0.47425	0.09170	0.27608	0.87259	0.26606	0.19313	0.87902	0.01718	0.27058	1.43516	0.35093	0.15984	1.44540	-0.03217	0.36266	1.18108	0.43252	0.26999	1.19577	0.09097	0.46637	1.38099	0.34849	0.41858	1.38964
17	0.20405	0.24097	1.52063	0.03409	0.48224	0.07602	0.17936	0.09296	0.07162	0.06762	0.41710	0.48437	0.23006	0.16739	0.47429	0.09194	0.27553	0.87260	0.26644	0.19287	0.87905	0.01701	0.26927	1.43441	0.35129	0.15959	1.44545	-0.03138	0.35988	1.17962	0.43225	0.26840	1.19503	0.09051	0.46645	1.37878	0.34868	0.41824	1.38813
18	0.20405	0.24001	1.52075	0.03397	0.48139	0.07580	0.17948	0.09284	0.07171	0.06739	0.41538	0.48402	0.23038	0.16704	0.47440	0.09215	0.27508	0.87267	0.26674	0.19261	0.87916	0.01707	0.26820	1.43400	0.35114	0.15941	1.44554	-0.03109	0.35691	1.17849	0.43203	0.26672	1.19445	0.09087	0.46636	1.37605	0.34859	0.41769	1.38673
19	0.20359	0.23950	1.52063	0.03382	0.48084	0.07569	0.17955	0.09266	0.07173	0.06719	0.41383	0.48376	0.23049	0.16672	0.47443	0.09220	0.27449	0.87274	0.26690	0.19226	0.87919	0.01722	0.26747	1.43378	0.35066	0.15923	1.44556	-0.03105	0.35407	1.17756	0.43171	0.26502	1.19388	0.09151	0.46593	1.37339	0.34824	0.41696	1.38538
20	0.20276	0.23931	1.52047	0.03373	0.48051	0.07565	0.17952	0.09250	0.07159	0.06687	0.41234	0.48354	0.23040	0.16653	0.47431	0.09210	0.27377	0.87279	0.26693	0.19179	0.87907	0.01733	0.26702	1.43365	0.35035	0.15891	1.44558	-0.03107	0.35158	1.17678	0.43134	0.26332	1.19330	0.09166	0.46543	1.37134	0.34786	0.41628	1.38399
21	0.20186	0.23923	1.52046	0.03377	0.48027	0.07566	0.17952	0.09250	0.07134	0.06648	0.41078	0.48336	0.23021	0.16644	0.47410	0.09198	0.27312	0.87291	0.26690	0.19132	0.87887	0.01726	0.26679	1.43363	0.35039	0.15829	1.44566	-0.03117	0.34957	1.17619	0.43101	0.26157	1.19280	0.09126	0.46520	1.36990	0.34770	0.41574	1.38259
22	0.20120	0.23920	1.52057	0.03387	0.47998	0.07574	0.17970	0.09266	0.07111	0.06620	0.40918	0.48324	0.23003	0.16635	0.47396	0.09193	0.27272	0.87320	0.26687	0.19092	0.87874	0.01701	0.26678	1.43366	0.35056	0.15740	1.44578	-0.03133	0.34812	1.17574	0.43074	0.25980	1.19242	0.09105	0.46521	1.36861	0.34773	0.41515	1.38138
23	0.20083	0.23917	1.52072	0.03389	0.47959	0.07589	0.17999	0.09279	0.07102	0.06609	0.40768	0.48321	0.22998	0.16620	0.47396	0.09197	0.27255	0.87362	0.26686	0.19064	0.87875	0.01670	0.26703	1.43363	0.35056	0.15661	1.44588	-0.03147	0.34723	1.17533	0.43053	0.25823	1.19214	0.09159	0.46531	1.36715	0.34776	0.41446	1.38048
24	0.20062	0.23903	1.52086	0.03377	0.47910	0.07604	0.18023	0.09272	0.07106	0.06601	0.40632	0.48320	0.23011	0.16603	0.47404	0.09200	0.27247	0.87405	0.26684	0.19042	0.87884	0.01656	0.26745	1.43349	0.35033	0.15633	1.44599	-0.03154	0.34676	1.17489	0.43051	0.25706	1.19197	0.09252	0.46550	1.36566	0.34763	0.41381	1.37982
25	0.20047	0.23877	1.52099	0.03357	0.47856	0.07616	0.18033	0.09248	0.07116	0.06576	0.40506	0.48319	0.23037	0.16587	0.47410	0.09188	0.27228	0.87440	0.26670	0.19018	0.87894	0.01667	0.26780	1.43326	0.34996	0.15653	1.44618	-0.03164	0.34656	1.17453	0.43071	0.25629	1.19195	0.09311	0.46585	1.36451	0.34743	0.41342	1.37930
26	0.20039	0.23849	1.52112	0.03339	0.47811	0.07632	0.18032	0.09225	0.07124	0.06536	0.40387	0.48324	0.23063	0.16569	0.47414	0.09160	0.27194	0.87472	0.26644	0.18987	0.87904	0.01692	0.26793	1.43301	0.34963	0.15677	1.44647	-0.03192	0.34652	1.17433	0.43094	0.25570	1.19210	0.09310	0.46618	1.36389	0.34736	0.41333	1.37890
27	0.20041	0.23831	1.52127	0.03324	0.47787	0.07660	0.18029	0.09213	0.07135	0.06503	0.40283	0.48339	0.23071	0.16552	0.47424	0.09126	0.27165	0.87512	0.26612	0.18960	0.87918	0.01702	0.26802	1.43283	0.34947	0.15675	1.44688	-0.03248	0.34660	1.17428	0.43096	0.25512	1.19235	0.09278	0.46627	1.36368	0.34745	0.41340	1.37862
28	0.20044	0.23831	1.52139	0.03303	0.47783	0.07694	0.18027	0.09211	0.07150	0.06490	0.40193	0.48356	0.23055	0.16544	0.47442	0.09097	0.27151	0.87556	0.26582	0.18944	0.87937	0.01679	0.26834	1.43280	0.34944	0.15650	1.44737	-0.03310	0.34691	1.17432	0.43080	0.25456	1.19267	0.09266	0.46615	1.36365	0.34749	0.41357	1.37842
29	0.20032	0.23843	1.52145	0.03277	0.47776	0.07716	0.18022	0.09218	0.07166	0.06494	0.40111	0.48362	0.23025	0.16553	0.47461	0.09080	0.27148	0.87589	0.26566	0.18944	0.87956	0.01631	0.26892	1.43291	0.34935	0.15615	1.44782	-0.03350	0.34754	1.17443	0.43062	0.25420	1.19310	0.09295	0.46607	1.36376	0.34725	0.41385	1.37827
30	0.19993	0.23850	1.52152	0.03253	0.47751	0.07721	0.18008	0.09237	0.07178	0.06501	0.40028	0.48354	0.22996	0.16575	0.47474	0.09077	0.27152	0.87611	0.26570	0.18963	0.87966	0.01580	0.26951	1.43310	0.34888	0.15572	1.44804	-0.03360	0.34838	1.17462	0.43055	0.25413	1.19358	0.09331	0.46626	1.36405	0.34692	0.41407	1.37838
31	0.19927	0.23838	1.52170	0.03234	0.47711	0.07718	0.17988	0.09267	0.07182	0.06501	0.39945	0.48341	0.22975	0.16597	0.47480	0.09079	0.27166	0.87629	0.26578	0.18987	0.87969	0.01538	0.26994	1.43331	0.34789	0.15527	1.44789	-0.03372	0.34925	1.17490	0.43063	0.25414	1.19396	0.09331	0.46672	1.36451	0.34704	0.41386	1.37897
32	0.19848	0.23810	1.52206	0.03210	0.47678	0.07719	0.17978	0.09299	0.07184	0.06495	0.39872	0.48333	0.22963	0.16611	0.47486	0.09072	0.27185	0.87651	0.26565	0.18992	0.87975	0.01496	0.27029	1.43351	0.34665	0.15489	1.44760	-0.03425	0.35019	1.17531	0.43081	0.25399	1.19422	0.09287	0.46729	1.36508	0.34782	0.41315	1.37998
33	0.19788	0.23787	1.52253	0.03178	0.47658	0.07729	0.17987	0.09320	0.07192	0.06486	0.39814	0.48334	0.22955	0.16609	0.47500	0.09052	0.27206	0.87678	0.26527	0.18976	0.87993	0.01446	0.27074	1.43370	0.34558	0.15470	1.44749	-0.03520	0.35143	1.17583	0.43111	0.25367	1.19452	0.09227	0.46788	1.36576	0.34894	0.41231	1.38109
34	0.19754	0.23791	1.52293	0.03143	0.47647	0.07745	0.18006	0.09324	0.07208	0.06475	0.39770	0.48341	0.22946	0.16588	0.47523	0.09026	0.27233	0.87709	0.26485	0.18967	0.88019	0.01394	0.27137	1.43391	0.34489	0.15465	1.44765	-0.03625	0.35300	1.17644	0.43154	0.25339	1.19497	0.09184	0.46851	1.36653	0.34997	0.41170	1.38208
35	0.19710	0.23821	1.52309	0.03114	0.47636	0.07758	0.18011	0.09317	0.07224	0.06459	0.39736	0.48348	0.22934	0.16553	0.47546	0.09008	0.27262	0.87736	0.26457	0.18976	0.88041	0.01360	0.27221	1.43414	0.34448	0.15449	1.44786	-0.03701	0.35484	1.17708	0.43206	0.25334	1.19554	0.09179	0.46923	1.36736	0.35067	0.41131	1.38302
36	0.19624	0.23859	1.52304	0.03088	0.47628	0.07761	0.17992	0.09308	0.07232	0.06438	0.39711	0.48348	0.22915	0.16519	0.47560	0.09009	0.27292	0.87752	0.26447	0.18982	0.88051	0.01358	0.27333	1.43437	0.34417	0.15419	1.44795	-0.03742	0.35694	1.17770	0.43254	0.25357	1.19612	0.09208	0.47006	1.36826	0.35094	0.41097	1.38399
37	0.19527	0.23888	1.52296	0.03068	0.47636	0.07757	0.17968	0.09305	0.07230	0.06420	0.39693	0.48339	0.22890	0.16503	0.47560	0.09027	0.27329	0.87757	0.26441	0.18968	0.88049	0.01379	0.27470	1.43444	0.34376	0.15389	1.44795	-0.03767	0.35942	1.17822	0.43278	0.25393	1.19661	0.09254	0.47095	1.36924	0.35077	0.41060	1.38491
38	0.19460	0.23909	1.52295	0.03067	0.47661	0.07746	0.17959	0.09311	0.07219	0.06413	0.39676	0.48320	0.22862	0.16512	0.47551	0.09051	0.27379	0.87758	0.26427	0.18939	0.88041	0.01397	0.27624	1.43425	0.34310	0.15373	1.44798	-0.03795	0.36229	1.17857	0.43272	0.25426	1.19705	0.09302	0.47181	1.37023	0.35032	0.41027	1.38573
39	0.19418	0.23939	1.52299	0.03097	0.47692	0.07724	0.17963	0.09319	0.07209	0.06416	0.39647	0.48288	0.22834	0.16529	0.47542	0.09061	0.27434	0.87752	0.26400	0.18919	0.88035	0.01393	0.27789	1.43390	0.34216	0.15365	1.44810	-0.03827	0.36549	1.17880	0.43247	0.25452	1.19755	0.09347	0.47265	1.37126	0.34988	0.41003	1.38655
40	0.19371	0.23986	1.52300	0.03140	0.47716	0.07688	0.17956	0.09325	0.07206	0.06418	0.39598	0.48241	0.22809	0.16528	0.47544	0.09046	0.27490	0.87738	0.26360	0.18924	0.88037	0.01377	0.27945	1.43352	0.34110	0.15354	1.44826	-0.03847	0.36893	1.17908	0.43219	0.25477	1.19814	0.09388	0.47367	1.37246	0.34956	0.40988	1.38746
41	0.19312	0.24044	1.52291	0.03173	0.47729	0.07646	0.17931	0.09332	0.07211	0.06410	0.39530	0.48186	0.22790	0.16506	0.47553	0.09013	0.27541	0.87720	0.26311	0.18946	0.88046	0.01373	0.28072	1.43321	0.34017	0.15335	1.44845	-0.03848	0.37240	1.17955	0.43197	0.25505	1.19878	0.09424	0.47497	1.37384	0.34930	0.40986	1.38832
42	0.19268	0.24098	1.52271	0.03185	0.47733	0.07610	0.17901	0.09337	0.07216	0.06396	0.39455	0.48136	0.22774	0.16489	0.47560	0.08974	0.27586	0.87709	0.26258	0.18962	0.88054	0.01390	0.28164	1.43297	0.33943	0.15315	1.44855	-0.03850	0.37555	1.18017	0.43183	0.25531	1.19929	0.09444	0.47636	1.37522	0.34921	0.40989	1.38905
43	0.19244	0.24148	1.52250	0.03188	0.47741	0.07585	0.17880	0.09340	0.07214	0.06393	0.39388	0.48096	0.22754	0.16497	0.47557	0.08943	0.27626	0.87703	0.26209	0.18966	0.88054	0.01394	0.28238	1.43267	0.33873	0.15304	1.44846	-0.03872	0.37841	1.18072	0.43181	0.25553	1.19960	0.09440	0.47755	1.37651	0.34946	0.40989	1.38964
44	0.19215	0.24209	1.52239	0.03196	0.47767	0.07562	0.17871	0.09338	0.07204	0.06405	0.39339	0.48057	0.22722	0.16523	0.47544	0.08930	0.27671	0.87692	0.26171	0.18961	0.88044	0.01351	0.28314	1.43226	0.33785	0.15315	1.44828	-0.03907	0.38124	1.18109	0.43184	0.25566	1.19975	0.09424	0.47841	1.37774	0.34976	0.41001	1.38992
45	0.19160	0.24293	1.52238	0.03208	0.47815	0.07530	0.17865	0.09332	0.07184	0.06423	0.39312	0.48009	0.22684	0.16538	0.47525	0.08934	0.27724	0.87669	0.26143	0.18952	0.88025	0.01271	0.28411	1.43189	0.33681	0.15350	1.44825	-0.03933	0.38402	1.18132	0.43172	0.25553	1.19988	0.09426	0.47896	1.37887	0.34961	0.41030	1.38969
46	0.19087	0.24391	1.52242	0.03217	0.47872	0.07490	0.17864	0.09324	0.07158	0.06432	0.39309	0.47957	0.22651	0.16517	0.47504	0.08943	0.27784	0.87635	0.26116	0.18941	0.88004	0.01195	0.28544	1.43176	0.33584	0.15389	1.44851	-0.03935	0.38666	1.18157	0.43142	0.25497	1.20001	0.09475	0.47944	1.37979	0.34899	0.41049	1.38908
47	0.19026	0.24483	1.52245	0.03219	0.47932	0.07449	0.17865	0.09315	0.07136	0.06429	0.39329	0.47908	0.22625	0.16467	0.47493	0.08940	0.27852	0.87600	0.26076	0.18940	0.87991	0.01151	0.28703	1.43178	0.33517	0.15409	1.44893	-0.03912	0.38940	1.18192	0.43107	0.25405	1.20010	0.09579	0.48023	1.38050	0.34841	0.41028	1.38848
48	0.19002	0.24551	1.52244	0.03221	0.48002	0.07411	0.17867	0.09301	0.07128	0.06417	0.39358	0.47861	0.22592	0.16421	0.47496	0.08916	0.27935	0.87570	0.26022	0.18965	0.87991	0.01135	0.28858	1.43183	0.33474	0.15413	1.44934	-0.03873	0.39229	1.18242	0.43078	0.25292	1.20009	0.09711	0.48138	1.38114	0.34836	0.40968	1.38814
49	0.19011	0.24588	1.52240	0.03227	0.48094	0.07373	0.17870	0.09283	0.07132	0.06398	0.39382	0.47811	0.22540	0.16410	0.47504	0.08881	0.28037	0.87543	0.25959	0.19017	0.87996	0.01128	0.28993	1.43194	0.33428	0.15423	1.44965	-0.03826	0.39484	1.18291	0.43052	0.25172	1.19997	0.09832	0.48253	1.38176	0.34890	0.40898	1.38794
50	0.19029	0.24599	1.52238	0.03231	0.48202	0.07337	0.17877	0.09260	0.07135	0.06375	0.39396	0.47757	0.22478	0.16442	0.47505	0.08844	0.28155	0.87520	0.25892	0.19079	0.87995	0.01115	0.29126	1.43211	0.33361	0.15446	1.44972	-0.03775	0.39669	1.18318	0.43022	0.25076	1.19972	0.09918	0.48328	1.38227	0.34961	0.40851	1.38772
51	0.19039	0.24611	1.52232	0.03225	0.48302	0.07306	0.17892	0.09240	0.07133	0.06349	0.39406	0.47707	0.22423	0.16490	0.47500	0.08812	0.28274	0.87501	0.25826	0.19135	0.87990	0.01104	0.29287	1.43224	0.33275	0.15471	1.44944	-0.03731	0.39804	1.18309	0.42979	0.25029	1.19934	0.09968	0.48350	1.38263	0.34998	0.40834	1.38744
52	0.19034	0.24655	1.52214	0.03213	0.48370	0.07279	0.17910	0.09235	0.07132	0.06323	0.39415	0.47669	0.22382	0.16525	0.47498	0.08783	0.28376	0.87489	0.25766	0.19182	0.87989	0.01109	0.29467	1.43221	0.33187	0.15495	1.44895	-0.03701	0.39927	1.18277	0.42924	0.25023	1.19886	0.09997	0.48341	1.38287	0.34988	0.40830	1.38713
53	0.19018	0.24746	1.52185	0.03213	0.48407	0.07258	0.17924	0.09252	0.07135	0.06293	0.39421	0.47643	0.22344	0.16542	0.47506	0.08755	0.28461	0.87484	0.25718	0.19230	0.87996	0.01128	0.29638	1.43212	0.33109	0.15534	1.44852	-0.03685	0.40049	1.18248	0.42865	0.25024	1.19836	0.10025	0.48343	1.38300	0.34942	0.40829	1.38670
