	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
82	0.00000	0.00000	-0.49177	0.00000	0.00000	-2.09732
83	0.00000	0.00000	-0.48616	0.00000	0.00000	-2.10696
84	0.00000	0.00000	-0.48052	0.00000	0.00000	-2.11652
85	0.00000	0.00000	-0.47488	0.00000	0.00000	-2.12598
86	0.00000	0.00000	-0.46923	0.00000	0.00000	-2.13535
87	0.00000	0.00000	-0.46361	0.00000	0.00000	-2.14463
88	0.00000	0.00000	-0.45801	0.00000	0.00000	-2.15382
89	0.00000	0.00000	-0.45246	0.00000	0.00000	-2.16291
90	0.00000	0.00000	-0.44698	0.00000	0.00000	-2.17191
91	0.00000	0.00000	-0.44157	0.00000	0.00000	-2.18082
92	0.00000	0.00000	-0.43626	0.00000	0.00000	-2.18962
93	0.00000	0.00000	-0.43105	0.00000	0.00000	-2.19834
94	0.00000	0.00000	-0.42597	0.00000	0.00000	-2.20695
95	0.00000	0.00000	-0.42103	0.00000	0.00000	-2.21546
96	0.00000	0.00000	-0.41624	0.00000	0.00000	-2.22387
97	0.00000	0.00000	-0.41162	0.00000	0.00000	-2.23218
98	0.00000	0.00000	-0.40717	0.00000	0.00000	-2.24039
99	0.00000	0.00000	-0.40292	0.00000	0.00000	-2.24849
100	0.00000	0.00000	-0.39888	0.00000	0.00000	-2.25648
101	0.00000	0.00000	-0.39504	0.00000	0.00000	-2.26437
102	0.00000	0.00000	-0.39144	0.00000	0.00000	-2.27214
103	0.00000	0.00000	-0.38807	0.00000	0.00000	-2.27981
104	0.00000	0.00000	-0.38494	0.00000	0.00000	-2.28736
105	0.00000	0.00000	-0.38207	0.00000	0.00000	-2.29480
106	0.00000	0.00000	-0.37946	0.00000	0.00000	-2.30213
107	0.00000	0.00000	-0.37710	0.00000	0.00000	-2.30933
108	0.00000	0.00000	-0.37502	0.00000	0.00000	-2.31642
109	0.00000	0.00000	-0.37321	0.00000	0.00000	-2.32339
110	0.00000	0.00000	-0.37168	0.00000	0.00000	-2.33023
111	0.00000	0.00000	-0.37042	0.00000	0.00000	-2.33695
112	0.00000	0.00000	-0.36944	0.00000	0.00000	-2.34355
113	0.00000	0.00000	-0.36874	0.00000	0.00000	-2.35002
114	0.00000	0.00000	-0.36831	0.00000	0.00000	-2.35637
115	0.00000	0.00000	-0.36816	0.00000	0.00000	-2.36259
116	0.00000	0.00000	-0.36827	0.00000	0.00000	-2.36867
117	0.00000	0.00000	-0.36865	0.00000	0.00000	-2.37463
118	0.00000	0.00000	-0.36929	0.00000	0.00000	-2.38046
119	0.00000	0.00000	-0.37018	0.00000	0.00000	-2.38615
120	0.00000	0.00000	-0.37133	0.00000	0.00000	-2.39171
121	0.00000	0.00000	-0.37272	0.00000	0.00000	-2.39713
122	0.00000	0.00000	-0.37434	0.00000	0.00000	-2.40241
123	0.00000	0.00000	-0.37619	0.00000	0.00000	-2.40755
124	0.00000	0.00000	-0.37827	0.00000	0.00000	-2.41256
125	0.00000	0.00000	-0.38056	0.00000	0.00000	-2.41742
126	0.00000	0.00000	-0.38305	0.00000	0.00000	-2.42214
127	0.00000	0.00000	-0.38574	0.00000	0.00000	-2.42671
128	0.00000	0.00000	-0.38862	0.00000	0.00000	-2.43114
129	0.00000	0.00000	-0.39168	0.00000	0.00000	-2.43542
130	0.00000	0.00000	-0.39491	0.00000	0.00000	-2.43955
131	0.00000	0.00000	-0.39829	0.00000	0.00000	-2.44353
132	0.00000	0.00000	-0.40182	0.00000	0.00000	-2.44736
133	0.00000	0.00000	-0.40549	0.00000	0.00000	-2.45105
134	0.00000	0.00000	-0.40929	0.00000	0.00000	-2.45458
135	0.00000	0.00000	-0.41320	0.00000	0.00000	-2.45796
136	0.00000	0.00000	-0.41722	0.00000	0.00000	-2.46119
137	0.00000	0.00000	-0.42133	0.00000	0.00000	-2.46427
138	0.00000	0.00000	-0.42553	0.00000	0.00000	-2.46720
139	0.00000	0.00000	-0.42980	0.00000	0.00000	-2.46997
140	0.00000	0.00000	-0.43413	0.00000	0.00000	-2.47259
141	0.00000	0.00000	-0.43852	0.00000	0.00000	-2.47506
