	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.14335	0.04941	0.00451	0.02667	0.43622	0.00412
2	0.14335	0.04929	0.00451	0.02667	0.43622	0.00449
3	0.14329	0.04917	0.00457	0.02646	0.43631	0.00493
4	0.14318	0.04910	0.00469	0.02617	0.43642	0.00536
5	0.14307	0.04906	0.00485	0.02604	0.43639	0.00574
6	0.14299	0.04908	0.00494	0.02615	0.43618	0.00600
7	0.14293	0.04916	0.00482	0.02636	0.43595	0.00610
8	0.14294	0.04918	0.00453	0.02644	0.43587	0.00614
9	0.14309	0.04902	0.00428	0.02631	0.43595	0.00618
10	0.14333	0.04879	0.00418	0.02616	0.43611	0.00603
11	0.14349	0.04872	0.00417	0.02614	0.43616	0.00569
12	0.14351	0.04883	0.00419	0.02622	0.43595	0.00545
13	0.14354	0.04888	0.00420	0.02625	0.43543	0.00555
14	0.14367	0.04877	0.00411	0.02620	0.43468	0.00575
15	0.14382	0.04859	0.00391	0.02612	0.43385	0.00568
16	0.14388	0.04850	0.00376	0.02596	0.43307	0.00524
17	0.14385	0.04850	0.00379	0.02565	0.43245	0.00464
18	0.14375	0.04851	0.00392	0.02521	0.43206	0.00413
19	0.14366	0.04847	0.00393	0.02481	0.43194	0.00377
20	0.14372	0.04840	0.00368	0.02461	0.43207	0.00343
21	0.14402	0.04838	0.00329	0.02458	0.43225	0.00316
22	0.14443	0.04844	0.00300	0.02453	0.43225	0.00307
23	0.14466	0.04854	0.00296	0.02442	0.43211	0.00307
24	0.14461	0.04864	0.00305	0.02446	0.43201	0.00295
25	0.14446	0.04873	0.00306	0.02470	0.43204	0.00265
26	0.14450	0.04871	0.00298	0.02489	0.43211	0.00244
27	0.14471	0.04853	0.00300	0.02471	0.43214	0.00256
28	0.14478	0.04829	0.00324	0.02426	0.43209	0.00292
29	0.14460	0.04817	0.00359	0.02397	0.43198	0.00318
30	0.14436	0.04822	0.00385	0.02418	0.43184	0.00312
31	0.14428	0.04836	0.00394	0.02468	0.43173	0.00284
32	0.14434	0.04850	0.00399	0.02505	0.43172	0.00258
