	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
633	0.14705	-0.05496	-0.01060	-0.13591	-0.15590	-1.21410	-1.07760	-0.79419	-0.46011	0.55461	0.08980	-0.67593	-0.55180	-0.33648	-0.23348	0.76878	0.29243	-0.19864	-0.03605	-0.08906	-0.13245	0.66995	0.31907	-0.03325	0.71504	0.27149	-0.12868	0.23810	0.06136	0.04484	0.04347	-0.15505	0.06394	0.00405	-0.14910	0.03120	0.02196	-0.27371	0.04872	-0.05861	-0.07385	0.00975	0.04403	-0.20635	-0.00697	-0.04605	-0.01510	-0.02209	0.05620	0.01378	-0.03719	-0.04716	-0.01546	-0.02439	0.05606	0.01500	-0.03750
634	0.13174	-0.06259	0.04845	-0.18863	-0.14647	-1.10808	-0.99927	-0.71213	-0.33561	0.48563	0.06292	-0.62180	-0.54173	-0.29720	-0.16287	0.71624	0.26059	-0.15350	-0.06414	-0.09521	-0.06460	0.60145	0.26002	0.01459	0.63886	0.21783	-0.07062	0.20250	0.02253	0.09899	0.05704	-0.11582	0.13653	0.04769	-0.11176	0.10217	-0.00907	-0.28030	0.10801	0.01221	-0.04307	0.07259	-0.01417	-0.24163	0.01711	0.01089	0.01564	0.01550	0.04333	0.01006	-0.02156	0.00801	0.01469	0.00974	0.04330	0.01031	-0.02166
635	0.10669	-0.07622	0.09504	-0.27534	-0.09777	-0.99355	-0.92824	-0.61822	-0.25061	0.41970	0.05743	-0.55075	-0.50856	-0.25658	-0.11126	0.65336	0.22659	-0.10265	-0.07826	-0.09771	-0.01704	0.51571	0.19808	0.05726	0.54874	0.15819	-0.01991	0.15749	-0.02866	0.13506	0.05555	-0.08194	0.19558	0.07643	-0.08645	0.17019	-0.04918	-0.28026	0.14528	0.06238	-0.03735	0.12839	-0.06804	-0.26721	0.03571	0.05607	0.03536	0.05672	0.02621	-0.00416	-0.00236	0.05384	0.03445	0.04916	0.02631	-0.00638	-0.00304
636	0.08213	-0.08634	0.13425	-0.35988	-0.06136	-0.85144	-0.94244	-0.56543	-0.18062	0.36411	0.03642	-0.45635	-0.49969	-0.23757	-0.04444	0.59243	0.17336	-0.04884	-0.09628	-0.09351	0.03378	0.42939	0.14788	0.09822	0.46145	0.10659	0.02571	0.13128	-0.06103	0.16488	0.04561	-0.05983	0.23895	0.08284	-0.07312	0.22508	-0.08655	-0.27203	0.16890	0.07921	-0.04106	0.17514	-0.11074	-0.27617	0.05517	0.07556	0.04143	0.09710	0.01239	-0.02830	0.01897	0.07637	0.04114	0.08872	0.01272	-0.03318	0.01838
637	0.06691	-0.08641	0.16754	-0.39420	-0.07268	-0.69632	-1.03261	-0.55857	-0.10512	0.31692	-0.00781	-0.36110	-0.52502	-0.25709	0.04588	0.53768	0.11067	-0.00752	-0.12842	-0.09540	0.10051	0.35481	0.10381	0.12913	0.38675	0.06030	0.06455	0.12902	-0.05824	0.19369	0.04137	-0.04423	0.26733	0.07853	-0.06759	0.25588	-0.10335	-0.25244	0.19259	0.07156	-0.04961	0.20133	-0.13341	-0.26496	0.08386	0.07163	0.03668	0.12307	-0.00151	-0.05046	0.04313	0.07551	0.03707	0.11502	-0.00121	-0.05795	0.04084
638	0.06196	-0.07369	0.19136	-0.37676	-0.11252	-0.56868	-1.10292	-0.56360	-0.02262	0.28544	-0.05507	-0.29212	-0.54841	-0.29956	0.13568	0.49601	0.06514	0.01544	-0.16266	-0.10533	0.17089	0.29717	0.06086	0.14943	0.32798	0.01716	0.09987	0.13196	-0.03155	0.21692	0.04974	-0.01737	0.28151	0.07802	-0.05681	0.26238	-0.09261	-0.21566	0.21599	0.05599	-0.05881	0.20126	-0.13005	-0.23745	0.11548	0.05741	0.03243	0.12524	-0.01642	-0.06005	0.06338	0.06292	0.03321	0.11819	-0.01668	-0.06966	0.05585
639	0.06236	-0.05215	0.20490	-0.35324	-0.15002	-0.48370	-1.08031	-0.57036	0.05618	0.26949	-0.09231	-0.24998	-0.53686	-0.32580	0.19745	0.47061	0.04400	0.03029	-0.18055	-0.10996	0.22351	0.26104	0.03324	0.16937	0.29108	-0.01052	0.13456	0.12639	-0.00419	0.23246	0.06096	0.02380	0.28334	0.08039	-0.03480	0.25912	-0.06588	-0.16413	0.22699	0.04465	-0.06059	0.19049	-0.10338	-0.20196	0.13451	0.04171	0.03586	0.11454	-0.02366	-0.05301	0.07001	0.04761	0.03671	0.10800	-0.02486	-0.06260	0.05607
640	0.06195	-0.03384	0.21273	-0.36042	-0.17954	-0.41611	-0.99055	-0.60069	0.11675	0.24412	-0.12310	-0.21222	-0.50045	-0.31701	0.22139	0.44295	0.02951	0.04859	-0.18122	-0.10897	0.24884	0.24768	0.03679	0.19559	0.28030	-0.01196	0.16476	0.11392	0.00924	0.24617	0.06057	0.05547	0.27625	0.07450	-0.01637	0.26202	-0.03877	-0.11483	0.21824	0.04006	-0.05834	0.19067	-0.06286	-0.16589	0.13496	0.02783	0.04009	0.11397	-0.01484	-0.02994	0.06591	0.03329	0.04078	0.10733	-0.01674	-0.03618	0.04944
641	0.05696	-0.03032	0.22075	-0.38952	-0.19781	-0.33607	-0.91072	-0.65212	0.15418	0.19356	-0.15249	-0.16136	-0.47389	-0.28804	0.21895	0.39195	0.00650	0.07533	-0.17879	-0.11474	0.25254	0.24754	0.06295	0.22804	0.28609	0.00328	0.18970	0.10185	0.00873	0.26354	0.04581	0.05481	0.26678	0.05778	-0.01976	0.27503	-0.02274	-0.09203	0.19749	0.03631	-0.06575	0.20587	-0.02535	-0.14012	0.12583	0.02026	0.03611	0.13214	0.00578	0.00090	0.06573	0.02518	0.03664	0.12565	0.00404	-0.00033	0.05339
642	0.04823	-0.04184	0.23167	-0.40510	-0.19750	-0.24043	-0.88097	-0.68837	0.18220	0.14353	-0.17499	-0.09783	-0.47142	-0.25856	0.21490	0.33365	-0.01932	0.11122	-0.17992	-0.12256	0.24964	0.24754	0.08602	0.26479	0.29174	0.01456	0.21639	0.09647	0.00154	0.28131	0.02641	0.02855	0.26409	0.04080	-0.04274	0.29050	-0.02872	-0.10771	0.18275	0.02705	-0.08511	0.22316	-0.01437	-0.13790	0.11937	0.01946	0.02555	0.15371	0.02535	0.02501	0.07643	0.02586	0.02636	0.14755	0.02454	0.02660	0.07174
643	0.04108	-0.05597	0.24280	-0.38717	-0.19184	-0.14815	-0.88590	-0.68640	0.21555	0.12676	-0.17823	-0.03130	-0.47517	-0.23384	0.22757	0.30496	-0.03102	0.15128	-0.17551	-0.11055	0.25545	0.24273	0.08771	0.29863	0.28897	0.00929	0.24547	0.10082	-0.00466	0.29074	0.01656	0.00612	0.27171	0.03495	-0.06355	0.29839	-0.05705	-0.14430	0.18492	0.01408	-0.09945	0.23004	-0.04136	-0.15873	0.11861	0.02655	0.01809	0.15932	0.03451	0.03228	0.08765	0.03850	0.01991	0.15261	0.03454	0.03229	0.08786
644	0.04082	-0.05903	0.24954	-0.34641	-0.20480	-0.07737	-0.88064	-0.65275	0.25686	0.13479	-0.16219	0.02740	-0.46172	-0.20975	0.25687	0.30663	-0.02264	0.18526	-0.15438	-0.06929	0.27513	0.23431	0.06508	0.31788	0.27837	-0.01349	0.26556	0.11186	-0.00479	0.29138	0.02625	0.00742	0.28092	0.04216	-0.06229	0.29359	-0.08740	-0.16788	0.19673	0.00398	-0.08894	0.22326	-0.08836	-0.18153	0.11926	0.05484	0.02639	0.14707	0.03048	0.02307	0.08710	0.07619	0.02969	0.13890	0.03058	0.01888	0.08610
645	0.04622	-0.05044	0.25009	-0.30156	-0.23248	-0.03161	-0.81785	-0.59898	0.30404	0.13409	-0.14665	0.06736	-0.42425	-0.18355	0.29323	0.30215	-0.00891	0.20381	-0.11788	-0.01595	0.30144	0.22332	0.02487	0.31781	0.26250	-0.04883	0.26778	0.11943	-0.00079	0.29336	0.05070	0.02405	0.27782	0.05613	-0.04024	0.27618	-0.09896	-0.16322	0.20210	-0.00035	-0.05516	0.20515	-0.12378	-0.18417	0.11834	0.11059	0.05321	0.12933	0.01726	0.00446	0.07648	0.14199	0.05773	0.12042	0.01679	-0.00308	0.07060
646	0.04985	-0.04059	0.24265	-0.26049	-0.25045	-0.00401	-0.69887	-0.53258	0.34632	0.11650	-0.14791	0.08400	-0.37219	-0.15995	0.32304	0.27224	-0.00969	0.20542	-0.07955	0.01807	0.31869	0.20945	-0.01954	0.30357	0.24413	-0.08846	0.25520	0.11340	0.00170	0.29743	0.07070	0.03918	0.25666	0.06860	-0.01642	0.24857	-0.09335	-0.14162	0.19145	0.00143	-0.02502	0.17843	-0.13406	-0.16777	0.11262	0.16999	0.08045	0.11367	0.00580	-0.01568	0.06438	0.20768	0.08522	0.10579	0.00491	-0.02375	0.05595
647	0.04471	-0.03613	0.22380	-0.22547	-0.25280	0.01732	-0.59482	-0.47116	0.36158	0.10275	-0.15927	0.08930	-0.32543	-0.14472	0.32731	0.23169	-0.02722	0.19964	-0.05512	0.01307	0.31085	0.18886	-0.05114	0.28138	0.22317	-0.12199	0.23665	0.09262	0.00323	0.28783	0.06920	0.05142	0.22345	0.07154	-0.00740	0.21586	-0.08570	-0.11786	0.16557	0.00672	-0.02557	0.14615	-0.12944	-0.15320	0.09634	0.19671	0.08585	0.09598	0.00274	-0.03064	0.05542	0.23468	0.08986	0.08994	0.00230	-0.03665	0.05069
648	0.02856	-0.03631	0.19634	-0.20168	-0.25074	0.04662	-0.57247	-0.43332	0.34338	0.10254	-0.16567	0.10361	-0.30360	-0.13201	0.30041	0.19567	-0.04775	0.19848	-0.05403	-0.01745	0.28017	0.15512	-0.06164	0.25509	0.19408	-0.14304	0.21895	0.06539	0.00769	0.25737	0.04421	0.06310	0.18959	0.05896	-0.01561	0.18606	-0.08786	-0.10025	0.13286	0.00648	-0.05660	0.11513	-0.12510	-0.15475	0.07174	0.17654	0.06780	0.07375	-0.00072	-0.03802	0.05177	0.21093	0.07066	0.06913	-0.00022	-0.04133	0.05377
649	0.00685	-0.03943	0.17253	-0.18718	-0.24724	0.08804	-0.61777	-0.40761	0.31814	0.10131	-0.16398	0.13194	-0.30552	-0.10977	0.26815	0.16240	-0.06249	0.20260	-0.07205	-0.03695	0.25395	0.11045	-0.06138	0.23337	0.15436	-0.15455	0.20680	0.04601	0.01213	0.22300	0.00887	0.06614	0.16510	0.03574	-0.03117	0.16516	-0.10387	-0.09546	0.10715	-0.00619	-0.08934	0.09439	-0.12718	-0.16564	0.05294	0.12438	0.04678	0.05533	-0.01621	-0.04046	0.05120	0.15615	0.04878	0.05204	-0.01558	-0.04264	0.05444
650	-0.00743	-0.04316	0.16140	-0.16067	-0.23605	0.12858	-0.65574	-0.36657	0.31245	0.08578	-0.15810	0.15961	-0.30557	-0.08377	0.26159	0.12521	-0.07396	0.20229	-0.09112	-0.02792	0.25479	0.07136	-0.06764	0.22836	0.11447	-0.16360	0.20293	0.04681	0.00970	0.20329	-0.01468	0.06035	0.15361	0.02164	-0.03757	0.15286	-0.12624	-0.10284	0.09790	-0.02479	-0.09485	0.08686	-0.13257	-0.17132	0.04824	0.06528	0.04391	0.04931	-0.03654	-0.03799	0.04299	0.09835	0.04546	0.04791	-0.03723	-0.04118	0.03789
651	-0.00616	-0.04332	0.15637	-0.10353	-0.21741	0.15235	-0.62877	-0.30986	0.31628	0.06037	-0.14637	0.17298	-0.28237	-0.08042	0.27668	0.08042	-0.08442	0.18983	-0.09684	-0.01467	0.26965	0.05344	-0.08684	0.23574	0.09011	-0.17603	0.20141	0.06185	0.00036	0.19354	-0.01107	0.06499	0.14852	0.03288	-0.02355	0.14355	-0.13855	-0.10940	0.09719	-0.03492	-0.07379	0.08457	-0.13574	-0.16934	0.04580	0.01917	0.05946	0.05074	-0.04043	-0.02693	0.02065	0.05603	0.06051	0.05114	-0.04286	-0.03225	0.00479
652	0.00164	-0.03838	0.14265	-0.02912	-0.20276	0.15815	-0.54665	-0.25888	0.30133	0.03915	-0.12638	0.17317	-0.24544	-0.10883	0.28081	0.03284	-0.09091	0.16742	-0.09525	-0.02831	0.26615	0.05164	-0.11581	0.22808	0.08220	-0.19769	0.18682	0.06622	-0.00698	0.17522	0.01060	0.09226	0.13746	0.05890	0.00327	0.12970	-0.13283	-0.10339	0.08743	-0.03135	-0.05216	0.07516	-0.13687	-0.16855	0.02954	-0.00384	0.07378	0.04437	-0.02040	-0.00939	-0.00341	0.03642	0.07395	0.04542	-0.02310	-0.01719	-0.02066
653	0.00046	-0.03162	0.11679	0.03492	-0.19960	0.15745	-0.46003	-0.22839	0.26194	0.03380	-0.10794	0.16875	-0.22086	-0.13624	0.25229	0.00087	-0.09240	0.14595	-0.10325	-0.05974	0.23244	0.04462	-0.14678	0.18703	0.07333	-0.22659	0.15211	0.04448	-0.00420	0.14266	0.02476	0.12576	0.11642	0.07377	0.02363	0.10769	-0.11847	-0.08935	0.06676	-0.02334	-0.04779	0.05467	-0.13912	-0.17390	0.00559	-0.00447	0.06961	0.02347	0.00472	0.00412	-0.00746	0.03814	0.06850	0.02392	0.00386	-0.00568	-0.01431
654	-0.01060	-0.02689	0.09182	0.08372	-0.19286	0.15852	-0.40146	-0.22195	0.21548	0.04627	-0.10369	0.16330	-0.21421	-0.12684	0.19773	-0.00149	-0.09231	0.13302	-0.12204	-0.07275	0.18415	0.02260	-0.16775	0.13398	0.05107	-0.24585	0.11388	0.01227	0.00611	0.10977	0.01878	0.13964	0.09604	0.06916	0.02896	0.08318	-0.10836	-0.08093	0.05430	-0.02202	-0.05250	0.03245	-0.13775	-0.17916	-0.00120	0.00721	0.04972	-0.00055	0.01239	0.00352	0.01510	0.05175	0.04706	-0.00135	0.01367	-0.00568	0.02044
655	-0.01919	-0.02556	0.08117	0.12909	-0.15114	0.16288	-0.36706	-0.22660	0.17552	0.06854	-0.10638	0.15523	-0.20617	-0.09124	0.14011	0.01295	-0.09155	0.12445	-0.13254	-0.05900	0.14083	0.00099	-0.17765	0.10755	0.02484	-0.24401	0.09570	-0.00252	0.01359	0.09348	0.00094	0.12590	0.08767	0.05692	0.02463	0.06639	-0.10642	-0.08243	0.06302	-0.02891	-0.04933	0.01997	-0.12331	-0.17222	0.02046	0.01858	0.03235	-0.01476	0.00486	-0.01118	0.04697	0.06380	0.02806	-0.01719	0.00664	-0.01633	0.05603
656	-0.02096	-0.02825	0.08259	0.16826	-0.06852	0.17251	-0.33554	-0.21020	0.14106	0.08840	-0.09773	0.14607	-0.18429	-0.07096	0.10072	0.01707	-0.08773	0.11403	-0.12324	-0.05131	0.11167	-0.00264	-0.19181	0.11657	0.01027	-0.23286	0.09981	0.00242	0.01082	0.09637	-0.01895	0.09510	0.08607	0.04391	0.01590	0.05804	-0.10985	-0.08649	0.07920	-0.04008	-0.03644	0.01614	-0.09578	-0.14741	0.05127	0.02160	0.02652	-0.02219	0.00283	-0.03008	0.06292	0.06478	0.02080	-0.02696	0.00365	-0.03094	0.06746
657	-0.02511	-0.03492	0.08080	0.19346	0.00368	0.18211	-0.29144	-0.15058	0.10478	0.09137	-0.07809	0.13917	-0.15769	-0.08424	0.08425	-0.00189	-0.08323	0.10205	-0.10520	-0.07660	0.09529	0.00693	-0.21246	0.13508	0.00834	-0.22711	0.10808	0.00226	-0.00234	0.10448	-0.03921	0.06456	0.07366	0.02536	0.00500	0.04583	-0.11390	-0.08448	0.07729	-0.05411	-0.02802	0.00824	-0.06874	-0.11411	0.06035	0.01509	0.01811	-0.03312	0.01391	-0.04366	0.04832	0.05417	0.01142	-0.04026	0.01375	-0.04373	0.04738
658	-0.03625	-0.04167	0.06457	0.22026	0.00459	0.17421	-0.24007	-0.06671	0.06615	0.07019	-0.06271	0.13207	-0.13942	-0.10972	0.07776	-0.03491	-0.08267	0.08956	-0.09136	-0.11740	0.08199	0.01128	-0.21658	0.13797	0.00881	-0.22297	0.10643	-0.01372	-0.01964	0.10105	-0.05623	0.05044	0.04292	-0.00067	-0.00393	0.02034	-0.11453	-0.07201	0.04869	-0.07080	-0.03564	-0.01263	-0.05845	-0.08926	0.03569	0.00618	-0.00582	-0.04842	0.02474	-0.04762	0.00944	0.04199	-0.01307	-0.05568	0.02439	-0.04980	0.00710
659	-0.04440	-0.04248	0.03858	0.27040	-0.05407	0.14489	-0.20657	-0.00609	0.03436	0.04726	-0.05257	0.11979	-0.13363	-0.11896	0.06673	-0.06068	-0.08121	0.07620	-0.08134	-0.13340	0.06178	0.00145	-0.19087	0.12314	0.00459	-0.21123	0.09662	-0.02362	-0.03044	0.08285	-0.06106	0.05733	0.00674	-0.02503	-0.00731	-0.01153	-0.11027	-0.05195	0.00958	-0.08681	-0.05575	-0.04095	-0.06695	-0.08219	-0.00550	0.00621	-0.03618	-0.06013	0.02288	-0.04145	-0.02696	0.04149	-0.04383	-0.06402	0.02284	-0.04559	-0.02784
660	-0.04043	-0.03644	0.01584	0.34282	-0.09752	0.11727	-0.21029	-0.00226	0.01695	0.06434	-0.03533	0.10327	-0.13914	-0.10992	0.04782	-0.06045	-0.06885	0.06393	-0.07444	-0.11256	0.03386	-0.01584	-0.15432	0.10213	-0.00402	-0.19519	0.08598	-0.01081	-0.02821	0.05964	-0.05219	0.07290	-0.01815	-0.03292	-0.00339	-0.03534	-0.10446	-0.03647	-0.01826	-0.09579	-0.07533	-0.06285	-0.08115	-0.08995	-0.03648	0.01550	-0.06064	-0.06205	0.00972	-0.03021	-0.03887	0.05184	-0.06880	-0.06110	0.00972	-0.03489	-0.03953
661	-0.03377	-0.03027	0.00189	0.41759	-0.08025	0.11078	-0.23504	-0.04707	0.01071	0.12615	-0.01305	0.08844	-0.15092	-0.10117	0.02595	-0.03584	-0.04672	0.05453	-0.07897	-0.08324	0.00622	-0.03312	-0.13630	0.08274	-0.01670	-0.18780	0.07492	0.00217	-0.01825	0.03895	-0.04308	0.07985	-0.02900	-0.02074	0.00688	-0.04624	-0.10710	-0.03924	-0.02865	-0.09528	-0.08461	-0.07065	-0.09256	-0.10382	-0.04727	0.01459	-0.07844	-0.05518	-0.00494	-0.02181	-0.03084	0.05081	-0.08708	-0.05081	-0.00522	-0.02611	-0.03294
662	-0.04282	-0.03170	-0.00755	0.47164	-0.02932	0.11999	-0.23922	-0.09841	0.00447	0.17942	-0.00395	0.08009	-0.16195	-0.09888	0.00443	-0.01126	-0.02964	0.04693	-0.10191	-0.07301	-0.01366	-0.05530	-0.15040	0.06467	-0.03983	-0.19997	0.05829	-0.01989	-0.01132	0.01956	-0.04626	0.07148	-0.03230	-0.00480	0.01362	-0.05026	-0.12409	-0.06150	-0.03053	-0.09070	-0.08456	-0.06852	-0.10553	-0.11708	-0.04725	-0.01380	-0.08564	-0.04566	-0.01184	-0.01727	-0.01867	0.01925	-0.09412	-0.03981	-0.01192	-0.02100	-0.01955
663	-0.06866	-0.04109	-0.01694	0.49632	0.00552	0.12931	-0.19446	-0.11712	-0.01438	0.17385	-0.01521	0.07759	-0.17024	-0.08917	-0.02061	-0.01086	-0.03078	0.03989	-0.14151	-0.07744	-0.02804	-0.08836	-0.18892	0.04818	-0.07730	-0.22915	0.03632	-0.07452	-0.01344	-0.00029	-0.05508	0.05527	-0.03245	-0.00355	0.00501	-0.05166	-0.14236	-0.08618	-0.03404	-0.09071	-0.08475	-0.06408	-0.12173	-0.12457	-0.04888	-0.06000	-0.07446	-0.03890	-0.01243	-0.01000	-0.00986	-0.03311	-0.08175	-0.03234	-0.01152	-0.01378	-0.00507
664	-0.09197	-0.05029	-0.02654	0.51256	0.01271	0.13024	-0.11014	-0.09823	-0.05290	0.12224	-0.02971	0.07376	-0.17836	-0.06581	-0.05656	-0.03560	-0.04448	0.03278	-0.18876	-0.08148	-0.04795	-0.12394	-0.22858	0.03851	-0.11862	-0.25669	0.01734	-0.11884	-0.02319	-0.01820	-0.05496	0.04465	-0.03191	-0.01860	-0.01372	-0.04997	-0.14261	-0.09040	-0.04183	-0.10294	-0.09096	-0.06105	-0.13299	-0.11877	-0.05560	-0.10341	-0.05097	-0.03649	-0.01677	0.00243	-0.00670	-0.08378	-0.05637	-0.02934	-0.01482	-0.00201	0.00421
665	-0.09683	-0.04994	-0.03548	0.54816	0.02261	0.12598	-0.03039	-0.06741	-0.10228	0.07911	-0.02422	0.06149	-0.18580	-0.04448	-0.10110	-0.06382	-0.04831	0.02481	-0.22545	-0.08507	-0.07971	-0.15083	-0.24315	0.03786	-0.14942	-0.26415	0.00840	-0.11795	-0.03162	-0.03101	-0.04619	0.04670	-0.03504	-0.03845	-0.02380	-0.05131	-0.12576	-0.06793	-0.04773	-0.12670	-0.09630	-0.06422	-0.13500	-0.09692	-0.06110	-0.13594	-0.03169	-0.04099	-0.02612	0.01287	-0.01023	-0.12234	-0.03532	-0.03344	-0.02382	0.00838	0.00319
666	-0.08847	-0.03965	-0.04309	0.59187	0.06400	0.12595	-0.00089	-0.05059	-0.13869	0.07982	0.00672	0.04437	-0.18897	-0.04277	-0.13507	-0.07095	-0.02747	0.01698	-0.23098	-0.09063	-0.11389	-0.17006	-0.22115	0.03781	-0.16692	-0.24956	0.00693	-0.08506	-0.02993	-0.03662	-0.04363	0.05510	-0.04484	-0.05274	-0.01808	-0.06713	-0.11264	-0.03771	-0.04282	-0.14716	-0.09165	-0.08084	-0.13573	-0.07165	-0.05671	-0.15266	-0.02285	-0.05776	-0.03224	0.01218	-0.01786	-0.14262	-0.02539	-0.04988	-0.03031	0.00893	-0.00607
667	-0.08515	-0.03075	-0.04877	0.60561	0.12310	0.13289	-0.02969	-0.04607	-0.14839	0.11990	0.05029	0.03382	-0.18695	-0.05879	-0.14161	-0.05301	0.00742	0.00869	-0.20578	-0.09279	-0.13319	-0.18527	-0.17710	0.02604	-0.17540	-0.22439	0.00320	-0.06645	-0.02384	-0.03600	-0.05704	0.05526	-0.05829	-0.06042	-0.00994	-0.09471	-0.11982	-0.02714	-0.02909	-0.14908	-0.08086	-0.10812	-0.14285	-0.06211	-0.04387	-0.14227	-0.01549	-0.08408	-0.03316	-0.00142	-0.02725	-0.13311	-0.01772	-0.07507	-0.03203	-0.00307	-0.02009
