	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
2108	0.15427	0.11784	-0.11486	1.25497	-1.33628	-0.51664	0.50888	0.74311	-0.69801	0.77286	-0.46367	-0.57173	0.15210	0.55603	-0.03929	0.46952	0.16781	-0.13842	0.11864	0.45859	0.14852	0.47242	0.32611	0.25063	0.50094	0.32733	0.22779	0.07773	0.19863	0.16631	-0.09066	-0.06599	0.05323	-0.05546	-0.15729	0.00579	0.29049	0.20053	-0.32854	-0.03344	-0.15660	-0.02811	0.53811	0.53567	-1.68977	-0.05296	-0.05123	-0.05799	0.61645	0.12161	-3.82458	-0.04402	-0.04554	-0.05301	0.74315	0.12262	-4.00382
2109	0.12371	0.07463	-0.13041	0.94164	-1.22208	-0.70817	0.71959	0.83590	-0.80536	0.65178	-0.56712	-0.59800	0.30488	0.63301	-0.20064	0.38235	0.15885	-0.14013	0.14300	0.49063	0.03825	0.44973	0.35822	0.24849	0.48401	0.36890	0.20816	0.03162	0.17615	0.15319	-0.15886	-0.16803	0.07777	-0.08377	-0.21496	0.02499	0.29321	0.07524	-0.40470	-0.03124	-0.17613	-0.00687	0.57989	0.48988	-1.71684	-0.03683	-0.04830	-0.03261	0.35638	0.10707	-3.59362	-0.02644	-0.04125	-0.02534	0.47990	0.09158	-3.80791
2110	0.09185	0.05569	-0.13331	0.48940	-0.96423	-0.77188	1.03121	0.81829	-0.75281	0.37635	-0.58596	-0.59554	0.58550	0.65838	-0.34370	0.24022	0.13127	-0.15764	0.30226	0.50046	-0.10043	0.42416	0.39752	0.25670	0.46687	0.40636	0.21123	0.03080	0.15868	0.16626	-0.19718	-0.19876	0.08534	-0.10528	-0.24079	0.02965	0.18918	0.03356	-0.46892	-0.03305	-0.18616	-0.00101	0.45190	0.40330	-1.75002	-0.02352	-0.04378	-0.02020	0.16622	0.11622	-3.02036	-0.01062	-0.03549	-0.01180	0.24972	0.06708	-3.18575
2111	0.07878	0.06350	-0.15091	0.07922	-0.74781	-0.80295	1.24836	0.78385	-0.83251	0.08182	-0.55478	-0.59394	0.83461	0.62390	-0.48387	0.09984	0.08416	-0.18464	0.48582	0.44874	-0.19102	0.39802	0.42711	0.25331	0.44492	0.42588	0.21693	0.05397	0.15789	0.18631	-0.19626	-0.17582	0.05461	-0.11274	-0.24268	0.01987	0.10201	0.07670	-0.56939	-0.01297	-0.18357	-0.01231	0.31545	0.37026	-1.87099	-0.00363	-0.03288	-0.03259	0.15009	0.19617	-2.54004	0.01006	-0.02485	-0.02509	0.18592	0.12915	-2.60262
2112	0.08518	0.07481	-0.20414	-0.18573	-0.69119	-0.91311	1.26222	0.86567	-1.13628	-0.12657	-0.52813	-0.60503	0.91397	0.63590	-0.68549	-0.00772	0.02977	-0.20116	0.54878	0.40773	-0.28840	0.36554	0.43465	0.23862	0.41034	0.42701	0.21170	0.08248	0.17075	0.19027	-0.17079	-0.15884	-0.01845	-0.11336	-0.23803	0.00459	0.10617	0.11166	-0.73749	0.02548	-0.17390	-0.02953	0.28915	0.36352	-2.08903	0.02173	-0.00719	-0.05277	0.16513	0.21129	-2.57648	0.03198	-0.00081	-0.04575	0.17163	0.16688	-2.57331
2113	0.10204	0.06913	-0.27160	-0.34009	-0.72627	-1.07514	1.23458	1.02196	-1.43985	-0.24259	-0.49691	-0.59868	0.89776	0.70622	-0.86461	-0.07908	-0.01733	-0.18640	0.50701	0.40965	-0.38853	0.33322	0.41840	0.23557	0.37157	0.41728	0.20413	0.11625	0.17985	0.17939	-0.13972	-0.17937	-0.09431	-0.10968	-0.24235	-0.00528	0.16246	0.08569	-0.92502	0.05504	-0.17076	-0.03942	0.34107	0.32462	-2.35162	0.03980	0.02278	-0.05818	0.10804	0.11094	-3.09970	0.04436	0.02753	-0.04963	0.10937	0.11823	-3.10753
2114	0.12126	0.04882	-0.31448	-0.41799	-0.72873	-1.18627	1.41516	1.14208	-1.54567	-0.28649	-0.42716	-0.56617	0.97964	0.75600	-0.90043	-0.10075	-0.04450	-0.14671	0.49333	0.40028	-0.38838	0.32099	0.39204	0.26427	0.35010	0.40917	0.21413	0.14720	0.17086	0.17269	-0.11843	-0.21004	-0.12632	-0.10064	-0.25706	-0.00677	0.19646	0.04013	-1.05712	0.06324	-0.18798	-0.03932	0.39219	0.24743	-2.60201	0.04456	0.02561	-0.04795	0.05923	-0.07196	-3.67808	0.04498	0.02952	-0.03733	0.06701	-0.02588	-3.72949
2115	0.13144	0.02857	-0.32386	-0.43102	-0.62582	-1.18832	1.77584	1.21530	-1.45458	-0.28766	-0.32357	-0.54081	1.21945	0.79737	-0.83624	-0.08209	-0.03817	-0.11289	0.59253	0.38756	-0.30132	0.33082	0.38130	0.31833	0.35120	0.41723	0.24716	0.14591	0.14696	0.18088	-0.12082	-0.21575	-0.11114	-0.09401	-0.27145	-0.00610	0.18803	0.01419	-1.11391	0.06394	-0.22114	-0.03621	0.42116	0.13515	-2.81230	0.04447	-0.00771	-0.03801	0.10170	-0.30830	-4.00676	0.04262	-0.00440	-0.02654	0.11115	-0.25815	-4.07510
2116	0.11067	0.01610	-0.32101	-0.44122	-0.45060	-1.11216	1.97699	1.34893	-1.38800	-0.31940	-0.21552	-0.53513	1.40964	0.91933	-0.82926	-0.09473	0.01600	-0.10159	0.69938	0.43528	-0.25042	0.32956	0.40498	0.36154	0.35112	0.44509	0.28038	0.08872	0.12954	0.19731	-0.15760	-0.20471	-0.08218	-0.10551	-0.27633	-0.00795	0.15630	-0.02056	-1.12861	0.06792	-0.24394	-0.03417	0.42763	-0.03626	-2.97324	0.04170	-0.04818	-0.03936	0.19124	-0.58631	-4.11763	0.03702	-0.04628	-0.02871	0.19516	-0.55186	-4.16198
2117	0.04749	0.01027	-0.32338	-0.51986	-0.32174	-1.03001	1.84422	1.58511	-1.48938	-0.43631	-0.12922	-0.52150	1.33563	1.11120	-0.93129	-0.19667	0.10414	-0.09219	0.64794	0.53126	-0.29431	0.28574	0.45264	0.35295	0.32535	0.47576	0.27753	-0.00736	0.14008	0.20401	-0.22135	-0.20417	-0.06559	-0.14223	-0.26625	-0.00853	0.10761	-0.09432	-1.12323	0.05797	-0.23171	-0.02877	0.38209	-0.26736	-3.06705	0.01720	-0.06750	-0.04750	0.20075	-0.90604	-4.15005	0.00911	-0.06779	-0.03946	0.19959	-0.88913	-4.16118
2118	-0.02976	0.00711	-0.32924	-0.64521	-0.29392	-0.99451	1.64029	1.79342	-1.61643	-0.57375	-0.09202	-0.48671	1.08377	1.21239	-1.00217	-0.33187	0.16624	-0.05864	0.45246	0.55786	-0.34709	0.21531	0.48564	0.28501	0.28042	0.48262	0.22240	-0.09073	0.17539	0.18353	-0.27668	-0.21518	-0.05810	-0.18672	-0.23855	0.00128	0.04461	-0.17329	-1.09083	0.02238	-0.18430	-0.01221	0.27208	-0.50156	-3.08544	-0.02154	-0.06212	-0.04685	0.07621	-1.24365	-4.18633	-0.03046	-0.06420	-0.04311	0.07599	-1.24017	-4.18886
2119	-0.07459	0.00221	-0.33033	-0.72728	-0.28977	-1.02070	1.66585	1.89728	-1.60494	-0.60793	-0.12199	-0.45794	0.90858	1.16334	-0.94336	-0.38246	0.13870	-0.00956	0.28183	0.47269	-0.32953	0.16598	0.47182	0.19278	0.24438	0.45391	0.13695	-0.12429	0.20613	0.13984	-0.29013	-0.22191	-0.03949	-0.21082	-0.20073	0.02922	-0.00701	-0.20895	-1.03648	-0.01868	-0.12117	0.02153	0.15018	-0.67661	-3.06405	-0.03431	-0.04069	-0.02220	-0.09207	-1.54753	-4.23375	-0.03942	-0.04303	-0.02351	-0.08741	-1.55190	-4.25029
2120	-0.07592	-0.01110	-0.32431	-0.73798	-0.21496	-1.08717	1.86074	1.96694	-1.45581	-0.51884	-0.19852	-0.46108	0.87575	1.08665	-0.81013	-0.31123	0.00997	0.02587	0.21728	0.37709	-0.27288	0.16100	0.42176	0.12386	0.23363	0.40720	0.06519	-0.11825	0.20353	0.10162	-0.26925	-0.22459	-0.00265	-0.20783	-0.16688	0.07090	-0.02088	-0.21658	-0.99516	-0.04875	-0.06009	0.06778	0.08240	-0.79024	-3.06096	-0.02282	-0.00894	0.02477	-0.19879	-1.77472	-4.26353	-0.02071	-0.00977	0.01982	-0.19113	-1.78132	-4.29291
2121	-0.05747	-0.03743	-0.32044	-0.73165	-0.05280	-1.15136	1.97480	2.08202	-1.28568	-0.40434	-0.26087	-0.49328	0.88764	1.08487	-0.69265	-0.18491	-0.16206	0.03287	0.21662	0.34927	-0.22627	0.17905	0.38235	0.10860	0.24016	0.37821	0.04204	-0.10704	0.16928	0.09040	-0.24069	-0.23400	0.02831	-0.18536	-0.14535	0.10105	0.00588	-0.25746	-1.00559	-0.06883	-0.01781	0.10063	0.07607	-0.90018	-3.11318	-0.02490	0.02695	0.06794	-0.25708	-1.94042	-4.29162	-0.01500	0.02904	0.06314	-0.24878	-1.94719	-4.32692
2122	-0.03711	-0.06626	-0.33225	-0.75256	0.14903	-1.18956	1.93615	2.26606	-1.18711	-0.34849	-0.25377	-0.53759	0.89821	1.16593	-0.63446	-0.07957	-0.27717	0.02090	0.22773	0.37441	-0.20269	0.18344	0.38612	0.14400	0.24232	0.38722	0.06708	-0.10635	0.13789	0.09577	-0.20518	-0.24346	0.02550	-0.13996	-0.13131	0.09399	0.05773	-0.35188	-1.07230	-0.07284	-0.00776	0.09311	0.07898	-1.05488	-3.21304	-0.04539	0.05323	0.07850	-0.35128	-2.10983	-4.35934	-0.02997	0.05857	0.07784	-0.34091	-2.12143	-4.40582
2123	-0.01900	-0.07603	-0.35798	-0.81319	0.31538	-1.21059	1.86088	2.50198	-1.14052	-0.35903	-0.17884	-0.56454	0.92230	1.29868	-0.61882	-0.02523	-0.26614	0.01832	0.23455	0.42238	-0.20061	0.15875	0.41244	0.18460	0.22360	0.41244	0.09712	-0.10242	0.14030	0.09132	-0.15593	-0.23090	-0.00327	-0.07570	-0.10894	0.06033	0.10059	-0.44488	-1.15244	-0.04998	-0.01599	0.05789	0.02808	-1.23633	-3.30972	-0.05828	0.05765	0.05919	-0.51096	-2.32640	-4.43500	-0.04181	0.06462	0.06294	-0.49715	-2.35127	-4.49686
2124	-0.00863	-0.05948	-0.38297	-0.92274	0.38971	-1.23005	1.81698	2.75045	-1.08671	-0.40566	-0.08330	-0.54364	0.96020	1.44200	-0.60358	-0.01533	-0.15357	0.04548	0.25344	0.48656	-0.20981	0.12302	0.41485	0.17729	0.19000	0.41220	0.08629	-0.07679	0.17085	0.06545	-0.11536	-0.18886	-0.03127	-0.02733	-0.06683	0.03608	0.09478	-0.47493	-1.20354	-0.00831	-0.01080	0.03625	-0.09612	-1.39465	-3.35662	-0.05073	0.04198	0.03982	-0.68305	-2.58097	-4.44422	-0.03824	0.04763	0.04427	-0.66813	-2.62227	-4.50952
2125	-0.00996	-0.03358	-0.40050	-1.06368	0.38227	-1.24514	1.77674	2.96669	-0.99291	-0.45369	-0.00084	-0.48470	0.98764	1.55512	-0.56028	-0.02377	-0.03002	0.08000	0.29487	0.55358	-0.20769	0.10493	0.38342	0.12506	0.16459	0.37955	0.04181	-0.03162	0.20309	0.03056	-0.10924	-0.13718	-0.05504	-0.02557	-0.01227	0.03158	0.03841	-0.45476	-1.23372	0.02790	0.01858	0.04074	-0.24980	-1.52344	-3.35453	-0.02890	0.01949	0.03573	-0.81261	-2.84286	-4.36968	-0.02344	0.02186	0.03752	-0.80014	-2.89307	-4.42112
2126	-0.01481	-0.01801	-0.41223	-1.17001	0.35605	-1.22407	1.70229	3.13363	-0.85083	-0.47980	0.06618	-0.43292	0.97952	1.62408	-0.48472	-0.02794	0.03752	0.08034	0.34050	0.59826	-0.17745	0.11117	0.35257	0.08137	0.15986	0.34927	0.00963	0.01703	0.22565	0.00784	-0.12404	-0.10051	-0.08500	-0.05429	0.03566	0.02661	-0.02179	-0.44781	-1.27051	0.04234	0.05916	0.04699	-0.36964	-1.65800	-3.32621	-0.00328	0.00404	0.03394	-0.90296	-3.08403	-4.24248	-0.00413	0.00315	0.03203	-0.89443	-3.13123	-4.27387
2127	-0.00996	-0.01454	-0.41610	-1.18056	0.36374	-1.14082	1.59057	3.26495	-0.66537	-0.48464	0.11990	-0.41296	0.93480	1.66653	-0.38559	-0.02446	0.05292	0.04415	0.36853	0.61126	-0.12563	0.12592	0.34788	0.07702	0.16789	0.34600	0.00961	0.06424	0.24673	0.00821	-0.12285	-0.08274	-0.11279	-0.07178	0.06388	0.01276	-0.04614	-0.48098	-1.31441	0.03545	0.09743	0.04002	-0.44282	-1.80743	-3.28633	0.01261	0.00088	0.02125	-0.99146	-3.28189	-4.09246	0.00944	-0.00226	0.01479	-0.98616	-3.32018	-4.10830
2128	0.00652	-0.01493	-0.40892	-1.11055	0.41337	-1.02207	1.47817	3.37923	-0.44603	-0.48169	0.16017	-0.41241	0.88148	1.70745	-0.27356	-0.01398	0.05777	0.00543	0.37485	0.60480	-0.07566	0.13890	0.35873	0.09466	0.17886	0.35869	0.02306	0.11696	0.27265	0.02630	-0.09395	-0.07370	-0.11917	-0.06115	0.07047	0.00384	-0.04891	-0.53167	-1.34983	0.01638	0.12317	0.03092	-0.50763	-1.94310	-3.24623	0.00700	0.00434	0.00472	-1.08814	-3.42545	-3.93990	0.00608	0.00012	-0.00703	-1.08468	-3.45709	-3.94680
2129	0.02195	-0.02091	-0.39274	-1.04767	0.48851	-0.92416	1.39947	3.48787	-0.20498	-0.47955	0.19041	-0.41161	0.85012	1.75852	-0.15621	0.01148	0.07414	-0.01172	0.36726	0.59491	-0.04574	0.15692	0.36429	0.11082	0.19229	0.36850	0.03404	0.17052	0.29374	0.04811	-0.06221	-0.07485	-0.10140	-0.04008	0.05845	0.01005	-0.07143	-0.58909	-1.36775	-0.00657	0.12664	0.03388	-0.59126	-2.05646	-3.21009	-0.02286	0.00431	0.00367	-1.16267	-3.52454	-3.79122	-0.01916	0.00057	-0.01077	-1.16001	-3.55467	-3.79429
2130	0.01983	-0.04483	-0.37113	-1.08031	0.57035	-0.87097	1.33392	3.58375	0.02850	-0.48541	0.20662	-0.39367	0.84987	1.81641	-0.04277	0.05194	0.08341	0.00004	0.36460	0.59627	-0.03384	0.18174	0.35895	0.12041	0.20637	0.37033	0.04329	0.19864	0.28971	0.06287	-0.05500	-0.09803	-0.07228	-0.03208	0.03403	0.03003	-0.12957	-0.67154	-1.36543	-0.02873	0.10726	0.05410	-0.68758	-2.18123	-3.16647	-0.06584	-0.00498	0.03251	-1.19868	-3.61468	-3.63657	-0.05787	-0.00641	0.02109	-1.19641	-3.64682	-3.63831
2131	-0.00583	-0.08960	-0.34504	-1.23097	0.63154	-0.83634	1.22317	3.62804	0.20147	-0.50789	0.19798	-0.34046	0.86681	1.86551	0.04478	0.08686	0.05618	0.04422	0.39345	0.62172	-0.02492	0.19381	0.35195	0.12227	0.21119	0.36660	0.04775	0.17635	0.25011	0.06826	-0.07018	-0.13520	-0.04177	-0.03930	0.01199	0.06105	-0.20347	-0.78054	-1.34083	-0.04326	0.07749	0.08936	-0.78518	-2.34572	-3.09488	-0.09166	-0.01817	0.08776	-1.23143	-3.73694	-3.46260	-0.08105	-0.01635	0.08341	-1.22965	-3.77042	-3.46316
2132	-0.03977	-0.13579	-0.31761	-1.44325	0.64947	-0.78260	1.04639	3.58062	0.27894	-0.54253	0.17327	-0.25289	0.87453	1.88144	0.08471	0.09665	0.00140	0.10511	0.46121	0.66614	-0.00976	0.17650	0.35516	0.11238	0.20132	0.36196	0.03853	0.12004	0.19449	0.06705	-0.07763	-0.15479	-0.01668	-0.04004	0.01239	0.09302	-0.26232	-0.88201	-1.29583	-0.04283	0.05778	0.12248	-0.88253	-2.52774	-2.97984	-0.07482	-0.01666	0.14081	-1.31413	-3.88963	-3.26622	-0.06330	-0.01240	0.14274	-1.31301	-3.91798	-3.26703
2133	-0.05236	-0.15765	-0.29698	-1.62020	0.63054	-0.70554	0.85244	3.44496	0.30104	-0.56729	0.16237	-0.16797	0.85232	1.85157	0.08847	0.08846	-0.02933	0.14366	0.53972	0.70410	0.00858	0.14509	0.36974	0.09341	0.18674	0.36162	0.01787	0.09062	0.16362	0.06277	-0.04750	-0.13948	-0.00806	-0.01276	0.03917	0.10023	-0.28691	-0.94399	-1.23964	-0.03169	0.06658	0.12207	-0.97377	-2.67301	-2.82116	-0.03049	0.01384	0.14684	-1.44874	-4.01312	-3.04834	-0.02001	0.01817	0.15013	-1.44814	-4.02777	-3.05357
2134	-0.02801	-0.14990	-0.28617	-1.70079	0.60157	-0.63528	0.71335	3.26673	0.35951	-0.56521	0.17850	-0.12754	0.80567	1.79596	0.10335	0.08565	0.00210	0.13987	0.58972	0.71691	0.02919	0.13258	0.38393	0.07542	0.18308	0.36635	0.00047	0.13195	0.17995	0.05789	0.01842	-0.10549	-0.01838	0.03616	0.06814	0.06594	-0.27815	-0.96593	-1.17839	-0.02156	0.10134	0.07486	-1.03746	-2.75250	-2.62958	0.00151	0.05901	0.08628	-1.56587	-4.05850	-2.80197	0.00939	0.06108	0.08559	-1.56556	-4.05706	-2.81361
2135	0.01546	-0.12894	-0.27463	-1.72698	0.58251	-0.59500	0.64937	3.10896	0.50275	-0.54496	0.20396	-0.12724	0.75896	1.75513	0.17228	0.09841	0.07735	0.12264	0.59471	0.71305	0.06390	0.15427	0.38703	0.06736	0.19520	0.37385	-0.00157	0.21827	0.22436	0.05213	0.08323	-0.07692	-0.03129	0.07558	0.07286	0.01263	-0.25302	-0.96089	-1.10507	-0.01472	0.13567	0.01322	-1.05805	-2.77924	-2.41223	0.00444	0.08875	0.00200	-1.60751	-4.04519	-2.52093	0.01010	0.08833	-0.00372	-1.60747	-4.03378	-2.53509
2136	0.04564	-0.11219	-0.25083	-1.79921	0.55549	-0.56954	0.61047	3.01969	0.69682	-0.53282	0.21474	-0.12359	0.72362	1.74916	0.29078	0.11346	0.14428	0.12983	0.56952	0.71523	0.11642	0.19761	0.38080	0.07175	0.21582	0.38323	0.01129	0.28440	0.25918	0.04290	0.11048	-0.06323	-0.03307	0.08255	0.05444	-0.01827	-0.22687	-0.93603	-1.01465	-0.00873	0.14834	-0.01538	-1.04169	-2.77540	-2.17380	-0.00921	0.09238	-0.03846	-1.59227	-4.01526	-2.21550	-0.00381	0.09131	-0.04567	-1.59246	-4.00289	-2.22663
2137	0.04894	-0.10753	-0.21755	-1.93352	0.47773	-0.51542	0.54293	3.00444	0.87498	-0.55231	0.20233	-0.09001	0.69256	1.76177	0.40514	0.10910	0.16650	0.15626	0.54551	0.73281	0.16017	0.23818	0.37561	0.08510	0.23675	0.39228	0.03081	0.29302	0.26508	0.03265	0.09952	-0.06310	-0.03019	0.06504	0.03200	-0.01513	-0.20140	-0.90613	-0.92054	-0.00967	0.13883	-0.00313	-0.99941	-2.75886	-1.93168	-0.02789	0.07930	-0.01907	-1.55972	-3.98517	-1.91279	-0.02128	0.07916	-0.02451	-1.55985	-3.97889	-1.91931
2138	0.03776	-0.11604	-0.18228	-2.02667	0.36508	-0.40484	0.44763	3.03091	1.00061	-0.61745	0.17753	-0.03501	0.66059	1.77283	0.46391	0.08323	0.14798	0.17193	0.54478	0.75480	0.16466	0.26048	0.37882	0.10180	0.25641	0.39560	0.05279	0.25870	0.24982	0.03429	0.08102	-0.06924	-0.02871	0.05388	0.01531	-0.00143	-0.17690	-0.90046	-0.83343	-0.01876	0.10664	0.01554	-0.94605	-2.75008	-1.70409	-0.04859	0.05872	0.01740	-1.52109	-3.95707	-1.63672	-0.04093	0.06000	0.01520	-1.52090	-3.96068	-1.64235
2139	0.02954	-0.13664	-0.14329	-2.00877	0.29001	-0.26399	0.35460	3.04433	1.08920	-0.72699	0.15261	0.02649	0.62677	1.77518	0.47451	0.06490	0.11921	0.17409	0.56139	0.76629	0.14103	0.26658	0.38602	0.11718	0.27476	0.38922	0.07782	0.22011	0.22966	0.05759	0.08201	-0.07569	-0.01629	0.07325	-0.00385	0.00171	-0.16555	-0.94139	-0.73949	-0.02531	0.04451	0.00989	-0.91155	-2.76491	-1.48800	-0.06899	0.03905	0.02836	-1.49181	-3.92787	-1.39274	-0.06127	0.04226	0.03146	-1.49132	-3.94101	-1.40634
2140	0.02671	-0.16807	-0.09796	-1.92762	0.24756	-0.13449	0.27167	2.97796	1.16871	-0.83843	0.11827	0.09158	0.58332	1.75049	0.48783	0.08710	0.10340	0.18705	0.56924	0.76439	0.13373	0.26563	0.38481	0.12489	0.28561	0.37408	0.09911	0.20221	0.21219	0.08948	0.09628	-0.09217	0.01825	0.11258	-0.03986	-0.00135	-0.18348	-1.02352	-0.62421	-0.02423	-0.03643	-0.01302	-0.92112	-2.79362	-1.27271	-0.08694	0.03065	0.01481	-1.49969	-3.87030	-1.17557	-0.07911	0.03649	0.02535	-1.49946	-3.88729	-1.20627
2141	0.01955	-0.20529	-0.05459	-1.84469	0.15625	-0.02380	0.19396	2.78815	1.22516	-0.87253	0.06020	0.15845	0.52545	1.67239	0.52476	0.14897	0.10134	0.21973	0.54996	0.75747	0.16536	0.26212	0.36923	0.11746	0.28349	0.35442	0.10228	0.20303	0.19704	0.10365	0.09025	-0.13330	0.06288	0.13286	-0.09725	0.00560	-0.23200	-1.11353	-0.50280	-0.02013	-0.10563	-0.02328	-0.96280	-2.79757	-1.06719	-0.09960	0.03459	0.00504	-1.53659	-3.74018	-0.98255	-0.09025	0.04295	0.02225	-1.53752	-3.75204	-1.02915
2142	0.00378	-0.23646	-0.02723	-1.77901	0.01502	0.06205	0.14051	2.51198	1.22001	-0.79301	-0.00495	0.21162	0.47059	1.55433	0.55162	0.21170	0.10768	0.25045	0.51259	0.75493	0.21230	0.26053	0.34862	0.09856	0.27771	0.33705	0.08422	0.20790	0.18721	0.09258	0.04255	-0.18701	0.09107	0.11071	-0.16088	0.02350	-0.28967	-1.17714	-0.41166	-0.01398	-0.14811	-0.01220	-0.99468	-2.75822	-0.90390	-0.10286	0.03427	0.00552	-1.55921	-3.53794	-0.82567	-0.09178	0.04336	0.02460	-1.56151	-3.53945	-0.87552
