	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
7	-2.71423	1.94402	-47.91143	-0.47963	3.39404	-97.16889	-0.12374	-0.92592	-47.93446	-0.90417	0.01674	-97.15625	-0.12374	-0.92591	-47.93446	-0.90417	0.01674	-97.15625	9.28658	-0.36352	-59.27623	-11.75241	4.70554	-80.37011	10.17556	-2.74045	-59.24232	-9.81166	4.92795	-80.53486	-5.08570	8.70876	-66.71352	-1.96105	3.30886	-61.34300	10.17609	-4.56523	-21.79104	-9.57857	3.45693	-21.98449	6.43955	2.70628	-59.56808	-10.27953	-3.54192	-41.23655	14.92591	-11.72917	-128.65016	-6.08167	-7.16446	40.83963	24.68064	1.46467	-127.69703	-20.84746	-5.97941	38.19315
8	-2.11701	1.92385	-48.12013	-0.64040	2.90793	-96.77086	0.17317	-0.63195	-48.14596	-0.97382	0.09852	-96.76211	0.17317	-0.63195	-48.14596	-0.97382	0.09853	-96.76211	9.27967	-0.40028	-59.10936	-11.73063	4.68966	-80.33714	10.17400	-2.74940	-59.07530	-9.81128	4.92524	-80.49952	-5.10073	8.79443	-66.69717	-1.90247	3.27732	-61.38910	10.18938	-4.68767	-21.76229	-9.56675	3.33201	-21.99892	6.48207	3.29156	-59.40975	-10.91895	-2.89707	-42.14060	14.31494	-9.98706	-127.83087	-7.16047	-6.26003	40.18626	23.91348	3.25958	-127.19479	-22.66917	-3.40365	37.80179
9	-2.22821	1.99530	-48.14341	-0.52802	2.67712	-96.45165	0.20218	-0.71932	-48.17048	-0.82186	0.07765	-96.44459	0.20217	-0.71932	-48.17048	-0.82186	0.07765	-96.44459	9.28860	-0.39923	-59.14417	-11.73288	4.70517	-80.25473	10.20749	-2.73576	-59.11019	-9.75978	4.92786	-80.42239	-5.11523	8.81440	-66.75452	-1.85927	3.28634	-61.47609	10.28226	-4.84676	-21.82145	-9.46271	3.20221	-22.10835	6.85467	3.62130	-61.26313	-11.61312	-2.17125	-43.13245	13.35537	-8.02571	-126.61727	-8.07674	-5.46588	39.85649	23.51592	4.95871	-126.41199	-24.31894	-1.15144	37.72509
10	-2.88131	2.11910	-47.96552	-0.28398	2.69267	-96.35461	0.01965	-1.10129	-47.99130	-0.57718	0.05895	-96.34756	0.01965	-1.10128	-47.99130	-0.57718	0.05895	-96.34756	9.31456	-0.35990	-59.18918	-11.72088	4.75727	-80.22031	10.27816	-2.68316	-59.15572	-9.67660	4.94738	-80.39604	-5.11091	8.73179	-66.87581	-1.85031	3.32916	-61.59803	10.42416	-4.96806	-21.97027	-9.29809	3.13809	-22.28915	7.50702	3.60623	-65.13980	-12.29790	-1.42662	-43.83184	12.18577	-5.92652	-123.86943	-8.90133	-4.67975	40.02279	23.51288	7.14180	-124.32555	-25.99871	0.60672	38.09440
11	-3.52426	2.13187	-47.74167	-0.20799	2.73336	-96.48301	-0.25247	-1.47174	-47.76054	-0.50770	0.09491	-96.47561	-0.25248	-1.47174	-47.76054	-0.50770	0.09492	-96.47561	9.35752	-0.31016	-59.03137	-11.65844	4.82338	-80.38499	10.36783	-2.60693	-58.99877	-9.58883	4.96121	-80.56514	-5.09011	8.62830	-67.05396	-1.88611	3.38589	-61.74471	10.56221	-5.01521	-22.13599	-9.13621	3.14939	-22.46073	8.10541	3.44461	-69.26383	-12.89847	-0.73792	-44.08967	11.11323	-3.98608	-119.34828	-9.71689	-3.81509	40.62291	23.69146	10.08369	-120.68549	-27.76035	1.82634	38.85136
12	-3.79413	1.97365	-47.65466	-0.37534	2.64591	-96.70280	-0.51320	-1.62850	-47.66455	-0.66909	0.14552	-96.69565	-0.51321	-1.62850	-47.66455	-0.66909	0.14553	-96.69565	9.39968	-0.26874	-58.77785	-11.56655	4.87182	-80.74451	10.46311	-2.53351	-58.74611	-9.50871	4.94996	-80.92506	-5.08011	8.60027	-67.27811	-1.93820	3.44435	-61.90421	10.67421	-5.04230	-22.26130	-9.00623	3.16594	-22.58758	8.38091	3.48968	-71.48434	-13.39303	-0.17309	-43.99930	10.38437	-2.48452	-114.65102	-10.58166	-2.88220	41.43825	23.79049	13.29704	-116.87128	-29.39701	2.65089	39.83279
13	-3.73446	1.79237	-47.78622	-0.58429	2.54919	-96.85662	-0.65809	-1.60037	-47.79139	-0.87502	0.13071	-96.84982	-0.65810	-1.60037	-47.79139	-0.87502	0.13071	-96.84982	9.40863	-0.22903	-58.73260	-11.50855	4.89445	-81.11697	10.56315	-2.48694	-58.70125	-9.43731	4.91927	-81.29934	-5.10630	8.64419	-67.49704	-1.96004	3.49238	-62.06393	10.77729	-5.12330	-22.38037	-8.88496	3.12959	-22.72674	8.33548	3.93164	-71.15813	-13.84442	0.27744	-43.79298	10.07618	-1.41377	-111.79949	-11.45372	-2.00838	42.41064	23.79032	15.74415	-114.62588	-30.59245	3.35325	41.04017
14	-3.57767	1.72021	-48.06503	-0.61350	2.65068	-96.90312	-0.66553	-1.52286	-48.07004	-0.92938	0.04071	-96.89571	-0.66553	-1.52286	-48.07004	-0.92938	0.04071	-96.89571	9.38095	-0.17507	-58.95293	-11.52752	4.91219	-81.34945	10.66045	-2.49186	-58.92096	-9.36939	4.87706	-81.54034	-5.16105	8.69771	-67.64010	-1.94693	3.51978	-62.20127	10.89755	-5.26835	-22.54184	-8.73928	3.04706	-22.92724	8.10148	4.72094	-69.06813	-14.34274	0.70979	-43.70919	10.09653	-0.60788	-111.25114	-12.21349	-1.32366	43.41615	23.68735	16.74385	-114.27523	-31.16802	4.13024	42.35561
15	-3.57453	1.68199	-48.30748	-0.41837	2.98451	-96.94247	-0.69693	-1.54991	-48.31081	-0.78699	-0.04423	-96.93301	-0.69693	-1.54991	-48.31081	-0.78699	-0.04423	-96.93301	9.35316	-0.09899	-59.19574	-11.59809	4.94069	-81.37753	10.73812	-2.55350	-59.16189	-9.30916	4.82181	-81.58144	-5.20703	8.71996	-67.69831	-1.94252	3.53724	-62.29868	11.03194	-5.41993	-22.69934	-8.57980	2.95695	-23.12614	7.78229	5.68848	-66.24886	-14.91925	1.21777	-43.98660	10.26274	0.07551	-112.07491	-12.78875	-0.84191	44.01316	23.25694	16.60372	-114.94571	-31.18177	5.02355	43.29544
16	-3.83861	1.54445	-48.36376	-0.12271	3.34657	-97.04813	-0.89104	-1.77209	-48.35790	-0.54264	-0.05195	-97.03606	-0.89104	-1.77209	-48.35790	-0.54264	-0.05195	-97.03606	9.34645	-0.00988	-59.28506	-11.65365	4.96803	-81.20673	10.78681	-2.63100	-59.24901	-9.27868	4.76138	-81.41956	-5.20925	8.69894	-67.75143	-1.97824	3.57301	-62.38443	11.16299	-5.51617	-22.75138	-8.43965	2.88367	-23.20733	7.45332	6.61638	-63.71600	-15.52840	1.80619	-44.66812	10.35806	0.76173	-113.36552	-13.22838	-0.47225	43.98838	22.51032	16.38360	-115.97175	-30.86629	5.92217	43.59108
