	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
682	-0.00022	0.00000	-0.00024	-0.00917	0.00060	-0.01353	-0.14884	-0.07953	-0.27241	0.00274	-0.00431	-0.00783	0.00117	-0.00621	0.00039	0.00106	-0.00159	0.00011	0.00551	-0.00867	-0.01008	-0.00196	-0.01380	-0.00642	0.00153	-0.00392	-0.00067	0.00155	-0.00387	-0.01158	0.03445	-0.06710	-0.01149	-0.00009	-0.00959	-0.00154	0.00033	0.00039	-0.00061	0.00033	0.00039	-0.00061	0.00000	0.00001	-0.00000	0.01298	0.00681	-0.01685	0.00312	-0.01319	-0.00102	0.00010	-0.00029	-0.00023	0.00010	-0.00029	-0.00023	-0.00000	-0.00000	-0.00000	0.00998	-1.86072	-0.85198
683	-0.00032	-0.00001	-0.00010	-0.01362	0.00029	-0.00584	-0.16087	-0.08059	-0.27511	0.00203	-0.00251	-0.00538	0.00210	-0.00603	0.00094	0.00035	-0.00133	0.00024	0.00540	-0.01014	-0.01078	-0.00297	-0.01264	-0.00630	0.00138	-0.00437	-0.00065	-0.00004	-0.00091	-0.01225	0.05386	-0.07489	-0.02082	-0.00035	-0.00776	-0.00288	0.00008	0.00006	0.00057	0.00008	0.00006	0.00057	0.00000	0.00000	0.00000	0.02175	0.01117	-0.00210	0.00524	-0.01251	0.00070	0.00025	-0.00047	-0.00094	0.00025	-0.00047	-0.00094	-0.00000	-0.00000	-0.00000	0.01419	-1.82035	-0.82046
684	-0.00032	0.00008	-0.00008	-0.01383	0.00465	-0.00516	-0.16691	-0.10618	-0.30031	0.00088	-0.00025	-0.00419	0.00299	-0.00651	0.00133	-0.00010	-0.00086	0.00018	0.00559	-0.01070	-0.01137	-0.00340	-0.01072	-0.00651	0.00095	-0.00447	-0.00117	-0.00289	0.00356	-0.01326	0.06620	-0.08900	-0.02712	-0.00010	-0.00533	-0.00362	0.00018	-0.00069	0.00178	0.00018	-0.00069	0.00178	-0.00000	-0.00001	0.00001	0.02072	0.01298	0.00676	0.00845	-0.01130	0.00146	0.00070	-0.00099	-0.00129	0.00070	-0.00099	-0.00129	-0.00000	-0.00000	-0.00000	-0.13833	-1.85748	-0.79462
685	-0.00026	0.00016	-0.00019	-0.01126	0.00918	-0.01057	-0.19141	-0.16203	-0.33323	-0.00004	0.00118	-0.00458	0.00315	-0.00708	0.00158	-0.00015	-0.00077	0.00021	0.00559	-0.00982	-0.01104	-0.00314	-0.00937	-0.00664	0.00053	-0.00436	-0.00177	-0.00582	0.00533	-0.01379	0.05859	-0.10012	-0.02617	0.00105	-0.00407	-0.00316	0.00070	-0.00136	0.00236	0.00070	-0.00136	0.00236	-0.00000	-0.00001	0.00001	0.01061	0.01863	0.00458	0.01008	-0.01033	0.00091	0.00119	-0.00155	-0.00106	0.00119	-0.00155	-0.00106	-0.00001	-0.00000	-0.00000	-0.51034	-1.92331	-0.77237
686	-0.00017	0.00018	-0.00031	-0.00761	0.00993	-0.01698	-0.21816	-0.23061	-0.36921	-0.00009	0.00095	-0.00503	0.00265	-0.00696	0.00167	0.00010	-0.00128	0.00048	0.00516	-0.00774	-0.00930	-0.00240	-0.00926	-0.00596	0.00012	-0.00412	-0.00199	-0.00631	0.00177	-0.01436	0.03526	-0.10065	-0.02358	0.00228	-0.00497	-0.00244	0.00109	-0.00130	0.00260	0.00109	-0.00130	0.00260	0.00000	-0.00000	0.00001	-0.00595	0.03139	-0.00130	0.00926	-0.01105	0.00027	0.00131	-0.00147	-0.00073	0.00131	-0.00147	-0.00073	-0.00000	-0.00000	-0.00000	-0.93649	-1.98968	-0.78073
687	-0.00008	0.00013	-0.00039	-0.00383	0.00697	-0.02118	-0.22446	-0.27479	-0.41829	0.00014	-0.00032	-0.00436	0.00204	-0.00637	0.00157	0.00050	-0.00198	0.00078	0.00472	-0.00505	-0.00726	-0.00192	-0.00967	-0.00472	-0.00022	-0.00396	-0.00177	-0.00397	-0.00458	-0.01712	0.01357	-0.09836	-0.02710	0.00226	-0.00651	-0.00266	0.00100	-0.00060	0.00278	0.00100	-0.00060	0.00278	0.00001	-0.00001	0.00001	-0.02371	0.04710	-0.00601	0.00742	-0.01358	0.00005	0.00099	-0.00066	-0.00088	0.00099	-0.00066	-0.00088	0.00001	-0.00000	-0.00000	-1.20024	-2.04851	-0.86170
688	-0.00003	0.00005	-0.00042	-0.00146	0.00262	-0.02290	-0.21219	-0.27846	-0.47043	-0.00065	-0.00112	-0.00270	0.00183	-0.00619	0.00136	0.00080	-0.00222	0.00083	0.00440	-0.00299	-0.00638	-0.00225	-0.00961	-0.00397	-0.00036	-0.00403	-0.00141	-0.00112	-0.00954	-0.02315	0.00617	-0.10594	-0.03673	0.00052	-0.00600	-0.00378	0.00089	-0.00010	0.00275	0.00089	-0.00010	0.00275	0.00002	-0.00001	0.00000	-0.03628	0.05972	-0.01388	0.00645	-0.01609	-0.00070	0.00059	0.00019	-0.00138	0.00059	0.00019	-0.00138	0.00001	-0.00000	-0.00000	-1.26176	-2.09421	-0.99519
689	-0.00004	-0.00004	-0.00040	-0.00171	-0.00199	-0.02199	-0.19780	-0.26676	-0.48958	-0.00265	-0.00063	-0.00068	0.00212	-0.00659	0.00104	0.00076	-0.00197	0.00052	0.00371	-0.00270	-0.00674	-0.00321	-0.00894	-0.00420	-0.00039	-0.00407	-0.00118	-0.00040	-0.01222	-0.02967	0.00884	-0.11829	-0.04615	-0.00166	-0.00337	-0.00493	0.00131	-0.00033	0.00230	0.00131	-0.00033	0.00230	0.00002	-0.00001	0.00000	-0.03922	0.06644	-0.02646	0.00696	-0.01647	-0.00243	0.00045	0.00035	-0.00151	0.00045	0.00035	-0.00151	0.00002	-0.00000	-0.00000	-1.27548	-2.11517	-1.09303
690	-0.00007	-0.00013	-0.00032	-0.00298	-0.00688	-0.01761	-0.18970	-0.27133	-0.45552	-0.00455	0.00060	0.00095	0.00254	-0.00684	0.00062	0.00048	-0.00176	0.00013	0.00222	-0.00391	-0.00716	-0.00412	-0.00808	-0.00488	-0.00050	-0.00358	-0.00110	-0.00307	-0.01307	-0.03214	0.00835	-0.11789	-0.05008	-0.00237	-0.00167	-0.00542	0.00227	-0.00106	0.00128	0.00227	-0.00106	0.00128	0.00003	-0.00000	0.00000	-0.03139	0.06331	-0.03602	0.00834	-0.01417	-0.00408	0.00057	-0.00021	-0.00100	0.00057	-0.00021	-0.00100	0.00001	-0.00000	-0.00000	-1.38461	-2.11749	-1.09146
691	-0.00006	-0.00020	-0.00019	-0.00240	-0.01056	-0.01031	-0.18297	-0.29065	-0.38508	-0.00492	0.00150	0.00101	0.00250	-0.00652	0.00042	0.00036	-0.00195	0.00008	0.00041	-0.00534	-0.00687	-0.00451	-0.00720	-0.00521	-0.00071	-0.00258	-0.00103	-0.00762	-0.01161	-0.02996	-0.00147	-0.10126	-0.04977	-0.00124	-0.00294	-0.00539	0.00334	-0.00190	-0.00017	0.00334	-0.00190	-0.00017	0.00003	0.00000	-0.00000	-0.01643	0.04760	-0.03478	0.00943	-0.01054	-0.00434	0.00064	-0.00085	-0.00037	0.00064	-0.00085	-0.00037	0.00001	-0.00001	-0.00000	-1.55822	-2.14028	-1.01285
692	-0.00003	-0.00020	-0.00005	-0.00096	-0.01049	-0.00288	-0.17425	-0.29320	-0.31058	-0.00347	0.00151	-0.00118	0.00180	-0.00607	0.00071	0.00057	-0.00239	0.00053	-0.00051	-0.00647	-0.00629	-0.00424	-0.00610	-0.00498	-0.00074	-0.00170	-0.00091	-0.01027	-0.00840	-0.02684	-0.01857	-0.08336	-0.04961	0.00026	-0.00550	-0.00527	0.00406	-0.00269	-0.00157	0.00406	-0.00269	-0.00157	0.00003	0.00000	-0.00001	-0.00195	0.02671	-0.02537	0.00946	-0.00772	-0.00332	0.00049	-0.00090	-0.00024	0.00049	-0.00090	-0.00024	0.00000	-0.00001	-0.00000	-1.67573	-2.20718	-0.92348
693	-0.00007	-0.00013	0.00002	-0.00262	-0.00690	0.00113	-0.17491	-0.25142	-0.25637	-0.00119	0.00083	-0.00448	0.00093	-0.00605	0.00121	0.00078	-0.00267	0.00103	0.00020	-0.00750	-0.00602	-0.00344	-0.00462	-0.00427	-0.00047	-0.00142	-0.00076	-0.00893	-0.00509	-0.02516	-0.03951	-0.07731	-0.05018	0.00025	-0.00597	-0.00502	0.00426	-0.00332	-0.00252	0.00426	-0.00332	-0.00252	0.00004	-0.00001	-0.00001	0.00457	0.01274	-0.01971	0.00901	-0.00707	-0.00259	0.00020	-0.00027	-0.00062	0.00020	-0.00027	-0.00062	0.00001	-0.00001	-0.00000	-1.70441	-2.26791	-0.86302
694	-0.00018	-0.00007	0.00000	-0.00756	-0.00356	-0.00021	-0.19265	-0.17716	-0.23146	0.00037	0.00024	-0.00646	0.00061	-0.00633	0.00122	0.00049	-0.00263	0.00097	0.00189	-0.00840	-0.00594	-0.00250	-0.00289	-0.00315	-0.00019	-0.00158	-0.00060	-0.00554	-0.00257	-0.02390	-0.05881	-0.08145	-0.05023	-0.00231	-0.00270	-0.00465	0.00389	-0.00346	-0.00312	0.00389	-0.00346	-0.00312	0.00003	-0.00001	-0.00001	-0.00014	0.00982	-0.02538	0.00913	-0.00825	-0.00328	-0.00009	0.00052	-0.00102	-0.00009	0.00052	-0.00102	0.00001	0.00000	-0.00000	-1.71640	-2.22249	-0.83327
695	-0.00028	-0.00006	-0.00007	-0.01173	-0.00306	-0.00456	-0.20907	-0.12441	-0.23273	0.00044	0.00056	-0.00599	0.00110	-0.00647	0.00064	-0.00026	-0.00237	0.00031	0.00302	-0.00889	-0.00568	-0.00183	-0.00129	-0.00206	-0.00005	-0.00174	-0.00046	-0.00334	-0.00185	-0.02258	-0.06705	-0.08691	-0.05265	-0.00740	0.00365	-0.00485	0.00279	-0.00271	-0.00353	0.00279	-0.00271	-0.00353	0.00002	-0.00002	-0.00002	-0.01179	0.01349	-0.03347	0.00966	-0.00918	-0.00436	-0.00045	0.00104	-0.00130	-0.00045	0.00104	-0.00130	0.00001	0.00000	-0.00000	-1.76839	-2.03958	-0.83153
696	-0.00032	-0.00009	-0.00009	-0.01327	-0.00419	-0.00563	-0.20272	-0.13776	-0.25228	-0.00028	0.00150	-0.00433	0.00180	-0.00625	0.00006	-0.00087	-0.00199	-0.00038	0.00263	-0.00913	-0.00532	-0.00154	-0.00008	-0.00181	0.00013	-0.00167	-0.00036	-0.00357	-0.00340	-0.02287	-0.05743	-0.09117	-0.06094	-0.01411	0.01188	-0.00627	0.00107	-0.00110	-0.00380	0.00107	-0.00110	-0.00380	0.00001	-0.00002	-0.00002	-0.01953	0.01574	-0.02825	0.00982	-0.00781	-0.00375	-0.00089	0.00123	-0.00176	-0.00089	0.00123	-0.00176	0.00000	0.00000	-0.00001	-1.83708	-1.83362	-0.86090
697	-0.00032	-0.00010	0.00002	-0.01340	-0.00480	0.00022	-0.18442	-0.20080	-0.27779	-0.00065	0.00149	-0.00301	0.00179	-0.00561	0.00002	-0.00087	-0.00154	-0.00049	0.00126	-0.00968	-0.00542	-0.00177	0.00082	-0.00234	0.00042	-0.00141	-0.00018	-0.00524	-0.00525	-0.02458	-0.03592	-0.09745	-0.07085	-0.02107	0.02102	-0.00815	-0.00064	0.00064	-0.00431	-0.00064	0.00064	-0.00431	0.00000	-0.00002	-0.00002	-0.01596	0.00807	-0.01117	0.00946	-0.00467	-0.00161	-0.00112	0.00112	-0.00245	-0.00112	0.00112	-0.00245	0.00000	0.00000	-0.00001	-1.88435	-1.75028	-0.90490
698	-0.00029	-0.00009	0.00017	-0.01224	-0.00463	0.00850	-0.18012	-0.26009	-0.29392	-0.00039	-0.00055	-0.00216	0.00077	-0.00452	0.00050	-0.00049	-0.00106	-0.00003	0.00014	-0.01091	-0.00603	-0.00260	0.00164	-0.00258	0.00050	-0.00110	0.00026	-0.00659	-0.00609	-0.02397	-0.02216	-0.10231	-0.07161	-0.02691	0.02970	-0.00865	-0.00156	0.00168	-0.00561	-0.00156	0.00168	-0.00561	-0.00000	-0.00001	-0.00002	-0.00535	-0.01048	-0.00292	0.00884	-0.00256	-0.00059	-0.00089	0.00058	-0.00270	-0.00089	0.00058	-0.00270	-0.00000	-0.00000	-0.00001	-1.93881	-1.78438	-0.93225
699	-0.00020	-0.00009	0.00023	-0.00848	-0.00459	0.01188	-0.18869	-0.28584	-0.29534	0.00002	-0.00356	-0.00159	-0.00065	-0.00351	0.00109	-0.00023	-0.00059	0.00053	-0.00053	-0.01251	-0.00629	-0.00351	0.00241	-0.00179	0.00017	-0.00071	0.00083	-0.00698	-0.00707	-0.01907	-0.03200	-0.09699	-0.05880	-0.03133	0.03705	-0.00694	-0.00154	0.00180	-0.00790	-0.00154	0.00180	-0.00790	-0.00001	-0.00000	-0.00003	0.00311	-0.02898	-0.01531	0.00833	-0.00315	-0.00223	-0.00037	-0.00025	-0.00214	-0.00037	-0.00025	-0.00214	-0.00001	-0.00000	-0.00001	-2.06271	-1.78972	-0.94165
700	-0.00007	-0.00010	0.00018	-0.00285	-0.00514	0.00982	-0.18387	-0.28217	-0.29304	0.00017	-0.00546	-0.00181	-0.00162	-0.00341	0.00129	-0.00016	-0.00035	0.00074	-0.00144	-0.01374	-0.00540	-0.00367	0.00318	-0.00041	-0.00033	-0.00011	0.00117	-0.00763	-0.00810	-0.01385	-0.05952	-0.08380	-0.04244	-0.03518	0.04387	-0.00446	-0.00121	0.00141	-0.01059	-0.00121	0.00141	-0.01059	-0.00001	0.00000	-0.00003	0.00568	-0.03504	-0.03469	0.00840	-0.00491	-0.00479	-0.00005	-0.00086	-0.00147	-0.00005	-0.00086	-0.00147	-0.00002	0.00000	-0.00001	-2.27756	-1.65698	-0.96564
701	0.00004	-0.00013	0.00015	0.00165	-0.00673	0.00823	-0.15476	-0.25851	-0.29699	0.00001	-0.00559	-0.00270	-0.00189	-0.00399	0.00084	0.00005	-0.00063	0.00067	-0.00287	-0.01384	-0.00363	-0.00277	0.00408	0.00045	-0.00054	0.00066	0.00106	-0.00972	-0.00782	-0.01392	-0.08484	-0.07564	-0.03662	-0.03902	0.05060	-0.00336	-0.00140	0.00139	-0.01270	-0.00140	0.00139	-0.01270	-0.00001	-0.00000	-0.00004	0.00333	-0.02659	-0.04267	0.00890	-0.00531	-0.00587	-0.00015	-0.00077	-0.00148	-0.00015	-0.00077	-0.00148	-0.00002	0.00000	-0.00001	-2.56590	-1.41442	-1.01942
702	0.00007	-0.00018	0.00019	0.00311	-0.00946	0.01041	-0.12033	-0.21844	-0.29549	-0.00045	-0.00500	-0.00312	-0.00186	-0.00410	-0.00018	0.00053	-0.00127	0.00052	-0.00441	-0.01268	-0.00194	-0.00128	0.00519	0.00023	-0.00028	0.00135	0.00062	-0.01251	-0.00675	-0.01933	-0.09723	-0.07780	-0.04515	-0.04194	0.05538	-0.00429	-0.00228	0.00244	-0.01360	-0.00228	0.00244	-0.01360	-0.00002	-0.00000	-0.00005	-0.00235	-0.01346	-0.03783	0.00903	-0.00373	-0.00529	-0.00035	-0.00015	-0.00191	-0.00035	-0.00015	-0.00191	-0.00001	0.00000	-0.00001	-2.88277	-1.17367	-1.06826
703	0.00006	-0.00022	0.00024	0.00274	-0.01188	0.01326	-0.09843	-0.17011	-0.26777	-0.00101	-0.00498	-0.00236	-0.00190	-0.00331	-0.00131	0.00092	-0.00161	0.00025	-0.00546	-0.01136	-0.00107	-0.00012	0.00628	-0.00041	0.00018	0.00167	0.00023	-0.01380	-0.00623	-0.02425	-0.10259	-0.08122	-0.06077	-0.04223	0.05608	-0.00617	-0.00339	0.00433	-0.01349	-0.00339	0.00433	-0.01349	-0.00002	-0.00000	-0.00005	-0.00797	-0.00895	-0.03027	0.00842	-0.00141	-0.00435	-0.00015	0.00033	-0.00201	-0.00015	0.00033	-0.00201	-0.00000	0.00000	-0.00001	-3.12785	-1.03708	-1.05865
704	0.00006	-0.00023	0.00025	0.00265	-0.01210	0.01342	-0.07908	-0.13760	-0.22158	-0.00106	-0.00592	-0.00119	-0.00196	-0.00237	-0.00202	0.00089	-0.00121	-0.00018	-0.00584	-0.01119	-0.00090	0.00017	0.00708	-0.00045	0.00042	0.00159	0.00025	-0.01198	-0.00614	-0.02408	-0.10976	-0.07373	-0.07261	-0.03968	0.05307	-0.00752	-0.00412	0.00606	-0.01310	-0.00412	0.00606	-0.01310	-0.00002	0.00001	-0.00004	-0.00872	-0.01554	-0.02875	0.00771	-0.00014	-0.00418	0.00056	0.00010	-0.00146	0.00056	0.00010	-0.00146	0.00000	0.00001	-0.00001	-3.19359	-1.03025	-0.98415
705	0.00006	-0.00020	0.00023	0.00294	-0.01098	0.01265	-0.04012	-0.15610	-0.19425	-0.00018	-0.00715	-0.00084	-0.00194	-0.00202	-0.00193	0.00048	-0.00044	-0.00054	-0.00594	-0.01174	-0.00058	-0.00001	0.00745	0.00034	0.00033	0.00143	0.00056	-0.00800	-0.00521	-0.02035	-0.12057	-0.05411	-0.07643	-0.03661	0.04893	-0.00775	-0.00428	0.00674	-0.01251	-0.00428	0.00674	-0.01251	-0.00002	0.00002	-0.00004	-0.00386	-0.02110	-0.03228	0.00749	-0.00110	-0.00462	0.00130	-0.00058	-0.00046	0.00130	-0.00058	-0.00046	-0.00000	0.00001	-0.00000	-3.09033	-1.07138	-0.90241
706	0.00004	-0.00022	0.00027	0.00209	-0.01164	0.01483	0.01470	-0.23550	-0.20339	0.00085	-0.00758	-0.00117	-0.00182	-0.00220	-0.00117	-0.00003	0.00004	-0.00053	-0.00630	-0.01137	0.00047	-0.00005	0.00749	0.00139	0.00004	0.00150	0.00083	-0.00474	-0.00285	-0.01738	-0.13399	-0.03226	-0.07721	-0.03534	0.04654	-0.00752	-0.00411	0.00626	-0.01114	-0.00411	0.00626	-0.01114	-0.00003	0.00002	-0.00003	0.00156	-0.01367	-0.03186	0.00748	-0.00337	-0.00446	0.00143	-0.00087	0.00048	0.00143	-0.00087	0.00048	-0.00001	0.00002	0.00000	-2.94888	-1.01802	-0.86699
707	0.00000	-0.00029	0.00037	0.00044	-0.01555	0.01983	0.04272	-0.32311	-0.22301	0.00068	-0.00675	-0.00078	-0.00147	-0.00243	-0.00022	-0.00041	0.00003	-0.00026	-0.00702	-0.00986	0.00187	0.00008	0.00749	0.00219	-0.00022	0.00186	0.00103	-0.00369	0.00032	-0.01691	-0.14852	-0.01782	-0.07769	-0.03543	0.04742	-0.00740	-0.00396	0.00525	-0.00948	-0.00396	0.00525	-0.00948	-0.00003	0.00002	-0.00003	0.00448	0.00302	-0.02587	0.00743	-0.00415	-0.00360	0.00075	-0.00040	0.00076	0.00075	-0.00040	0.00076	-0.00001	0.00001	0.00000	-2.87787	-0.79574	-0.86851
708	0.00000	-0.00039	0.00044	0.00072	-0.02074	0.02365	0.00702	-0.34326	-0.22528	-0.00070	-0.00531	0.00083	-0.00085	-0.00246	0.00052	-0.00057	-0.00000	-0.00003	-0.00801	-0.00887	0.00303	0.00014	0.00782	0.00277	-0.00037	0.00231	0.00129	-0.00312	0.00301	-0.01787	-0.16079	-0.01320	-0.07599	-0.03515	0.05074	-0.00738	-0.00403	0.00457	-0.00918	-0.00403	0.00457	-0.00918	-0.00004	0.00002	-0.00003	0.00845	0.01512	-0.02297	0.00755	-0.00184	-0.00330	-0.00028	0.00035	0.00000	-0.00028	0.00035	0.00000	-0.00000	0.00000	-0.00000	-2.89007	-0.49977	-0.87321
709	0.00007	-0.00045	0.00044	0.00358	-0.02434	0.02390	-0.06873	-0.29416	-0.21514	-0.00179	-0.00440	0.00235	-0.00029	-0.00235	0.00078	-0.00056	0.00022	-0.00007	-0.00922	-0.00940	0.00381	0.00003	0.00856	0.00326	-0.00048	0.00265	0.00156	-0.00095	0.00298	-0.01930	-0.17001	-0.01199	-0.07565	-0.03422	0.05365	-0.00767	-0.00425	0.00474	-0.01081	-0.00425	0.00474	-0.01081	-0.00004	0.00002	-0.00003	0.01551	0.01773	-0.02728	0.00749	0.00193	-0.00404	-0.00107	0.00088	-0.00124	-0.00107	0.00088	-0.00124	-0.00000	-0.00000	-0.00000	-2.94870	-0.30829	-0.88460
710	0.00011	-0.00048	0.00041	0.00547	-0.02565	0.02252	-0.12491	-0.25963	-0.20662	-0.00169	-0.00460	0.00281	-0.00011	-0.00193	0.00025	-0.00037	0.00033	-0.00031	-0.01038	-0.01017	0.00433	-0.00019	0.00939	0.00345	-0.00060	0.00282	0.00164	0.00138	-0.00091	-0.02087	-0.18131	-0.00263	-0.08030	-0.03348	0.05368	-0.00815	-0.00441	0.00555	-0.01285	-0.00441	0.00555	-0.01285	-0.00003	0.00001	-0.00004	0.02096	0.01658	-0.03481	0.00626	0.00453	-0.00514	-0.00124	0.00098	-0.00170	-0.00124	0.00098	-0.00170	-0.00000	-0.00000	-0.00001	-3.01219	-0.26580	-0.92540
