Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
ITEM,X,Y,Z,X,Y,Z
1275,0.10422,-0.0034,0.01493,0.20649,0.49923,0.00906
1276,0.10442,-0.00366,0.01509,0.2069,0.49923,0.0092
1277,0.10485,-0.00395,0.01503,0.20729,0.49918,0.00923
1278,0.10527,-0.00407,0.01473,0.2076,0.49917,0.00921
1279,0.10554,-0.00399,0.01435,0.20789,0.49923,0.00929
1280,0.10571,-0.00381,0.01404,0.2081,0.49931,0.00946
1281,0.10585,-0.00364,0.01391,0.20809,0.49934,0.00963
1282,0.10591,-0.0036,0.01401,0.20783,0.49925,0.00977
1283,0.10593,-0.00371,0.01433,0.20751,0.49903,0.00993
1284,0.10597,-0.00392,0.01479,0.20726,0.49877,0.01011
1285,0.10611,-0.0042,0.01522,0.20705,0.49856,0.01026
1286,0.10629,-0.00452,0.01552,0.20686,0.49842,0.01035
1287,0.10643,-0.00478,0.01566,0.20676,0.49835,0.0104
1288,0.10648,-0.00485,0.0157,0.20684,0.49831,0.01049
1289,0.10645,-0.00474,0.01568,0.2071,0.49829,0.01066
1290,0.10636,-0.0046,0.01571,0.20739,0.49832,0.01089
1291,0.10629,-0.00455,0.01587,0.20756,0.49836,0.01106
1292,0.10632,-0.00467,0.01614,0.20758,0.49839,0.01103
1293,0.10641,-0.00487,0.01637,0.20758,0.49842,0.01082
1294,0.10646,-0.00503,0.01648,0.20768,0.49847,0.01062
1295,0.10642,-0.00508,0.01649,0.20789,0.49858,0.01063
1296,0.10632,-0.00501,0.01652,0.20804,0.49876,0.01084
1297,0.10618,-0.00486,0.01661,0.20793,0.49898,0.01112
1298,0.10602,-0.00475,0.01666,0.20763,0.49912,0.0113
1299,0.10592,-0.00479,0.0166,0.20745,0.49912,0.01134
1300,0.10591,-0.00494,0.01645,0.20758,0.49905,0.01134
1301,0.10589,-0.00502,0.01633,0.20783,0.49893,0.01138
1302,0.10577,-0.00497,0.01632,0.20791,0.49878,0.01147
1303,0.10554,-0.00489,0.01641,0.20786,0.49869,0.01156
1304,0.10528,-0.0049,0.01647,0.20788,0.4987,0.01159
1305,0.10507,-0.00501,0.01648,0.20803,0.49874,0.01155
1306,0.10495,-0.00512,0.01649,0.20814,0.49869,0.01147
1307,0.10497,-0.00512,0.0165,0.20788,0.49861,0.01138
1308,0.10518,-0.00511,0.01646,0.20723,0.49864,0.01127
1309,0.10553,-0.00524,0.01636,0.20659,0.49886,0.01113
1310,0.10586,-0.00558,0.01626,0.20632,0.49915,0.01101
1311,0.10606,-0.00604,0.01623,0.20642,0.49929,0.01105
1312,0.10612,-0.0064,0.01625,0.20658,0.49921,0.01124
1313,0.10611,-0.00652,0.01626,0.20651,0.49911,0.01145
1314,0.10606,-0.00643,0.0162,0.20614,0.49912,0.01152
1315,0.10595,-0.00626,0.01605,0.20573,0.49923,0.01136
1316,0.10573,-0.00611,0.01587,0.20552,0.49931,0.0111
1317,0.1054,-0.00601,0.01577,0.2057,0.49921,0.01102
1318,0.10505,-0.00595,0.01582,0.20637,0.4989,0.01132
1319,0.10487,-0.00595,0.01594,0.20738,0.49852,0.01193
1320,0.10497,-0.00601,0.01602,0.20827,0.49829,0.01256
1321,0.10525,-0.00612,0.016,0.20872,0.4982,0.01304
1322,0.10543,-0.00616,0.01584,0.20876,0.49809,0.01338
1323,0.10535,-0.00603,0.01553,0.20866,0.49788,0.01364
1324,0.10507,-0.00574,0.01512,0.20864,0.49769,0.01384
1325,0.10482,-0.0054,0.0147,0.20875,0.49765,0.01398
1326,0.10471,-0.00524,0.01443,0.20885,0.49776,0.01408
1327,0.10475,-0.00532,0.01447,0.20876,0.49793,0.01416
1328,0.10478,-0.00546,0.0148,0.20846,0.49812,0.01419
1329,0.10456,-0.00547,0.01535,0.20799,0.49828,0.01411
1330,0.10406,-0.0053,0.01612,0.2075,0.4983,0.01401
1331,0.10355,-0.00505,0.01711,0.20717,0.49808,0.01398
1332,0.10326,-0.0047,0.01821,0.20705,0.49765,0.01402
1333,0.10313,-0.00418,0.01935,0.20704,0.49716,0.01422
1334,0.10283,-0.00343,0.02065,0.20683,0.49678,0.01467
1335,0.10214,-0.00251,0.02244,0.20609,0.49655,0.01525
1336,0.10116,-0.00145,0.02497,0.20495,0.49641,0.01575
1337,0.10016,-0.00023,0.02834,0.20407,0.49639,0.01601
1338,0.09931,0.00119,0.03261,0.2038,0.49652,0.01609
1339,0.09867,0.00282,0.03801,0.20398,0.49668,0.01614
1340,0.09834,0.00473,0.04502,0.20427,0.49665,0.01621
1341,0.09858,0.0071,0.0542,0.20443,0.49643,0.01618
1342,0.09973,0.01038,0.06594,0.20434,0.49616,0.01599
1343,0.10203,0.01518,0.08045,0.20401,0.49598,0.01579
1344,0.10563,0.02219,0.09782,0.2036,0.49591,0.01579
1345,0.1104,0.03201,0.11771,0.20324,0.49587,0.01607
1346,0.11591,0.04493,0.13926,0.20314,0.49582,0.01641
1347,0.12176,0.06064,0.16151,0.20343,0.49571,0.01666
1348,0.12789,0.07843,0.18421,0.20393,0.49554,0.01695
1349,0.13458,0.09791,0.20767,0.20419,0.49549,0.01743
1350,0.14205,0.11928,0.23194,0.20398,0.49576,0.01803
1351,0.15014,0.14283,0.25662,0.20344,0.49636,0.01859
1352,0.15846,0.16849,0.28123,0.20293,0.49707,0.01904
1353,0.16685,0.19581,0.30551,0.20265,0.49766,0.01945
1354,0.17572,0.2242,0.32936,0.20261,0.49803,0.01986
1355,0.18565,0.25314,0.35268,0.20282,0.49831,0.02033
1356,0.19655,0.28264,0.37531,0.20347,0.49864,0.02095
1357,0.20735,0.31323,0.39682,0.20461,0.499,0.02174
1358,0.21701,0.34516,0.41669,0.20589,0.49921,0.0225
1359,0.22536,0.37831,0.43461,0.20675,0.49927,0.02288
1360,0.23299,0.41248,0.4507,0.20708,0.49931,0.0227
1361,0.24052,0.44727,0.46521,0.20731,0.4994,0.02202
1362,0.24837,0.48232,0.47829,0.20779,0.49946,0.02092
1363,0.25663,0.51778,0.49021,0.20845,0.49939,0.01968
1364,0.26508,0.55431,0.5014,0.20894,0.49921,0.01874
1365,0.27328,0.5924,0.51206,0.20908,0.49894,0.0184
1366,0.28084,0.6323,0.52204,0.20904,0.49861,0.01863
1367,0.2875,0.67427,0.5317,0.20897,0.49848,0.01919
1368,0.29298,0.71839,0.54233,0.20883,0.49875,0.01988
1369,0.29702,0.7643,0.55527,0.20871,0.49923,0.02056
1370,0.2996,0.81141,0.57094,0.20881,0.49949,0.02108
1371,0.30076,0.85914,0.58907,0.20911,0.49952,0.02144
1372,0.30019,0.90669,0.60929,0.20937,0.49969,0.0218
1373,0.2973,0.953,0.6312,0.20951,0.50016,0.02226
1374,0.29192,0.99731,0.6543,0.20979,0.50063,0.02294
1375,0.2847,1.03948,0.67825,0.21047,0.50082,0.02395
1376,0.27658,1.07969,0.70318,0.21149,0.50085,0.0252
1377,0.26773,1.11789,0.72911,0.21245,0.50103,0.0264
1378,0.25758,1.1539,0.75506,0.21308,0.50151,0.02733
1379,0.24596,1.188,0.77981,0.21347,0.50218,0.02809
1380,0.23365,1.22061,0.80284,0.21395,0.50294,0.02899
1381,0.2217,1.25201,0.82421,0.21489,0.50372,0.03018
1382,0.21086,1.28265,0.84406,0.21664,0.50451,0.03163
1383,0.20187,1.31328,0.86234,0.21942,0.50541,0.0331
1384,0.1955,1.34502,0.87873,0.22301,0.50658,0.03445
1385,0.19162,1.37909,0.89282,0.22684,0.50804,0.03575
1386,0.18874,1.41572,0.90412,0.23038,0.50963,0.03712
1387,0.18525,1.45287,0.91178,0.23328,0.51125,0.03845
1388,0.18078,1.48658,0.9147,0.23543,0.51278,0.03945
1389,0.17607,1.51358,0.91229,0.23685,0.51413,0.0398
1390,0.17156,1.53378,0.90568,0.23772,0.51525,0.03934
1391,0.16672,1.5488,0.89751,0.23824,0.51613,0.03809
1392,0.16118,1.56042,0.89015,0.23873,0.51671,0.03625
1393,0.15587,1.57047,0.8846,0.23955,0.51707,0.03416
1394,0.1522,1.58029,0.88097,0.24082,0.51738,0.03206
1395,0.15032,1.59018,0.87875,0.24239,0.51764,0.02994
1396,0.14908,1.59973,0.8768,0.2439,0.51765,0.02765
1397,0.14744,1.6088,0.87434,0.24506,0.5174,0.02523
1398,0.1455,1.61746,0.87172,0.24594,0.51711,0.023
1399,0.14411,1.6253,0.86958,0.24681,0.51695,0.02129
1400,0.14382,1.63123,0.86747,0.24766,0.51682,0.02008
1401,0.14427,1.63395,0.86403,0.24827,0.51669,0.01907
1402,0.14452,1.63272,0.85815,0.24858,0.5166,0.01822
1403,0.14421,1.62789,0.84928,0.24868,0.51648,0.0178
1404,0.14329,1.62024,0.83655,0.2487,0.51616,0.01797
1405,0.14161,1.60986,0.81879,0.24882,0.51568,0.01847
1406,0.13999,1.59614,0.79538,0.2492,0.51528,0.01888
1407,0.14054,1.57856,0.76657,0.24982,0.51508,0.01895
1408,0.14492,1.55713,0.73345,0.25044,0.51498,0.01874
1409,0.15243,1.53189,0.69776,0.25085,0.51487,0.01842
1410,0.16059,1.50256,0.66111,0.25104,0.51472,0.01809
1411,0.16772,1.46877,0.62442,0.25098,0.51453,0.01788
1412,0.17437,1.43028,0.5882,0.2507,0.51431,0.0178
1413,0.18193,1.38732,0.55308,0.25036,0.51412,0.01771
