Unnamed: 0_level_0,RTOES_DIST,RTOES_DIST,RTOES_DIST,LTOES_DIST,LTOES_DIST,LTOES_DIST,RTOES_PROX,RTOES_PROX,RTOES_PROX,LTOES_PROX,LTOES_PROX,LTOES_PROX,RFTS_DIST,RFTS_DIST,RFTS_DIST,LFTS_DIST,LFTS_DIST,LFTS_DIST,RFTS_PROX,RFTS_PROX,RFTS_PROX,LFTS_PROX,LFTS_PROX,LFTS_PROX
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1384,0.22114,-0.01583,0.00641,0.14674,0.63265,0.00792,0.17191,-0.02668,0.01103,0.12912,0.58608,0.01709,0.18128,-0.04081,0.01761,0.12984,0.59298,0.02511,-0.00519,-0.08177,0.02333,0.05936,0.4056,0.04871
1385,0.22128,-0.0162,0.00663,0.14713,0.63218,0.00773,0.17199,-0.02694,0.011,0.12941,0.58567,0.01704,0.18134,-0.04112,0.01752,0.13023,0.59264,0.02499,-0.00522,-0.08161,0.02351,0.05928,0.40573,0.05083
1386,0.2216,-0.01653,0.00668,0.14779,0.63192,0.00749,0.17233,-0.02718,0.01142,0.12994,0.58556,0.01726,0.18163,-0.04139,0.01791,0.13086,0.59257,0.02516,-0.00503,-0.0815,0.02332,0.05932,0.40616,0.0528
1387,0.22194,-0.01671,0.00655,0.14855,0.63184,0.00717,0.17274,-0.02732,0.01208,0.13064,0.58567,0.01771,0.182,-0.04157,0.01858,0.13161,0.59272,0.02556,-0.00473,-0.0815,0.02292,0.05966,0.40668,0.05459
1388,0.22208,-0.0167,0.00642,0.14909,0.63168,0.00678,0.17295,-0.02735,0.0125,0.13121,0.5857,0.01816,0.1822,-0.04159,0.01902,0.13222,0.59281,0.02596,-0.00452,-0.08167,0.02267,0.06021,0.40702,0.05651
1389,0.22197,-0.01656,0.00634,0.1493,0.63131,0.00631,0.17288,-0.02729,0.01255,0.13153,0.58551,0.01855,0.18215,-0.0415,0.0191,0.13256,0.59268,0.02628,-0.00448,-0.08194,0.02272,0.06084,0.40711,0.05873
1390,0.22178,-0.01646,0.0063,0.14933,0.63085,0.00581,0.1727,-0.02726,0.01251,0.13172,0.58522,0.01891,0.18201,-0.04146,0.01905,0.13278,0.59247,0.02657,-0.00456,-0.08219,0.02294,0.06151,0.4071,0.06111
1391,0.22167,-0.01658,0.00633,0.14939,0.63046,0.00536,0.17259,-0.02739,0.01248,0.13193,0.58497,0.01912,0.18191,-0.04161,0.01897,0.133,0.59231,0.0267,-0.00465,-0.08233,0.02315,0.06222,0.4072,0.06358
1392,0.22169,-0.01684,0.00646,0.14964,0.63024,0.00501,0.17257,-0.02762,0.01236,0.13226,0.58481,0.01906,0.18189,-0.04186,0.01879,0.13334,0.59225,0.02653,-0.00471,-0.0824,0.0233,0.06302,0.40754,0.06618
