Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1989,16.73856,-60.12228,8.66222,-11.58755,0.42012,-0.49796,-36.88461,-38.78945,9.54572,-2.85201,-4.30057,-1.99766,1.70792,-14.5478,5.9514,-13.85897,5.41338,0.08687,-6.43431,1.53681,-3.19754,24.60251,-8.19267,-3.08183,5.30009,-1.3468,-0.44133,4.57136,-4.04618,-1.04684,0.84221,-1.53131,-0.37077,2.3142,0.84942,-0.33711,0.23086,-0.14748,-0.13676,0.25412,0.01863,-0.06588
1990,18.01508,-59.85027,8.8951,-12.305,1.77176,-0.23453,-36.55689,-40.16914,9.21014,-1.24156,-1.89821,-0.23213,1.76246,-14.72084,6.36108,-15.70595,6.33022,0.3115,-5.25399,0.48296,-1.56723,29.32111,-6.94212,0.28187,5.05494,-0.99975,-0.06668,5.39079,-4.20651,-0.30144,0.9469,-1.7256,-0.37379,2.12845,0.73332,-0.27061,0.25253,-0.15892,-0.13469,0.2108,-0.00466,-0.04543
1991,18.79757,-59.67023,9.20478,-13.63161,3.48843,0.19112,-36.26932,-41.13989,9.07295,-0.87792,0.5951,1.53109,1.74744,-14.78256,6.73031,-17.69967,7.39905,0.64576,-5.48479,0.01866,0.03905,31.92857,-6.62007,3.45601,5.00091,-0.84164,0.25408,6.09828,-4.4522,0.34999,1.03413,-1.9583,-0.32651,1.90466,0.65741,-0.21172,0.25412,-0.18499,-0.10484,0.16026,-0.01528,-0.02394
1992,19.15653,-59.88005,9.59259,-15.64285,5.23328,0.66581,-36.8154,-41.39189,9.19539,-1.74904,2.54721,2.73559,1.69383,-14.78583,7.03274,-19.90797,8.62944,1.04314,-7.91286,0.22562,0.45133,32.46324,-7.98951,4.91338,5.11416,-0.99721,0.3875,6.39668,-4.67294,0.67253,1.1147,-2.19347,-0.25336,1.75819,0.61013,-0.16637,0.24038,-0.23267,-0.05206,0.14235,-0.0241,-0.00389
1993,19.2145,-60.78551,10.05629,-18.1005,6.78949,1.08485,-38.69067,-41.09436,9.56316,-3.017,4.10081,3.41122,1.60146,-14.7232,7.24197,-22.40679,10.04105,1.44977,-12.02659,1.59371,-0.3125,31.18774,-10.52752,3.94381,5.25931,-1.37975,0.29567,6.13071,-4.66025,0.6429,1.18217,-2.32041,-0.17312,1.70391,0.57897,-0.11873,0.21701,-0.28092,0.01266,0.15176,-0.03057,0.01392
1994,19.04985,-62.53275,10.58228,-20.56315,8.09106,1.39133,-41.66113,-40.79751,10.00462,-3.28193,5.51888,3.98746,1.42583,-14.51566,7.34159,-25.22946,11.65509,1.82144,-15.49719,3.99502,-1.54405,28.58312,-12.94681,0.88446,5.32928,-1.76827,0.0223,5.44802,-4.36906,0.35106,1.19651,-2.20735,-0.09981,1.80351,0.56169,-0.0377,0.18696,-0.28652,0.06934,0.18278,-0.03077,0.03024
1995,18.61661,-64.98042,11.16327,-22.64446,9.16912,1.57949,-45.35353,-40.92493,10.37901,-1.48026,6.76957,4.82571,1.08176,-14.03527,7.33159,-28.27385,13.43565,2.13333,-16.32097,6.74457,-2.54515,25.6873,-13.93705,-3.05621,5.33543,-1.97908,-0.35325,4.75004,-4.02705,-0.07808,1.12532,-1.82156,-0.05578,2.12257,0.56562,0.07627,0.15623,-0.22427,0.09406,0.24077,-0.02359,0.04205
1996,17.78858,-67.7552,11.80482,-24.24129,10.07352,1.6759,-49.92065,-41.45149,10.75386,2.37777,7.42437,5.85771,0.47022,-13.13515,7.21832,-31.2669,15.24308,2.3749,-14.83219,9.01735,-3.16702,23.86162,-13.0283,-6.23311,5.40294,-1.98717,-0.7374,4.48674,-3.9676,-0.46491,0.99575,-1.32221,-0.07035,2.61653,0.58917,0.18928,0.13743,-0.12602,0.07403,0.32535,-0.0118,0.04504
1997,16.42664,-70.45239,12.52635,-25.49438,10.82027,1.69897,-55.85221,-42.10599,11.39001,7.15442,7.0294,6.65735,-0.49994,-11.69838,7.00602,-33.7849,16.82226,2.51676,-13.23963,10.30615,-3.5725,23.93023,-11.1307,-7.27233,5.65272,-1.89799,-1.0431,4.88091,-4.3467,-0.55447,0.88004,-0.96928,-0.16167,3.08518,0.58904,0.28913,0.14493,-0.05854,0.01396,0.41394,-0.00417,0.0451
