Unnamed: 0_level_0,FP1,FP1,FP1,FP2,FP2,FP2
ITEM,X,Y,Z,X,Y,Z
1445,0.0,0.0,-1.27822,0.0,0.0,1.09258
1446,0.0,0.0,-1.27754,0.0,0.0,1.08359
1447,0.0,0.0,-1.27684,0.0,0.0,1.07459
1448,0.0,0.0,-1.27611,0.0,0.0,1.0656
1449,0.0,0.0,-1.27535,0.0,0.0,1.05663
1450,0.0,0.0,-1.27456,0.0,0.0,1.04768
1451,0.0,0.0,-1.27374,0.0,0.0,1.03876
1452,0.0,0.0,-1.27289,0.0,0.0,1.02988
1453,0.0,0.0,-1.27201,0.0,0.0,1.02105
1454,0.0,0.0,-1.2711,0.0,0.0,1.01228
1455,0.0,0.0,-1.27017,0.0,0.0,1.00357
1456,0.0,0.0,-1.2692,0.0,0.0,0.99494
1457,0.0,0.0,-1.26821,0.0,0.0,0.9864
1458,0.0,0.0,-1.26719,0.0,0.0,0.97794
1459,0.0,0.0,-1.26615,0.0,0.0,0.96958
1460,0.0,0.0,-1.26509,0.0,0.0,0.96133
1461,0.0,0.0,-1.264,0.0,0.0,0.95319
1462,0.0,0.0,-1.26288,0.0,0.0,0.94517
1463,0.0,0.0,-1.26175,0.0,0.0,0.93727
1464,0.0,0.0,-1.2606,0.0,0.0,0.9295
1465,0.0,0.0,-1.25943,0.0,0.0,0.92186
1466,0.0,0.0,-1.25824,0.0,0.0,0.91436
1467,0.0,0.0,-1.25704,0.0,0.0,0.90701
1468,0.0,0.0,-1.25582,0.0,0.0,0.8998
1469,0.0,0.0,-1.25459,0.0,0.0,0.89275
1470,0.0,0.0,-1.25335,0.0,0.0,0.88585
1471,0.0,0.0,-1.2521,0.0,0.0,0.87911
1472,0.0,0.0,-1.25084,0.0,0.0,0.87254
1473,0.0,0.0,-1.24957,0.0,0.0,0.86612
1474,0.0,0.0,-1.24829,0.0,0.0,0.85988
1475,0.0,0.0,-1.247,0.0,0.0,0.8538
1476,0.0,0.0,-1.2457,0.0,0.0,0.84789
1477,0.0,0.0,-1.2444,0.0,0.0,0.84216
1478,0.0,0.0,-1.24308,0.0,0.0,0.8366
1479,0.0,0.0,-1.24176,0.0,0.0,0.83122
1480,0.0,0.0,-1.24044,0.0,0.0,0.82602
1481,0.0,0.0,-1.2391,0.0,0.0,0.821
1482,0.0,0.0,-1.23776,0.0,0.0,0.81616
1483,0.0,0.0,-1.23641,0.0,0.0,0.81151
1484,0.0,0.0,-1.23505,0.0,0.0,0.80704
1485,0.0,0.0,-1.23369,0.0,0.0,0.80275
1486,0.0,0.0,-1.23231,0.0,0.0,0.79865
