Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2317,0.03645,0.12055,-0.07408,0.18912,-0.19851,0.23686,-0.05994,0.03314,0.11135,0.16274,0.18093,0.19536,0.0925,0.11092,0.10751,0.14861,0.27977,0.06004,0.10317,0.11406,-0.00971,0.02193,0.0061,-0.13505,0.03194,-0.00011,-0.12968,-0.00262,0.07726,-0.11471,-0.03067,0.13583,-0.09521,-0.01485,0.16671,-0.05297,0.13676,0.19253,-0.11104,-0.0122,0.1155,-0.04505,0.23304,0.20339,-0.02102,-0.023,0.02837,-0.02859,0.01859,0.07217,0.04928,-0.02032,0.02787,-0.02216,0.01747,0.0675,0.04841
2318,0.03833,0.10559,-0.0731,0.18418,-0.23115,0.23381,-0.03446,-0.03455,0.12295,0.16097,0.14192,0.20225,0.08704,0.06493,0.09753,0.14848,0.24864,0.07124,0.10268,0.08162,-0.02315,0.02303,-0.02239,-0.1312,0.03866,-0.02996,-0.13022,-0.00028,0.05669,-0.11551,-0.02929,0.13258,-0.09347,-0.00205,0.171,-0.05548,0.1256,0.17652,-0.10197,0.00854,0.11924,-0.04348,0.21635,0.18785,-0.01708,-0.01294,0.02241,-0.02801,0.01592,0.07758,0.04692,-0.01129,0.0222,-0.02138,0.01493,0.07366,0.04538
2319,0.04239,0.0908,-0.07334,0.18293,-0.26435,0.23478,-0.00722,-0.10721,0.1347,0.16574,0.10141,0.20968,0.08574,0.01273,0.08967,0.14867,0.21019,0.08277,0.10273,0.03937,-0.03116,0.02685,-0.05395,-0.12327,0.04886,-0.06302,-0.12755,0.00378,0.03767,-0.11727,-0.02423,0.1321,-0.09424,0.01694,0.17763,-0.06037,0.11354,0.16147,-0.09481,0.03376,0.12526,-0.04367,0.19438,0.16612,-0.0189,-0.00431,0.0159,-0.03126,0.01694,0.07694,0.03802,-0.00327,0.01583,-0.02517,0.01614,0.07388,0.03628
2320,0.04801,0.07584,-0.07414,0.18555,-0.30139,0.23791,0.0172,-0.18081,0.14339,0.17496,0.0613,0.21541,0.09029,-0.04464,0.08489,0.14866,0.16771,0.09226,0.10389,-0.01065,-0.03407,0.03276,-0.08881,-0.11503,0.0601,-0.09952,-0.12262,0.00889,0.01903,-0.11963,-0.01609,0.13287,-0.09657,0.0434,0.18839,-0.06453,0.09857,0.14549,-0.09017,0.06478,0.1373,-0.04072,0.16512,0.13655,-0.02713,0.00299,0.00976,-0.03327,0.0208,0.0666,0.02271,0.00367,0.00973,-0.02851,0.02027,0.06458,0.02166
2321,0.0547,0.06003,-0.07414,0.1908,-0.3445,0.24137,0.03461,-0.24916,0.1461,0.1856,0.02105,0.21888,0.10073,-0.10531,0.08451,0.14805,0.12359,0.09993,0.10674,-0.06571,-0.03177,0.0393,-0.12588,-0.11022,0.07016,-0.13857,-0.11739,0.0152,-0.00161,-0.12155,-0.00537,0.13264,-0.09853,0.07736,0.20457,-0.0643,0.07932,0.12639,-0.08754,0.10271,0.16035,-0.02853,0.12737,0.09829,-0.04065,0.00854,0.00627,-0.029,0.02451,0.04554,0.00207,0.00904,0.0062,-0.02658,0.02437,0.04488,0.00236
2322,0.06207,0.04289,-0.07174,0.19856,-0.39382,0.24259,0.04289,-0.30671,0.14221,0.19496,-0.02116,0.22084,0.1152,-0.16608,0.08897,0.14656,0.07895,0.10759,0.11181,-0.12255,-0.02498,0.04491,-0.16335,-0.11075,0.07766,-0.17832,-0.11392,0.02296,-0.02604,-0.12214,0.00737,0.12864,-0.09797,0.11722,0.22653,-0.05578,0.0558,0.10238,-0.08577,0.14814,0.19946,-0.00058,0.08157,0.05215,-0.05722,0.01178,0.00732,-0.01483,0.02427,0.01611,-0.02234,0.01231,0.00711,-0.01634,0.02462,0.0172,-0.02067
2323,0.06964,0.02464,-0.06556,0.21006,-0.44738,0.23873,0.04245,-0.35121,0.13319,0.20156,-0.06655,0.22233,0.13037,-0.22326,0.0964,0.14429,0.03416,0.11669,0.11937,-0.17727,-0.01606,0.04943,-0.20003,-0.11585,0.08235,-0.217,-0.11321,0.03202,-0.05416,-0.12106,0.02061,0.11792,-0.09329,0.15975,0.25403,-0.03482,0.02936,0.07271,-0.08387,0.20101,0.25846,0.04982,0.03027,0.00131,-0.07428,0.01362,0.01334,0.01297,0.01763,-0.01715,-0.04793,0.01426,0.01285,0.00525,0.01851,-0.01402,-0.04515
2324,0.07687,0.00644,-0.05461,0.22604,-0.50139,0.22779,0.0359,-0.38429,0.12094,0.20472,-0.11454,0.22399,0.14273,-0.27388,0.1031,0.14184,-0.01069,0.12681,0.12905,-0.22567,-0.00868,0.05453,-0.2361,-0.12275,0.08502,-0.25372,-0.11463,0.04145,-0.08418,-0.11838,0.03181,0.09844,-0.08404,0.20107,0.28709,0.00195,0.00247,0.03827,-0.08115,0.26054,0.34004,0.1285,-0.02178,-0.04883,-0.08914,0.01696,0.02408,0.05909,0.00512,-0.04928,-0.07094,0.01733,0.02319,0.04244,0.00653,-0.04409,-0.06697
2325,0.08316,-0.00983,-0.03861,0.24512,-0.55191,0.20938,0.02745,-0.41063,0.10752,0.20361,-0.1629,0.22541,0.15029,-0.31633,0.10569,0.13957,-0.0559,0.13558,0.13987,-0.26385,-0.00602,0.06231,-0.27239,-0.12835,0.08665,-0.28811,-0.11681,0.04898,-0.11419,-0.11428,0.03857,0.07076,-0.07125,0.23833,0.32673,0.05524,-0.02148,0.00224,-0.07665,0.32534,0.44597,0.23829,-0.06808,-0.09165,-0.09901,0.02536,0.03965,0.12736,-0.00989,-0.0756,-0.08735,0.02452,0.03815,0.09886,-0.00804,-0.06877,-0.08173
