Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2868,0.03896,0.03499,-0.00798,0.08056,-0.05609,0.19395,0.0617,-0.04249,0.09059,0.11897,0.09244,0.11485,0.06639,0.0009,0.05796,0.09589,0.11758,0.05874,0.0406,-0.01908,0.01868,0.02557,-0.06165,-0.02637,0.04605,-0.07095,-0.02587,0.02948,0.04096,-0.00632,0.03526,0.04549,-0.02132,0.01312,0.01552,-0.01463,0.06862,0.09174,-0.03241,0.00702,-0.01913,-0.02909,0.06364,0.07825,-0.00877,0.00652,-0.00634,-0.01792,0.00101,0.02687,0.01087,0.0052,-0.00594,-0.01528,0.00152,0.02989,0.00917
2869,0.04119,0.02,-0.008,0.11668,-0.06064,0.20376,0.06469,-0.05088,0.09345,0.12792,0.08912,0.1457,0.0779,-0.00809,0.06439,0.10193,0.09732,0.08513,0.05679,-0.02172,0.02123,0.03035,-0.07727,-0.03285,0.04699,-0.08459,-0.03327,0.03627,0.01678,-0.01048,0.03509,0.02886,-0.02299,0.01254,0.01488,-0.01519,0.06407,0.0695,-0.02971,0.00253,-0.00305,-0.02057,0.05885,0.0608,-0.00996,-0.00097,-0.00649,-0.01474,0.00429,0.01362,0.00327,-0.00054,-0.0065,-0.01274,0.00463,0.01564,0.0014
2870,0.04592,0.0059,-0.00943,0.16759,-0.07329,0.21104,0.06391,-0.05369,0.09835,0.1381,0.08372,0.18062,0.09214,-0.01086,0.07412,0.1077,0.07736,0.11332,0.0799,-0.01754,0.02453,0.0379,-0.09392,-0.03838,0.04966,-0.09878,-0.03967,0.04348,-0.00861,-0.01714,0.03847,0.01392,-0.02692,0.01907,0.01886,-0.01594,0.06193,0.04721,-0.02961,0.00225,0.01887,-0.01171,0.0551,0.04322,-0.01397,-0.01105,-0.00582,-0.01623,0.00794,-0.0005,-0.00736,-0.00851,-0.00637,-0.01614,0.00817,0.00087,-0.00911
2871,0.05336,-0.00466,-0.01162,0.21905,-0.09604,0.21977,0.05951,-0.05176,0.10754,0.1517,0.07572,0.212,0.10718,-0.00492,0.08596,0.11507,0.06039,0.13499,0.10553,-0.00833,0.02825,0.04711,-0.10836,-0.04252,0.05491,-0.11132,-0.04417,0.0512,-0.03161,-0.02497,0.04396,0.00315,-0.0326,0.03378,0.031,-0.01442,0.06213,0.0272,-0.0326,0.01027,0.04957,0.0008,0.05361,0.02616,-0.02113,-0.02079,-0.00488,-0.0199,0.01242,-0.01369,-0.02055,-0.01617,-0.00604,-0.02326,0.01257,-0.01279,-0.02203
2872,0.06253,-0.01076,-0.01307,0.25753,-0.12839,0.23247,0.05103,-0.04655,0.12067,0.17048,0.0629,0.23365,0.12016,0.00936,0.09763,0.12531,0.04617,0.14533,0.1285,0.00339,0.03174,0.05574,-0.11864,-0.04526,0.06221,-0.12103,-0.04686,0.05891,-0.0502,-0.03205,0.04958,-0.00343,-0.03803,0.05449,0.05182,-0.00792,0.06346,0.01042,-0.03758,0.02929,0.09067,0.02147,0.05389,0.00922,-0.03013,-0.02597,-0.00178,-0.01851,0.01729,-0.02421,-0.03409,-0.01984,-0.0035,-0.02611,0.01734,-0.02384,-0.03541
2873,0.07174,-0.01299,-0.01185,0.27482,-0.1653,0.2503,0.03723,-0.03957,0.13509,0.19329,0.04359,0.24477,0.12889,0.02871,0.10712,0.13795,0.03173,0.1457,0.14568,0.01516,0.03422,0.06161,-0.12565,-0.04675,0.06979,-0.12883,-0.04834,0.06514,-0.06446,-0.03661,0.05362,-0.00715,-0.04059,0.07757,0.07996,0.00612,0.06465,-0.0029,-0.04194,0.05978,0.14237,0.05435,0.0547,-0.00835,-0.03829,-0.02348,0.00575,-0.00507,0.02125,-0.03114,-0.04527,-0.01691,0.00363,-0.01694,0.02117,-0.03148,-0.04696
2874,0.07927,-0.01239,-0.00649,0.26894,-0.19924,0.27481,0.01725,-0.03307,0.14791,0.21532,0.01915,0.2507,0.13322,0.04791,0.11415,0.15067,0.01388,0.14256,0.15736,0.02453,0.03552,0.06388,-0.13225,-0.04729,0.0755,-0.13691,-0.0492,0.06795,-0.07601,-0.03794,0.0547,-0.00897,-0.03867,0.10044,0.11509,0.02926,0.06472,-0.01304,-0.04312,0.10015,0.20489,0.10171,0.05526,-0.02659,-0.04286,-0.01308,0.01821,0.02282,0.02253,-0.0345,-0.05212,-0.00743,0.01592,0.00674,0.0223,-0.03566,-0.05509
2875,0.08421,-0.00968,0.0033,0.24462,-0.22631,0.3069,-0.00759,-0.02995,0.15761,0.22981,-0.00558,0.25891,0.13497,0.06162,0.12031,0.16053,-0.00756,0.14253,0.16661,0.02903,0.03665,0.06361,-0.14075,-0.04748,0.0781,-0.14659,-0.04988,0.06624,-0.08671,-0.03681,0.05199,-0.00955,-0.0325,0.12251,0.15831,0.06155,0.06296,-0.02098,-0.04019,0.1475,0.27941,0.16403,0.05547,-0.04419,-0.04236,0.00334,0.03496,0.06414,0.02001,-0.03494,-0.05348,0.00676,0.03265,0.04343,0.0196,-0.03696,-0.05859
2876,0.08691,-0.00507,0.01657,0.21244,-0.25002,0.3442,-0.03314,-0.03281,0.16467,0.2317,-0.02451,0.27358,0.13656,0.06661,0.12747,0.16609,-0.02846,0.14772,0.177,0.02707,0.03915,0.06352,-0.15091,-0.04846,0.07822,-0.15688,-0.05088,0.06092,-0.09763,-0.03494,0.0456,-0.00958,-0.02365,0.14441,0.2103,0.10201,0.05917,-0.02764,-0.03428,0.19854,0.36703,0.24106,0.05578,-0.05898,-0.03723,0.02343,0.055,0.11749,0.01444,-0.03379,-0.04913,0.02374,0.05261,0.09118,0.01384,-0.03666,-0.05669
