Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1998,-4.14927,0.0,-0.0,-8.85776,0.0,0.0,-21.1465,-8.48533,9.11696,9.60143,4.33754,-16.46131,-22.76542,-6.42555,0.00025,-3.61389,0.93896,4e-05,30.2745,19.69042,15.99238,1.18457,2.33874,-15.99021,18.20496,19.17519,11.18738,47.10091,-4.36979,43.08991,127.42828,-0.0003,-100.40043,123.4135,0.00054,121.48917,-11.17545,-14.12665,0.00074,-15.47809,14.28956,0.00403,-5.06834,-10.80156,11.6705,-26.95409,-14.3282,6.85118,4.27947,6.27853,8.7155
1999,-3.92208,0.0,-0.0,-8.99598,0.0,0.0,-21.44511,-8.66659,9.25388,9.74858,4.45531,-16.34434,-23.03323,-6.64573,0.00027,-3.78302,0.88103,0.00015,30.40784,19.83812,15.87769,1.30143,2.25406,-15.99844,18.2216,19.22869,11.22973,47.28455,-4.4237,42.98324,127.40195,-0.00057,-99.78659,123.3195,-0.00137,119.01855,-11.39172,-14.30294,0.00107,-15.07363,13.84383,-0.00256,-4.92632,-10.58963,11.75042,-26.78836,-14.16079,7.00783,4.31256,6.25945,8.92692
2000,-3.74831,0.0,-0.0,-8.8288,0.0,0.0,-21.74686,-8.72835,9.12239,9.83414,4.44529,-16.16374,-23.37992,-6.81224,8e-05,-3.9751,0.82993,0.00015,30.56059,20.03032,15.89421,1.40681,2.18537,-16.02984,18.33298,19.34274,11.23433,47.44529,-4.41695,42.84662,127.27197,-0.00374,-99.95966,123.16,-0.00036,117.74305,-11.48455,-14.80378,-0.00013,-14.04468,13.38838,-0.00572,-4.81067,-10.46562,11.92376,-26.65293,-14.10912,7.21854,4.34131,6.23593,9.12249
2001,-3.46501,-0.0,0.0,-8.57489,0.0,-0.0,-22.09568,-8.72942,8.80569,9.90285,4.34214,-16.09838,-23.77828,-6.91121,-0.00021,-4.18459,0.83054,-6e-05,30.73778,20.17773,15.96001,1.47969,2.08342,-15.98893,18.50376,19.44886,11.13892,47.55175,-4.39303,42.73336,127.04893,-0.006,-101.06559,123.00931,0.00113,117.65865,-11.47319,-15.44023,-0.00244,-12.94425,13.18189,-0.00168,-4.8027,-10.49245,12.11528,-26.63821,-14.20408,7.38853,4.347,6.19946,9.23778
2002,-2.98149,0.0,0.0,-8.56011,0.0,0.0,-22.57424,-8.68262,8.48365,10.01712,4.24226,-16.21583,-24.1771,-6.97131,-0.00032,-4.40291,0.90676,-0.00027,30.904,20.24264,16.00538,1.50254,1.91076,-15.86867,18.62956,19.47415,11.0328,47.65704,-4.43266,42.71182,126.82883,-0.00243,-102.00033,122.93827,0.00078,118.25664,-11.42461,-15.73847,-0.00374,-12.32182,13.38136,8e-05,-4.8195,-10.62989,12.27077,-26.66038,-14.38852,7.4822,4.296,6.15724,9.27079
2003,-2.48521,-0.0,0.0,-8.84295,0.0,0.0,-23.19727,-8.52781,8.22846,10.16357,4.1793,-16.37197,-24.56904,-7.03064,-0.00012,-4.60141,1.02443,-0.00024,31.03957,20.27637,16.05687,1.47225,1.69709,-15.78183,18.65082,19.43072,11.04887,47.81557,-4.54134,42.78549,126.69573,0.00099,-101.68303,122.95069,-0.00018,118.89984,-11.44264,-15.42692,-0.00364,-12.36681,13.78855,-0.00219,-4.76637,-10.76808,12.41261,-26.61345,-14.56865,7.56271,4.18734,6.11216,9.23087
2004,-2.30668,0.0,-0.0,-9.34921,0.0,-0.0,-23.84921,-8.35789,8.01377,10.30429,4.13144,-16.41008,-24.97176,-7.11887,0.00031,-4.7513,1.11587,-2e-05,31.17642,20.35606,16.12796,1.42245,1.51593,-15.80717,18.61201,19.39437,11.19975,47.99788,-4.64478,42.87379,126.63715,-0.00014,-100.75378,122.9851,-0.00085,118.91198,-11.49634,-14.79852,-0.00203,-12.89985,13.91563,-0.00026,-4.68377,-10.79594,12.55192,-26.52651,-14.64542,7.68325,4.08031,6.06445,9.12633
2005,-2.43044,-0.0,-0.0,-9.88844,-0.0,0.0,-24.45485,-8.35483,7.77311,10.40427,4.11598,-16.28589,-25.39472,-7.23997,0.00049,-4.86011,1.12821,0.00016,31.37351,20.51693,16.19322,1.40979,1.41633,-15.92932,18.61336,19.42723,11.36438,48.14337,-4.6871,42.89178,126.55206,-0.00334,-100.55612,122.97794,-0.00197,117.87682,-11.53512,-14.35045,-0.00055,-13.55845,13.45715,0.00341,-4.63984,-10.70056,12.60751,-26.47049,-14.57721,7.77231,4.03135,6.03048,9.01398
2006,-2.29942,0.0,-0.0,-9.97971,0.0,-0.0,-25.13326,-8.54176,7.41185,10.38695,4.17888,-16.03374,-25.85921,-7.33973,-0.00019,-4.95189,1.07556,0.00019,31.66685,20.71698,16.30451,1.44864,1.36081,-16.10025,18.71428,19.527,11.42407,48.26674,-4.69522,42.84341,126.34558,-0.00315,-101.04633,122.91463,-0.00213,116.25909,-11.66695,-14.21234,-0.00068,-14.119,12.73084,0.00166,-4.58799,-10.60027,12.47607,-26.41572,-14.43607,7.68696,4.0242,6.00958,8.97905
