Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1359,0.03479,-0.06711,0.00546,0.02292,-0.01521,0.04563,0.06179,-0.08818,0.07739,0.03829,-0.03438,0.03987,0.00409,-0.07484,0.02033,0.04873,-0.07137,0.0161,0.00919,-0.10274,0.008,0.03775,-0.13383,0.03127,0.07208,-0.14197,0.039,0.04225,-0.08664,0.02252,0.052,-0.0544,-0.01118,0.0252,-0.06157,-0.00907,0.02779,-0.03126,-0.01704,-0.00595,-0.05798,-0.01595,-0.00036,-0.00853,-0.02343,0.01387,-0.0113,0.00947,0.01011,0.00637,-0.02708,0.01172,-0.01205,0.01168,0.0107,0.00754,-0.02786
1360,0.03844,-0.05662,0.00013,0.06253,-0.0446,0.08127,0.03967,-0.05212,0.08646,0.08701,-0.03786,0.04915,0.05099,-0.01415,0.05837,0.07104,-0.04768,0.0229,0.06894,-0.05772,0.03762,0.0389,-0.13299,0.01425,0.05661,-0.13884,0.02395,0.05157,-0.07178,0.0101,0.04533,-0.0432,-0.01428,0.02042,-0.05919,-0.01331,0.02602,-0.02144,-0.02317,-0.00125,-0.05964,-0.02393,-0.00708,-0.01021,-0.02428,0.0081,-0.01376,-0.00361,-0.01337,-0.00455,-0.02163,0.00735,-0.01405,-0.00189,-0.01291,-0.00367,-0.02265
1361,0.03606,-0.04815,-0.003,0.08416,-0.06432,0.08625,0.0377,-0.02182,0.07938,0.10288,-0.03944,0.05693,0.04672,0.0178,0.03638,0.07452,-0.02505,0.04356,0.06151,-0.03588,0.0106,0.05742,-0.12464,-0.00134,0.05507,-0.12748,0.01039,0.05528,-0.05585,-0.00096,0.02887,-0.03589,-0.01131,0.01005,-0.05737,-0.01385,0.02425,-0.02197,-0.01698,-0.00192,-0.05083,-0.02301,-0.00227,-0.02411,-0.01342,-0.00379,-0.0046,-0.00986,-0.02342,-0.01438,-0.00462,-0.00353,-0.00454,-0.00893,-0.02315,-0.01392,-0.00594
1362,0.03053,-0.04505,-0.00222,0.08065,-0.06668,0.06871,0.03332,-0.01285,0.06801,0.07884,-0.02289,0.05542,0.01759,0.02034,0.00057,0.06022,-0.00728,0.05091,0.02691,-0.02983,-0.02311,0.07601,-0.10517,-0.0158,0.0644,-0.1072,-0.00109,0.05223,-0.04526,-0.00463,0.01492,-0.04224,-0.00545,0.00026,-0.05679,-0.01185,0.02279,-0.03644,-0.00249,-0.00984,-0.03604,-0.01347,0.00972,-0.0407,0.00107,-0.01178,0.00196,-0.00826,-0.01343,-0.01763,0.01066,-0.01159,0.00202,-0.00831,-0.01339,-0.0177,0.00855
1363,0.0252,-0.04744,0.0002,0.09003,-0.07859,0.06627,0.00968,-0.02685,0.05357,0.05798,0.01361,0.05234,-0.00988,0.00057,-0.01252,0.05171,0.00773,0.03362,0.00192,-0.03155,-0.02742,0.07795,-0.0842,-0.02445,0.07272,-0.08757,-0.0092,0.04621,-0.04398,-0.00489,0.00725,-0.05964,0.00038,-0.00486,-0.05818,-0.00674,0.01731,-0.05637,0.00936,-0.01937,-0.02503,0.00021,0.01717,-0.04492,0.00743,-0.01173,-0.00083,-0.0016,0.00544,-0.01299,0.01103,-0.01209,-0.00092,-0.00256,0.00536,-0.01332,0.00884
1364,0.02201,-0.05263,0.0008,0.12647,-0.12491,0.08906,-0.01036,-0.04344,0.03787,0.06723,0.04249,0.05457,-0.02477,-0.02454,-0.00648,0.06141,0.01269,0.01113,-0.00848,-0.0333,-0.01225,0.05973,-0.07149,-0.02101,0.07122,-0.07628,-0.01149,0.03892,-0.04963,-0.00722,0.00472,-0.07526,0.004,-0.00239,-0.06068,-0.00223,0.01048,-0.07258,0.01202,-0.02116,-0.02478,0.0079,0.01713,-0.03591,0.00306,-0.00531,-0.00498,0.00655,0.01766,-0.00336,0.00067,-0.00597,-0.00517,0.00562,0.01772,-0.00325,0.00038
1365,0.02028,-0.05527,-0.00051,0.14124,-0.16742,0.0953,0.00781,-0.03482,0.02995,0.07747,0.03571,0.04961,-0.02205,-0.03024,0.00175,0.07087,-0.00301,0.00529,-0.00923,-0.02261,-0.0029,0.03413,-0.06347,-0.00693,0.06032,-0.06836,-0.00662,0.02729,-0.056,-0.00851,0.00723,-0.07619,0.00407,0.00816,-0.06003,-0.00472,0.00951,-0.07875,0.00899,-0.01107,-0.03168,0.0019,0.01568,-0.02543,-0.00353,0.00232,-0.00329,0.00941,0.01915,0.00568,-0.00632,0.00195,-0.00343,0.00965,0.01941,0.00641,-0.00389
1366,0.01788,-0.04946,-0.0021,0.09631,-0.13891,0.05071,0.0577,0.00077,0.03173,0.05512,0.00086,0.02632,-0.00592,-0.00786,0.00161,0.06086,-0.03205,0.01535,-0.00233,0.00134,-0.00825,0.02042,-0.0494,0.00448,0.04682,-0.05335,0.00107,0.01171,-0.05676,-0.00368,0.01284,-0.05705,0.00045,0.02085,-0.05136,-0.01304,0.01453,-0.06778,0.00397,0.0038,-0.03596,-0.01366,0.01595,-0.02235,-0.0058,0.00352,0.00247,0.00112,0.01283,0.00671,-0.00518,0.00419,0.00265,0.00252,0.01297,0.00724,-0.00235
1367,0.01512,-0.03554,-0.00303,0.03272,-0.04936,-0.01539,0.09278,0.03587,0.03156,0.01759,-0.02819,0.00202,0.00894,0.0254,-0.00996,0.04238,-0.05144,0.02845,0.0081,0.02301,-0.02018,0.02591,-0.02717,0.00198,0.03749,-0.02985,0.00371,-0.00042,-0.04963,0.00529,0.01812,-0.02759,-0.00483,0.02909,-0.03796,-0.0188,0.01979,-0.04013,-0.00306,0.01285,-0.03318,-0.02672,0.01498,-0.02493,-0.00494,-0.00576,0.01151,-0.01284,0.00175,-0.00349,-2e-05,-0.00385,0.01209,-0.01128,0.00149,-0.00403,-0.00012
